bgg_id,name,comment
266830,QE,<https://rezensionen-fuer-millionen.blogspot.com/2022/12/qe.html>
335275,Whirling Witchcraft,
293835,Oltréé,
177478,IKI,<https://rezensionen-fuer-millionen.blogspot.com/2022/12/iki.html>
298635,Alice's Garden,<https://rezensionen-fuer-millionen.blogspot.com/2022/11/wald-der-wunder.html>
341245,Garden Nation,<https://rezensionen-fuer-millionen.blogspot.com/2022/11/kleine-volker-groer-garten.html>
341530,Super Mega Lucky Box,<https://rezensionen-fuer-millionen.blogspot.com/2022/10/gern-gespielt-im-oktober-2022.html>
339906,The Hunger,<https://rezensionen-fuer-millionen.blogspot.com/2022/10/the-hunger.html>
340348,Hot & Cold,<https://rezensionen-fuer-millionen.blogspot.com/2022/09/gern-gespielt-im-september-2022.html>
256513,Animal Kingdoms,
