rank,bgg_id,name,year,complexity,min_time
16591,328926,Tiny Fluxx,2021,,10
16591,361089,Marching Order,2021,,15
16597,8571,Austerlitz 1805: Napoleon's Greatest Victory,2000,3.200,240
16622,12123,18FR,1997,4.250,360
16626,11674,"The Lost Battalion: The Meuse-Argonne Offensive, 1918",2003,2.900,
16627,20300,Chickamauga River of Death,1983,2.857,240
16629,234616,Rory's Story Cubes: Strange,2017,,15
16632,127572,Battleship Live,2010,1.750,
16636,364760,Bunker,2020,1.125,
16638,268251,Praise,2019,1.000,
16658,342987,Antarctica,2021,2.000,300
16663,12676,Mini Car Wars,1987,2.000,
16664,12146,Gonnect,2000,3.500,
16664,286706,Word Bank,2019,,15
16670,387263,Virtual Revolution,2023,,90
16671,407454,Bite and Treaty,2024,3.000,
16676,13994,Alsace 1944,2004,2.333,
16682,10589,"Bittereinder: The Second Anglo-Boer War, 1899-1902",2000,2.692,480
16682,11993,"The Cossacks Are Coming!: The Tannenberg Campaign August and September, 1914 – 2nd Edition",2004,4.308,300
16692,1637,Situation 7,1969,1.000,20
16696,250051,The Seals of Cthulhu,2019,,15
16701,12520,"Bélisaire, la gloire de Byzance",1995,2.875,
16709,6008,Ruweisat Ridge: The First Battle of El Alamein,1985,2.222,240
16709,10394,Avalanche: The Salerno Landings,1976,3.333,360
16713,178157,Fighting Sail: Fleet Actions 1775–1815,2015,1.333,
16717,13715,Surakarta,,1.571,30
16717,174895,"North Cape: Convoy Battles in the Arctic, 1942-45",2015,3.000,
16736,29447,Guerra a Muerte,2008,2.824,360
16745,392008,Kings of Chicago,2023,,30
16747,320781,YOMEN,2017,,15
16748,243191,Animale Tattica,2017,,10
16753,388394,The Choice,2023,,20
16757,26795,Day of the Chariot: Kadesh,2008,3.000,240
16761,17582,Mein Panzer,1998,3.167,
16762,63671,Gangsta,2010,,30
16782,291380,Rory's Story Cubes: Heroes,2019,,20
16789,209566,Snippets,2016,,45
16801,101723,Hungarian Tarokk,1870,3.167,30
16806,11855,"Tamburlaine the Great: The Battle of Angorra, 1402",1979,2.333,
16810,314543,Clue: Card Game,2018,1.000,
16815,38829,Greater East Asia War,2009,2.778,360
16830,8909,Lu Zhan Jun Qi,,2.150,20
16831,158341,Zaginione Dziedzictwo: Wieża Białozłota,2015,,10
16841,322229,"War for America: The American Revolution, 1775-1782",2022,3.143,480
16846,322448,Bremen,2016,,20
16847,370129,Piazza Rabazza,2022,,30
16862,11129,"Krim: von Manstein's Battles for Sevastopol, 1941-1942",1990,2.444,
16864,195535,The Architect,,2.000,20
16869,24805,Tori Shogi,1799,3.500,60
16883,17102,"War in the West: WWII in Western Europe, 1939-1945",1976,3.500,360
16896,5343,Hang on Harvey!,1969,1.200,10
16902,220137,Scurvy Dice,2017,,30
16903,273007,Rory's Story Cubes: Primal,2019,,20
16908,6615,Napoleon at Austerlitz,1981,2.454,300
16908,11357,Brewhouse Bash,1998,1.546,
16909,84609,ROLLICK! The Hysterical Game of Clues and Collaboration,2010,,20
16913,14590,War of the Rebellion,1993,3.167,360
16914,385315,Unlock! Mythic Adventures: In den Fängen des Hades,2023,,45
16920,386831,Pigs on Trampolines,2023,1.000,
16921,163062,Mare Nostrum: War in the Mediterranean,2015,3.500,360
16922,11185,Grant Moves South,1983,3.000,
16925,215110,Kingdom of Aer: Kingmaker,2018,,10
16928,183453,Carcassonne: Demo-Spiel,2015,,15
16936,197414,Moop's Monster Mashup,2016,,60
16954,363093,Mazescape Kids: Hipnos,2022,,15
16965,168383,"Panzers East Solitaire: Army Group Center, June-August 1941",2015,2.333,
16971,38299,Borkowo 1806,2008,2.222,
16976,370771,Absolute Balderdash,2007,,
17006,42256,Cold War Battles 2: Pentomic Wurzburg & Kabul '79,2010,3.333,240
17028,18841,Joffre,,1.600,20
17031,16874,Vince Lombardi's Game,1970,2.000,
17045,1029,Lieber bairisch sterben,1988,3.000,210
17049,104239,bezzerwizzer kompakt,2010,1.750,
17060,10472,The East is Red: The Sino Soviet War,1974,2.591,360
17065,59650,Hatalom Kártyái Kártyajáték,1995,3.625,
17067,261491,Takla,2018,,10
17074,8990,Bantu,1955,2.000,30
17075,209488,The Game of Things: Travel/Expansion,2014,1.000,
17087,70451,Zheng Fen,,2.667,30
17089,16673,Over the Top: Command Decision Series Game,1990,3.000,
17090,12672,It Came to Pass,2001,1.222,
17090,388082,Demon Ship,2023,2.500,
17097,46991,À la charge: Normands et Byzantins,2009,1.889,
17098,130017,"War of the Pacific, Chile vs. Perú and Bolivia, 1879-1883",2013,2.400,300
17107,247949,Red Tide South,2019,3.400,
17126,219348,Trivial Pursuit: Star Wars – The Black Series Edition,2016,1.000,
17131,6456,Lodz 1914: First Blitzkrieg,1998,3.600,360
17134,239159,Totem: The Feel Good Game,2015,,15
17135,264672,ジャンキー (Junkie),2018,,3
17136,372577,The Year of the 5 Emperors,2022,,30
17141,286269,"Heroes of Telemark: Commando Raids in Norway, 1942-43",2019,1.750,
17150,73536,The Chinese Civil War of 1930,2010,2.857,
17154,6024,"Warsaw Rising: Revolt of the Polish Underground, 1944",1986,3.000,300
17161,323538,Hunt A Killer: Curtain Call,2020,,30
17172,197551,Hall of Fame,2016,,15
17188,361600,Roman Disaster at Teutoburg,2022,1.500,
17194,155577,Jungle Speed: 20 Years,2014,1.000,
17212,257743,Say Whaaat?!,2018,,30
17221,11510,"Robert at Bannockburn: The Battle of Bannockburn, 1314",1979,2.667,
17229,20111,The Golf Game: Par Excellence,1985,1.333,
17229,20533,Daihinmin,,1.400,10
17229,196342,Word Porters,2016,,20
17231,55686,Double Series,1996,1.000,
17235,191529,Chefs,,1.500,25
17252,318074,Clue: Scooby-Doo 50th Anniversary Edition,2019,1.667,
17253,5964,American Civil War 1861-1865,1983,2.917,720
17259,17967,Origins of World War I,1969,2.125,60
17261,127093,Stormy Seas,,1.000,15
17264,371842,QUARZ,2025,2.750,60
17276,29286,Stratego: America's Civil War Collector's Edition,2007,2.286,
17288,142996,Dragon vs Bear: China vs Russia in the 21st Century,2014,3.200,
17303,12662,To the Wolf's Lair!,1983,3.375,
17306,277064,Trivial Pursuit: 40th Anniversary Ruby Edition,2018,1.667,
17308,266019,Animalcatraz,2023,,90
17319,147465,Scribe's Arena,,1.667,20
17331,406454,En Route,2024,,20
17333,181808,Honours of War: Wargames Rules for the Seven Years' War,2015,1.000,
17336,328302,Avec Infini Regret III: Moncontour 1569,2021,2.500,
17342,16632,GOPS,,1.556,10
17351,6053,Little Big Horn,1981,3.429,360
17360,218044,Opaque War: Ukraine 2014,2018,3.800,
17365,313539,Something Wild! Villains,2020,,15
17365,403061,Unlock! Epic Adventures: Die sieben Prüfungen des Drachen,2020,,60
17377,34311,"First Battle of Britain: The Air War Over England, 1917-18",2009,2.500,240
17387,7562,Monty's D-Day,1985,2.556,360
17398,3099,Gettysburg,1958,2.250,120
17405,221059,Little Action,,1.000,10
17410,242186,Catch Phrase: Uncensored,2017,,5
17439,10038,Fateful Lightning,1994,3.000,240
17463,3815,"World War II: European Theater of Operations, 1939-45",1973,2.500,240
17472,4012,"Army Group Center: June 22-28, 1941",1993,3.125,300
17476,14698,Keep Cool,2004,2.000,
17476,31797,Classic BattleTech RPG,1999,2.000,
17477,22407,1066: End of the Dark Ages,2006,2.600,240
17478,183474,Tressette,,2.833,10
17479,41305,Orchard: The Card Game,2009,1.000,
17482,365235,Noggin,2022,,10
17501,6022,13: The Colonies in Revolt,1985,3.333,360
17501,221398,Eternal Kings,2019,,60
17514,16617,"The Wilderness Campaign: Lee vs. Grant, 1864",1972,2.273,240
17516,216360,Karty Dżentelmenów: Epizod Drugi,2016,1.000,
17522,22145,1842: Schleswig Holstein,1992,4.000,200
17524,42499,1000,,2.000,60
17527,145586,sQuizz,2013,,20
17529,358924,UNO: 50th Anniversary Premium,2020,,
17530,9062,Borodino '41,1995,3.125,300
17531,38827,"Battle for China, 1937-1941 (Second Edition)",2009,2.833,240
17534,27852,Taifa,1998,2.143,
17538,282287,Rescue Animals,2019,,15
17550,12169,Henry V,1993,2.800,
17553,1268,What's That on My Head?,1963,2.250,60
17555,130670,Acre: The Third Crusade Opens,2012,2.333,
17559,19297,Verdun: A Dagger at the Heart of France,1978,2.429,240
17559,350945,Class War: The Jacobin Board Game,2022,2.000,
17561,398059,The Chameleon: Picture Edition,2023,,20
17573,214849,Build or BOOM,2016,1.250,
17578,29691,Look Away!,2007,3.786,810
17579,194593,Painter Detective,2015,,40
17582,11937,Red Army: The Destruction of Army Group Center,1982,2.286,360
17591,255335,Shit Happens: Too Shitty for Work,2018,,20
17597,18683,Salta,1899,2.667,50
17611,19246,Catherine the Great,2005,2.700,
17621,9111,War of 1812,2001,3.000,240
17623,9204,Cherkassy Pocket: Encirclement at Korsun,2001,2.300,240
17624,265099,Escoba,,1.250,10
17627,3276,Skittles,1801,1.000,30
17632,269749,Knights Club: The Message of Destiny,2013,2.000,
17633,1993,Troke,1956,2.125,30
17633,20240,Écarté,1825,2.111,30
17636,151801,Oddly Obvious!,2013,1.000,
17641,283700,Crazy Theory,2019,,30
17651,308028,Drop Drive,2023,,45
17663,4554,Phalanx,1964,2.333,90
17668,354242,Yuncos: El lado oscuro de la luz,2022,,10
17673,19186,The French & Indian War: Struggle for the New World,2005,3.556,
17678,190104,Activity Family Classic,2014,1.000,
17684,13654,Yut Nori,500,1.333,30
17688,157416,Brazilian Checkers,1930,1.000,20
17689,360214,Metz,2023,,30
17690,311658,Magic Money,2020,,20
17706,2159,Kimbo,1960,1.750,45
17709,5897,Lie Detector,1960,1.308,60
17709,324602,Firebase Vietnam,2020,1.667,
17710,18011,Chaturanga,550,2.250,30
17711,7522,Wave of Terror,1997,2.867,360
17712,420311,Blood,2025,,90
17719,144486,Them's Fightin' Words!,2013,,5
17729,2503,Godsfire,1976,3.176,300
17734,265276,The Crystal Maze,2018,1.000,
17743,182136,iKNOW: Innovations,2014,,30
17747,283354,Operation Ichi-Go: Japan's Massive 1944 Offensive Across China,2020,3.667,240
17752,144420,Nichtlustig: Noch mehr Labor Chaos,2013,,20
17756,116739,Decision: Iraq,2013,2.333,240
17758,313540,Something Wild! Tim Burton's The Nightmare Before Christmas,2020,,15
17766,356752,Blockbuster and Chill,2021,,20
17767,199007,Adventure Time Card Wars: Doubles Tournament,2016,,30
17771,19127,Chinese Poker,,1.900,5
17774,324461,Murder Mystery Party Case Files: Underwood Cellars,2020,,180
17783,105280,Können Schweine fliegen? Mitbring-Spiel,2007,,
17788,291381,Rory's Story Cubes: Emergency,2019,,20
17795,99044,The Battle of Lepanto,2011,2.625,
17802,104769,Jungle Speed: Electronique,2011,,15
17805,100278,Tripolo,2011,1.000,
17806,13361,Spaceopoly,1997,1.714,
17808,333693,Monopoly: The Lord of The Rings Edition,2021,1.600,
17817,2606,Dover Patrol,1919,2.111,180
17828,268254,Don't Get Got!: A Christmas Party Game,2018,,
17833,417429,Encounters: BattleTech,2024,1.750,
17835,12583,Kursk 1943,1993,2.571,240
17838,91313,Ataxx,1990,2.222,
17850,5396,Trade Winds,1960,1.600,90
17851,21036,Stratego: Star Wars Saga Edition,2005,1.500,
17854,362484,Mimic Octopus,2022,,30
17855,11289,Operation Whirlwind: Budapest – November 1956,2002,2.714,
17889,130015,Norway 1940,2013,2.429,
17894,12629,Marching Through Georgia,1990,2.833,240
17902,40102,Verdun: A Generation Lost,2009,3.167,240
17913,353880,Moly Atrapa,2022,,10
17918,16741,System 7 Napoleonics,1978,2.000,240
17922,133992,Sorcerers of the Magic Kingdom,2012,1.250,
17923,4060,Undead,1981,1.667,240
17925,23570,Napoleon,1800,2.222,60
17928,31255,Knaves,,1.400,60
17928,113337,Global War 1939,2011,3.200,480
17936,265715,METAL,2019,1.000,
17942,364622,Mine Your Business,2023,,20
17944,16018,A Greek Tragedy: The Italian Invasion of Greece 1940-1941,2001,2.571,360
17949,182137,iKNOW: Lifestyle,2014,,30
17952,177076,ゴリティア (Goritaire),2014,1.000,
17956,217378,BABEL,2016,,15
17960,20828,Decipher,1972,,20
17961,5994,Tsushima,1989,2.556,240
17962,310888,Bobail,,1.500,15
17969,200888,Med Sirocco,2017,2.000,
17972,378256,Tell Me More,2023,,10
17976,13299,1918: Imperial Germany's Last Chance,2004,2.900,
17983,323552,Sheep & Garden,2020,,15
17994,27227,Contrario 2,2006,1.000,
17995,337958,Crimes & Capers: High School Hijinks,2021,,90
18004,15676,Terrace 6x6,1997,3.000,
18019,225828,Hot Seat,,1.000,20
18026,370077,Homeworld Fleet Command,2023,3.500,
18027,36431,Time Line,2002,2.000,
18031,5860,Descent on Crete: May 1941,1978,4.000,240
18033,200314,Jack the Ripper,2016,,2
18043,688,Manchu: The Taiping Rebellion – 1852-1868,1988,2.500,240
18046,30945,La Bataille d'Orël Octobre 1919,2007,3.000,600
18054,416850,Piggy Piggy,2024,,15
18062,21488,Petteia,-100,2.167,20
18071,217430,Bellum,2017,2.750,
18072,401779,Port Royal: The Dice Game,2023,,20
18075,6896,MechWar 2: Red Star / White Star Modern Mechanized Combat in Europe,1979,4.333,360
18087,26947,Italian Checkers,1400,1.667,30
18098,15430,Marignan 1515,1995,2.818,
18118,148280,8-Bit Mafia/Werewolf,2014,,15
18125,370095,FORK,2023,,15
18130,6897,The '45: The Jacobite Rebellion of 1745,1995,3.571,240
18133,353426,Clue: Disney Villains,2020,,
18136,386660,Boss Monster: 10th Anniversary Edition,2023,,30
18152,402503,Primal Hex: The Eternal Clash,2024,,30
18155,13885,The Guns of Cedar Creek,1989,3.500,
18165,6125,Austerlitz: The Battle of the 3 Emperors,1981,2.600,360
18168,140593,War by Television: Kosovo 1999,2014,2.667,
18174,187769,Rolling World,2015,1.000,
18178,121031,Franco-Prussian War 40: August 1870 - March 1871,2012,2.444,
18202,6054,Norge: the first battle between the Germans and the Allies,1981,3.000,360
18206,137431,Of Gods And Mortals: Mythological Wargame Rules,2013,2.000,
18209,17183,1001,1900,2.000,60
18212,312541,Recipe for Disaster,2020,1.500,
18214,165585,TrakkX,2014,,40
18216,401182,The Sixth Realm,2025,3.875,90
18218,64877,Flashpoint,,,
18232,151952,Gathering Storm,2015,4.000,360
18232,290557,Trivial Pursuit: Netflix's Stranger Things – Back to The 80s Edition,2019,,
18238,291100,Bob's Burgers: Belcher Family Food Fight,2019,,10
18240,26794,LOGacta Chart Soccer,1976,1.333,
18248,237501,Klattschen,,1.000,35
18256,256214,Trivial Pursuit: Friends,2018,1.000,
18260,116735,Oil War: Iran Strikes,2012,2.250,
18271,56208,The Lash of the Turk,2011,3.000,360
18281,9152,The Damned Die Hard: Philippines '41,1999,3.889,360
18284,378709,Ploc,2023,,15
18300,180210,tak•tak,2015,,20
18309,321680,Papua,2020,,25
18312,11534,Risorgimento: Italy's Wars of Liberation 1848-1866,1997,3.300,
18313,63497,Pochspiel,1441,1.333,
18315,24020,Blitzwar,2006,2.500,600
18318,40911,Ardeny 1944-45,2005,3.250,360
18327,43802,1940: What If Germany Went East?,2010,2.000,240
18332,140960,Raccoon Rumpus,2013,1.000,
18333,13996,L'Aigle Foudroyé,2001,2.125,
18333,277892,The Great Escape,2019,1.250,
18360,6988,Nile,1967,1.778,60
18363,12506,"La Bataille du Matz, 9-12 juin 1918",1999,3.167,
18370,288654,Tipsy,2019,1.200,
18379,117582,"Tobruk, Operation Crusader, Nov-Dec 1941",2013,2.800,
18385,11512,Leipzig: The Battle of Nations – Napoleon vs. Europe,1969,2.714,
18391,21269,Finger Football,2005,1.500,
18391,364451,The Magical World of Disney Trivia,2022,2.000,
18392,155836,Hollywood Game Night Party Game,2014,1.333,
18392,175921,Gates of Vienna: 1683,2015,2.500,240
18396,6759,Dispatcher,1958,2.556,360
18400,16471,Great Medieval Battles Bannockburn and Angorra,1999,2.333,360
18424,354768,The Dark Quarter,2024,,120
18428,4036,Anzio Beachhead,1969,2.857,60
18435,42275,Black Prince: Crecy & Navarette,2009,2.833,240
18436,34291,Tridom,,1.000,60
18445,2680,Stock Ticker,1937,1.484,45
18448,319889,Artefacts,2025,4.333,45
18458,12870,Film Frenzy,2003,1.000,
18466,326970,Linkee!,2020,,
18477,226596,FocusX,2017,,15
18481,258610,Munchkin Crazy Cooks,2018,,60
18484,287658,The Climbers: Family Edition,2019,,20
18488,31558,"First Blood: Second Marne, 15 July 1918",2008,2.000,
18490,97582,Kwizniac,2009,1.333,
18500,209812,Calabozo: La aventura de los anillos,,1.500,45
18509,547,Flohzirkus,1997,1.000,
18512,362503,Bug Off!,2022,,15
18524,879,Tacara,2000,,60
18525,7847,Blood on the Snow: The Battle of Suomussalmi,1995,2.722,240
18527,151070,Gladiatoris,,2.800,30
18527,237171,Last One Standing: The Battle Royale Board Game,2018,,30
18532,159455,Galactic Sabacc,2002,1.000,
18540,47994,Five-up,1959,1.667,30
18541,41354,Sueca,,1.750,30
18544,104285,Bluff,1963,,
18546,158818,Politiko (2nd Ed),2013,,45
18548,309352,Shadow of the Obelisk,2020,,15
18556,156406,The Chronicles of Dragon Wing,2011,3.000,
18589,57409,Shashki,1680,1.667,30
18590,375707,Suspects: Ewiger Fluch,2022,,90
18598,285040,Open-face Chinese Poker,2005,2.000,
18600,80833,Michigan Rummy,1939,1.500,
18609,137841,Tic Stac Toe,2013,1.000,
18613,376479,Exit: The Game – Kids: Riddles in Monsterville,2023,,45
18631,6912,Cinch,,2.333,60
18631,12811,Strat-O-Matic College Football,1976,2.500,
18649,227150,Zone Runners,2017,,15
18653,20510,Mahjong Rummy,,2.000,20
18655,13495,High Finance,1968,1.500,45
18662,130668,Breitenfeld: Enter the Lion of the North,2012,2.000,
18663,380300,UNO Flex!,2023,2.500,
18680,282,Vikingatid,1997,3.300,300
18703,11149,It from the Pit,1992,1.000,
18706,260749,Super Secret Stealthy Spies,2018,,15
18716,231,Geronimo,1995,3.193,480
18716,7622,Morsecode ···–,2001,3.546,360
18743,12569,Fletcher Pratt's Naval War Game,1943,2.333,
18749,12856,Shove Ha'penny,1840,1.250,1
18751,165884,The Festivals,2017,,30
18752,10304,Julius Caesar: Game of the Gallic Wars,1985,3.333,300
18760,66277,Sync Up!,2009,1.000,
18761,224635,Dragoborne: Rise to Supremacy,2017,,
18762,20708,Alamein: History's Turning Point 1942,2006,4.000,240
18768,6124,Waterloo: The Last Great Battle,1981,2.500,240
18776,11131,Hell Before Night: The Battle of Shiloh,1997,3.000,
18779,31556,The Russo-Swedish War,2008,2.571,300
18790,6044,Attila: The Huns Invasion,1981,3.250,360
18794,403257,Apropos: Of Movies,2023,,15
18807,320540,EXIT Adventskalender: Das geheimnisvolle Schloss,2019,,
18809,365106,Junior Detective,2022,,20
18813,3731,Stock Market Guru,1997,2.529,240
18823,270327,"PENNY DREADFUN: Duchy, Demony, Dickensy",2018,,120
18833,666,Stump,1968,1.000,30
18841,1385,Aber Hallo!,2000,1.833,
18883,323290,The Initials Game,2020,,
18885,249299,F28: War Always Changes,2018,,
18889,9496,Burma,1976,3.222,240
18891,17918,The Transformation Game,1987,2.250,
18895,8132,Winter Fury: The Battle of Tolvajärvi 1939,2001,2.750,360
18915,11562,Crimean War,1998,2.571,
18944,2299,Lords of the Renaissance,1996,3.333,300
18947,205542,Dark Castle,2016,,15
18978,5350,Hegemon,2002,3.667,360
18984,3360,Lexicon,1932,1.454,30
18985,302089,Штука,2017,1.000,
19006,17379,WWII Micro Armour: The Game,2001,2.800,
19007,10471,"The Franco-Prussian War: August 1 to September 2, 1870",1972,2.353,360
19015,256399,Game to Pick a Game: The Gateway Edition,2018,,5
19019,262390,Li-La-Laut,2018,,10
19024,367197,Connected Clues,2022,,10
19027,269148,Pig Hole,,1.000,15
19036,358666,Judge Domino,2021,,5
19039,109239,Imago,2011,1.000,
19050,2260,Blood and Iron,1992,2.667,300
19050,3983,Sabotage,1963,1.200,30
19058,2970,Squatter,1962,1.467,90
19058,39545,"Reconquista! The Struggle for Iberia, 850-1250 AD",2013,2.800,240
19064,198142,TMNT HeroClix: Mouser Mayhem Starter Set,2016,,
19065,7981,Paradux,,2.250,20
19076,26920,Turkish Checkers,1400,2.500,30
19084,231611,You've got problems,2017,1.667,
19086,6130,Wohrom: Swords and Magic Against Evil Forces,1981,3.400,360
19088,83378,King Maker,,2.000,
19093,245086,Sau Mau Mau,2018,,20
19096,217827,Battle Yahtzee: Deadpool,2016,1.000,
19116,11339,Korea '95,1993,3.000,
19137,2756,Alien Contact: Extraterrestrial Empires in Conflict,1983,2.400,240
19156,25168,Magellan,1966,2.500,45
19156,31557,The Egyptian Campaign,2008,2.400,300
19158,390478,Gloomhaven: Second Edition,2024,,60
19162,810,Amoeba,1975,1.800,
19162,10533,Central Command: Superpower Confrontation in the Straits of Hormuz,1984,3.143,240
19167,5174,Lingua,1969,2.000,60
19173,32784,Russian Bank,,1.200,30
19176,186421,Guju Guju,2015,,5
19183,8044,"Renaissance of Infantry: Tactical Warfare, 1250 A.D-1550 A.D",1970,3.250,240
19212,1727,Summit,1961,2.077,60
19217,2372,Goal!,1960,1.071,30
19217,164619,Idiom Addict,2013,,30
19223,38425,Spy Gear: Spy Trackdown,2008,1.800,
19234,14394,"Alma: The First Battle, 20 September 1854",1978,2.250,
19236,250905,カゲロウ (Mayfly),2016,,15
19261,36332,Field Command: Singapore 1942,2009,1.667,240
19262,33664,"Red Dragon, Blue Dragon: The Huaihai, 1948-1949",2016,2.750,
19266,178028,Sort it Out!,2009,1.000,
19273,26067,Kropki,,2.333,30
19292,166333,Primiera,2014,1.333,
19306,253835,Air Flix,2021,,20
19309,342736,Detecteam Family: A Pie Gone Missing,2021,,20
19318,361186,Exhaust,2022,,15
19323,18122,The Battle of Roark's Drift,1978,2.167,240
19330,9784,Cold Days in Hell,2000,3.444,300
19365,172168,Tschakka Lakka: Die rasante Würfeljagd nach dem Tempelschatz,2015,,20
19378,3499,3-D Chess,1851,4.071,90
19401,75877,TEG Independencia,2010,2.800,240
19442,11124,Operation Sea Lion,1997,3.000,240
19443,22644,La Guerra Civil Española (1936),1981,2.562,240
19455,308589,Chicken War,2020,,30
19459,378922,Till the Last Gasp,2023,,60
19464,3634,Iberos: Overlords of the Ancient Peninsula,2002,2.900,360
19464,363273,Copan: Dying City,,3.667,60
19473,136032,A Thunder Upon the Land: The Battles of Narva and Poltava,2013,2.750,240
19478,40567,Chinese Dominoes,1120,2.000,
19478,368309,DANTE: Inferno,2025,,90
19479,11689,Noble Armada,1998,2.750,
19486,131895,Holyland: Full Spectrum Warfare in the Middle East,2013,3.000,
19508,153820,Spot it! Freeze,2014,1.000,
19510,169465,Shinobi: El Juego del Asesino,,1.667,20
19510,327612,Jenga: Super Mario,2020,1.333,
19518,19432,Hexagonal Chess,1936,3.857,40
19526,1884,Fireside Football,1996,1.667,240
19528,67368,"Guards Tank: Prochorovka, 1943",2010,3.000,240
19528,99045,"Reichswehr & Freikorps: If the Red Army Invaded Germany, 1920",2012,2.286,
19531,10348,Second Front Now!,1997,2.714,240
19548,3423,Equations,1963,3.000,30
19562,256398,Game to Pick a Game: Orc Council,2018,,5
19562,346092,Speedy Ants,2022,,20
19577,7267,"Warlords: China in Disarray, 1916-1950",1986,3.000,360
19580,310957,SlingPuck,2020,1.000,
19595,297386,Shot in the Dark: The Ultimate Unorthodox Quiz Game,2019,1.000,
19596,201973,Trivial Pursuit: Star Trek 50th Anniversary Edition,2016,1.000,
19621,262407,Fantasy Pug Quest,2019,,30
19625,36352,Stalingrad 1942-43,2004,2.250,
19643,301637,Crazy Fishing,2020,,15
19653,6805,Air Empire,1961,2.000,120
19657,13378,Mukden: Climax of the Russo-Japanese War,1996,3.333,
19670,410655,Star Wars: Bounty Hunters,2024,,20
19674,6342,Switchboard,1966,1.833,45
19674,104809,Kleiner Obstgarten,2011,1.000,
19681,35610,3·4 = Klatsch!,2008,,10
19690,131474,Nacht der magischen Schatten,2012,,15
19695,11126,Moscow 1941: The Enemy at the Gates,1987,2.692,240
19699,150422,"Bloody Ridge: Guadalcanal, 12-14 September 1942",2014,2.400,
19707,235293,Apocalypse Z: The Board Game,2017,2.500,
19724,236184,The Reaper,2017,,30
19727,236202,Das Rotkäppchen Duell,2017,,10
19730,260588,"Tanks, but no thanks!",2018,,30
19732,130837,SpidMonsters,,1.000,15
19740,9512,"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",1992,3.083,360
19756,281523,Monopoly: Marvel Avengers,2019,1.333,
19760,8122,Konane,1775,2.000,20
19772,3677,Ultimatum: A Game of Nuclear Confrontation,1979,3.050,240
19773,231559,Quirk!,2017,,15
19784,39492,Mangala,,1.000,
19788,170586,Sedma,,1.667,
19801,6003,Donau Front,1989,2.500,300
19804,14117,Soldier Raj,2004,2.300,
19813,17037,100 Strategic Games for Pen and Paper,2002,2.000,
19828,10757,Marco Polo: Dragonda,1982,1.667,
19828,25665,Red Russia,2008,3.000,240
19834,403639,Floats McGoats,2023,,15
19836,7680,The Match Game,1963,1.000,30
19839,398769,Volles Fass voraus,2023,,30
19843,9379,Escalado,1929,1.333,20
19850,3049,Blood on the Tigris,1995,3.000,360
19851,22176,"Lest Darkness Fall: Rome in Crisis, AD 235 – 285",2006,2.750,240
19872,34065,Scrabble Me,2008,1.500,
19886,11527,Friedland,1992,2.900,
19886,223223,Midnight Outburst,2016,1.000,
19902,6023,"Thunder at Luetzen: Opening Battles for Germany, 1813",1985,2.556,240
19927,23081,HeroCard Cyberspace,2006,1.500,
19928,258334,Staka,2018,,20
19929,240134,I Spy Dig In,2017,1.000,
19949,130669,Pavia: Climax of the Italian Wars,2012,2.000,
19963,370963,Living Well Is the Best Revenge,2022,,15
19964,376555,Featherweight Fiesta,2023,,20
19976,349769,Risk: Shadow Forces,2022,3.000,
19978,210937,Dia de los Muertos,2016,,10
19984,342232,UNO: Mario Kart,2020,,10
19991,219564,Final War,2016,2.000,
20009,329883,World Auto Racing,2022,,15
20013,2487,Why,1958,1.222,45
20025,139640,Caribbean Pirates Dice Game,2013,,10
20042,13745,Puluc,,1.667,
20043,218318,Gangs of Commorragh,2017,1.000,
20048,416832,Khiva,2024,,30
20057,6938,"Global War: The War Against Germany and Japan, 1939-45",1975,3.118,360
20059,309852,The Treasure of Montecristo Island,2021,,60
20064,209667,Golden Snitch: Snitch Snatcher – The Quidditch Game,,2.500,
20092,3046,"Red Sun/Red Star: The Nomonhan Campaign, 1939",1993,2.643,360
20094,4625,Millennium: The Era of Invasion,1981,3.100,300
20097,8740,Imperium Romanum: The Clash of Legions,1979,3.500,300
20100,42882,"World War IV: One World, One King",2009,2.600,240
20104,135794,Méchanlou,,1.200,15
20111,123828,Battleship Movie Edition,2012,1.538,
20121,12519,Fontenoy 1745,1996,2.600,
20122,4285,Chattanooga,1997,2.778,300
20144,230885,"Guardians of the Galaxy, Vol. 2: Gear Up and Rock Out! An Awesome Mix Card Game",2017,1.000,
20151,218685,"Last Stand at Isandlwana, 22 January 1879",2018,2.200,
20165,13388,The Moscow Option: Guderian's Gambit,1996,2.286,
20166,31453,"Holy Roman Empire: Wars of the Reformation, 1524-38",2007,3.286,
20176,154537,Minnesota Whist,,3.000,
20181,76085,Unauthorized Production,,1.000,
20182,126464,Array,2012,1.000,
20186,8382,Light Division,1989,3.667,240
20189,277671,RisiKo! Edizione Torneo,1993,1.750,
20232,22205,Trapture,2006,1.167,
20242,22299,Marlborough: War of the Spanish Succession,2006,3.250,240
20254,25988,Asalto,1803,1.667,20
20269,11136,End of Empire: The French and Indian War and the American Revolution,1997,3.125,
20272,18780,El Día Más Largo,1982,2.667,240
20280,5201,Trailblazer,1981,3.286,240
20287,355274,Die Villa der Vampire,2022,,15
20294,221208,MBL Pocket Pro Tour,2017,1.200,
20295,351067,Polar Smash,2016,,15
20297,314746,Trivial Pursuit: Domówka,2019,,
20299,8945,Stadium Checkers,1952,1.333,30
