num_games,num_games_ranked,num_votes_total,avg_rating,num_votes_dummy,min_mse,commit,file_name,datetime
97286,19857,16565678,7.041725246723376,1645.5349460723937,2.993383659840412,5beb698fe3d41fcea670ca78ab073c79cfafc0b7,scraped/bgg_GameItem.jl,2020-10-19 02:41:30+00:00
97285,19853,16565351,7.04175868454523,1645.5773890018008,2.996520425658344,99ae4f4e8b60f4dfdc21bc9d7bec139afaaec3c7,scraped/bgg_GameItem.jl,2020-10-18 02:38:52+00:00
97283,19851,16564899,7.0418040560579325,1645.336769521191,2.9899178724165574,8bd92ac5f60cea4478ba2cf30a6a10e622050d43,scraped/bgg_GameItem.jl,2020-10-17 01:46:58+00:00
97280,19850,16564423,7.041816913342529,1645.3235566619242,2.989866900029061,b40f112804818163fe12f1b1f39b12c11e64947b,scraped/bgg_GameItem.jl,2020-10-16 01:33:07+00:00
97162,19846,16555418,7.041361083107658,1645.2454239364215,2.9890695121704067,55b38a7430b139d5ba5e8f9e1c61bb25ac7747d5,scraped/bgg_GameItem.jl,2020-10-15 01:12:57+00:00
97158,19836,16554788,7.041375856656697,1645.179039263121,2.989040792235036,27500cb2237f4e838dc8067185435d674d91c5bc,scraped/bgg_GameItem.jl,2020-10-14 01:34:44+00:00
97153,19836,16535623,7.04112069806502,1644.5882536470435,2.9881975310444435,cc3be1ae2fa13d5c6437c6442285e610cf3946d1,scraped/bgg_GameItem.jl,2020-10-13 01:51:52+00:00
97147,19834,16525667,7.0411642263716185,1641.627094149544,2.997104173639819,5bfcd34add0c9e26397feb08181f023923c2fd26,scraped/bgg_GameItem.jl,2020-10-12 02:06:44+00:00
97142,19830,16520610,7.041206853109541,1639.8704782124241,3.0001879881507985,f966a9da78dadd6e565812d6c5c7887042a915fb,scraped/bgg_GameItem.jl,2020-10-11 01:28:36+00:00
97140,19825,16517742,7.0412125406935155,1639.2269746399961,2.999145985794037,dff5b9ec14357a34ba2d38eb027de06e9021d582,scraped/bgg_GameItem.jl,2020-10-10 01:20:58+00:00
97137,19812,16516405,7.0412376757986985,1639.0080690368898,2.99920428915519,3f84929bc26707cce5eb7068af89312c9976b0ea,scraped/bgg_GameItem.jl,2020-10-09 01:13:30+00:00
97096,19804,16509837,7.0409599799991955,1638.7529447674297,2.999043215349747,fdceca324fd5b7985579699c2a2131417dfd20df,scraped/bgg_GameItem.jl,2020-10-08 01:42:20+00:00
97095,19799,16509475,7.040979462327543,1638.645970774769,3.0007152952808536,0c12ff561f1d8e14a667b588075ab1eec3921cd7,scraped/bgg_GameItem.jl,2020-10-07 01:32:49+00:00
97094,19796,16509308,7.040977624066375,1638.608232513024,3.000669111744081,388b2946b6f7213fa7de6664e882e81d371a246e,scraped/bgg_GameItem.jl,2020-10-06 01:23:31+00:00
97058,19795,16506316,7.040844564606058,1638.2300553842917,3.0031692626787874,8b419c553164eb7d8ce5325f3086cc7f29f5b563,scraped/bgg_GameItem.jl,2020-10-05 01:11:31+00:00
97058,19797,16506127,7.040824904876837,1638.1735280155674,3.003340556794393,bf62df3638761682634ee534c9b2d49f3377089d,scraped/bgg_GameItem.jl,2020-10-04 01:47:18+00:00
97054,19797,16505844,7.040824094111152,1638.1730198856076,3.003313511961984,96ae32ad291357d6bdd30cad946f2a85b88b0237,scraped/bgg_GameItem.jl,2020-10-03 01:40:16+00:00
