bgg_id,name,year,kennerspiel_score
10550,Big Boggle,1979,0.002508594777880337
538,Manager,1979,0.8164116272094387
1329,Hyle,1979,0.972486178337028
18529,The Penguin Book of Card Games,1979,0.248023937121014
9715,Crossado,1979,0.0034086886745102692
9211,Screwball Scramble,1979,0.0012678066540482214
310,Wizard's Quest,1979,0.9998742846347631
34452,Jagd durch Entenhausen,1979,0.2640942322355104
7898,Warp n Woof,1979,0.06824703704787587
1661,Balance of Power,1979,0.03333477234518953
162,The Awful Green Things From Outer Space,1979,0.9668005733663765
31050,Run for President,1979,0.23129514185847186
34678,Der Aktionär,1979,0.49784485137064016
2911,Point-Blank,1979,0.0032141031652825015
3113,Empire: Triumphs and Humilations for Power,1979,0.9999996549415746
38682,High Finance,1979,0.32564594914436246
31051,Target Number,1979,0.23129514185847186
30988,Away Across,1979,0.48705824024479544
121,Dune,1979,0.9999676002143324
38550,Travels,1979,0.23129514185847186
81111,Elfstedentocht,1979,0.009978084380128314
1424,Book of Lists Game,1979,0.01047934950073669
31064,Invasion,1979,0.48705824024479544
38201,Trans-Kombi,1979,0.21906475098543096
7534,Cabal,1979,0.3657617376701579
364,Samarkand,1980,0.47117046315735756
71,Civilization,1980,0.9999999983459169
524,Desperados,1980,0.012692088029221237
2478,Quirks,1980,0.19422119784201022
1076,Captain Future,1980,0.011774676091533287
748,Trax,1980,0.06266780582864097
1013,Energie Poker,1980,0.8884479457160687
7106,Tabu: The Game of Aztecs,1980,0.9970060968849482
103,Titan,1980,0.9999988332033355
18870,Wykersham,1980,0.6551897738846176
427,Grass,1980,0.9030433107424957
983,Tangoes,1980,0.0024855666919146105
1152,The Mystic Wood,1980,0.6114228387807341
13579,Öko,1980,0.812310783426087
6907,Mai '68 Le jeu,1980,0.9486534792647915
19475,Spingo,1980,0.015809611670858474
25917,Cup-Game,1980,0.514099507386108
3238,Rally: Risk and Evaluation on All Roads in the Worlds,1980,0.8101372704091602
18505,Twelve Tarot Games,1980,0.5300130128381699
4260,Odyssey: The Gods Clash,1980,0.9998554834376743
