rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
175,246900,Eclipse: Second Dawn for the Galaxy,2020,18,8.454,7.382,-1.072,7.116,-157
251,93,El Grande,1995,91,7.756,7.107,-0.649,6.990,-160
174,12333,Twilight Struggle,2005,13,8.245,7.193,-1.052,7.117,-161
281,264220,Tainted Grail: The Fall of Avalon,2019,98,8.090,7.198,-0.892,6.937,-183
229,3076,Puerto Rico,2002,45,7.914,7.076,-0.838,7.027,-184
274,317985,Beyond the Sun,2020,87,7.917,7.170,-0.747,6.947,-187
262,164153,Star Wars: Imperial Assault,2014,72,7.963,7.104,-0.859,6.967,-190
217,205637,Arkham Horror: The Card Game,2016,27,8.130,7.121,-1.009,7.040,-190
248,221107,Pandemic Legacy: Season 2,2017,57,8.029,7.201,-0.828,6.998,-191
255,182874,Grand Austria Hotel,2015,63,7.949,7.146,-0.803,6.985,-192
286,2651,Power Grid,2004,62,7.809,6.982,-0.828,6.931,-224
249,193738,Great Western Trail,2016,15,8.188,7.080,-1.108,6.996,-234
267,341169,Great Western Trail: Second Edition,2021,26,8.328,7.209,-1.119,6.956,-241
336,171623,The Voyages of Marco Polo,2015,93,7.781,6.999,-0.782,6.872,-243
266,115746,War of the Ring: Second Edition,2011,8,8.543,7.111,-1.432,6.957,-258
280,162886,Spirit Island,2017,11,8.344,7.004,-1.340,6.941,-269
311,192135,Too Many Bones,2017,33,8.340,7.135,-1.205,6.901,-278
363,124742,Android: Netrunner,2012,73,7.884,6.958,-0.926,6.854,-290
349,247763,Underwater Cities,2018,43,8.059,7.023,-1.036,6.866,-306
387,200680,Agricola (Revised Edition),2016,78,7.958,7.004,-0.954,6.835,-309
388,216132,Clans of Caledonia,2017,68,7.940,6.984,-0.957,6.834,-320
352,295770,Frosthaven,2022,25,8.826,7.295,-1.532,6.863,-327
351,28720,Brass: Lancashire,2007,20,8.195,6.989,-1.206,6.864,-331
361,177736,A Feast for Odin,2016,23,8.171,6.964,-1.207,6.856,-338
381,237182,Root,2018,31,8.072,6.898,-1.173,6.840,-350
457,31260,Agricola,2007,54,7.873,6.805,-1.068,6.765,-403
482,55690,Kingdom Death: Monster,2015,77,8.494,7.032,-1.462,6.739,-405
448,256960,Pax Pamir: Second Edition,2019,42,8.182,6.976,-1.206,6.773,-406
525,266810,Paladins of the West Kingdom,2019,70,7.979,6.858,-1.121,6.704,-455
518,102794,Caverna: The Cave Farmers,2013,49,7.944,6.787,-1.157,6.708,-469
530,126163,Tzolk'in: The Mayan Calendar,2012,61,7.857,6.770,-1.087,6.700,-469
504,120677,Terra Mystica,2012,29,8.059,6.780,-1.279,6.722,-475
496,220308,Gaia Project,2017,12,8.372,6.828,-1.543,6.726,-484
575,321608,Hegemony: Lead Your Class to Victory,2023,66,8.463,7.042,-1.420,6.663,-509
600,35677,Le Havre,2008,69,7.848,6.728,-1.119,6.646,-531
626,383179,Age of Innovation,2023,89,8.669,7.218,-1.450,6.631,-537
635,72125,Eclipse: New Dawn for the Galaxy,2011,82,7.830,6.719,-1.111,6.627,-553
597,251247,Barrage,2019,35,8.162,6.793,-1.369,6.647,-562
628,185343,Anachrony,2017,50,8.070,6.769,-1.302,6.631,-578
676,159675,Fields of Arle,2014,85,8.030,6.832,-1.198,6.604,-591
668,276025,Maracaibo,2019,64,8.011,6.764,-1.246,6.610,-604
629,182028,Through the Ages: A New Story of Civilization,2015,14,8.282,6.712,-1.571,6.630,-615
710,229853,Teotihuacan: City of Gods,2018,86,7.863,6.706,-1.157,6.582,-624
673,284378,Kanban EV,2020,46,8.418,6.931,-1.487,6.608,-627
834,121921,Robinson Crusoe: Adventures on the Cursed Island,2012,95,7.741,6.559,-1.183,6.506,-739
805,175914,Food Chain Magnate,2015,39,8.056,6.635,-1.421,6.521,-766
849,96848,Mage Knight Board Game,2011,34,8.085,6.560,-1.525,6.491,-815
982,125153,The Gallerist,2015,71,8.021,6.573,-1.449,6.428,-911
1057,62219,Dominant Species,2010,92,7.814,6.492,-1.322,6.395,-965
1153,161533,Lisboa,2017,56,8.188,6.528,-1.660,6.353,-1097
1191,25613,Through the Ages: A Story of Civilization,2006,90,7.840,6.432,-1.408,6.333,-1101
1217,184267,On Mars,2020,51,8.187,6.468,-1.719,6.321,-1166
