rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
204,176494,Isle of Skye: From Chieftain to King,2015,255,7.397,7.198,-0.199,7.055,51
205,251658,Sprawlopolis,2018,439,7.337,7.398,0.061,7.051,234
206,262712,Res Arcana,2019,141,7.660,7.219,-0.441,7.051,-65
207,166384,Spyfall,2014,938,6.781,7.219,0.438,7.050,731
208,176189,Zombicide: Black Plague,2015,244,7.618,7.273,-0.345,7.049,36
209,158899,Colt Express,2014,489,7.094,7.162,0.067,7.049,280
210,180263,The 7th Continent,2017,110,7.815,7.208,-0.606,7.048,-100
211,121288,Dixit: Journey,2012,720,7.398,7.822,0.424,7.044,509
212,163166,One Night Ultimate Werewolf: Daybreak,2015,690,7.305,7.646,0.342,7.044,478
213,246192,Gizmos,2018,375,7.389,7.334,-0.055,7.044,162
214,180974,Potion Explosion,2015,532,7.129,7.229,0.101,7.043,318
215,113294,Escape: The Curse of the Temple,2012,714,6.964,7.252,0.288,7.042,499
216,345972,Cat in the Box: Deluxe Edition,2022,372,7.623,7.605,-0.017,7.042,156
217,345584,Mindbug: First Contact,2022,422,7.740,7.723,-0.017,7.041,205
218,205637,Arkham Horror: The Card Game,2016,27,8.130,7.121,-1.009,7.039,-191
219,274638,Unmatched: Robin Hood vs. Bigfoot,2019,411,7.946,7.949,0.003,7.038,192
220,194594,Dice Forge,2017,428,7.229,7.204,-0.025,7.038,208
221,247367,"Air, Land, & Sea",2019,490,7.463,7.601,0.139,7.033,269
222,346703,7 Wonders: Architects,2021,805,7.042,7.410,0.367,7.033,583
223,177524,ICECOOL,2016,1051,6.792,7.357,0.565,7.033,828
224,155362,Ca$h 'n Guns: Second Edition,2014,936,6.832,7.262,0.430,7.030,712
225,11971,Cockroach Poker,2004,1026,6.786,7.307,0.521,7.030,801
226,163967,Tiny Epic Galaxies,2015,339,7.337,7.202,-0.136,7.028,113
227,256916,Concordia Venus,2018,97,8.291,7.612,-0.680,7.028,-130
228,3076,Puerto Rico,2002,44,7.915,7.077,-0.838,7.027,-184
229,16747,Tumblin' Dice,2004,862,7.234,7.794,0.561,7.027,633
230,148949,Istanbul,2014,176,7.543,7.136,-0.407,7.025,-54
231,266830,QE,2019,580,7.396,7.646,0.250,7.023,349
232,155821,Inis,2016,100,7.827,7.191,-0.636,7.020,-132
233,283864,Trails of Tucana,2019,710,7.402,7.825,0.423,7.018,477
234,28143,Race for the Galaxy,2007,79,7.744,7.081,-0.663,7.018,-155
235,218417,Aeon's End: War Eternal,2017,121,8.269,7.645,-0.624,7.017,-114
236,175117,Celestia,2015,881,6.942,7.328,0.386,7.016,645
237,336986,Flamecraft,2022,374,7.463,7.301,-0.162,7.013,137
238,246784,Cryptid,2018,299,7.448,7.252,-0.196,7.013,61
239,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,151,7.640,7.178,-0.462,7.012,-88
240,357563,Akropolis,2022,493,7.506,7.599,0.092,7.011,253
241,146652,Legendary Encounters: An Alien Deck Building Game,2014,172,7.756,7.273,-0.483,7.011,-69
242,39463,Cosmic Encounter,2008,200,7.521,7.115,-0.407,7.010,-42
243,240980,Blood on the Clocktower,2022,177,8.338,7.647,-0.691,7.009,-66
244,264241,Mandala,2019,467,7.532,7.623,0.091,7.007,223
245,256226,Azul: Stained Glass of Sintra,2018,424,7.316,7.270,-0.046,7.006,179
246,140934,Arboretum,2015,351,7.299,7.179,-0.120,7.006,105
247,319966,The King Is Dead: Second Edition,2020,344,7.659,7.537,-0.122,7.000,97
248,31481,Galaxy Trucker,2007,269,7.350,7.102,-0.248,7.000,21
249,221107,Pandemic Legacy: Season 2,2017,56,8.030,7.202,-0.828,6.999,-193
250,193738,Great Western Trail,2016,15,8.189,7.081,-1.109,6.997,-235
251,93,El Grande,1995,90,7.756,7.107,-0.649,6.989,-161
252,2655,Hive,2001,299,7.320,7.080,-0.239,6.988,47
