bgg_id,name,rank_h_index,h_index,rank_g_index,g_index
128445,Darkest Night,4003,14,4352,20
133637,Temple Run: Danger Chase,4003,14,4352,20
138195,City Blocks,4003,14,4352,20
143401,Yunnan,4003,14,4352,20
144036,Diamonsters,4003,14,4352,20
145976,Talon,4003,14,4352,20
153422,Gardens,4003,14,4352,20
154173,7 Ronin,4003,14,4352,20
154600,Desperados of Dice Town,4003,14,4352,20
172996,The King Is Dead,4003,14,4352,20
189660,XenoShyft: Dreadmire,4003,14,4352,20
191285,Less: Like Chess but Less!,4003,14,4352,20
194100,Costa Rica,4003,14,4352,20
212376,Stroop,4003,14,4352,20
218025,The Little Flower Shop,4003,14,4352,20
218395,Sine Tempore,4003,14,4352,20
232090,Doodle Rush,4003,14,4352,20
232595,Skulk Hollow,4003,14,4352,20
233149,Pulp Detective,4003,14,4352,20
234521,Necromunda: Underhive,4003,14,4352,20
235451,GROWL,4003,14,4352,20
241987,Dual Powers: Revolution 1917,4003,14,4352,20
245222,Squadro,4003,14,4352,20
249746,Nanty Narking,4003,14,4352,20
256852,Aliens: Another Glorious Day in the Corps,4003,14,4352,20
261831,Avocado Smash!,4003,14,4352,20
265285,Queenz: To Bee or Not to Bee,4003,14,4352,20
274450,Last Aurora,4003,14,4352,20
275564,Maximum Apocalypse: Legendary Edition,4003,14,4352,20
282131,Monster Baby Rescue!,4003,14,4352,20
284054,Smoothies,4003,14,4352,20
287591,Storytailors,4003,14,4352,20
295788,Plakks,4003,14,4352,20
297978,Mariposas,4003,14,4352,20
299933,Dice Flick,4003,14,4352,20
299946,Eiyo,4003,14,4352,20
302388,Back to the Future: Back in Time,4003,14,4352,20
313841,Lunar Base,4003,14,4352,20
320677,Noch mal!: Kids,4003,14,4352,20
321608,Hegemony: Lead Your Class to Victory,4003,14,4352,20
322010,Enchanted Plumes,4003,14,4352,20
325635,Unmatched: Little Red Riding Hood vs. Beowulf,4003,14,4352,20
351040,Ready Set Bet,4003,14,4352,20
379625,Elawa,4003,14,4352,20
520,Axis & Allies: Europe,4003,14,4679,19
602,Animal Poker,4003,14,4679,19
1690,Unexploded Cow,4003,14,4679,19
2507,Liberté,4003,14,4679,19
2955,Mexica,4003,14,4679,19
2961,Confusion: Espionage and Deception in the Cold War,4003,14,4679,19
8229,Armadöra,4003,14,4679,19
13507,WINK,4003,14,4679,19
16144,Fruit Spy,4003,14,4679,19
17851,Pizza Box Football,4003,14,4679,19
28238,Kitty Bitty,4003,14,4679,19
28258,Ubongo Mini,4003,14,4679,19
32989,Axis Empires: Totaler Krieg!,4003,14,4679,19
55165,Bisikle,4003,14,4679,19
66781,Space Infantry,4003,14,4679,19
75789,Mai-Star,4003,14,4679,19
86246,Drum Roll,4003,14,4679,19
91873,Strasbourg,4003,14,4679,19
97915,Bios: Megafauna,4003,14,4679,19
99312,Feudality,4003,14,4679,19
100679,Ultimate Warriorz,4003,14,4679,19
102181,In a Grove,4003,14,4679,19
107255,Evo (Second Edition),4003,14,4679,19
118174,Compounded,4003,14,4679,19
136117,The Walking Dead Card Game,4003,14,4679,19
137931,Nada!,4003,14,4679,19
147009,Zombie Kidz,4003,14,4679,19
150364,Dig Down Dwarf,4003,14,4679,19
162114,Hamsterbacke,4003,14,4679,19
163377,Rolling Japan,4003,14,4679,19
168054,Grifters,4003,14,4679,19
178054,A Study in Emerald (Second Edition),4003,14,4679,19
189350,Starving Artists,4003,14,4679,19
193737,Star Trek Panic,4003,14,4679,19
195454,NUT,4003,14,4679,19
197572,Warhammer Quest: Silver Tower,4003,14,4679,19
204516,878 Vikings: Invasions of England,4003,14,4679,19
205057,Word Domination,4003,14,4679,19
209001,Monster Lands,4003,14,4679,19
215437,Codex: Card-Time Strategy – Core Set,4003,14,4679,19
219100,UBOOT: The Board Game,4003,14,4679,19
223742,Colourbrain,4003,14,4679,19
230968,Panic Island!,4003,14,4679,19
231854,Twin Stars: Adventure Series I,4003,14,4679,19
232824,Caper,4003,14,4679,19
234711,Christmas Tree,4003,14,4679,19
235014,Sorcerer City,4003,14,4679,19
235252,GoTown,4003,14,4679,19
236272,Echidna Shuffle,4003,14,4679,19
240465,CIV: Carta Impera Victoria,4003,14,4679,19
244216,Shark Bite,4003,14,4679,19
249590,Nevsky: Teutons and Rus in Collision 1240-1242,4003,14,4679,19
249703,Gentes: Deluxified Edition,4003,14,4679,19
254713,The Artemis Project,4003,14,4679,19
255507,Orbis,4003,14,4679,19
257284,Timeline: Classic,4003,14,4679,19
265402,In the Hall of the Mountain King,4003,14,4679,19
266966,Dice Throne: Season Two – Gunslinger v. Samurai,4003,14,4679,19
269623,Unicorn Glitterluck: Cloud Stacking,4003,14,4679,19
270293,Gorinto,4003,14,4679,19
273814,Deliverance,4003,14,4679,19
300192,Twilight Struggle: Red Sea – Conflict in the Horn of Africa,4003,14,4679,19
300683,Meeple Land,4003,14,4679,19
306481,Tawantinsuyu: The Inca Empire,4003,14,4679,19
325414,Happy Little Dinosaurs,4003,14,4679,19
371636,Wildtails: A Pirate Legacy,4003,14,4679,19
399374,For One: Kniffel,4003,14,4679,19
315,Bagh Chal,4003,14,5069,18
853,...und tschüss!,4003,14,5069,18
1943,This Game is Bonkers!,4003,14,5069,18
4492,Trivial Pursuit: 20th Anniversary Edition,4003,14,5069,18
9852,Clue Jr.: The Case of the Missing Cake,4003,14,5069,18
10496,Camelot Legends,4003,14,5069,18
13551,Oltre Mare,4003,14,5069,18
24318,UNO Spin,4003,14,5069,18
35173,Pop the Pig,4003,14,5069,18
38992,Royal Palace,4003,14,5069,18
40209,RAF: The Battle of Britain 1940,4003,14,5069,18
68182,Isla Dorada,4003,14,5069,18
72225,CO₂,4003,14,5069,18
76247,Eaten by Zombies!,4003,14,5069,18
84088,Fauna Junior,4003,14,5069,18
92319,Olympos,4003,14,5069,18
99081,Bears!,4003,14,5069,18
109801,Sticky Stickz,4003,14,5069,18
114871,For The Win,4003,14,5069,18
129469,Card of the Dead,4003,14,5069,18
136416,Mountain 53,4003,14,5069,18
139991,Fresco: Big Box,4003,14,5069,18
154003,Pagoda,4003,14,5069,18
154259,Province,4003,14,5069,18
156878,tummple!,4003,14,5069,18
159209,Bucket King 3D,4003,14,5069,18
165662,Haru Ichiban,4003,14,5069,18
168609,"Artifacts, Inc.",4003,14,5069,18
171479,Commissioned,4003,14,5069,18
172662,Seven7s,4003,14,5069,18
180179,Siggil,4003,14,5069,18
184824,Gaslands: Post-Apocalyptic Vehicular Combat,4003,14,5069,18
185196,Rising 5: Runes of Asteros,4003,14,5069,18
194028,Rabbit Rally,4003,14,5069,18
198287,Legends of Andor: The Last Hope,4003,14,5069,18
200057,Pioneer Days,4003,14,5069,18
206844,Fold-it,4003,14,5069,18
207207,Glüx,4003,14,5069,18
207687,Endangered Orphans of Condyle Cove,4003,14,5069,18
211534,Bears vs Babies,4003,14,5069,18
214032,Founders of Gloomhaven,4003,14,5069,18
214234,Tank Duel: Enemy in the Crosshairs,4003,14,5069,18
214484,HEXplore It: The Valley of the Dead King,4003,14,5069,18
221769,Bios: Megafauna (Second Edition),4003,14,5069,18
230262,Time's Up! Party Edition,4003,14,5069,18
234396,Muse,4003,14,5069,18
238360,El Castillo del Terror,4003,14,5069,18
240855,Lockup: A Roll Player Tale,4003,14,5069,18
242343,Siege Storm,4003,14,5069,18
245444,Holding On: The Troubled Life of Billy Kerr,4003,14,5069,18
254088,Gravity Superstar,4003,14,5069,18
255594,Ship Shape: It's a Smuggler's Bounty!,4003,14,5069,18
256918,Cerberus,4003,14,5069,18
271528,Bees: The Secret Kingdom,4003,14,5069,18
274533,Throw Throw Burrito,4003,14,5069,18
277017,Color Brain: Disney Edition,4003,14,5069,18
280480,Crystal Palace,4003,14,5069,18
286109,Hierarchy,4003,14,5069,18
288424,Blue Banana,4003,14,5069,18
292564,Back to the Future: Dice Through Time,4003,14,5069,18
300993,¡Extinción!,4003,14,5069,18
322696,An Otter Won,4003,14,5069,18
324467,Hey Yo,4003,14,5069,18
341519,The Light in the Mist,4003,14,5069,18
347112,Secret Identity,4003,14,5069,18
347521,Blitzkrieg!: World War Two in 20 Minutes,4003,14,5069,18
347900,Tin Helm,4003,14,5069,18
358816,Rear Window,4003,14,5069,18
359318,Foxy,4003,14,5069,18
366023,Marvel Zombies: Heroes' Resistance,4003,14,5069,18
373167,20 Strong,4003,14,5069,18
122,Quo Vadis?,4003,14,5525,17
247,Gloria Picktoria,4003,14,5525,17
300,Tutankhamen,4003,14,5525,17
554,La Città,4003,14,5525,17
1376,Serengeti,4003,14,5525,17
38032,Byzanz,4003,14,5525,17
39217,Fighting Formations: Grossdeutschland Motorized Infantry Division,4003,14,5525,17
60579,Poo: The Card Game,4003,14,5525,17
96749,Fading Glory,4003,14,5525,17
127518,A Distant Plain,4003,14,5525,17
129320,Castle Dice,4003,14,5525,17
142197,The Phantom Society,4003,14,5525,17
145203,Prosperity,4003,14,5525,17
157789,Pandemic: Contagion,4003,14,5525,17
161882,Irish Gauge,4003,14,5525,17
162041,Ninja Taisen,4003,14,5525,17
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,4003,14,5525,17
183264,Spookies,4003,14,5525,17
187653,Covert,4003,14,5525,17
189294,Yeti,4003,14,5525,17
189848,Munchkin Marvel,4003,14,5525,17
191982,Knit Wit,4003,14,5525,17
193651,Bohemian Villages,4003,14,5525,17
195560,Wasteland Express Delivery Service,4003,14,5525,17
203828,"13 Minutes: The Cuban Missile Crisis, 1962",4003,14,5525,17
209222,Drachenturm,4003,14,5525,17
215613,Tao Long: The Way of the Dragon,4003,14,5525,17
217780,Gentes,4003,14,5525,17
225818,Mini Rails,4003,14,5525,17
232829,The Wizard Always Wins,4003,14,5525,17
234105,Hippo,4003,14,5525,17
242324,Stew,4003,14,5525,17
246816,Tales of Glory,4003,14,5525,17
251723,Zombicide: Dark Side,4003,14,5525,17
254386,Raccoon Tycoon,4003,14,5525,17
260298,The Table Is Lava,4003,14,5525,17
264806,We're Doomed!,4003,14,5525,17
271088,Ishtar: Gardens of Babylon,4003,14,5525,17
277699,A Fistful of Meeples,4003,14,5525,17
279014,Teenage Mutant Ninja Turtles: Turtle Power Card Game,4003,14,5525,17
281258,Sub Terra II: Inferno's Edge,4003,14,5525,17
302917,King of 12,4003,14,5525,17
304987,Sock Monsters,4003,14,5525,17
324639,The Road,4003,14,5525,17
329551,Mosaic: A Story of Civilization,4003,14,5525,17
331259,Sleeping Gods: Kickstarter Edition,4003,14,5525,17
332321,ALIEN: Fate of the Nostromo,4003,14,5525,17
342135,É Top!?: Variedades,4003,14,5525,17
344338,Cuphead: Fast Rolling Dice Game,4003,14,5525,17
351810,Viking See-Saw,4003,14,5525,17
354729,Wonder Woods,4003,14,5525,17
356133,Quirky Circuits: Penny & Gizmo's Snow Day!,4003,14,5525,17
140603,Francis Drake,4003,14,6010,16
153425,North Wind,4003,14,6010,16
157917,The Lord of the Ice Garden,4003,14,6010,16
180899,Ponzi Scheme,4003,14,6010,16
193557,Android: Mainframe,4003,14,6010,16
213492,Pyramids,4003,14,6010,16
217398,Path of Light and Shadow,4003,14,6010,16
224031,Cartagena,4003,14,6010,16
258309,First Contact,4003,14,6010,16
262733,Reichbusters: Projekt Vril,4003,14,6010,16
318983,Faiyum,4003,14,6010,16
337787,Summer Camp,4003,14,6010,16
65087,Beyblade,4436,13,840,56
34943,Double Shutter,4436,13,1012,51
23010,Risk: 40th Anniversary Collector's Edition,4436,13,1431,41
16499,Architekton,4436,13,1549,39
182694,Watson & Holmes,4436,13,1615,38
267370,Cities: Skylines – The Board Game,4436,13,1615,38
276830,Sanctum,4436,13,1615,38
9855,Strat-O-Matic Pro Basketball,4436,13,1696,37
4564,Blue & Gray: Four American Civil War Battles,4436,13,1867,35
756,Black Vienna,4436,13,1953,34
18103,Tien Len,4436,13,2156,32
22664,Phase 10 Masters Edition,4436,13,2156,32
18699,EinStein würfelt nicht!,4436,13,2261,31
149746,My Little Pony: Collectible Card Game,4436,13,2261,31
159633,Start Player Express,4436,13,2261,31
205072,Disney Eye Found It!: Hidden Picture Card Game,4436,13,2261,31
287693,Anubixx,4436,13,2261,31
31575,The Eye of Judgment,4436,13,2387,30
40550,Star Trek Customizable Card Game (Second Edition),4436,13,2387,30
42929,Martian Rails,4436,13,2387,30
17181,Stad - Land - Rivier,4436,13,2512,29
42498,Ambagibus,4436,13,2512,29
123587,Triominos Challenge,4436,13,2512,29
193122,Stir Fry Eighteen,4436,13,2512,29
369,5ive Straight,4436,13,2647,28
205961,Travelin',4436,13,2647,28
8553,Cannon,4436,13,2807,27
61470,Phase 10 Master,4436,13,2807,27
69851,Aliens: This Time It's War,4436,13,2807,27
96152,Nightfall: Martial Law,4436,13,2807,27
497,Vampire,4436,13,2967,26
1982,Black Spy,4436,13,2967,26
2557,Castle Risk,4436,13,2967,26
4386,Fanorona,4436,13,2967,26
30179,Inside,4436,13,2967,26
127839,"Mage Tower, A Tower Defense Card Game",4436,13,2967,26
210065,SLAPZI,4436,13,2967,26
334644,Nicodemus,4436,13,2967,26
2581,Kismet,4436,13,3155,25
4454,Statis Pro Football,4436,13,3155,25
7989,Spooks,4436,13,3155,25
8128,Atta Ants,4436,13,3155,25
10815,Craps,4436,13,3155,25
22244,Toppo,4436,13,3155,25
100795,Micro Monsters,4436,13,3155,25
259061,Skytear,4436,13,3155,25
313262,Shamans,4436,13,3155,25
332393,Bridge City Poker,4436,13,3155,25
351113,KeyForge: Winds of Exchange,4436,13,3155,25
2938,Zatre,4436,13,3361,24
13164,Mastermind for Kids,4436,13,3361,24
25196,Rummikub Six Player,4436,13,3361,24
29663,Star Fleet Battles: Captain's Edition Basic Set,4436,13,3361,24
41123,Pirate Versus Pirate,4436,13,3361,24
46007,A Brief History of the World,4436,13,3361,24
66896,American Carrom,4436,13,3361,24
186995,Doctor Who: Time of the Daleks,4436,13,3361,24
187353,Marvel Dice Masters: Civil War,4436,13,3361,24
191095,Scoundrel,4436,13,3361,24
256701,Fluff,4436,13,3361,24
271518,Disney Villainous: Wicked to the Core,4436,13,3361,24
327392,Gnoming A Round,4436,13,3361,24
720,Fast Food Franchise,4436,13,3592,23
2259,Afrika Korps,4436,13,3592,23
3348,Santa Fe Rails,4436,13,3592,23
5082,Rush Hour,4436,13,3592,23
14940,Figure It,4436,13,3592,23
18460,Lock 'n Load: Band of Heroes,4436,13,3592,23
69318,Perpetual-Motion Machine,4436,13,3592,23
135812,Knot Dice,4436,13,3592,23
165967,Great War Commander,4436,13,3592,23
173294,DC Comics Dice Masters: War of Light,4436,13,3592,23
173460,Dark Dealings,4436,13,3592,23
205907,Runewars Miniatures Game,4436,13,3592,23
207330,Hellas,4436,13,3592,23
225569,Geek Out! Masters,4436,13,3592,23
280041,Rolled West,4436,13,3592,23
283073,Zoo Run,4436,13,3592,23
285047,SilenZe: Zombie City,4436,13,3592,23
301480,Binho Classic: Pro Series,4436,13,3592,23
308500,Clash of Deck,4436,13,3592,23
313,Big Boss,4436,13,3819,22
831,Schrille Stille,4436,13,3819,22
1439,Penguin Pile-Up,4436,13,3819,22
4746,Dungeons & Dragons Computer Labyrinth Game,4436,13,3819,22
7803,O'NO 99,4436,13,3819,22
10140,The Scrambled States of America: Deluxe Edition,4436,13,3819,22
17003,Snap,4436,13,3819,22
17274,Attacktix Battle Figure Game: Star Wars,4436,13,3819,22
57163,Gonzaga,4436,13,3819,22
79131,Star Trek: Expeditions,4436,13,3819,22
145371,Three Kingdoms Redux,4436,13,3819,22
183572,Dungeons & Dragons Dice Masters: Faerûn Under Siege,4436,13,3819,22
200430,Elevenses for One,4436,13,3819,22
212027,Balloon Pop!,4436,13,3819,22
216725,Villages of Valeria: Deluxe Kickstarter Edition,4436,13,3819,22
283211,Harry Potter: Death Eaters Rising,4436,13,3819,22
283521,Are You A Robot?,4436,13,3819,22
318985,Puerto Rico,4436,13,3819,22
325038,The Brambles: A Solo Card Game,4436,13,3819,22
377068,Battle Card: Market Garden,4436,13,3819,22
194,Groo: The Game,4436,13,4078,21
458,Sherlock Holmes: The Card Game,4436,13,4078,21
655,Castle,4436,13,4078,21
730,Breakout: Normandy,4436,13,4078,21
3270,Lamarckian Poker,4436,13,4078,21
8017,Feurio!,4436,13,4078,21
12071,Second Season Pro Football Game,4436,13,4078,21
13017,Animal Olympics,4436,13,4078,21
13223,The Best of Chronology,4436,13,4078,21
22465,On the Dot,4436,13,4078,21
39710,Tien Zi Que,4436,13,4078,21
41372,Zombie in My Pocket,4436,13,4078,21
89918,Mount Drago,4436,13,4078,21
117992,Shrimp,4436,13,4078,21
125061,Super Tooth,4436,13,4078,21
136279,Kreuzwort,4436,13,4078,21
161849,Land 6,4436,13,4078,21
162263,Temporum,4436,13,4078,21
165628,HINT,4436,13,4078,21
175222,Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons,4436,13,4078,21
194032,Dragon Rapid Fire,4436,13,4078,21
199793,Dokmus,4436,13,4078,21
223952,Boast or Nothing,4436,13,4078,21
252985,"Legendary: A Marvel Deck Building Game – Marvel Studios, Phase 1",4436,13,4078,21
254127,Europa Universalis: The Price of Power,4436,13,4078,21
264566,Card Capture,4436,13,4078,21
281515,Company of Heroes,4436,13,4078,21
287671,Mauwi,4436,13,4078,21
289397,Crazy Taco,4436,13,4078,21
303676,Oh My Brain,4436,13,4078,21
329151,Draconic Dice,4436,13,4078,21
349992,Tiger & Dragon,4436,13,4078,21
355199,Star Realms,4436,13,4078,21
358790,Farm Club,4436,13,4078,21
378983,Tipperary,4436,13,4078,21
124,Primordial Soup,4436,13,4352,20
147,Crude: The Oil Game,4436,13,4352,20
310,Wizard's Quest,4436,13,4352,20
364,Samarkand,4436,13,4352,20
637,The Stock Car Championship Racing Card Game,4436,13,4352,20
1330,Savannah Café,4436,13,4352,20
3931,Mare Nostrum,4436,13,4352,20
3986,Battle for Germany,4436,13,4352,20
4991,Apples to Apples Kids,4436,13,4352,20
6191,Xe Queo!,4436,13,4352,20
6205,Europe Engulfed: WWII European Theatre Block Game,4436,13,4352,20
11730,Diam,4436,13,4352,20
20966,Queen of the Cupcakes,4436,13,4352,20
21293,Celtica,4436,13,4352,20
25204,UNO: Cars,4436,13,4352,20
27938,Tortuga,4436,13,4352,20
29602,Okko: Era of the Asagiri,4436,13,4352,20
32928,Mü and Lots More,4436,13,4352,20
59753,Priests of Ra,4436,13,4352,20
80933,Sandwich,4436,13,4352,20
87904,Trivial Pursuit: Master Edition,4436,13,4352,20
114228,Little Circuit,4436,13,4352,20
124954,Color Addict,4436,13,4352,20
128063,Uchronia,4436,13,4352,20
131788,Game Over,4436,13,4352,20
136587,Ninja Dice,4436,13,4352,20
144955,Murder in Greenrock Village: Theatre,4436,13,4352,20
156175,Championship Formula Racing,4436,13,4352,20
159910,The King of Frontier,4436,13,4352,20
161943,Chosŏn,4436,13,4352,20
166972,Bubble Bath Bunny,4436,13,4352,20
172162,Da Luigi,4436,13,4352,20
173634,The Red Dragon Inn 5: The Character Trove,4436,13,4352,20
189504,Звёздные войны: Тайное вторжение (Star Wars: Secret Invasion),4436,13,4352,20
198110,Kreus,4436,13,4352,20
217362,Frogriders,4436,13,4352,20
224894,Michael Strogoff,4436,13,4352,20
234834,Apocalypse au Zoo de Carson City,4436,13,4352,20
259393,Lunes,4436,13,4352,20
259571,Quarriors! Qultimate Quedition,4436,13,4352,20
259708,Diced Tomatoes,4436,13,4352,20
260332,Hokkaido,4436,13,4352,20
262540,Freshwater Fly,4436,13,4352,20
287691,Qwixx On Board,4436,13,4352,20
308621,Twisted Fables,4436,13,4352,20
328211,Vegetable Stock,4436,13,4352,20
331401,Dog Park,4436,13,4352,20
369880,Beer & Bread,4436,13,4352,20
379,Express,4436,13,4679,19
1444,SPQR,4436,13,4679,19
1744,Monster Mash,4436,13,4679,19
3972,Catan: Portable Edition,4436,13,4679,19
4031,Jungle,4436,13,4679,19
4257,Elephant's Trunk,4436,13,4679,19
8804,Stoner Fluxx,4436,13,4679,19
13089,Wie ich die Welt sehe...,4436,13,4679,19
15033,Australia,4436,13,4679,19
15121,Exago,4436,13,4679,19
15953,Wings of War: Burning Drachens,4436,13,4679,19
30804,Song of Blades and Heroes: Revised Edition,4436,13,4679,19
31483,Constantinopolis,4436,13,4679,19
31759,BattleTech: Introductory Box Set,4436,13,4679,19
39383,Frontline: D-Day,4436,13,4679,19
42006,Glücks-Piraten,4436,13,4679,19
51197,Hippos & Crocodiles,4436,13,4679,19
67239,Catan Histories: Settlers of America – Trails to Rails,4436,13,4679,19
71655,Wok Star,4436,13,4679,19
76203,RRR,4436,13,4679,19
86156,Reverse Charades,4436,13,4679,19
99358,Stonewall Jackson's Way II: Battles of Bull Run,4436,13,4679,19
101930,Carnival,4436,13,4679,19
104376,Bonbons,4436,13,4679,19
108157,Kalimambo,4436,13,4679,19
113324,Dungeon Delver,4436,13,4679,19
123536,GOSU 2: Tactics,4436,13,4679,19
127981,Dungeon Heroes,4436,13,4679,19
129904,Shadows over Camelot: The Card Game,4436,13,4679,19
143484,Florenza: The Card Game,4436,13,4679,19
147614,Crazy Time,4436,13,4679,19
147883,Lost Legacy: Hyakunen Senso to Ryu no Miko,4436,13,4679,19
155460,The Hobbit: An Unexpected Journey Deck-Building Game,4436,13,4679,19
164158,SHH,4436,13,4679,19
164917,Bananagrams WildTiles,4436,13,4679,19
172480,Roar! Catch the Monster,4436,13,4679,19
173003,Brix,4436,13,4679,19
177802,Smash Up: It's Your Fault!,4436,13,4679,19
188164,B-17 Flying Fortress Leader,4436,13,4679,19
188181,Avignon: A Clash of Popes,4436,13,4679,19
188614,Simon's Cat Card Game,4436,13,4679,19
191177,Space Race: The Card Game,4436,13,4679,19
194194,Pędzące Ślimaki,4436,13,4679,19
194923,Techno Bowl: Arcade Football Unplugged,4436,13,4679,19
197786,Say my Name,4436,13,4679,19
198832,Legends Untold: Weeping Caves Novice Set,4436,13,4679,19
207310,Infected,4436,13,4679,19
216578,Half-Pint Heroes,4436,13,4679,19
218376,Direwild,4436,13,4679,19
224794,Carreau,4436,13,4679,19
232437,Schollen Rollen,4436,13,4679,19
236248,Small Islands,4436,13,4679,19
246150,Arraial,4436,13,4679,19
255293,One Night Ultimate Super Villains,4436,13,4679,19
256839,VektoRace,4436,13,4679,19
263360,Shy Monsters,4436,13,4679,19
301255,Whistle Mountain,4436,13,4679,19
309408,Arcana Rising,4436,13,4679,19
319910,Pagan: Fate of Roanoke,4436,13,4679,19
329450,Equinox,4436,13,4679,19
336936,L.A.M.A.: 3 Gry w 1,4436,13,4679,19
339905,Love Letter: Princess Princess Ever After,4436,13,4679,19
339906,The Hunger,4436,13,4679,19
342372,The Elder Scrolls V: Skyrim – The Adventure Game,4436,13,4679,19
353150,FYFE,4436,13,4679,19
361598,At the Helm,4436,13,4679,19
378758,Imperial Miners,4436,13,4679,19
392023,Mycelia,4436,13,4679,19
2,Dragonmaster,4436,13,5069,18
782,"Win, Place & Show",4436,13,5069,18
1150,Lionheart,4436,13,5069,18
4610,Lord of the Rings: The Duel,4436,13,5069,18
5195,The Farming Game,4436,13,5069,18
7480,"Sword of Rome: Conquest of Italy, 362-272 BC",4436,13,5069,18
8045,Princes of the Renaissance,4436,13,5069,18
12194,Munchkin Bites!,4436,13,5069,18
12318,Typo,4436,13,5069,18
17465,Cowboys: The Way of the Gun,4436,13,5069,18
19918,No Stress Chess,4436,13,5069,18
23679,"Warriors of God: The Wars of England & France, 1135-1453",4436,13,5069,18
23757,NHL Ice Breaker: The Card Hockey Board Game,4436,13,5069,18
25584,If Wishes Were Fishes!,4436,13,5069,18
27389,Smart Ass,4436,13,5069,18
32666,Wealth of Nations,4436,13,5069,18
35572,Strozzi,4436,13,5069,18
38718,Normandy '44,4436,13,5069,18
65334,Flash Duel,4436,13,5069,18
66047,Fast Lane,4436,13,5069,18
66798,Heckmeck Barbecue,4436,13,5069,18
67181,PIX,4436,13,5069,18
75165,De Vulgari Eloquentia,4436,13,5069,18
84772,"Sun, Sea & Sand",4436,13,5069,18
99808,Pizza Theory,4436,13,5069,18
104377,TSCHAK!,4436,13,5069,18
111732,Kings of Air and Steam,4436,13,5069,18
117707,Wanzen tanzen,4436,13,5069,18
128568,(Your Name Here) and the Argonauts,4436,13,5069,18
128666,BANG! 10th Anniversary,4436,13,5069,18
129122,Band of Brothers: Ghost Panzer,4436,13,5069,18
134157,Guilds of London,4436,13,5069,18
137933,Dicht dran,4436,13,5069,18
139131,Hoplomachus: Rise of Rome,4436,13,5069,18
144579,Pizza Party,4436,13,5069,18
146221,Forge War,4436,13,5069,18
149241,Assault on Doomrock,4436,13,5069,18
154902,Diner,4436,13,5069,18
156091,Sons of Anarchy: Men of Mayhem,4436,13,5069,18
156442,Asking for Trobils,4436,13,5069,18
162093,I Hate Zombies,4436,13,5069,18
163154,Falling Sky: The Gallic Revolt Against Caesar,4436,13,5069,18
165872,Liberty or Death: The American Insurrection,4436,13,5069,18
172310,Kakerlaloop,4436,13,5069,18
177499,WWE Superstar Showdown,4436,13,5069,18
179933,Agility,4436,13,5069,18
181761,Plums,4436,13,5069,18
181797,Inhabit the Earth,4436,13,5069,18
183949,Aloha Pioha,4436,13,5069,18
188178,Draconis Invasion,4436,13,5069,18
194723,Mask of Anubis,4436,13,5069,18
195137,Catacombs (Third Edition),4436,13,5069,18
197409,The Heroes of Kaskaria,4436,13,5069,18
200058,Harvest,4436,13,5069,18
202564,Cookie Box,4436,13,5069,18
218479,Cerebria: The Inside World,4436,13,5069,18
218804,Imaginarium,4436,13,5069,18
219621,Walk the Plank: Deluxe Edition,4436,13,5069,18
221155,Donning the Purple,4436,13,5069,18
223360,¡Cobardes!,4436,13,5069,18
226312,Button Men: Beat People Up,4436,13,5069,18
226454,Miaui,4436,13,5069,18
230751,Carcassonne für 2,4436,13,5069,18
230765,Side Effects,4436,13,5069,18
231197,Raxxon,4436,13,5069,18
238638,Castell,4436,13,5069,18
245271,Forbidden Sky,4436,13,5069,18
249233,Filler,4436,13,5069,18
254683,Dodos Riding Dinos,4436,13,5069,18
255658,Talisman: Legendary Tales,4436,13,5069,18
258244,Discover: Lands Unknown,4436,13,5069,18
260757,Lift Off,4436,13,5069,18
272538,1828,4436,13,5069,18
272542,Jumanji Fluxx,4436,13,5069,18
286735,Muffin Time,4436,13,5069,18
288284,Flash 8,4436,13,5069,18
306656,Coup + Reforma,4436,13,5069,18
307997,Insider Black,4436,13,5069,18
317321,Darkest Dungeon: The Board Game,4436,13,5069,18
317981,Coyote,4436,13,5069,18
320538,Escape Advent Calendar: The Sunken Submarine,4436,13,5069,18
330532,Hashi,4436,13,5069,18
332075,Warhammer Quest: Cursed City,4436,13,5069,18
338434,Hoplomachus: Remastered,4436,13,5069,18
351155,Recto Verso,4436,13,5069,18
352593,River Wild,4436,13,5069,18
353411,Wreckland Run,4436,13,5069,18
359764,Shake That City,4436,13,5069,18
361214,Order Overload: Cafe,4436,13,5069,18
84,Rommel in the Desert,4436,13,5525,17
404,Worm Up!,4436,13,5525,17
941,Turbo Taxi,4436,13,5525,17
963,The Gardens of the Alhambra,4436,13,5525,17
1017,Fresh Fish,4436,13,5525,17
2094,4 First Games,4436,13,5525,17
2612,18AL,4436,13,5525,17
2629,Ramses II,4436,13,5525,17
2968,Ka-Ching!,4436,13,5525,17
6778,The Settlers of Zarahemla,4436,13,5525,17
12477,Bootleggers,4436,13,5525,17
12761,Ys,4436,13,5525,17
15954,Conquest of Paradise,4436,13,5525,17
16142,Geisterwäldchen,4436,13,5525,17
19947,Ark,4436,13,5525,17
22038,Warrior Knights,4436,13,5525,17
22287,Buccaneer,4436,13,5525,17
22303,Celebrities,4436,13,5525,17
22399,MixUp,4436,13,5525,17
24568,Rumis+,4436,13,5525,17
