bgg_id,name,rank_h_index,h_index,rank_g_index,g_index
247367,"Air, Land, & Sea",1336,27,1615,38
299252,Here to Slay,1336,27,1615,38
12589,Razzia!,1336,27,1696,37
21550,Blokus Trigon,1336,27,1696,37
77130,Sid Meier's Civilization: The Board Game,1336,27,1696,37
102548,Dungeon Fighter,1336,27,1696,37
107190,Flash Duel: Second Edition,1336,27,1696,37
142039,Lost Legacy,1336,27,1696,37
159473,Quartermaster General,1336,27,1696,37
258210,Blitzkrieg!: World War Two in 20 Minutes,1336,27,1696,37
290236,Canvas,1336,27,1696,37
333255,Keep the Heroes Out!,1336,27,1696,37
20437,Lords of Vegas,1336,27,1782,36
25292,Merchants & Marauders,1336,27,1782,36
32341,Cockroach Salad,1336,27,1782,36
33160,Endeavor,1336,27,1782,36
125153,The Gallerist,1336,27,1782,36
181345,Dr. Eureka,1336,27,1782,36
181521,Warhammer Quest: The Adventure Card Game,1336,27,1782,36
184267,On Mars,1336,27,1782,36
205158,Codenames: Deep Undercover,1336,27,1782,36
205610,A Game of Thrones: Hand of the King,1336,27,1782,36
1234,Once Upon a Time: The Storytelling Card Game,1336,27,1867,35
1403,Turn the Tide,1336,27,1867,35
13308,Niagara,1336,27,1867,35
172507,Mmm!,1336,27,1867,35
268012,Chronicles of Drunagor: Age of Darkness,1336,27,1867,35
43528,World Without End,1336,27,1953,34
164265,Witness,1336,27,1953,34
193042,Junk Art,1336,27,1953,34
266164,Babylonia,1336,27,1953,34
40793,Dice Town,1336,27,2048,33
116954,Indigo,1336,27,2048,33
171131,Captain Sonar,1336,27,2048,33
350948,Familiar Tales,1336,27,2048,33
2065,Shogi,1414,26,148,136
17,Button Men,1414,26,392,83
13713,Solitaire,1414,26,550,71
15722,Belote,1414,26,641,65
142131,Dominion: Big Box,1414,26,740,60
172155,Ascension: Dawn of Champions,1414,26,740,60
366161,Wingspan Asia,1414,26,840,56
508,Blue Max,1414,26,867,55
191128,UNO: With Customizable Wild Cards,1414,26,867,55
37165,"Warhammer 40,000 (Fifth Edition)",1414,26,902,54
29351,Durak,1414,26,929,53
94,Union Pacific,1414,26,970,52
3495,Harry Potter Trading Card Game,1414,26,1012,51
56796,Let's Catch the Lion!,1414,26,1042,50
175155,Forbidden Stars,1414,26,1042,50
302734,Master Word,1414,26,1074,49
130,Iron Dragon,1414,26,1118,48
713,Nuclear War,1414,26,1118,48
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1414,26,1118,48
267568,HexRoller,1414,26,1118,48
325810,Ascension: 10 Year Anniversary Edition,1414,26,1118,48
182453,The Game + The Game on Fire,1414,26,1159,47
310953,Pokémon Trading Card Game Battle Academy,1414,26,1159,47
16497,Rat Hot,1414,26,1192,46
19184,Lectio,1414,26,1192,46
20195,Six,1414,26,1192,46
39088,Hoppladi Hopplada!,1414,26,1192,46
6424,Pick Up Sticks,1414,26,1233,45
261594,Warhammer Underworlds: Nightvault,1414,26,1233,45
341358,DONUTS,1414,26,1233,45
22497,Straw,1414,26,1285,44
144592,Bruxelles 1893,1414,26,1285,44
174458,Baseball Highlights: 2045 – Deluxe Edition,1414,26,1285,44
158408,Coup: Deluxe Edition,1414,26,1339,43
65990,Don Quixote,1414,26,1396,42
208766,13 Clues,1414,26,1396,42
251219,Istanbul: Big Box,1414,26,1396,42
224,History of the World,1414,26,1431,41
42487,Lost Cities: The Board Game,1414,26,1431,41
133848,Euphoria: Build a Better Dystopia,1414,26,1431,41
138649,DC Comics Dice Masters: Justice League,1414,26,1431,41
150997,Shadows of Brimstone: Swamps of Death,1414,26,1431,41
183420,Kung Fu Zoo,1414,26,1431,41
31506,Ziegen Kriegen,1414,26,1491,40
224710,Zombicide: Green Horde,1414,26,1491,40
254123,Shadowrun: Crossfire – Prime Runner Edition,1414,26,1491,40
306882,Railroad Ink Challenge: Shining Yellow Edition,1414,26,1491,40
1383,Pool Party,1414,26,1549,39
35815,A Touch of Evil: The Supernatural Game,1414,26,1549,39
223376,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,1414,26,1549,39
270109,Iwari,1414,26,1549,39
327831,Lost Cities: Roll & Write,1414,26,1549,39
10,Elfenland,1414,26,1615,38
6932,Hi Ho! Cherry-O,1414,26,1615,38
8172,Coyote,1414,26,1615,38
29355,Würfel Bingo,1414,26,1615,38
83330,Mansions of Madness,1414,26,1615,38
108906,Thunder Alley,1414,26,1615,38
127024,Room 25,1414,26,1615,38
167292,Bellz!,1414,26,1615,38
221194,Dinosaur Island,1414,26,1615,38
619,The Bottle Imp,1414,26,1696,37
651,Zero Down,1414,26,1696,37
2476,Industrial Waste,1414,26,1696,37
117555,CLACK!,1414,26,1696,37
191876,Ulm,1414,26,1696,37
222514,Batman: Gotham City Chronicles,1414,26,1696,37
230852,BONK,1414,26,1696,37
234487,Altiplano,1414,26,1696,37
256916,Concordia Venus,1414,26,1696,37
298371,Wild Space,1414,26,1696,37
319422,Everdell: Collector's Edition,1414,26,1696,37
322622,Floriferous,1414,26,1696,37
332398,Everdell: The Complete Collection,1414,26,1696,37
3522,LCR,1414,26,1782,36
16991,Khet: The Laser Game,1414,26,1782,36
57660,Time's Up! Edición Azul,1414,26,1782,36
59959,Letters from Whitechapel,1414,26,1782,36
71671,Yggdrasil,1414,26,1782,36
125048,Dobble: Free Demo Version,1414,26,1782,36
128667,Samurai Sword,1414,26,1782,36
140068,Galaxy Trucker: Anniversary Edition,1414,26,1782,36
172073,MammuZ,1414,26,1782,36
191963,Thunder & Lightning,1414,26,1782,36
211940,Level 10,1414,26,1782,36
316412,The LOOP,1414,26,1782,36
379629,Knarr,1414,26,1782,36
4396,Odin's Ravens,1414,26,1867,35
17162,The Little Orchard,1414,26,1867,35
28086,Risk Express,1414,26,1867,35
35505,Walk the Plank!,1414,26,1867,35
65564,Hornet Leader: Carrier Air Operations,1414,26,1867,35
73538,Pirate Fluxx,1414,26,1867,35
157723,We Didn't Playtest This at All with Chaos Pack Expansion,1414,26,1867,35
172933,Dragonwood,1414,26,1867,35
3097,1849: The Game of Sicilian Railways,1414,26,1953,34
23540,Shikoku 1889,1414,26,1953,34
82222,Xia: Legends of a Drift System,1414,26,1953,34
135649,Tales & Games: The Three Little Pigs,1414,26,1953,34
235802,Too Many Bones: Undertow,1414,26,1953,34
271055,Dwellings of Eldervale,1414,26,1953,34
1382,Winner's Circle,1414,26,2048,33
166286,Bottom of the 9th,1414,26,2048,33
336794,Galaxy Trucker (Second Edition),1414,26,2048,33
475,Taj Mahal,1414,26,2156,32
36648,Pyramid of Pengqueen,1414,26,2156,32
192074,Odin's Ravens (Second Edition),1414,26,2156,32
260789,Assassin's Creed: Brotherhood of Venice,1414,26,2156,32
291845,Three Sisters,1414,26,2156,32
300877,New York Zoo,1414,26,2156,32
350933,The Guild of Merchant Explorers,1414,26,2156,32
155362,Ca$h 'n Guns: Second Edition,1414,26,2261,31
266507,Clank! Legacy: Acquisitions Incorporated,1414,26,2261,31
245655,The King's Dilemma,1414,26,2387,30
182134,Evolution: Climate,1528,25,6,5047
895,APBA Pro Baseball,1528,25,286,97
6955,Reiner Knizia's Decathlon,1528,25,392,83
76150,Revolver,1528,25,426,80
2471,Zombies!!!,1528,25,480,76
299,De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1528,25,508,74
13293,Vs System,1528,25,508,74
255653,Warhammer Age of Sigmar: Champions Trading Card Game,1528,25,613,67
90419,Airlines Europe,1528,25,740,60
295574,Dice Masters,1528,25,740,60
10789,Pitch,1528,25,760,59
338896,Quest Calendar: The Gates of Terralon,1528,25,815,57
1568,Space Crusade,1528,25,867,55
6263,King's Breakfast,1528,25,867,55
37198,Risk (Revised Edition),1528,25,902,54
135262,Electronic Catch Phrase,1528,25,929,53
155451,Guild Ball,1528,25,970,52
2785,Game of Goose,1528,25,1042,50
84838,Yomi (Second Edition),1528,25,1074,49
239188,Chronicles of Crime,1528,25,1074,49
5795,Richelieu,1528,25,1118,48
481,Carolus Magnus,1528,25,1233,45
224035,Zombie Dice Horde Edition,1528,25,1285,44
1475,Careers,1528,25,1339,43
40381,Modern Art Card Game,1528,25,1339,43
142852,DC Deck-Building Game: Heroes Unite,1528,25,1339,43
17521,Golf,1528,25,1396,42
210290,Legendary: Buffy The Vampire Slayer,1528,25,1396,42
1502,Hotel Tycoon,1528,25,1431,41
2163,Space Hulk,1528,25,1431,41
230059,Crossfire,1528,25,1431,41
273065,The Genius Square,1528,25,1431,41
1515,Upwords,1528,25,1491,40
14017,Oceania,1528,25,1491,40
85005,The Boss,1528,25,1491,40
109276,Kanban: Driver's Edition,1528,25,1491,40
209095,UNO: Super Mario,1528,25,1491,40
7929,Dungeons & Dragons Miniatures,1528,25,1549,39
27708,1960: The Making of the President,1528,25,1549,39
149951,Warfighter: The Tactical Special Forces Card Game,1528,25,1549,39
158742,Yardmaster Express,1528,25,1549,39
297895,Divvy Dice,1528,25,1549,39
21930,Crazy Kick,1528,25,1615,38
162107,Doodle City,1528,25,1615,38
214880,City of the Big Shoulders,1528,25,1615,38
220700,Cobra Paw,1528,25,1615,38
305985,Mountain Goats,1528,25,1615,38
25568,Metropolys,1528,25,1696,37
55834,Mosaix,1528,25,1696,37
88827,Battle Cry: 150th Civil War Anniversary Edition,1528,25,1696,37
225885,Unbroken,1528,25,1696,37
231484,Carnival of Monsters,1528,25,1696,37
281655,High Frontier 4 All,1528,25,1696,37
296912,Fort,1528,25,1696,37
240,Britannia,1528,25,1782,36
635,Formula Motor Racing,1528,25,1782,36
9203,Wings of War: Famous Aces,1528,25,1782,36
32412,Palastgeflüster,1528,25,1782,36
65282,Tanto Cuore,1528,25,1782,36
66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,1528,25,1782,36
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,1528,25,1782,36
200551,30 Rails,1528,25,1782,36
236191,London (Second Edition),1528,25,1782,36
281075,Welcome to New Las Vegas,1528,25,1782,36
594,Sleuth,1528,25,1867,35
9823,Advanced Squad Leader: Starter Kit #1,1528,25,1867,35
12005,Around the World in 80 Days,1528,25,1867,35
112092,Shadowrift,1528,25,1867,35
121193,Cover Your Assets,1528,25,1867,35
125924,Clubs,1528,25,1867,35
175095,Dawn of the Zeds (Third Edition),1528,25,1867,35
212404,In Vino Morte,1528,25,1867,35
334590,For Northwood! A Solo Trick-Taking Game,1528,25,1867,35
335609,TEN,1528,25,1867,35
17557,Super Farmer,1528,25,1953,34
19427,Gemblo,1528,25,1953,34
98229,Pictomania,1528,25,1953,34
105551,Archipelago,1528,25,1953,34
121288,Dixit: Journey,1528,25,1953,34
128554,Völuspá,1528,25,1953,34
178940,Push It,1528,25,1953,34
190400,Aventuria: Adventure Card Game,1528,25,1953,34
207336,Honshū,1528,25,1953,34
267319,Roam,1528,25,1953,34
334065,Verdant,1528,25,1953,34
938,Enchanted Forest,1528,25,2048,33
30539,Get Bit!,1528,25,2048,33
36345,Monty Python Fluxx,1528,25,2048,33
131014,Carcassonne: Winter Edition,1528,25,2048,33
139899,VivaJava: The Coffee Game: The Dice Game,1528,25,2048,33
144826,Zombie 15',1528,25,2048,33
197070,Massive Darkness,1528,25,2048,33
226320,My Little Scythe,1528,25,2048,33
248065,Zombicide: Invader,1528,25,2048,33
259374,Belratti,1528,25,2048,33
328565,Caper: Europe,1528,25,2048,33
382,Heimlich & Co.,1528,25,2156,32
3656,Score Four,1528,25,2156,32
28089,Burg Appenzell,1528,25,2156,32
34127,Ticket to Ride: The Card Game,1528,25,2156,32
54625,Space Hulk (Third Edition),1528,25,2156,32
168679,Flip City,1528,25,2156,32
171905,Orléans: Deluxe Edition,1528,25,2156,32
180040,Villages of Valeria,1528,25,2156,32
223953,Kitchen Rush,1528,25,2156,32
246900,Eclipse: Second Dawn for the Galaxy,1528,25,2156,32
272533,Kingdom Rush: Rift in Time,1528,25,2156,32
284653,Mind MGMT: The Psychic Espionage “Game.”,1528,25,2156,32
338957,Caesar!: Seize Rome in 20 Minutes!,1528,25,2156,32
40237,Long Shot,1528,25,2261,31
140933,Blueprints,1528,25,2261,31
298586,Demeter,1528,25,2261,31
320390,Kabuto Sumo,1528,25,2261,31
12157,Unanimo,1528,25,2387,30
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,1528,25,2387,30
233020,Fireball Island: The Curse of Vul-Kar,1528,25,2387,30
311193,Anno 1800: The Board Game,1528,25,2387,30
161533,Lisboa,1528,25,2512,29
298069,Cubitos,1528,25,2512,29
63788,Freecell,1647,24,344,89
30869,Thebes,1647,24,426,80
1302,Cosmic Wimpout,1647,24,791,58
6817,Schafkopf,1647,24,970,52
5306,Harry's Grand Slam Baseball Game,1647,24,1042,50
13597,Big Two,1647,24,1118,48
32674,Monsterpocalypse,1647,24,1285,44
69779,Polis: Fight for the Hegemony,1647,24,1285,44
38984,MOW,1647,24,1339,43
180241,Warhammer Age of Sigmar,1647,24,1339,43
10660,micropul,1647,24,1396,42
8989,Hansa,1647,24,1431,41
2086,Elfer raus!,1647,24,1491,40
19957,Blitz,1647,24,1491,40
39813,Qwirkle Cubes,1647,24,1491,40
66608,Two by Two,1647,24,1491,40
95527,Madeira,1647,24,1491,40
192312,Mr. Cabbagehead's Garden,1647,24,1491,40
229427,"Warhammer 40,000 (Eighth Edition)",1647,24,1491,40
249552,Ascension: Delirium,1647,24,1491,40
5697,Reiner Knizia's Amazing Flea Circus,1647,24,1549,39
153004,Lemminge,1647,24,1549,39
156943,Saint Petersburg (Second Edition),1647,24,1549,39
158882,Elevenses for One,1647,24,1549,39
206754,Burke's Gambit,1647,24,1549,39
260678,Stone Age: Anniversary,1647,24,1549,39
269146,Yōkai,1647,24,1549,39
16398,War,1647,24,1615,38
16693,UNO H2O,1647,24,1615,38
64956,10 Days in the Americas,1647,24,1615,38
66837,1862: Railway Mania in the Eastern Counties,1647,24,1615,38
84465,Ottoman Sunset: The Great War in the Near East,1647,24,1615,38
170604,Renegade,1647,24,1615,38
187617,Nemo's War (Second Edition),1647,24,1615,38
188465,Otrio,1647,24,1615,38
234671,Pandemic: Rising Tide,1647,24,1615,38
296044,Fruit Picking,1647,24,1615,38
342562,ROVE: Results-Oriented Versatile Explorer,1647,24,1615,38
1412,Trendy,1647,24,1696,37
3874,Ultimate Mastermind,1647,24,1696,37
20782,Siam,1647,24,1696,37
25021,Sekigahara: The Unification of Japan,1647,24,1696,37
33154,Wasabi!,1647,24,1696,37
34119,Tales of the Arabian Nights,1647,24,1696,37
73369,51st State,1647,24,1696,37
262388,Qwantum,1647,24,1696,37
316085,Ukiyo,1647,24,1696,37
815,Chrononauts,1647,24,1782,36
949,Twixt,1647,24,1782,36
5206,Ogre,1647,24,1782,36
126792,Myrmes,1647,24,1782,36
256066,"Warhammer 40,000: Kill Team",1647,24,1782,36
258036,Between Two Castles of Mad King Ludwig,1647,24,1782,36
295577,Dungeon Mayhem: Monster Madness,1647,24,1782,36
367375,Race to the Raft,1647,24,1782,36
12616,Zingo!,1647,24,1867,35
17816,Family Fluxx,1647,24,1867,35
98351,Core Worlds,1647,24,1867,35
146149,Quick Cups,1647,24,1867,35
158889,Summoner Wars: Alliances Master Set,1647,24,1867,35
246912,Take 5 & Take A Number,1647,24,1867,35
264198,Warhammer Quest: Blackstone Fortress,1647,24,1867,35
349463,"Dungeons, Dice & Danger",1647,24,1867,35
363247,Azul: Master Chocolatier,1647,24,1867,35
2533,Kupferkessel Co.,1647,24,1953,34
13328,Chromino,1647,24,1953,34
22827,StarCraft: The Board Game,1647,24,1953,34
25213,30 Seconds,1647,24,1953,34
63170,1817,1647,24,1953,34
109451,A Fistful of Penguins,1647,24,1953,34
110277,Among the Stars,1647,24,1953,34
129556,Tapple,1647,24,1953,34
137155,Potato Man,1647,24,1953,34
172220,Dungeons & Dragons: Temple of Elemental Evil Board Game,1647,24,1953,34
176371,Explorers of the North Sea,1647,24,1953,34
180956,One Night Ultimate Vampire,1647,24,1953,34
261393,Dungeon Universalis,1647,24,1953,34
271512,5211,1647,24,1953,34
298635,Alice's Garden,1647,24,1953,34
47,Chinatown,1647,24,2048,33
6472,A Game of Thrones,1647,24,2048,33
19777,Indonesia,1647,24,2048,33
22864,Zeus on the Loose,1647,24,2048,33
32116,Airships,1647,24,2048,33
38713,Time's Up! Edición Amarilla,1647,24,2048,33
59294,Runewars,1647,24,2048,33
165595,JamSumo,1647,24,2048,33
245136,Bluff Jubiläumsausgabe,1647,24,2048,33
248158,Thanos Rising: Avengers Infinity War,1647,24,2048,33
253608,18Chesapeake,1647,24,2048,33
281260,Veilwraith: A Veil Odyssey Game,1647,24,2048,33
311715,Mini Rogue,1647,24,2048,33
348406,Marvel Dice Throne,1647,24,2048,33
64220,Richard Scarry's Busytown: Eye found it! Game,1647,24,2156,32
96007,The New Era,1647,24,2156,32
195528,La Granja: No Siesta,1647,24,2156,32
248949,Skull Tales: Full Sail!,1647,24,2156,32
271519,Ecosystem,1647,24,2156,32
273264,Iron Helm,1647,24,2156,32
331787,Tiny Epic Dungeons,1647,24,2156,32
2767,Snail's Pace Race,1647,24,2261,31
5894,Twister,1647,24,2261,31
91523,Mondo,1647,24,2261,31
142992,Gravwell: Escape from the 9th Dimension,1647,24,2261,31
159109,XenoShyft: Onslaught,1647,24,2261,31
170624,Crusaders: Thy Will Be Done,1647,24,2261,31
172386,Mombasa,1647,24,2261,31
175239,Machi Koro: Deluxe Edition,1647,24,2261,31
192455,First Martians: Adventures on the Red Planet,1647,24,2261,31
241491,Who Did It?,1647,24,2261,31
298065,Santa Monica,1647,24,2261,31
304420,Bonfire,1647,24,2261,31
310192,Overboss: A Boss Monster Adventure,1647,24,2261,31
904,Nightmare Productions,1647,24,2387,30
21985,Giro Galoppo,1647,24,2387,30
33604,Say Anything,1647,24,2387,30
34084,Witch's Brew,1647,24,2387,30
40765,Clash of Cultures,1647,24,2387,30
97842,Last Will,1647,24,2387,30
163602,XCOM: The Board Game,1647,24,2387,30
176734,The Manhattan Project: Energy Empire,1647,24,2387,30
229220,Santa Maria,1647,24,2387,30
238546,The Rise of Queensdale,1647,24,2387,30
241164,Jurassic Snack,1647,24,2387,30
245638,Coimbra,1647,24,2387,30
335275,Whirling Witchcraft,1647,24,2512,29
344554,Décorum,1647,24,2512,29
136991,Loony Quest,1647,24,2647,28
262215,Blackout: Hong Kong,1647,24,2647,28
317434,Exit: The Game – Advent Calendar: The Mystery of the Ice Cave,1647,24,2807,27
343322,Exit: The Game – Advent Calendar: The Hunt for the Golden Book,1647,24,2967,26
359394,My Island,1647,24,2967,26
356314,Exit: The Game – Advent Calendar: The Silent Storm,1647,24,3361,24
3730,Statis Pro Baseball,1780,23,491,75
141019,Thermopyles,1780,23,508,74
5740,Strat-O-Matic Pro Football,1780,23,533,72
290357,Hanabi: Grands Feux,1780,23,840,56
244654,Wildlands,1780,23,1074,49
301607,KeyForge: Mass Mutation,1780,23,1074,49
95,Igel Ärgern,1780,23,1118,48
26468,Klaverjassen,1780,23,1118,48
1860,Dragon Dice,1780,23,1192,46
27172,Ponte del Diavolo,1780,23,1233,45
143147,Saboteur Gold,1780,23,1233,45
168998,Marvel Dice Masters: Age of Ultron,1780,23,1233,45
10653,Pirates of the Spanish Main,1780,23,1285,44
1797,Pay Day,1780,23,1339,43
18121,Casino,1780,23,1339,43
5451,Hanafuda,1780,23,1396,42
2288,Blood Bowl (Second Edition),1780,23,1431,41
4376,Kings in the Corner,1780,23,1431,41
113873,"The Hunters: German U-Boats at War, 1939-43",1780,23,1431,41
10453,Crocodile Dentist,1780,23,1491,40
159469,Ortus Regni,1780,23,1491,40
161537,7 Steps,1780,23,1491,40
85897,Thunderstone: Dragonspire,1780,23,1549,39
127023,Kemet,1780,23,1549,39
181385,Retro Loonacy,1780,23,1549,39
212551,Qwixx: Das Duell,1780,23,1549,39
2932,Hnefatafl,1780,23,1615,38
127493,Bolt Action,1780,23,1615,38
241245,Get the MacGuffin,1780,23,1615,38
125,Money!,1780,23,1696,37
222,Space Beans,1780,23,1696,37
35369,Martian Fluxx,1780,23,1696,37
92644,Schnappt Hubi!,1780,23,1696,37
216123,Звёздные империи. Подарочное издание (Star Realms. Gift Edition),1780,23,1696,37
238393,Monolith Arena,1780,23,1696,37
313889,Hoplomachus: Victorum,1780,23,1696,37
73313,Elements,1780,23,1782,36
122159,Cthulhu Fluxx,1780,23,1782,36
238992,Call to Adventure,1780,23,1782,36
247314,Concept Kids: Animals,1780,23,1782,36
299104,Apex Theropod Deck Building Game: Collected Edition,1780,23,1782,36
352454,Trailblazers,1780,23,1782,36
363289,Fantasy Realms: Deluxe Edition,1780,23,1782,36
34169,Potion-Making: Practice,1780,23,1867,35
34819,Pengoloo,1780,23,1867,35
37358,Founding Fathers,1780,23,1867,35
112598,Monster Factory,1780,23,1867,35
235365,Doctor Who Fluxx,1780,23,1867,35
249763,Claim 2,1780,23,1867,35
322703,Death Valley,1780,23,1867,35
199,Manhattan,1780,23,1953,34
6738,Quicksand,1780,23,1953,34
111173,Little Devils,1780,23,1953,34
143986,CV,1780,23,1953,34
158340,Lost Legacy: Flying Garden,1780,23,1953,34
171011,Favor of the Pharaoh,1780,23,1953,34
181530,Runebound (Third Edition),1780,23,1953,34
209003,Commands & Colors: Medieval,1780,23,1953,34
249675,Desolate,1780,23,1953,34
268252,Colorful,1780,23,1953,34
269420,Ragemore,1780,23,1953,34
275044,Glow,1780,23,1953,34
9004,Pop-Up Pirate!,1780,23,2048,33
137269,Spyrium,1780,23,2048,33
176361,One Night Revolution,1780,23,2048,33
198525,Lotus,1780,23,2048,33
227456,Escape the Dark Castle,1780,23,2048,33
244049,Forum Trajanum,1780,23,2048,33
299317,Aeon's End: Outcasts,1780,23,2048,33
300442,Trekking the World,1780,23,2048,33
306745,El portero Baldomero,1780,23,2048,33
20963,Fury of Dracula (Second Edition),1780,23,2156,32
24773,On the Underground,1780,23,2156,32
47046,Gambit 7,1780,23,2156,32
52461,Legacy: The Testament of Duke de Crecy,1780,23,2156,32
123955,Thunderbolt Apache Leader,1780,23,2156,32
125368,Dino Hunt Dice,1780,23,2156,32
132028,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),1780,23,2156,32
146035,Eggs of Ostrich,1780,23,2156,32
157958,DungeonQuest: Revised Edition,1780,23,2156,32
171890,Best Treehouse Ever,1780,23,2156,32
206327,The King's Guild,1780,23,2156,32
225981,Penguin Trap,1780,23,2156,32
231218,Black Sonata,1780,23,2156,32
276925,Warhammer Age of Sigmar: Warcry Starter Set,1780,23,2156,32
291572,Oath: Chronicles of Empire & Exile,1780,23,2156,32
327711,It's a Wonderful Kingdom,1780,23,2156,32
363307,Evergreen,1780,23,2156,32
369634,Smitten,1780,23,2156,32
13884,The Scepter of Zavandor,1780,23,2261,31
24742,Cold War: CIA vs KGB,1780,23,2261,31
41627,Zulus on the Ramparts!: The Battle of Rorke's Drift – Second Edition,1780,23,2261,31
95103,Fortune and Glory: The Cliffhanger Game,1780,23,2261,31
121806,Race to the Treasure!,1780,23,2261,31
198707,Hostage Negotiator: Crime Wave,1780,23,2261,31
256730,Pipeline,1780,23,2261,31
302524,Super-Skill Pinball: 4-Cade,1780,23,2261,31
306680,GOLD,1780,23,2261,31
63628,The Manhattan Project,1780,23,2387,30
155969,Harbour,1780,23,2387,30
161546,Timeline: American History,1780,23,2387,30
231280,Harvest Dice,1780,23,2387,30
265188,Glen More II: Chronicles,1780,23,2387,30
267367,Suburbia: Collector's Edition,1780,23,2387,30
313698,Monster Expedition,1780,23,2387,30
328326,Fleet: The Dice Game (Second Edition),1780,23,2387,30
361241,Vaalbara,1780,23,2387,30
125921,Catan: Junior,1780,23,2512,29
150999,Valley of the Kings,1780,23,2512,29
171129,Spinderella,1780,23,2512,29
272380,SHŌBU,1780,23,2512,29
342900,Earthborne Rangers,1780,23,2512,29
293,Bamboleo,1780,23,2647,28
148261,SeaFall,1780,23,2647,28
149776,Fireteam Zero,1780,23,2647,28
163068,Trickerion: Legends of Illusion,1780,23,2647,28
205896,Rising Sun,1780,23,2647,28
227224,The Red Cathedral,1780,23,2647,28
297030,Tekhenu: Obelisk of the Sun,1780,23,2647,28
375651,That's Not a Hat,1780,23,2647,28
273703,Altar Quest,1780,23,2807,27
324158,Professor Charlie's world tour,1780,23,3361,24
38054,Snow Tails,1902,22,231,110
38531,Powerboats,1902,22,791,58
22192,HeroQuest Advanced Quest,1902,22,840,56
68199,Catchup,1902,22,840,56
371,Mystery Rummy: Murders in the Rue Morgue,1902,22,867,55
97803,Penny Arcade: The Game – Gamers vs. Evil,1902,22,929,53
6748,Scum: The Food Chain Game,1902,22,970,52
178892,Vs System 2PCG: The Marvel Battles,1902,22,1042,50
2272,Aggravation,1902,22,1118,48
141067,History Maker Baseball,1902,22,1118,48
6644,Spite & Malice,1902,22,1159,47
553,Chez Geek,1902,22,1192,46
2322,Malefiz,1902,22,1192,46
40234,Einauge sei wachsam!,1902,22,1192,46
200456,Ascension X: War of Shadows,1902,22,1192,46
1589,Star Fleet Battles,1902,22,1233,45
55253,Atlantis,1902,22,1233,45
215616,Ascension: Gift of the Elements,1902,22,1233,45
5445,Rod Hockey,1902,22,1285,44
17970,Axis & Allies Miniatures,1902,22,1285,44
153318,Dimension,1902,22,1285,44
256297,Transformers Trading Card Game,1902,22,1285,44
614,Rubik's Race,1902,22,1431,41
11618,Cranium Zigity,1902,22,1431,41
101796,SUTAKKU,1902,22,1431,41
157451,Mein erster Spieleschatz,1902,22,1431,41
10989,ConHex,1902,22,1491,40
105265,Battle of LITS,1902,22,1491,40
128671,Spartacus: A Game of Blood and Treachery,1902,22,1549,39
345976,System Gateway (fan expansion for Android: Netrunner),1902,22,1549,39
169,En Garde,1902,22,1615,38
1265,Mystery Rummy: Jekyll & Hyde,1902,22,1615,38
13928,Chinagold,1902,22,1615,38
88147,Adaman,1902,22,1615,38
13511,Ninja Versus Ninja,1902,22,1696,37
66797,Heckmeck Junior,1902,22,1696,37
200632,QANGO,1902,22,1696,37
236305,Combo Fighter,1902,22,1696,37
272541,Marvel Fluxx,1902,22,1696,37
986,Babel,1902,22,1782,36
10283,Monkey Madness,1902,22,1782,36
11104,Who's the Ass?,1902,22,1782,36
142057,Carcassonne Big Box,1902,22,1782,36
161226,The Builders: Antiquity,1902,22,1782,36
318556,Tucano,1902,22,1782,36
370193,Roll to the Top: Journeys,1902,22,1782,36
13362,"Warhammer 40,000 (Fourth Edition)",1902,22,1867,35
38506,Witch of Salem,1902,22,1867,35
132251,Ghooost!,1902,22,1867,35
132620,Gobbit,1902,22,1867,35
142503,One Night Werewolf,1902,22,1867,35
198522,Archer: Once You Go Blackmail...,1902,22,1867,35
267609,Guards of Atlantis II,1902,22,1867,35
329841,Ticket to Ride: Europe – 15th Anniversary,1902,22,1867,35
443,Code 777,1902,22,1953,34
12902,Carcassonne: The City,1902,22,1953,34
16216,Carcassonne: The Discovery,1902,22,1953,34
22347,Pecking Order,1902,22,1953,34
93971,Nile DeLuxor,1902,22,1953,34
134726,Smash Up: Awesome Level 9000,1902,22,1953,34
160610,Thunderbirds,1902,22,1953,34
182704,SteamRollers,1902,22,1953,34
191055,Kerala: The Way of the Elephant,1902,22,1953,34
195571,Legendary Encounters: A Firefly Deck Building Game,1902,22,1953,34
229130,Kingdom Builder: Big Box (Second Edition),1902,22,1953,34
244114,Yellow & Yangtze,1902,22,1953,34
288169,The Fox in the Forest Duet,1902,22,1953,34
334717,Tranquility: The Ascent,1902,22,1953,34
121,Dune,1902,22,2048,33
14634,Homeworlds,1902,22,2048,33
17392,Here I Stand,1902,22,2048,33
22877,Fields of Fire,1902,22,2048,33
127127,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,1902,22,2048,33
