rank_h_index,h_index,rank_g_index,g_index,bgg_user_name
3312,25,4782,39,asur
3312,25,4782,39,bourne85
3312,25,4782,39,cito88
3312,25,4782,39,constelp
3312,25,4782,39,danielctull
3312,25,4782,39,epicgamer
3312,25,4782,39,ericbinnyc
3312,25,4782,39,fbsfbs
3312,25,4782,39,finzar
3312,25,4782,39,fitzchevalery
3312,25,4782,39,fortinm
3312,25,4782,39,francisgingras
3312,25,4782,39,fredovic
3312,25,4782,39,geekyguide
3312,25,4782,39,h2oo2
3312,25,4782,39,hannibal518
3312,25,4782,39,hylian_pirate
3312,25,4782,39,konyerd
3312,25,4782,39,liagalanodel
3312,25,4782,39,mac_kc
3312,25,4782,39,masu
3312,25,4782,39,noface409
3312,25,4782,39,parmenione
3312,25,4782,39,polgara
3312,25,4782,39,pouvla
3312,25,4782,39,reverend pete
3312,25,4782,39,roberto74
3312,25,4782,39,sakadangjambu
3312,25,4782,39,scratches
3312,25,4782,39,sergix
3312,25,4782,39,shannona
3312,25,4782,39,sherpadurka
3312,25,4782,39,sseicher007
3312,25,4782,39,steerpike.instance
3312,25,4782,39,trolli
3312,25,4782,39,vader78
3312,25,4782,39,whangdoodle
3312,25,4782,39,xldh
3312,25,5150,38,adamjthompson00
3312,25,5150,38,amdon
3312,25,5150,38,ami_solger
3312,25,5150,38,andyogc
3312,25,5150,38,ashenhaze
3312,25,5150,38,bottle of port
3312,25,5150,38,brauerle
3312,25,5150,38,capichou
3312,25,5150,38,clearclaw
3312,25,5150,38,ed95005
3312,25,5150,38,failtech
3312,25,5150,38,frangnavas
3312,25,5150,38,geese
3312,25,5150,38,golsat
3312,25,5150,38,hubador
3312,25,5150,38,igloo
3312,25,5150,38,imisut
3312,25,5150,38,itomarhernandez
3312,25,5150,38,jaromir88
3312,25,5150,38,jay red eye
3312,25,5150,38,jaygress
3312,25,5150,38,jbbenlu
3312,25,5150,38,jischoler
3312,25,5150,38,johnmunsch
3312,25,5150,38,johnthemonster
3312,25,5150,38,jonny5
3312,25,5150,38,kaszkiet
3312,25,5150,38,kmichaelis
3312,25,5150,38,kthvez
3312,25,5150,38,loopster70
3312,25,5150,38,louiestfu
3312,25,5150,38,mado78
3312,25,5150,38,malaki242
3312,25,5150,38,mogwaibr
3312,25,5150,38,mootzu
3312,25,5150,38,mr pink
3312,25,5150,38,nefelia
3312,25,5150,38,nickwatt
3312,25,5150,38,njshaw2
3312,25,5150,38,odditie
3312,25,5150,38,organiseddinosaur
3312,25,5150,38,pdnoona
3312,25,5150,38,pointmeatthedawn
3312,25,5150,38,proctor0609
3312,25,5150,38,quatrimus
3312,25,5150,38,rowdyray
3312,25,5150,38,ryanmobile
3312,25,5150,38,sawyercat
3312,25,5150,38,sebib90
3312,25,5150,38,sebik80
3312,25,5150,38,solinete
3312,25,5150,38,susinin
3312,25,5150,38,teatabletopper
3312,25,5150,38,themilkcrate
3312,25,5150,38,thom4z
3312,25,5150,38,tibbarp
3312,25,5150,38,tim in saskatoon
3312,25,5150,38,tisseking
3312,25,5150,38,tonkinjo
3312,25,5150,38,tonymo
3312,25,5150,38,vibu
3312,25,5624,37,aaronseeber
3312,25,5624,37,aaronw92
3312,25,5624,37,alchemist83
3312,25,5624,37,ancestral hamster
3312,25,5624,37,andre1975
3312,25,5624,37,arnaudrn0
3312,25,5624,37,bard
3312,25,5624,37,benjaminwilliam
3312,25,5624,37,berix
3312,25,5624,37,bholaway
3312,25,5624,37,brendor82
3312,25,5624,37,captainspock
3312,25,5624,37,chiplee
3312,25,5624,37,chockle
3312,25,5624,37,denga
3312,25,5624,37,eoin corrigan
3312,25,5624,37,fdubois
3312,25,5624,37,geekorok
3312,25,5624,37,janovich
3312,25,5624,37,jazzy22
3312,25,5624,37,joannaw
3312,25,5624,37,jukke
3312,25,5624,37,la villa de j
3312,25,5624,37,lorddrake
3312,25,5624,37,mebririth
3312,25,5624,37,mickksgamer
3312,25,5624,37,myersd37
3312,25,5624,37,norfolk
3312,25,5624,37,olimar
3312,25,5624,37,pahvenai
3312,25,5624,37,roel81
3312,25,5624,37,sebur
3312,25,5624,37,shaggyng
3312,25,5624,37,spartanul91
3312,25,5624,37,steinhauser
3312,25,5624,37,tanzeafa
3312,25,5624,37,tseedhouse
3312,25,5624,37,wilco50
3312,25,5624,37,wiwiwam
3312,25,5624,37,wjrgamer
3312,25,5624,37,zordan1980
3312,25,6063,36,33cb
3312,25,6063,36,aguillemard
3312,25,6063,36,apcrs
3312,25,6063,36,arqmage
3312,25,6063,36,belziet
3312,25,6063,36,boardgamegumbo
3312,25,6063,36,buddha007
3312,25,6063,36,cgrice1
3312,25,6063,36,chaaber
3312,25,6063,36,dbraga2000
3312,25,6063,36,edebue
3312,25,6063,36,evlkeith
3312,25,6063,36,flaym
3312,25,6063,36,garyj
3312,25,6063,36,imurseev
3312,25,6063,36,jahwarrior624
3312,25,6063,36,jeribeartx
3312,25,6063,36,jesterpoet
3312,25,6063,36,jordan1207
3312,25,6063,36,louisj2016
3312,25,6063,36,m4ldor0r
3312,25,6063,36,manuclaes
3312,25,6063,36,matreli
3312,25,6063,36,narfi
3312,25,6063,36,nieb
3312,25,6063,36,niiikkk
3312,25,6063,36,pray4wisdom
3312,25,6063,36,prometeo
3312,25,6063,36,ricekreem
3312,25,6063,36,sebbes
3312,25,6063,36,sjhallinan
3312,25,6063,36,szabola
3312,25,6063,36,tasajara
3312,25,6063,36,tobi_wan_kentobi
3312,25,6063,36,uberosenberg
3312,25,6063,36,valenox
3312,25,6063,36,varj
3312,25,6063,36,willo65
3312,25,6063,36,xhax
3312,25,6573,35,aki1713
3312,25,6573,35,ardala
3312,25,6573,35,bkwestman
3312,25,6573,35,brian collins
3312,25,6573,35,caesarbgg
3312,25,6573,35,caroah
3312,25,6573,35,dankora
3312,25,6573,35,demersadam
3312,25,6573,35,desiderata
3312,25,6573,35,e1deno
3312,25,6573,35,ezradenney
3312,25,6573,35,ferranbrianso
3312,25,6573,35,fwj_777
3312,25,6573,35,gatodj
3312,25,6573,35,greldin
3312,25,6573,35,gtsip
3312,25,6573,35,heathbaratl
3312,25,6573,35,jarvis
3312,25,6573,35,jme198
3312,25,6573,35,kevster
3312,25,6573,35,magnus the blue
3312,25,6573,35,nubro
3312,25,6573,35,operamang
3312,25,6573,35,ovis
3312,25,6573,35,paniceolan
3312,25,6573,35,paulj1404
3312,25,6573,35,pcapella
3312,25,6573,35,pjandy
3312,25,6573,35,rdjanssen
3312,25,6573,35,ryan_c_byrd
3312,25,6573,35,ultimario
3312,25,6573,35,xxirongolemxx
3312,25,7100,34,acido
3312,25,7100,34,actionexpress
3312,25,7100,34,bazzer52
3312,25,7100,34,beatrix
3312,25,7100,34,blenny01
3312,25,7100,34,bzaugg
3312,25,7100,34,chyftaus
3312,25,7100,34,co eagle
3312,25,7100,34,cuzzle
3312,25,7100,34,daschu79
3312,25,7100,34,dorsk82
3312,25,7100,34,ducer
3312,25,7100,34,eli_snow
3312,25,7100,34,fred535
3312,25,7100,34,grisuderspielteufel
3312,25,7100,34,grunt_spain
3312,25,7100,34,gwj prozac
3312,25,7100,34,igkomp
3312,25,7100,34,j41c
3312,25,7100,34,jeehess
3312,25,7100,34,jeremycoe
3312,25,7100,34,jfed01
3312,25,7100,34,jsjules
3312,25,7100,34,lucy88
3312,25,7100,34,marthom greatagain
3312,25,7100,34,mrspank
3312,25,7100,34,nwoninja
3312,25,7100,34,oyang
3312,25,7100,34,rgmiller
3312,25,7100,34,romanroadie
3312,25,7100,34,shred121569
3312,25,7100,34,sinedia
3312,25,7100,34,youthguyingram
3312,25,7679,33,arthurcucumber
3312,25,7679,33,backlash27
3312,25,7679,33,branstonoriginal
3312,25,7679,33,capriciousintent
3312,25,7679,33,cheezit1983
3312,25,7679,33,crab27
3312,25,7679,33,djmagma
3312,25,7679,33,feeble
3312,25,7679,33,felicur
3312,25,7679,33,jaywowzer
3312,25,7679,33,jeddy lee
3312,25,7679,33,jetep
3312,25,7679,33,jobby
3312,25,7679,33,kocmoc
3312,25,7679,33,liquidyoga
3312,25,7679,33,maderagamer
3312,25,7679,33,mario75
3312,25,7679,33,mariov
3312,25,7679,33,oskarmonk
3312,25,7679,33,rpg1989
3312,25,7679,33,sinocono
3312,25,7679,33,stefaan
3312,25,7679,33,sweety_liesje
3312,25,7679,33,tengchi
3312,25,7679,33,tinpot
3312,25,7679,33,vincent van brakel
3312,25,7679,33,zedeemia
3312,25,8351,32,asphodele
3312,25,8351,32,bastif2001
3312,25,8351,32,genma1200
3312,25,8351,32,hiimjosh
3312,25,8351,32,horacehonkyhorn
3312,25,8351,32,jerapa
3312,25,8351,32,jyothi
3312,25,8351,32,slimyblob
3312,25,8351,32,sneakypete21
3312,25,8351,32,vonspike
3312,25,8351,32,xoopams
3312,25,9086,31,captaincoxy
3312,25,9086,31,clamshanks
3312,25,9086,31,flavigny
3312,25,9086,31,jinroh
3312,25,9086,31,jonathanc87
3312,25,9910,30,brucki
3312,25,9910,30,cubemr21
3312,25,9910,30,epacalypse
3312,25,9910,30,qasic
3312,25,9910,30,yanitzch
3312,25,10868,29,cheeky_minx
3312,25,10868,29,evilerik
3312,25,10868,29,turbodweeb
3312,25,10868,29,wvoigt
3312,25,14030,26,bradg
3312,25,15326,25,joerie
3919,24,230,87,brahman71
3919,24,230,87,essejsllim
3919,24,252,85,squiz
3919,24,273,83,grievy
3919,24,340,78,vudujoie
3919,24,361,77,ggiersch
3919,24,361,77,tinajpk9
3919,24,473,73,xerof
3919,24,493,72,dingleson
3919,24,493,72,wigrend
3919,24,522,71,iomio
3919,24,559,70,deactivision
3919,24,589,69,biturian_varosh
3919,24,652,67,normal
3919,24,696,66,arisep
3919,24,741,65,edgar badenes
3919,24,741,65,rogedavi
3919,24,741,65,steue
3919,24,787,64,murphzone
3919,24,787,64,xaif
3919,24,843,63,itus
3919,24,843,63,joelamer
3919,24,914,62,mrguitou
3919,24,970,61,sirhandsome
3919,24,1034,60,keys12345
3919,24,1034,60,longhunter
3919,24,1034,60,yid0
3919,24,1109,59,andarel
3919,24,1109,59,opotamus
3919,24,1109,59,owein77
3919,24,1202,58,bowtechktm
3919,24,1202,58,l3mst0r
3919,24,1202,58,lordchanter
3919,24,1362,56,ravsitar
3919,24,1362,56,spawnish
3919,24,1459,55,cangelm1
3919,24,1459,55,cuthbertgrau
3919,24,1568,54,black sea
3919,24,1568,54,candipool
3919,24,1568,54,lovetrain
3919,24,1568,54,sh0ck
3919,24,1674,53,abodi
3919,24,1674,53,mpsouza1980
3919,24,1674,53,nizket
3919,24,1674,53,rulemonger
3919,24,1674,53,s_jared
3919,24,1792,52,2amp
3919,24,1792,52,biernath_john
3919,24,1792,52,dino25
3919,24,1792,52,konowor
3919,24,1792,52,pitchewie
3919,24,1792,52,tibbles
3919,24,1792,52,tucutu
3919,24,1906,51,3villans
3919,24,1906,51,dodgygoth
3919,24,1906,51,hawke
3919,24,1906,51,kingheinrich
3919,24,1906,51,kirilloid
3919,24,1906,51,neliapina
3919,24,1906,51,rentxus
3919,24,1906,51,slawek_cz
3919,24,2053,50,dragu_pl
3919,24,2053,50,eduvigis
3919,24,2053,50,jeep
3919,24,2053,50,leafbreath
3919,24,2053,50,medison
3919,24,2053,50,pbpancho
3919,24,2053,50,tycho
3919,24,2204,49,archonium
3919,24,2204,49,donmakaron
3919,24,2204,49,ferik
3919,24,2204,49,haroldthesixth
3919,24,2204,49,kezerk
3919,24,2204,49,krzysiekneo
3919,24,2204,49,richmond
3919,24,2204,49,rnicholson95
3919,24,2351,48,antilas
3919,24,2351,48,chaos243
3919,24,2351,48,cotyp
3919,24,2351,48,cureless
3919,24,2351,48,frogdan
3919,24,2351,48,haze01
3919,24,2351,48,jsindt
3919,24,2351,48,melusina
3919,24,2351,48,ray8808
3919,24,2351,48,smic
3919,24,2351,48,zengoshugoju
3919,24,2555,47,alexgrant
3919,24,2555,47,angelcollector
3919,24,2555,47,arradelle
3919,24,2555,47,boomguy57
3919,24,2555,47,borgemik
3919,24,2555,47,finnchowder
3919,24,2555,47,jcolville28
3919,24,2555,47,pettzar
3919,24,2555,47,sybotcb
3919,24,2555,47,xaladass
3919,24,2758,46,binraix
3919,24,2758,46,debaser23
3919,24,2758,46,drpaj
3919,24,2758,46,fromfield
3919,24,2758,46,kombat_wombat
3919,24,2758,46,manaelf
3919,24,2758,46,mightyjim
3919,24,2758,46,ravy
3919,24,2758,46,soloplaythroughs
3919,24,2758,46,stevepavey
3919,24,2758,46,wendigoat
3919,24,2758,46,wortsenawl
3919,24,2758,46,zekks
3919,24,2969,45,alexdrazen
3919,24,2969,45,asgard23
3919,24,2969,45,batiatus
3919,24,2969,45,chsrocketman
3919,24,2969,45,clemouth
3919,24,2969,45,etherion
3919,24,2969,45,fabrossi
3919,24,2969,45,feijee
3919,24,2969,45,kingmeplease
3919,24,2969,45,lazydane
3919,24,2969,45,mluckner
3919,24,2969,45,nttran
3919,24,2969,45,petyuskadoom
3919,24,2969,45,planetm
3919,24,2969,45,rastazed
3919,24,2969,45,shadowedvaca
3919,24,2969,45,slahti
3919,24,2969,45,zdadrdem
3919,24,3216,44,bertus_caylus
3919,24,3216,44,cuj1976
3919,24,3216,44,fede689
3919,24,3216,44,gvconkel
3919,24,3216,44,jaimeib
3919,24,3216,44,jeff0
3919,24,3216,44,johngw
3919,24,3216,44,ltcmdrjim
3919,24,3216,44,maxwell_finn
3919,24,3216,44,murks666
3919,24,3216,44,nellatrebor
3919,24,3216,44,nyys
3919,24,3216,44,overhaul
3919,24,3216,44,piratevicki
3919,24,3216,44,snowyshasta
3919,24,3216,44,tapis_volant
3919,24,3216,44,tiagoaob
3919,24,3216,44,tripitongo
3919,24,3216,44,twhanks
3919,24,3514,43,akoes
3919,24,3514,43,billybob0101011
3919,24,3514,43,bjergmose
3919,24,3514,43,boardgamist
3919,24,3514,43,darthval
3919,24,3514,43,dax1000
3919,24,3514,43,dc85
3919,24,3514,43,dead_reckoning
3919,24,3514,43,deepee
3919,24,3514,43,elucidarian
3919,24,3514,43,fronk
3919,24,3514,43,goldenr
3919,24,3514,43,hibner4
3919,24,3514,43,hyann
3919,24,3514,43,madg0blin
3919,24,3514,43,marineair
3919,24,3514,43,myw85
3919,24,3514,43,nomad001
3919,24,3514,43,oscarpetermann
3919,24,3514,43,pkon
3919,24,3514,43,realanthillkit
3919,24,3514,43,stormrover
3919,24,3514,43,thefunder
3919,24,3514,43,xandre_bgg
3919,24,3514,43,yxvandoolu
3919,24,3514,43,zabdiel
3919,24,3815,42,axonar
3919,24,3815,42,banichi
3919,24,3815,42,bojan1983
3919,24,3815,42,burrie
3919,24,3815,42,cirederf
3919,24,3815,42,cnayler
3919,24,3815,42,donalsligo
3919,24,3815,42,enricpdx
3919,24,3815,42,feanor2002
3919,24,3815,42,foxy134257
3919,24,3815,42,frodo_05
3919,24,3815,42,kintarouji
3919,24,3815,42,lodan
3919,24,3815,42,maximnicov
3919,24,3815,42,nslikster
3919,24,3815,42,phildall
3919,24,3815,42,roy batty
3919,24,3815,42,rudais
3919,24,3815,42,rugged josh
3919,24,3815,42,slurp
3919,24,3815,42,steve56
3919,24,3815,42,stevenschaaf
3919,24,3815,42,sweetslut
3919,24,3815,42,tatertot18
3919,24,3815,42,thereaperexe
3919,24,3815,42,topgun709
3919,24,3815,42,waterborg
3919,24,3815,42,zieloneszkielko
3919,24,4092,41,alaskaben
3919,24,4092,41,andrearaia71
3919,24,4092,41,angrystaranarchy
3919,24,4092,41,arie307
3919,24,4092,41,banedikt
3919,24,4092,41,candoo
3919,24,4092,41,cowplow
3919,24,4092,41,crayc30
3919,24,4092,41,djsteffen
3919,24,4092,41,firepigeon
3919,24,4092,41,frankenfletch
3919,24,4092,41,grayskale
3919,24,4092,41,igotdvds
3919,24,4092,41,janfrywein
3919,24,4092,41,jeff horger
3919,24,4092,41,jimmydm90
3919,24,4092,41,justintech
3919,24,4092,41,kilgore
3919,24,4092,41,koolkow
3919,24,4092,41,lionelbenezech
3919,24,4092,41,mercurialcc
3919,24,4092,41,notacmputr
3919,24,4092,41,nutsandvolts
3919,24,4092,41,philcampeau
3919,24,4092,41,porchpeople
3919,24,4092,41,rdc2
3919,24,4092,41,roberthultsten
3919,24,4092,41,slanek
3919,24,4092,41,stocktondave
3919,24,4092,41,trenton
3919,24,4092,41,weinzey
3919,24,4426,40,bcbgg
3919,24,4426,40,beckyff
3919,24,4426,40,bobdan19
3919,24,4426,40,breyana
3919,24,4426,40,bthermans
3919,24,4426,40,casualgod
3919,24,4426,40,chibeta
3919,24,4426,40,dilngr4
3919,24,4426,40,dmillam
3919,24,4426,40,e_vandyck
3919,24,4426,40,emonika
3919,24,4426,40,fad23
3919,24,4426,40,garretp2
3919,24,4426,40,goldust66
3919,24,4426,40,guitarded7xx
3919,24,4426,40,hatricvs
3919,24,4426,40,hreve
3919,24,4426,40,isthar13
3919,24,4426,40,joshuaaaaaa
3919,24,4426,40,junier
3919,24,4426,40,kmeeks
3919,24,4426,40,luisesc
3919,24,4426,40,madnob
3919,24,4426,40,mandiiene
3919,24,4426,40,mpin
3919,24,4426,40,mrreset
3919,24,4426,40,narlgoth
3919,24,4426,40,noelandvoidski
3919,24,4426,40,oregondreaming
3919,24,4426,40,petabread
3919,24,4426,40,pietje
3919,24,4426,40,reddish22
3919,24,4426,40,rust00
3919,24,4426,40,saiful_imaan
3919,24,4426,40,scruffdog
3919,24,4426,40,sguerrero
3919,24,4426,40,supersiamesisk
3919,24,4426,40,tiptree
3919,24,4426,40,vivace01
3919,24,4426,40,zsuidakra
3919,24,4782,39,benix
3919,24,4782,39,bulltaco
3919,24,4782,39,casikiller
3919,24,4782,39,chievo
3919,24,4782,39,chize
3919,24,4782,39,chundar
3919,24,4782,39,dark_mirror
3919,24,4782,39,darkrider231
3919,24,4782,39,davekuhns
3919,24,4782,39,emiljonchere
3919,24,4782,39,engelstaub
3919,24,4782,39,glaurent
3919,24,4782,39,gordon
3919,24,4782,39,guziknr1
3919,24,4782,39,hubbusy
3919,24,4782,39,iamstrauss
3919,24,4782,39,icecat88
3919,24,4782,39,karjedon
3919,24,4782,39,katsulas
3919,24,4782,39,kmortis
3919,24,4782,39,lightningbolt1312
3919,24,4782,39,lynnch
3919,24,4782,39,manuel_sm
3919,24,4782,39,mlanza
3919,24,4782,39,mouven
3919,24,4782,39,rfoth
3919,24,4782,39,richcharters
3919,24,4782,39,samandella
3919,24,4782,39,sobriquet
3919,24,4782,39,sonosaki
3919,24,4782,39,starvince
3919,24,4782,39,sunburn18
3919,24,4782,39,thetba
3919,24,4782,39,trevin
3919,24,4782,39,wabout
3919,24,4782,39,warder57
3919,24,4782,39,wharekumera
3919,24,5150,38,adamcatant
3919,24,5150,38,adikom5777
3919,24,5150,38,akado
3919,24,5150,38,axbraga
3919,24,5150,38,balderteiker
3919,24,5150,38,baraym
3919,24,5150,38,bsungjong
3919,24,5150,38,canadude
3919,24,5150,38,dennislaumen
3919,24,5150,38,duckworp
3919,24,5150,38,elkar
3919,24,5150,38,fjoelkaldr
3919,24,5150,38,franthic3
3919,24,5150,38,ghostpants
3919,24,5150,38,gnomeguy1138
3919,24,5150,38,harrelson
3919,24,5150,38,jdelgom
3919,24,5150,38,jezonia
3919,24,5150,38,mad t
3919,24,5150,38,massche
3919,24,5150,38,mcglonec
3919,24,5150,38,mikeweeney
3919,24,5150,38,nafmi
3919,24,5150,38,negmon
3919,24,5150,38,niceguymike
3919,24,5150,38,noldor1998
3919,24,5150,38,nussknackerz
3919,24,5150,38,nzsam
3919,24,5150,38,odo_ital
3919,24,5150,38,ohnoitsnathan
3919,24,5150,38,oldskoolsi
3919,24,5150,38,ontalexandr
3919,24,5150,38,peskyblowfish
3919,24,5150,38,philio37
3919,24,5150,38,planetsmasher
3919,24,5150,38,radix1214
3919,24,5150,38,rave_rd
3919,24,5150,38,robo jr
3919,24,5150,38,sam pak
3919,24,5150,38,schmitty3
3919,24,5150,38,shark51
3919,24,5150,38,sharp237
3919,24,5150,38,sir wombat
3919,24,5150,38,svengaard
3919,24,5150,38,terila
3919,24,5150,38,tpcordeiro
3919,24,5150,38,tzuehi9
3919,24,5150,38,xsbj
3919,24,5150,38,zamoose
3919,24,5624,37,7-brainbug
3919,24,5624,37,alohagamer
3919,24,5624,37,arthurchance
3919,24,5624,37,badiolik
3919,24,5624,37,bort
3919,24,5624,37,clintonjeffrey
3919,24,5624,37,coltsfan76
3919,24,5624,37,dan_marius
3919,24,5624,37,demiankatz
3919,24,5624,37,diggitydog
3919,24,5624,37,edhesgal
3919,24,5624,37,eulbsas
3919,24,5624,37,fabthecrab
3919,24,5624,37,fatboyguy
3919,24,5624,37,grantaz
3919,24,5624,37,green11machine
3919,24,5624,37,haos17
3919,24,5624,37,itsmagic
3919,24,5624,37,jens_hoppe
3919,24,5624,37,joepunman
3919,24,5624,37,jrwalden
3919,24,5624,37,kerrhaydock
3919,24,5624,37,kursplat2
3919,24,5624,37,lord al_x
3919,24,5624,37,marlonbraga
3919,24,5624,37,mathrim
3919,24,5624,37,mbaotr
3919,24,5624,37,mieiri
3919,24,5624,37,mrbungle333
3919,24,5624,37,muk83
3919,24,5624,37,mwf1
3919,24,5624,37,neva kee
3919,24,5624,37,nhumrod
3919,24,5624,37,peqsaltamontes
3919,24,5624,37,proxegentyc
3919,24,5624,37,ptitju
3919,24,5624,37,sammy77
3919,24,5624,37,serpentium
3919,24,5624,37,snooze_uk
3919,24,5624,37,sworddancer
3919,24,5624,37,teravos
3919,24,5624,37,tgbruiser
3919,24,5624,37,tweiland
3919,24,5624,37,vanish
3919,24,5624,37,vanlast
3919,24,5624,37,veridiana
3919,24,5624,37,vikingscientist
3919,24,5624,37,volcanoallen
3919,24,5624,37,vormwald1
3919,24,5624,37,vrooman
3919,24,5624,37,wade74
3919,24,5624,37,walkerredeye
3919,24,5624,37,wilsonza
3919,24,5624,37,wizardless
3919,24,5624,37,zezilav
3919,24,6063,36,alxndrch
3919,24,6063,36,beejunjoe
3919,24,6063,36,bergyblond
3919,24,6063,36,bloseth
3919,24,6063,36,botchgames1
3919,24,6063,36,confusedvicky
3919,24,6063,36,cookinjr
3919,24,6063,36,copenhaver101
3919,24,6063,36,djpardi
3919,24,6063,36,dpbush
3919,24,6063,36,drmarcii
3919,24,6063,36,ehgrandmachin
3919,24,6063,36,eidottrio
3919,24,6063,36,eltadziko
3919,24,6063,36,eskmoe
3919,24,6063,36,falath
3919,24,6063,36,guizmuth
3919,24,6063,36,hahnarama
3919,24,6063,36,jaysachs
3919,24,6063,36,jayzen
3919,24,6063,36,jesse_hudson
3919,24,6063,36,jlc2
3919,24,6063,36,karmatease
3919,24,6063,36,klellingson
3919,24,6063,36,krscho
3919,24,6063,36,kstateshepard
3919,24,6063,36,ku3aku3a
3919,24,6063,36,kweevnidny
3919,24,6063,36,lagunero
3919,24,6063,36,littlenapolean
3919,24,6063,36,locolobo169
3919,24,6063,36,lucabgg
3919,24,6063,36,malros
3919,24,6063,36,markyx
3919,24,6063,36,mattwran
3919,24,6063,36,messire76
3919,24,6063,36,omucu
3919,24,6063,36,pfmfurlong
3919,24,6063,36,phil81
3919,24,6063,36,rampantdragon
3919,24,6063,36,raoulvolfoni
3919,24,6063,36,redlutin
3919,24,6063,36,rochs77
3919,24,6063,36,scottdawn1
3919,24,6063,36,shawnad2006
3919,24,6063,36,sonp
3919,24,6063,36,stroutqb22
3919,24,6063,36,tacobarneveld
3919,24,6063,36,tolendante
3919,24,6063,36,tyrion250
3919,24,6063,36,wouter7048
3919,24,6063,36,xeqtr
3919,24,6063,36,zolos
3919,24,6573,35,abomasum
3919,24,6573,35,alexalex
3919,24,6573,35,algathrac
3919,24,6573,35,anto
3919,24,6573,35,antoniusa
3919,24,6573,35,archit3uthis
3919,24,6573,35,aspirino
3919,24,6573,35,atomm
3919,24,6573,35,baub64
3919,24,6573,35,berry2665
3919,24,6573,35,bigdanorama
3919,24,6573,35,boenke
3919,24,6573,35,canadianbacon19
3919,24,6573,35,cannoneer
3919,24,6573,35,carlosspicyweener
3919,24,6573,35,chetgray
3919,24,6573,35,chris bayley
3919,24,6573,35,chrishedge
3919,24,6573,35,clive staples
3919,24,6573,35,collecthor
3919,24,6573,35,cr1s
3919,24,6573,35,craw-daddy
3919,24,6573,35,daimonthomas
3919,24,6573,35,delapra
3919,24,6573,35,dermitzel
3919,24,6573,35,dlminsac
3919,24,6573,35,dourdou
3919,24,6573,35,earthshaker93
3919,24,6573,35,erem
3919,24,6573,35,gabriel guerin
3919,24,6573,35,geomer
3919,24,6573,35,geox124
3919,24,6573,35,h2mommy
3919,24,6573,35,herl
3919,24,6573,35,ivankhlebnikoff
3919,24,6573,35,jakefrydman
3919,24,6573,35,juicer
3919,24,6573,35,keilerkopf
3919,24,6573,35,keith koskie
3919,24,6573,35,kenmarcellus1
3919,24,6573,35,li042127054
3919,24,6573,35,lucleru
3919,24,6573,35,mermadin
3919,24,6573,35,onion27
3919,24,6573,35,percatron
3919,24,6573,35,pmat
3919,24,6573,35,qakkerjack
3919,24,6573,35,radziol
3919,24,6573,35,sergio_murcia
3919,24,6573,35,sigarrett
3919,24,6573,35,slugatron
3919,24,6573,35,spadle
3919,24,6573,35,sreaver
3919,24,6573,35,stealthshade
3919,24,6573,35,sykokaj
3919,24,6573,35,uksweeney
3919,24,6573,35,wassail games
3919,24,6573,35,whodini24
3919,24,6573,35,zarovichx
3919,24,6573,35,zottelbart
3919,24,7100,34,airydisk
3919,24,7100,34,anonamus
3919,24,7100,34,arkeas
3919,24,7100,34,awban
3919,24,7100,34,bajord
3919,24,7100,34,beersson
3919,24,7100,34,clairo
3919,24,7100,34,courgax
3919,24,7100,34,cuteusagi
3919,24,7100,34,dasschmiddi
3919,24,7100,34,ddotdash
3919,24,7100,34,doumba
3919,24,7100,34,eknauer
3919,24,7100,34,exp626
3919,24,7100,34,flyinghair
3919,24,7100,34,gabriel angelfire
3919,24,7100,34,gemi9
3919,24,7100,34,gr8osiris
3919,24,7100,34,gurkyman
3919,24,7100,34,hobbess
3919,24,7100,34,hyperinactive
3919,24,7100,34,ibaimendi
3919,24,7100,34,ilze
3919,24,7100,34,jbhuter6041
3919,24,7100,34,jen66
3919,24,7100,34,joegrimer
3919,24,7100,34,jones00
3919,24,7100,34,juntukka
3919,24,7100,34,kalmarian
3919,24,7100,34,kettch
3919,24,7100,34,kingarv
3919,24,7100,34,larry chong
3919,24,7100,34,lhynx
3919,24,7100,34,limont
3919,24,7100,34,lolo655
3919,24,7100,34,manpru
3919,24,7100,34,maverick58
3919,24,7100,34,monkeysamba
3919,24,7100,34,mrund
3919,24,7100,34,n jones
3919,24,7100,34,natokh
3919,24,7100,34,outofhabit
3919,24,7100,34,ovosh
3919,24,7100,34,piers6565
3919,24,7100,34,plasticandwood
3919,24,7100,34,pzs69
3919,24,7100,34,relfy
3919,24,7100,34,samsagace418
3919,24,7100,34,sander_j
3919,24,7100,34,sey100
3919,24,7100,34,softflow
3919,24,7100,34,spasmodic
3919,24,7100,34,spelunkzilla
3919,24,7100,34,spider69
3919,24,7100,34,stray_flux
3919,24,7100,34,sweetdogpaw
3919,24,7100,34,swoop_ds
3919,24,7100,34,tfoz15
3919,24,7100,34,thapaczki
3919,24,7100,34,thebaker1983
3919,24,7100,34,thendcfs
3919,24,7100,34,toniet34
3919,24,7100,34,weege1973
3919,24,7100,34,wuxidice
3919,24,7100,34,xanthos
3919,24,7100,34,zlosny
3919,24,7679,33,3683d
3919,24,7679,33,ahn sung jun
3919,24,7679,33,amadeusz
3919,24,7679,33,arael
3919,24,7679,33,barryallen1129
3919,24,7679,33,bigchief
3919,24,7679,33,camillef
3919,24,7679,33,carolineblack
