rank_h_index,h_index,rank_g_index,g_index,bgg_user_name
16898,15,23640,20,jorgen99
16898,15,23640,20,josvent
16898,15,23640,20,jowelle
16898,15,23640,20,jpeter
16898,15,23640,20,jprett2
16898,15,23640,20,jspiel
16898,15,23640,20,jsrino
16898,15,23640,20,juanikoct
16898,15,23640,20,kaacee
16898,15,23640,20,kalafatas
16898,15,23640,20,kalipa
16898,15,23640,20,karamazov19
16898,15,23640,20,karl von bahnhof
16898,15,23640,20,keenanja
16898,15,23640,20,kelly_homz
16898,15,23640,20,ken at sunrise
16898,15,23640,20,kentdavies
16898,15,23640,20,kentrisk
16898,15,23640,20,kenzlo
16898,15,23640,20,khelar
16898,15,23640,20,khhhhaaaannnnn
16898,15,23640,20,kibald
16898,15,23640,20,kid norway
16898,15,23640,20,kiko2k
16898,15,23640,20,kilian stawson
16898,15,23640,20,kiliz
16898,15,23640,20,kingofcomedy
16898,15,23640,20,kiskablitz
16898,15,23640,20,kitchendon
16898,15,23640,20,kklinkk
16898,15,23640,20,kman1988
16898,15,23640,20,kudosphil
16898,15,23640,20,kuswylie
16898,15,23640,20,ladybaynes
16898,15,23640,20,laggis
16898,15,23640,20,lanib2
16898,15,23640,20,laslow
16898,15,23640,20,laurastephen
16898,15,23640,20,legato147
16898,15,23640,20,leminex
16898,15,23640,20,leonardquirm
16898,15,23640,20,lfitq
16898,15,23640,20,lianalynx
16898,15,23640,20,lizmari
16898,15,23640,20,llyrric
16898,15,23640,20,locksley
16898,15,23640,20,lolo22lolo
16898,15,23640,20,lsplitz33
16898,15,23640,20,luckygirlkris
16898,15,23640,20,ludotecaro
16898,15,23640,20,lukasz631
16898,15,23640,20,lukeotfin
16898,15,23640,20,mad200647
16898,15,23640,20,majmalfunction
16898,15,23640,20,makesh1ft_m1l1t1a
16898,15,23640,20,marcofiset
16898,15,23640,20,mareczekz19801
16898,15,23640,20,mathewsdad
16898,15,23640,20,matt_oesterling
16898,15,23640,20,maurogibertoni
16898,15,23640,20,mavrick593
16898,15,23640,20,mcdood
16898,15,23640,20,merc007
16898,15,23640,20,mikeb13603
16898,15,23640,20,mikras13
16898,15,23640,20,mindbend
16898,15,23640,20,missdragonara
16898,15,23640,20,misternatural
16898,15,23640,20,mit82
16898,15,23640,20,mjortman
16898,15,23640,20,mohok
16898,15,23640,20,moleman55
16898,15,23640,20,monchi22
16898,15,23640,20,monkeykenobi
16898,15,23640,20,moonlight87
16898,15,23640,20,moonwillow
16898,15,23640,20,mp3pintyo
16898,15,23640,20,mrsnaki
16898,15,23640,20,mudjumper41
16898,15,23640,20,mugge
16898,15,23640,20,muncleuncle
16898,15,23640,20,nacholadri
16898,15,23640,20,nakard
16898,15,23640,20,naoma81
16898,15,23640,20,nate252
16898,15,23640,20,natto710
16898,15,23640,20,nesser1981
16898,15,23640,20,nfld
16898,15,23640,20,nikitka21
16898,15,23640,20,ning1
16898,15,23640,20,nossirom2004
16898,15,23640,20,nxfoli8ingloofa
16898,15,23640,20,orandwil
16898,15,23640,20,orcflesh
16898,15,23640,20,orcgreen
16898,15,23640,20,orioncrescent
16898,15,23640,20,orionthunder
16898,15,23640,20,ortolan
16898,15,23640,20,palfergoy
16898,15,23640,20,panchosintuiter
16898,15,23640,20,pberg
16898,15,23640,20,peephee
16898,15,23640,20,persathesecond
16898,15,23640,20,petehere2
16898,15,23640,20,philmurdock
16898,15,23640,20,photonstorm
16898,15,23640,20,pirateclem
16898,15,23640,20,pityu21
16898,15,23640,20,polyoculus
16898,15,23640,20,pomomojo
16898,15,23640,20,pomona_girl
16898,15,23640,20,ponchik87
16898,15,23640,20,poogman
16898,15,23640,20,progrummer
16898,15,23640,20,prutser77
16898,15,23640,20,psich7
16898,15,23640,20,pzoblisein
16898,15,23640,20,rafab0
16898,15,23640,20,rafal1991
16898,15,23640,20,railanbrandelero
16898,15,23640,20,raph27
16898,15,23640,20,raptore39
16898,15,23640,20,raven273
16898,15,23640,20,reaper73
16898,15,23640,20,rhythmofthenight
16898,15,23640,20,rishka
16898,15,23640,20,risingtide
16898,15,23640,20,rodego
16898,15,23640,20,roger threepwood
16898,15,23640,20,round_robin
16898,15,23640,20,ryanphillipthompson
16898,15,23640,20,rylmets12
16898,15,23640,20,rytrepanier
16898,15,23640,20,sabruquitas
16898,15,23640,20,saeros melian
16898,15,23640,20,saibotflar
16898,15,23640,20,sargatraktor
16898,15,23640,20,sasquatchcc
16898,15,23640,20,scawt
16898,15,23640,20,schwibb
16898,15,23640,20,scottsweat
16898,15,23640,20,sebiroe
16898,15,23640,20,shawn_kehoe
16898,15,23640,20,shawnandleah
16898,15,23640,20,sidjmt
16898,15,23640,20,sidleicious
16898,15,23640,20,sigizmund
16898,15,23640,20,sinadeau44
16898,15,23640,20,sintaura
16898,15,23640,20,sirimande
16898,15,23640,20,sirjustinb
16898,15,23640,20,smithkevinc
16898,15,23640,20,sooner811
16898,15,23640,20,speltor
16898,15,23640,20,spinli
16898,15,23640,20,splittingred
16898,15,23640,20,spqr1
16898,15,23640,20,spudbudly
16898,15,23640,20,sriber
16898,15,23640,20,stanmanly
16898,15,23640,20,steff13356
16898,15,23640,20,sticktak
16898,15,23640,20,stjackson
16898,15,23640,20,stuc
16898,15,23640,20,subversive_influence
16898,15,23640,20,sune74
16898,15,23640,20,superbini
16898,15,23640,20,sycon
16898,15,23640,20,tahitiangabriel
16898,15,23640,20,tangleword
16898,15,23640,20,tbrown1079
16898,15,23640,20,tchelorock
16898,15,23640,20,tdhsmith
16898,15,23640,20,tehspookeh
16898,15,23640,20,teratya
16898,15,23640,20,the_made_man
16898,15,23640,20,thegamer
16898,15,23640,20,thegh05t
16898,15,23640,20,thejsmaster
16898,15,23640,20,thekillshirt
16898,15,23640,20,themadraider
16898,15,23640,20,thesonoftherock
16898,15,23640,20,thetragicallytim
16898,15,23640,20,theyachtingclam
16898,15,23640,20,thisisadamj
16898,15,23640,20,timchalice
16898,15,23640,20,tjaball
16898,15,23640,20,tracy lindauer
16898,15,23640,20,travistdale
16898,15,23640,20,trigun1
16898,15,23640,20,trinity1501
16898,15,23640,20,trivela77
16898,15,23640,20,turing70
16898,15,23640,20,uberjoi
16898,15,23640,20,udoeli
16898,15,23640,20,unhooked
16898,15,23640,20,ursasmar
16898,15,23640,20,ussrocker
16898,15,23640,20,vanduynamite
16898,15,23640,20,vedderjam
16898,15,23640,20,vegandodo0
16898,15,23640,20,verbal255
16898,15,23640,20,vonweitzel
16898,15,23640,20,wahoffelmadenga
16898,15,23640,20,whlheart
16898,15,23640,20,wildjagter
16898,15,23640,20,wildycard58
16898,15,23640,20,william4192
16898,15,23640,20,xaltheos
16898,15,23640,20,xandros_gr
16898,15,23640,20,xistonxiston
16898,15,23640,20,xmikhaelx
16898,15,23640,20,yechlo
16898,15,23640,20,yridos
16898,15,23640,20,zamparor
16898,15,23640,20,zb1035
16898,15,23640,20,zephon55
16898,15,23640,20,zoop
16898,15,25880,19,212666pnd
16898,15,25880,19,abyssal_tome
16898,15,25880,19,adami
16898,15,25880,19,adlingtont
16898,15,25880,19,agent17
16898,15,25880,19,alexhart7
16898,15,25880,19,alighieri1971
16898,15,25880,19,andrenatam
16898,15,25880,19,aragami1982
16898,15,25880,19,archerhawke
16898,15,25880,19,arislan667
16898,15,25880,19,arkane239
16898,15,25880,19,artificier
16898,15,25880,19,astroyd
16898,15,25880,19,azrael85
16898,15,25880,19,baertj
16898,15,25880,19,barannik
16898,15,25880,19,bassplayern8
16898,15,25880,19,batcarl2000
16898,15,25880,19,bearfarmer
16898,15,25880,19,becaud
16898,15,25880,19,benbarrios87
16898,15,25880,19,biffta
16898,15,25880,19,billiv15
16898,15,25880,19,bite13
16898,15,25880,19,bj_speedy
16898,15,25880,19,bjuret
16898,15,25880,19,blackjackgeary
16898,15,25880,19,blake_mc
16898,15,25880,19,bncnick
16898,15,25880,19,boardgamecait
16898,15,25880,19,bobby_jo
16898,15,25880,19,bobpony
16898,15,25880,19,brienc
16898,15,25880,19,buhtolog
16898,15,25880,19,cakespeare
16898,15,25880,19,catsnmaths
16898,15,25880,19,caviness
16898,15,25880,19,cereo
16898,15,25880,19,chaoticseraph
16898,15,25880,19,charras01
16898,15,25880,19,chaton27
16898,15,25880,19,chichewa63
16898,15,25880,19,craig d
16898,15,25880,19,crazybunnyguy
16898,15,25880,19,crimsoncomet
16898,15,25880,19,cristianpbo
16898,15,25880,19,dancingdice
16898,15,25880,19,danijel2008
16898,15,25880,19,darthmalgus85
16898,15,25880,19,dcummins81
16898,15,25880,19,desbov
16898,15,25880,19,devyogi
16898,15,25880,19,domquixote
16898,15,25880,19,donnin
16898,15,25880,19,dpwells
16898,15,25880,19,drfunk
16898,15,25880,19,ech pi el
16898,15,25880,19,ecorryn
16898,15,25880,19,ecspiegel
16898,15,25880,19,eeworld
16898,15,25880,19,el_noir
16898,15,25880,19,elston
16898,15,25880,19,emoht
16898,15,25880,19,es_sabbi
16898,15,25880,19,europa3355
16898,15,25880,19,evilfrogger
16898,15,25880,19,ezzvaldez
16898,15,25880,19,felixschroeter
16898,15,25880,19,fenedin
16898,15,25880,19,fhgbofi
16898,15,25880,19,figgyroo
16898,15,25880,19,firestrife
16898,15,25880,19,fischerz
16898,15,25880,19,fitzanor
16898,15,25880,19,flamtzer
16898,15,25880,19,fourmyle21
16898,15,25880,19,frank fahnrich
16898,15,25880,19,frankgth
16898,15,25880,19,freezenfire
16898,15,25880,19,frohike
16898,15,25880,19,g3ck092
16898,15,25880,19,gamergriff
16898,15,25880,19,giuliomeda
16898,15,25880,19,goingtopshelf
16898,15,25880,19,greatgravy
16898,15,25880,19,guilhermelba
16898,15,25880,19,gulliver_dgf
16898,15,25880,19,h4angel
16898,15,25880,19,hasturmind
16898,15,25880,19,hataa
16898,15,25880,19,helix743
16898,15,25880,19,hiphoi
16898,15,25880,19,hkproc
16898,15,25880,19,hoolammi
16898,15,25880,19,hvrbarr
16898,15,25880,19,iamdave
16898,15,25880,19,igornik74
16898,15,25880,19,ikehouserock
16898,15,25880,19,ilovecomix
16898,15,25880,19,j_chambel
16898,15,25880,19,jajkos
16898,15,25880,19,jakobian87
16898,15,25880,19,james_sanheim
16898,15,25880,19,jareman
16898,15,25880,19,javajunky
16898,15,25880,19,jaw6
16898,15,25880,19,jeff_rdg
16898,15,25880,19,jenss
16898,15,25880,19,jimmyjoe70
16898,15,25880,19,joeyjj
16898,15,25880,19,johnorr3
16898,15,25880,19,johnson512
16898,15,25880,19,josef
16898,15,25880,19,jswoboda
16898,15,25880,19,jtgorman
16898,15,25880,19,jure
16898,15,25880,19,jvhemert
16898,15,25880,19,kadashim
16898,15,25880,19,kainolagoni
16898,15,25880,19,kayaker0703
16898,15,25880,19,kayyy
16898,15,25880,19,kikiah
16898,15,25880,19,koningwoning
16898,15,25880,19,ktoloday
16898,15,25880,19,landjorden
16898,15,25880,19,laurocris
16898,15,25880,19,lcarus
16898,15,25880,19,leftysings429
16898,15,25880,19,leglaude
16898,15,25880,19,lesiok
16898,15,25880,19,lidlesseye343
16898,15,25880,19,lmoose
16898,15,25880,19,loopoo
16898,15,25880,19,lucha74
16898,15,25880,19,lustra
16898,15,25880,19,mad_fox
16898,15,25880,19,magicarl3974
16898,15,25880,19,maginomicon
16898,15,25880,19,mathieuviii
16898,15,25880,19,matthldn
16898,15,25880,19,mattphew
16898,15,25880,19,maxbrung
16898,15,25880,19,mazinho
16898,15,25880,19,mearmada
16898,15,25880,19,meph78
16898,15,25880,19,metheoris
16898,15,25880,19,michaelibk
16898,15,25880,19,midwestmcd
16898,15,25880,19,mikewhit
16898,15,25880,19,mister_poppy
16898,15,25880,19,mjginger
16898,15,25880,19,mmpeuchen
16898,15,25880,19,mononoke
16898,15,25880,19,mood barnable
16898,15,25880,19,morhits
16898,15,25880,19,mortimer0
16898,15,25880,19,moukydup
16898,15,25880,19,mudsoccer
16898,15,25880,19,muel wisdom
16898,15,25880,19,mummydaddy
16898,15,25880,19,napsyd
16898,15,25880,19,narcher007
16898,15,25880,19,narval7
16898,15,25880,19,natalya_murseeva
16898,15,25880,19,nathandbrown1
16898,15,25880,19,nightfoxx
16898,15,25880,19,no_jedi
16898,15,25880,19,nohjo
16898,15,25880,19,notbrian
16898,15,25880,19,nyarly362
16898,15,25880,19,oedingsche
16898,15,25880,19,oliver1974
16898,15,25880,19,optmsprim2
16898,15,25880,19,oselp
16898,15,25880,19,otto1980
16898,15,25880,19,patcleaver
16898,15,25880,19,perlbo
16898,15,25880,19,perry_
16898,15,25880,19,peterpax
16898,15,25880,19,petrknapp
16898,15,25880,19,petworthdc
16898,15,25880,19,phalanx72
16898,15,25880,19,phule
16898,15,25880,19,polle1006
16898,15,25880,19,puffinslayer
16898,15,25880,19,raistlinjedyny
16898,15,25880,19,ralpher
16898,15,25880,19,ramahadji
16898,15,25880,19,ratpasta79
16898,15,25880,19,rayvax65
16898,15,25880,19,rhox
16898,15,25880,19,ripperek
16898,15,25880,19,robscot75
16898,15,25880,19,rodicio
16898,15,25880,19,roger_
16898,15,25880,19,rsolmes
16898,15,25880,19,rustycage73
16898,15,25880,19,ryanmoore0325
16898,15,25880,19,s0ul01
16898,15,25880,19,s_hammer
16898,15,25880,19,saintstu
16898,15,25880,19,salamandre999
16898,15,25880,19,sarhik
16898,15,25880,19,sasquatchdjh
16898,15,25880,19,satch83
16898,15,25880,19,sawmody
16898,15,25880,19,scooby12345
16898,15,25880,19,sed001
16898,15,25880,19,sentencia_jg
16898,15,25880,19,shalian
16898,15,25880,19,shoko86
16898,15,25880,19,shugarray
16898,15,25880,19,sibelius
16898,15,25880,19,sofaux
16898,15,25880,19,soobis
16898,15,25880,19,spallen21
16898,15,25880,19,spelfreak
16898,15,25880,19,squaredeh
16898,15,25880,19,stevieram
16898,15,25880,19,taliesin444
16898,15,25880,19,taraba
16898,15,25880,19,tbrown8239
16898,15,25880,19,the_id
16898,15,25880,19,thecrazedmadman
16898,15,25880,19,thedragonstomb
16898,15,25880,19,themaster408
16898,15,25880,19,threescoopz
16898,15,25880,19,tiballs
16898,15,25880,19,tirada de riesgo
16898,15,25880,19,tkpaulo
16898,15,25880,19,tomusher
16898,15,25880,19,traeyu
16898,15,25880,19,triebegram
16898,15,25880,19,troia
16898,15,25880,19,troopermanowar
16898,15,25880,19,tubbsoc
16898,15,25880,19,twinfreak
16898,15,25880,19,txemis72
16898,15,25880,19,urplan
16898,15,25880,19,vic_ita
16898,15,25880,19,vincesparrow2
16898,15,25880,19,vomisacaasi
16898,15,25880,19,vyking
16898,15,25880,19,warrioragrippa
16898,15,25880,19,wchris
16898,15,25880,19,wolverutto
16898,15,25880,19,wullewupp
16898,15,25880,19,yves427
16898,15,25880,19,zampfich
16898,15,25880,19,zinar7
16898,15,25880,19,ziomartin
16898,15,28174,18,alberto21984
16898,15,28174,18,alczee
16898,15,28174,18,alex200095382
16898,15,28174,18,anatoll
16898,15,28174,18,annsa
16898,15,28174,18,apparatus
16898,15,28174,18,arkhanne
16898,15,28174,18,ashkai
16898,15,28174,18,aspudde
16898,15,28174,18,avjax
16898,15,28174,18,aym14
16898,15,28174,18,berlinsven
16898,15,28174,18,bggmatje
16898,15,28174,18,bigjoet
16898,15,28174,18,blakstar
16898,15,28174,18,bongers
16898,15,28174,18,bozzolom
16898,15,28174,18,brentandbecca
16898,15,28174,18,breobiker
16898,15,28174,18,broken clock
16898,15,28174,18,buffybot
16898,15,28174,18,cannolo
16898,15,28174,18,capmatt43
16898,15,28174,18,carnodingo
16898,15,28174,18,carpa1981
16898,15,28174,18,changeling316
16898,15,28174,18,citadel
16898,15,28174,18,clautz23
16898,15,28174,18,crossy
16898,15,28174,18,crymantis
16898,15,28174,18,csanner
16898,15,28174,18,csfloser
16898,15,28174,18,culvan
16898,15,28174,18,cyberphin
16898,15,28174,18,dangoodheart
16898,15,28174,18,darohrer
16898,15,28174,18,deferu
16898,15,28174,18,dhogar
16898,15,28174,18,dracopardo
16898,15,28174,18,drianball
16898,15,28174,18,ed_5150
16898,15,28174,18,el_chevi
16898,15,28174,18,emanhall
16898,15,28174,18,ephastion
16898,15,28174,18,feendrendor
16898,15,28174,18,freakyjp
16898,15,28174,18,g026r
16898,15,28174,18,ggaiotto
16898,15,28174,18,goreliann
16898,15,28174,18,gwb007
16898,15,28174,18,helios1337
16898,15,28174,18,houron
16898,15,28174,18,hseldon
16898,15,28174,18,hugo_pf
16898,15,28174,18,hummelm
16898,15,28174,18,hybry
16898,15,28174,18,ianw12345
16898,15,28174,18,infinita_first
16898,15,28174,18,irmachilton
16898,15,28174,18,ivan_diaz
16898,15,28174,18,jakeheil85
16898,15,28174,18,jalopy
16898,15,28174,18,janninedb
16898,15,28174,18,jimhart3000
16898,15,28174,18,jklewis
16898,15,28174,18,jotafe
16898,15,28174,18,jsori84
16898,15,28174,18,jttm
16898,15,28174,18,kaepone
16898,15,28174,18,kastel
16898,15,28174,18,kemearg
16898,15,28174,18,kisakisaki
16898,15,28174,18,kissellmissile
16898,15,28174,18,kjhealey
16898,15,28174,18,ktslayer
16898,15,28174,18,kuhlschrank
16898,15,28174,18,lacueva
16898,15,28174,18,maelstromuk
16898,15,28174,18,marchill92
16898,15,28174,18,matthias025
16898,15,28174,18,maueze
16898,15,28174,18,mdaffonso
16898,15,28174,18,milkbottle_beckett
16898,15,28174,18,nazgoth
16898,15,28174,18,nickftfw
16898,15,28174,18,nikomdocmanda
16898,15,28174,18,nsoetens
16898,15,28174,18,ocellum
16898,15,28174,18,optimo65
16898,15,28174,18,pdxloki
16898,15,28174,18,pez105
16898,15,28174,18,phoenixgeek
16898,15,28174,18,pugmaster
16898,15,28174,18,queenofall
16898,15,28174,18,rabool
16898,15,28174,18,rhythmdev9
16898,15,28174,18,ringojohn
16898,15,28174,18,robina_bsw
16898,15,28174,18,rocky cheng
16898,15,28174,18,sealpupswag
16898,15,28174,18,sharrrp
16898,15,28174,18,sir222
16898,15,28174,18,soapermania123
16898,15,28174,18,soundsnaive
16898,15,28174,18,spateman1
16898,15,28174,18,sqkhenderson
16898,15,28174,18,sunfish
16898,15,28174,18,sunnyshynie
16898,15,28174,18,t3sk3y
16898,15,28174,18,tillmannen
16898,15,28174,18,tleb88
16898,15,28174,18,tobina
16898,15,28174,18,trevor03
16898,15,28174,18,tuosu
16898,15,28174,18,txarlinhos
16898,15,28174,18,vfizzotti
16898,15,28174,18,waltari7
16898,15,28174,18,wattman74
16898,15,28174,18,wilfired
16898,15,28174,18,wonko101010
16898,15,28174,18,xiaomas
16898,15,28174,18,yrnotyrkhakis
16898,15,28174,18,zorlacz
16898,15,30791,17,alphonse95
16898,15,30791,17,ateh
16898,15,30791,17,blacknwhite484
16898,15,30791,17,boudreaux00
16898,15,30791,17,cally73
16898,15,30791,17,conmoy
16898,15,30791,17,davinfernal
16898,15,30791,17,deionarra_
16898,15,30791,17,deliverator
16898,15,30791,17,dmitriy
16898,15,30791,17,dtroyano
16898,15,30791,17,fhomess
16898,15,30791,17,foofan
16898,15,30791,17,foofymonkey
16898,15,30791,17,gamingcouplega
16898,15,30791,17,geek71
16898,15,30791,17,golgoth 13
16898,15,30791,17,hammerheart82
16898,15,30791,17,hman
16898,15,30791,17,hoostus
16898,15,30791,17,javid_rad
16898,15,30791,17,niamor
16898,15,30791,17,rianess
16898,15,30791,17,sandroc
16898,15,30791,17,sasanito
16898,15,30791,17,thecharmofit
16898,15,30791,17,zeak187
16898,15,30791,17,zombie_cataclysm
16898,15,33518,16,kukugames
16898,15,33518,16,manu9099
16898,15,33518,16,riotactor10
16898,15,33518,16,theorycrack
16898,15,36419,15,mr_tsavs
16898,15,36419,15,pseudopserious
19906,14,94,107,bodblugh
19906,14,131,99,pike70
19906,14,180,92,aandjso
19906,14,196,90,brrrmanza
19906,14,230,87,bigbadbgu
19906,14,230,87,miguelamores10
19906,14,289,82,heroperffig
19906,14,914,62,curtish
19906,14,970,61,jamesed84
19906,14,1109,59,korrun
19906,14,1202,58,griever667
19906,14,1276,57,misulache01
19906,14,1362,56,thgustafson
19906,14,1674,53,col_forbin
19906,14,1674,53,wbgfun
19906,14,1792,52,ghanaka
19906,14,1792,52,tokou
19906,14,2053,50,kevinwho
19906,14,2204,49,adriagc
19906,14,2351,48,scwont
19906,14,2758,46,flyrink
19906,14,2969,45,polomint
19906,14,3216,44,barl9758
19906,14,3216,44,c0nst
19906,14,3216,44,joegameon
19906,14,3514,43,gibraan10
19906,14,3514,43,heirodule
19906,14,3514,43,jfbgg
19906,14,3514,43,lukastajic
19906,14,3514,43,norev
19906,14,3815,42,bladeless
19906,14,3815,42,donriddick
19906,14,3815,42,neurosion
19906,14,3815,42,rayr
19906,14,3815,42,shruthless
19906,14,4092,41,commissar_piotr
19906,14,4092,41,kinkou
19906,14,4092,41,mister jaybee
19906,14,4092,41,monstercarl
19906,14,4092,41,sturmpanzer
19906,14,4092,41,subaruchan
19906,14,4092,41,swirek
19906,14,4092,41,y00shi
19906,14,4426,40,asderiphel
19906,14,4426,40,darth_rulless
19906,14,4426,40,the maroz
19906,14,4426,40,whitt4
19906,14,4782,39,hellhammer2
19906,14,4782,39,knave
19906,14,4782,39,willliao
19906,14,5150,38,bruno des montagnes
19906,14,5150,38,c3gaming
19906,14,5150,38,hicham vanborm
19906,14,5150,38,jocknroll
19906,14,5150,38,maddest hatter
19906,14,5624,37,allanon1001
19906,14,5624,37,araym
19906,14,5624,37,blakeak43
19906,14,5624,37,c_cutlip
19906,14,5624,37,choon
19906,14,5624,37,jhunter101
19906,14,5624,37,ours_des_tavernes
19906,14,5624,37,rikdumzaki
19906,14,6063,36,darksan
19906,14,6063,36,joruiru
19906,14,6063,36,lebo
19906,14,6063,36,pixlfrend
19906,14,6573,35,dragonstout
19906,14,6573,35,gossamerica
19906,14,6573,35,jepp
19906,14,6573,35,jesse
19906,14,6573,35,kjncl
19906,14,7100,34,alen2
19906,14,7100,34,crisisover
19906,14,7100,34,danman007
19906,14,7100,34,drogon889
19906,14,7100,34,eldestransom
19906,14,7100,34,kareyn01
19906,14,7100,34,lux_interior
19906,14,7100,34,miss_valerion
19906,14,7100,34,nivek1385
19906,14,7100,34,spazin
19906,14,7100,34,temujin1206
19906,14,7679,33,arneem
19906,14,7679,33,biene_123
19906,14,7679,33,blameless
19906,14,7679,33,daliman13
19906,14,7679,33,dionissis
19906,14,7679,33,dmartin1982
19906,14,7679,33,dramatheurgist
19906,14,7679,33,ezor55
19906,14,7679,33,jaimeb
19906,14,7679,33,miro1977
19906,14,7679,33,patchouli18
19906,14,7679,33,penguin_girl
19906,14,7679,33,pgeo36
19906,14,7679,33,schaden
19906,14,7679,33,simgermann
19906,14,7679,33,thesmallman
19906,14,7679,33,yc10010103
19906,14,8351,32,aronne71
19906,14,8351,32,bsquareda2
19906,14,8351,32,cimadon
19906,14,8351,32,dustingood
19906,14,8351,32,georgech7713
19906,14,8351,32,jammydee513
19906,14,8351,32,jarosz
19906,14,8351,32,julioblake
19906,14,8351,32,krwawisz
19906,14,8351,32,leo moonstriker
19906,14,8351,32,lorlen
19906,14,8351,32,redtree247
19906,14,8351,32,ryno8
19906,14,8351,32,the u
19906,14,8351,32,zephyr9010
19906,14,9086,31,archaetect
19906,14,9086,31,bolter
19906,14,9086,31,charvelsocal
19906,14,9086,31,dalestephenson
19906,14,9086,31,flangust
19906,14,9086,31,gloompaul
19906,14,9086,31,golf4george
19906,14,9086,31,gostapopoulos
19906,14,9086,31,great raldo
19906,14,9086,31,jimpax
19906,14,9086,31,joelbehne
19906,14,9086,31,jonogo
19906,14,9086,31,joshthegamer
19906,14,9086,31,kenneth_paltrow
19906,14,9086,31,kingmaker fan
19906,14,9086,31,latzko
19906,14,9086,31,losthorizons
19906,14,9086,31,luigi54
19906,14,9086,31,mvrichthofen
19906,14,9086,31,npuldon
19906,14,9086,31,orbmac
19906,14,9086,31,patat8020
19906,14,9086,31,pikigeek
19906,14,9086,31,sherlock65
19906,14,9086,31,spacenut
19906,14,9086,31,vykron
19906,14,9086,31,walkingdeadmann
19906,14,9086,31,zikinhio
19906,14,9910,30,alexcastle
19906,14,9910,30,alwayslast
19906,14,9910,30,antoinedebruxelles
19906,14,9910,30,artkamtos
19906,14,9910,30,blazej480
19906,14,9910,30,century
19906,14,9910,30,czyrkagames
19906,14,9910,30,gonzybe
19906,14,9910,30,icemanek
19906,14,9910,30,iwinsometimes
19906,14,9910,30,jamodamo
19906,14,9910,30,jetjagaa
19906,14,9910,30,jimmysoul
19906,14,9910,30,kefalokef
19906,14,9910,30,kleidokrator
19906,14,9910,30,luznyj
19906,14,9910,30,marschi22
19906,14,9910,30,mister_peon
19906,14,9910,30,ninjakenta
19906,14,9910,30,nordaka
19906,14,9910,30,paguile2011
19906,14,9910,30,pierreboberg
19906,14,9910,30,radaeron
19906,14,9910,30,ravekev
19906,14,9910,30,roscoethebard
19906,14,9910,30,shadowian
19906,14,9910,30,tattoo7510
19906,14,9910,30,ubertoast
19906,14,9910,30,wuschel2312
19906,14,9910,30,zmartianov
19906,14,10868,29,alstewart04
19906,14,10868,29,badcobber
19906,14,10868,29,bearslayerlv
19906,14,10868,29,beefheart
19906,14,10868,29,brightbluesky
19906,14,10868,29,chaderic20
19906,14,10868,29,convert23
19906,14,10868,29,fxxiii
19906,14,10868,29,guyomarj
19906,14,10868,29,hadi_n
19906,14,10868,29,julian.simpson
19906,14,10868,29,jwemett
19906,14,10868,29,karaush
19906,14,10868,29,kilianjornet
19906,14,10868,29,kl_cheng88
19906,14,10868,29,laellin
19906,14,10868,29,lara42
19906,14,10868,29,metalapollo
19906,14,10868,29,miniarmstrong
19906,14,10868,29,mongol
19906,14,10868,29,mrpoodlepants
19906,14,10868,29,mutajon
19906,14,10868,29,nathanbeitler
19906,14,10868,29,oakman80
19906,14,10868,29,oliverjn
19906,14,10868,29,opks22
19906,14,10868,29,ozzman1
19906,14,10868,29,pinkunicorn
19906,14,10868,29,pnh20
19906,14,10868,29,preacher
19906,14,10868,29,reticencrew
19906,14,10868,29,rexus grim
19906,14,10868,29,ryandude3
19906,14,10868,29,s_craig_zahler
19906,14,10868,29,sikflux
19906,14,10868,29,tassinar
19906,14,10868,29,thatmarkguy
19906,14,10868,29,theanalogkid
19906,14,10868,29,tilde72
19906,14,10868,29,topbananamart
19906,14,10868,29,tuethuc
19906,14,10868,29,tyrek
19906,14,10868,29,venatoritas
19906,14,10868,29,venger0
19906,14,10868,29,weidenbaum
19906,14,10868,29,xgorin
19906,14,10868,29,yinzadi
19906,14,11831,28,aranubis
19906,14,11831,28,cardante
19906,14,11831,28,ctaynton
19906,14,11831,28,edsmorg
19906,14,11831,28,emmaelisabeth
19906,14,11831,28,esswedl
19906,14,11831,28,flrecord
19906,14,11831,28,gabrielbuendiah
19906,14,11831,28,goblin_insane
19906,14,11831,28,gustavosolana
19906,14,11831,28,hitien
19906,14,11831,28,jobadiah
19906,14,11831,28,joey12ostrander
19906,14,11831,28,kidi
19906,14,11831,28,klausknechtskern
19906,14,11831,28,kroz
19906,14,11831,28,marcyk
19906,14,11831,28,martin2
19906,14,11831,28,mcjc
19906,14,11831,28,mheintze
19906,14,11831,28,miloshot
19906,14,11831,28,msdyt20
19906,14,11831,28,ow1eye
19906,14,11831,28,phineas77
19906,14,11831,28,pimpi
19906,14,11831,28,potaesarat
19906,14,11831,28,prancingpwny
19906,14,11831,28,pstr
19906,14,11831,28,qfem3
19906,14,11831,28,reefandsea
19906,14,11831,28,robertoele
19906,14,11831,28,saul
19906,14,11831,28,serge_le_fou
19906,14,11831,28,sillywalks25
19906,14,11831,28,spieler01
19906,14,11831,28,tcheumo
19906,14,11831,28,theadamglass
19906,14,11831,28,thronesmasher
19906,14,11831,28,tidus1000
19906,14,11831,28,wrenhong
