bgg_id,len,p_games
13,127469,0.004851485047
822,127358,0.004847260374
30549,125582,0.004779665606
68448,105056,0.003998443646
167791,97931,0.003727265312
173346,93714,0.003566765799
178900,92503,0.003520674998
36218,91620,0.003487067914
266192,90897,0.003459550450
9209,90397,0.003440520391
230802,90233,0.003434278532
169786,83001,0.003159027766
148228,80853,0.003077274635
14996,76825,0.002923968484
31260,73274,0.002788817009
40692,71994,0.002740100059
70323,71582,0.002724419291
3076,71426,0.002718481913
129622,68412,0.002603768720
163412,66506,0.002531226137
2651,65664,0.002499179519
39856,65661,0.002499065339
84876,62801,0.002390213404
174430,61886,0.002355388397
110327,55978,0.002130529226
28143,55776,0.002122841083
478,55277,0.002103849084
199792,54035,0.002056578419
161936,53391,0.002032067704
34635,53387,0.002031915463
54043,52263,0.001989135892
65244,51811,0.001971932719
237182,50850,0.001935356947
162886,50600,0.001925841917
1927,50460,0.001920513501
244521,49737,0.001892996036
98778,49198,0.001872481633
183394,48857,0.001859503134
12333,48708,0.001853832176
204583,48426,0.001843099223
120677,48143,0.001832328210
133473,47900,0.001823079602
170216,47388,0.001803592822
131357,47268,0.001799025608
11,47250,0.001798340526
50,47116,0.001793240470
150376,46908,0.001785323966
10547,46799,0.001781175413
70919,45391,0.001727586768
147020,45323,0.001724998680
224517,45252,0.001722296412
181304,44723,0.001702162610
316554,43834,0.001668327166
121921,43662,0.001661780826
312484,43649,0.001661286045
205637,43064,0.001639020876
201808,42712,0.001625623715
284083,42134,0.001603624967
199561,42061,0.001600846579
157354,42039,0.001600009256
342942,41878,0.001593881577
41114,41374,0.001574699278
193738,41242,0.001569675343
124361,40783,0.001552205749
463,40405,0.001537819025
15987,39770,0.001513650851
126163,39682,0.001510301561
194655,39512,0.001503831341
2655,37782,0.001437987338
295947,37706,0.001435094770
171,37417,0.001424095396
1406,36835,0.001401944408
37111,36797,0.001400498123
146021,36732,0.001398024216
205059,36627,0.001394027903
181,36531,0.001390374132
157969,36310,0.001381962846
172225,35680,0.001357984973
192291,35601,0.001354978223
102794,35079,0.001335110842
103343,34744,0.001322360703
31481,34694,0.001320457697
6249,34205,0.001301846300
40834,34041,0.001295604441
128882,33995,0.001293853676
143884,33933,0.001291493948
291457,33900,0.001290237964
96848,33616,0.001279428891
9220,33507,0.001275280338
39463,33245,0.001265308588
320,33156,0.001261921237
158899,32957,0.001254347274
187645,32452,0.001235126915
244992,32438,0.001234594073
3955,32405,0.001233338090
132531,32301,0.001229379837
35677,31902,0.001214193851
148949,31884,0.001213508769
164928,31818,0.001210996801
182028,31797,0.001210197538
136063,31646,0.001204450461
172,31623,0.001203575078
233867,31554,0.001200948930
10630,30493,0.001160567146
167355,30363,0.001155619331
263918,30343,0.001154858128
124742,30286,0.001152688702
2223,30235,0.001150747636
432,29992,0.001141499027
236457,29450,0.001120870444
93,29429,0.001120071182
18602,29406,0.001119195799
188834,29327,0.001116189050
50381,29208,0.001111659896
16992,29054,0.001105798638
42,28963,0.001102335167
177736,28656,0.001090650711
72125,28606,0.001088747705
254640,28498,0.001084637213
147949,28417,0.001081554343
146508,28088,0.001069032565
15062,28050,0.001067586280
2453,27917,0.001062524285
12942,27857,0.001060240678
153938,27803,0.001058185431
122522,27790,0.001057690650
220308,27252,0.001037214307
123540,26775,0.001019059631
2653,26520,0.001009354301
12,26331,0.001002160939
155426,26210,0.000997555665
217372,26087,0.000992874271
176494,25969,0.000988383177
209685,25968,0.000988345117
100423,25764,0.000980580853
266524,25657,0.000976508420
104162,25610,0.000974719595
123260,25605,0.000974529294
108745,25429,0.000967830714
171623,25210,0.000959495548
103885,25191,0.000958772406
143741,25066,0.000954014891
28720,25058,0.000953710410
244522,25014,0.000952035765
164153,24844,0.000945565545
154203,24787,0.000943396119
100901,24707,0.000940351309
170042,24528,0.000933538548
77423,24406,0.000928895214
218603,24333,0.000926116826
92415,24241,0.000922615295
8217,24135,0.000918580922
18,24097,0.000917134638
118048,24078,0.000916411496
107529,24008,0.000913747288
73439,23732,0.000903242695
285774,23727,0.000903052395
104006,23702,0.000902100892
224037,23617,0.000898865782
233078,23580,0.000897457558
122515,23389,0.000890188075
198773,23184,0.000882385751
161970,23132,0.000880406625
156129,23030,0.000876524493
129437,22921,0.000872375940
225694,22879,0.000870777416
160477,22841,0.000869331131
239188,22777,0.000866895284
118,22763,0.000866362442
180263,22579,0.000859359380
262712,22547,0.000858141457
194594,22463,0.000854944407
366013,22264,0.000847370444
209778,22140,0.000842650989
8203,22011,0.000837741234
281259,21971,0.000836218829
43570,21878,0.000832679239
54998,21820,0.000830471752
171131,21820,0.000830471752
15512,21812,0.000830167271
116,21784,0.000829101588
166384,21759,0.000828150085
5782,21748,0.000827731423
37046,21635,0.000823430630
2511,21580,0.000821337324
92828,21509,0.000818635055
205896,21488,0.000817835793
62219,21406,0.000814714863
1294,21325,0.000811631994
115746,21271,0.000809576748
182874,21254,0.000808929726
140934,21149,0.000804933413
169426,21036,0.000800632620
163967,21033,0.000800518440
191189,20869,0.000794276581
28023,20832,0.000792868356
147151,20826,0.000792639995
216132,20769,0.000790470569
286096,20715,0.000788415323
25669,20692,0.000787539940
256382,20691,0.000787501880
5,20671,0.000786740677
54,20630,0.000785180213
175914,20517,0.000780879419
21790,20298,0.000772544254
229853,20266,0.000771326330
155821,20256,0.000770945729
180974,20198,0.000768738242
274960,20069,0.000763828487
37904,20010,0.000761582940
27162,19933,0.000758652311
124708,19915,0.000757967229
247763,19901,0.000757434387
265736,19897,0.000757282147
199042,19702,0.000749860424
74,19659,0.000748223839
242302,19652,0.000747957418
127398,19605,0.000746168593
25613,19575,0.000745026789
63268,19573,0.000744950669
127023,19494,0.000741943920
12493,19470,0.000741030477
219513,19458,0.000740573756
271324,19417,0.000739013291
283155,19379,0.000737567006
811,19260,0.000733037852
41,19215,0.000731325147
113924,19207,0.000731020666
185343,18995,0.000722951921
158600,18903,0.000719450391
62871,18849,0.000717395144
63888,18776,0.000714616756
46213,18741,0.000713284652
521,18419,0.000701029294
21763,18385,0.000699735250
199478,18363,0.000698897927
198994,18345,0.000698212845
258,18278,0.000695662818
144733,18263,0.000695091916
24480,18154,0.000690943363
200680,18143,0.000690524702
34219,18004,0.000685234345
156009,17996,0.000684929865
102680,17977,0.000684206722
266810,17945,0.000682988799
172287,17827,0.000678497705
169654,17801,0.000677508142
760,17770,0.000676328278
251247,17692,0.000673359589
324856,17678,0.000672826747
209010,17668,0.000672446146
9674,17545,0.000667764752
188,17531,0.000667231910
328871,17505,0.000666242347
131835,17436,0.000663616199
438,17356,0.000660571390
113294,17345,0.000660152728
155703,17243,0.000656270596
282524,17038,0.000648468272
221107,17014,0.000647554830
160499,16944,0.000644890622
1917,16692,0.000635299472
43443,16631,0.000632977805
276025,16601,0.000631836001
3,16577,0.000630922559
287954,16529,0.000629095673
269385,16493,0.000627725509
318977,16458,0.000626393405
161417,16438,0.000625632202
176189,16437,0.000625594142
221194,16436,0.000625556082
172818,16421,0.000624985180
59959,16401,0.000624223978
9217,16288,0.000619923185
38453,16275,0.000619428403
221965,16238,0.000618020179
102652,16227,0.000617601518
2243,16211,0.000616992556
191862,16155,0.000614861189
12692,16109,0.000613110424
2452,16104,0.000612920123
291453,16051,0.000610902937
823,16024,0.000609875314
77130,16011,0.000609380532
43015,15936,0.000606526024
140620,15920,0.000605917062
155362,15875,0.000604204356
43111,15838,0.000602796132
215,15745,0.000599256541
555,15704,0.000597696076
27627,15698,0.000597467716
223040,15675,0.000596592333
20100,15591,0.000593395283
45,15571,0.000592634081
27588,15521,0.000590731075
2471,15498,0.000589855692
48726,15443,0.000587762386
155987,15281,0.000581596647
21241,15278,0.000581482467
97207,15205,0.000578704078
171668,15046,0.000572652520
197376,14950,0.000568998748
246784,14934,0.000568389786
181279,14847,0.000565078556
125153,14838,0.000564736015
264055,14760,0.000561767326
503,14729,0.000560587462
233371,14721,0.000560282982
150312,14718,0.000560168801
317985,14671,0.000558379976
269207,14657,0.000557847134
220877,14561,0.000554193363
205398,14547,0.000553660521
1219,14519,0.000552594838
125618,14505,0.000552061996
2397,14477,0.000550996313
25292,14420,0.000548826886
19857,14388,0.000547608963
278,14335,0.000545591776
31627,14318,0.000544944754
128621,14311,0.000544678334
29368,14283,0.000543612650
336986,14230,0.000541595464
20551,14220,0.000541214863
215311,14202,0.000540529781
220,14176,0.000539540218
203993,14151,0.000538588715
11971,14121,0.000537446911
256960,14115,0.000537218551
45315,14080,0.000535886447
91536,14042,0.000534440162
119890,14029,0.000533945381
699,13996,0.000532689397
131260,13963,0.000531433413
350184,13924,0.000529949068
293014,13919,0.000529758768
262543,13912,0.000529492347
83330,13885,0.000528464724
256226,13883,0.000528388604
206718,13846,0.000526980379
69789,13785,0.000524658712
8098,13755,0.000523516909
71721,13613,0.000518112372
25554,13574,0.000516628027
2921,13565,0.000516285486
172386,13507,0.000514078000
245654,13497,0.000513697398
483,13485,0.000513240677
192135,13453,0.000512022753
146652,13405,0.000510195868
66188,13390,0.000509624966
246900,13345,0.000507912261
184921,13344,0.000507874201
1198,13334,0.000507493599
154597,13332,0.000507417479
188920,13308,0.000506504036
176396,13302,0.000506275676
1111,13299,0.000506161495
260605,13298,0.000506123435
4390,13244,0.000504068189
246192,13163,0.000500985319
183840,13123,0.000499462915
133038,12906,0.000491203869
34119,12896,0.000490823268
290236,12877,0.000490100126
184267,12770,0.000486027693
271896,12728,0.000484429168
253344,12643,0.000481194059
232832,12630,0.000480699277
300531,12623,0.000480432856
227224,12594,0.000479329113
341169,12483,0.000475104440
264220,12475,0.000474799959
173090,12458,0.000474152937
126042,12434,0.000473239494
279537,12407,0.000472211871
42215,12401,0.000471983510
231733,12366,0.000470651406
31594,12320,0.000468900641
37380,12282,0.000467454356
138161,12253,0.000466350613
245638,12229,0.000465437170
17133,12208,0.000464637908
27225,12192,0.000464028946
274364,12147,0.000462316241
194607,12147,0.000462316241
196340,12128,0.000461593098
25821,12077,0.000459652032
372,11989,0.000456302742
143693,11988,0.000456264682
268864,11966,0.000455427359
136888,11950,0.000454818397
255984,11944,0.000454590037
1465,11880,0.000452154189
17226,11866,0.000451621348
175117,11852,0.000451088506
172081,11808,0.000449413861
179275,11788,0.000448652659
176920,11756,0.000447434735
160851,11718,0.000445988450
203420,11712,0.000445760090
306735,11705,0.000445493669
40398,11702,0.000445379488
177524,11689,0.000444884707
117959,11670,0.000444161565
257501,11668,0.000444085445
90137,11608,0.000441801837
9216,11606,0.000441725717
15818,11593,0.000441230936
91514,11559,0.000439936892
47,11553,0.000439708531
232405,11520,0.000438452547
168435,11474,0.000436701782
1115,11456,0.000436016700
39683,11399,0.000433847273
146886,11377,0.000433009950
2425,11368,0.000432667409
4098,11365,0.000432553229
183251,11317,0.000430726343
161533,11255,0.000428366616
97786,11249,0.000428138256
232043,11246,0.000428024075
171499,11236,0.000427643474
150,11233,0.000427529294
93260,11210,0.000426653911
159675,11206,0.000426501670
194879,11202,0.000426349430
98,11200,0.000426273310
295486,11181,0.000425550168
251658,11172,0.000425207627
364073,11145,0.000424180003
70149,11129,0.000423571041
141572,11123,0.000423342681
133848,11109,0.000422809839
271320,11104,0.000422619539
318084,11098,0.000422391178
163068,11061,0.000420982954
198928,11050,0.000420564292
139030,10987,0.000418166505
150658,10956,0.000416986641
298047,10946,0.000416606040
2375,10908,0.000415159756
150145,10880,0.000414094072
314491,10851,0.000412990329
9609,10851,0.000412990329
1258,10825,0.000412000766
2381,10825,0.000412000766
223321,10791,0.000410706722
73761,10753,0.000409260438
172308,10750,0.000409146257
156336,10749,0.000409108197
346703,10726,0.000408232814
53953,10699,0.000407205191
6472,10685,0.000406672350
68425,10648,0.000405264125
165722,10646,0.000405188005
155068,10639,0.000404921584
97842,10637,0.000404845464
195421,10629,0.000404540983
91312,10601,0.000403475300
192153,10557,0.000401800655
277085,10529,0.000400734971
177639,10477,0.000398755845
