phase,commit,commit_date,elo_snapshot_date,n_results_fixed,commit_subject,team_id,team_name,model_p_winner,market_p_winner
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,ES,Spain,0.349297,0.155005
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,AR,Argentina,0.228765,0.083090
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CO,Colombia,0.033534,0.018950
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,EC,Ecuador,0.015726,0.008260
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,PA,Panama,0.000051,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,UZ,Uzbekistan,0.000020,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,JO,Jordan,0.000006,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,TN,Tunisia,0.000001,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,ZA,South Africa,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,QA,Qatar,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,HT,Haiti,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CW,Curaçao,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,NZ,New Zealand,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CV,Cape Verde,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,SA,Saudi Arabia,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,IQ,Iraq,0.000000,0.000486
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,PY,Paraguay,0.001511,0.002430
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,IR,Iran,0.000330,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,AU,Australia,0.000260,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,HR,Croatia,0.007951,0.009232
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,DZ,Algeria,0.000123,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CD,DR Congo,0.000002,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,BA,Bosnia and Herzegovina,0.000000,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,GH,Ghana,0.000000,0.001458
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,TR,Turkey,0.010278,0.012148
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,SQ,Scotland,0.000325,0.002430
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CZ,Czech Republic,0.000131,0.002430
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CA,Canada,0.001038,0.003401
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,EG,Egypt,0.000035,0.002430
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,CH,Switzerland,0.007564,0.010204
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,KR,South Korea,0.000265,0.003401
pre_tournament,2c8115e1,2026-06-09T01:10:13+03:00,2026-06-08T18:46:05Z,,Add Polymarket-based model-vs-market comparison,SN,Senegal,0.002924,0.006317
