slot_id,kind,match_id,ab,team_id,team_name,prob,n_sims
E78a,entrant,78,a,EC,Ecuador,0.40826,10000000
E78a,entrant,78,a,CI,Ivory Coast,0.16612,10000000
E78a,entrant,78,a,CW,Curaçao,0.01022,10000000
E78b,entrant,78,b,NO,Norway,0.4163,10000000
E78b,entrant,78,b,SN,Senegal,0.31704,10000000
E78b,entrant,78,b,FR,France,0.23718,10000000
E78b,entrant,78,b,IQ,Iraq,0.02948,10000000
W78,winner,78,"",NO,Norway,0.22026,10000000
W78,winner,78,"",EC,Ecuador,0.21395,10000000
W78,winner,78,"",DE,Germany,0.21354,10000000
W78,winner,78,"",FR,France,0.18011,10000000
W78,winner,78,"",SN,Senegal,0.13939,10000000
W78,winner,78,"",CI,Ivory Coast,0.02875,10000000
W78,winner,78,"",IQ,Iraq,0.00373,10000000
W78,winner,78,"",CW,Curaçao,0.00028,10000000
E79a,entrant,79,a,MX,Mexico,0.75487,10000000
E79a,entrant,79,a,KR,South Korea,0.13115,10000000
E79a,entrant,79,a,CZ,Czech Republic,0.10834,10000000
E79a,entrant,79,a,ZA,South Africa,0.00565,10000000
E79b,entrant,79,b,CI,Ivory Coast,0.25729,10000000
E79b,entrant,79,b,SQ,Scotland,0.13298,10000000
E79b,entrant,79,b,CV,Cape Verde,0.10807,10000000
E79b,entrant,79,b,SA,Saudi Arabia,0.10599,10000000
E79b,entrant,79,b,MA,Morocco,0.10367,10000000
E79b,entrant,79,b,DE,Germany,0.05325,10000000
E79b,entrant,79,b,EC,Ecuador,0.05042,10000000
E79b,entrant,79,b,UY,Uruguay,0.04648,10000000
E79b,entrant,79,b,HT,Haiti,0.03064,10000000
E79b,entrant,79,b,BR,Brazil,0.02835,10000000
E79b,entrant,79,b,CW,Curaçao,0.02404,10000000
E79b,entrant,79,b,SN,Senegal,0.022,10000000
E79b,entrant,79,b,NO,Norway,0.01638,10000000
E79b,entrant,79,b,FR,France,0.0049,10000000
E79b,entrant,79,b,IQ,Iraq,0.00419,10000000
E79b,entrant,79,b,SE,Sweden,0.0036,10000000
E79b,entrant,79,b,ES,Spain,0.00331,10000000
E79b,entrant,79,b,TN,Tunisia,0.00199,10000000
E79b,entrant,79,b,JP,Japan,0.00145,10000000
E79b,entrant,79,b,NL,Netherlands,0.00101,10000000
W79,winner,79,"",MX,Mexico,0.61444,10000000
W79,winner,79,"",KR,South Korea,0.07001,10000000
W79,winner,79,"",CZ,Czech Republic,0.0551,10000000
W79,winner,79,"",CI,Ivory Coast,0.04649,10000000
W79,winner,79,"",SQ,Scotland,0.03727,10000000
W79,winner,79,"",MA,Morocco,0.0356,10000000
W79,winner,79,"",DE,Germany,0.02739,10000000
W79,winner,79,"",EC,Ecuador,0.0264,10000000
W79,winner,79,"",UY,Uruguay,0.02118,10000000
W79,winner,79,"",BR,Brazil,0.01723,10000000
W79,winner,79,"",CV,Cape Verde,0.00967,10000000
W79,winner,79,"",SA,Saudi Arabia,0.00929,10000000
W79,winner,79,"",SN,Senegal,0.00885,10000000
W79,winner,79,"",NO,Norway,0.00801,10000000
W79,winner,79,"",FR,France,0.00353,10000000
W79,winner,79,"",ES,Spain,0.00276,10000000
W79,winner,79,"",HT,Haiti,0.00213,10000000
W79,winner,79,"",ZA,South Africa,0.00117,10000000
W79,winner,79,"",CW,Curaçao,0.00079,10000000
W79,winner,79,"",SE,Sweden,0.00075,10000000
W79,winner,79,"",JP,Japan,0.00069,10000000
W79,winner,79,"",NL,Netherlands,0.00056,10000000
W79,winner,79,"",IQ,Iraq,0.00045,10000000
W79,winner,79,"",TN,Tunisia,0.00025,10000000
E80a,entrant,80,a,EN,England,0.66462,10000000
E80a,entrant,80,a,HR,Croatia,0.28835,10000000
E80a,entrant,80,a,PA,Panama,0.04521,10000000
E80a,entrant,80,a,GH,Ghana,0.00182,10000000
E80b,entrant,80,b,UZ,Uzbekistan,0.28923,10000000
E80b,entrant,80,b,CD,DR Congo,0.17727,10000000
E80b,entrant,80,b,SN,Senegal,0.12928,10000000
E80b,entrant,80,b,NO,Norway,0.09612,10000000
E80b,entrant,80,b,CO,Colombia,0.08023,10000000
E80b,entrant,80,b,PT,Portugal,0.07706,10000000
E80b,entrant,80,b,CI,Ivory Coast,0.03274,10000000
E80b,entrant,80,b,FR,France,0.0287,10000000
E80b,entrant,80,b,IQ,Iraq,0.02466,10000000
E80b,entrant,80,b,DZ,Algeria,0.01727,10000000
E80b,entrant,80,b,AT,Austria,0.01427,10000000
E80b,entrant,80,b,JO,Jordan,0.01103,10000000
E80b,entrant,80,b,DE,Germany,0.00678,10000000
E80b,entrant,80,b,EC,Ecuador,0.00641,10000000
E80b,entrant,80,b,CW,Curaçao,0.00314,10000000
E80b,entrant,80,b,CV,Cape Verde,0.0018,10000000
E80b,entrant,80,b,SA,Saudi Arabia,0.00175,10000000
E80b,entrant,80,b,AR,Argentina,0.00143,10000000
E80b,entrant,80,b,UY,Uruguay,0.00079,10000000
E80b,entrant,80,b,ES,Spain,0.00005,10000000
W80,winner,80,"",EN,England,0.53545,10000000
W80,winner,80,"",HR,Croatia,0.19482,10000000
W80,winner,80,"",CO,Colombia,0.04055,10000000
W80,winner,80,"",SN,Senegal,0.0399,10000000
W80,winner,80,"",PT,Portugal,0.03952,10000000
W80,winner,80,"",UZ,Uzbekistan,0.03885,10000000
W80,winner,80,"",NO,Norway,0.0379,10000000
W80,winner,80,"",FR,France,0.01851,10000000
W80,winner,80,"",PA,Panama,0.01814,10000000
W80,winner,80,"",CD,DR Congo,0.01552,10000000
W80,winner,80,"",CI,Ivory Coast,0.00399,10000000
W80,winner,80,"",AT,Austria,0.00368,10000000
W80,winner,80,"",DZ,Algeria,0.00296,10000000
W80,winner,80,"",DE,Germany,0.00288,10000000
W80,winner,80,"",EC,Ecuador,0.00278,10000000
W80,winner,80,"",IQ,Iraq,0.00157,10000000
W80,winner,80,"",JO,Jordan,0.00112,10000000
W80,winner,80,"",AR,Argentina,0.00103,10000000
W80,winner,80,"",UY,Uruguay,0.00028,10000000
W80,winner,80,"",GH,Ghana,0.00025,10000000
W80,winner,80,"",SA,Saudi Arabia,0.0001,10000000
W80,winner,80,"",CV,Cape Verde,0.0001,10000000
W80,winner,80,"",CW,Curaçao,0.00007,10000000
W80,winner,80,"",ES,Spain,0.00004,10000000
E81a,entrant,81,a,TR,Turkey,0.44438,10000000
E81a,entrant,81,a,PY,Paraguay,0.22261,10000000
E81a,entrant,81,a,US,United States,0.20957,10000000
E81a,entrant,81,a,AU,Australia,0.12344,10000000
E81b,entrant,81,b,BA,Bosnia and Herzegovina,0.39958,10000000
E81b,entrant,81,b,QA,Qatar,0.0814,10000000
E81b,entrant,81,b,CI,Ivory Coast,0.07007,10000000
E81b,entrant,81,b,CA,Canada,0.06553,10000000
E81b,entrant,81,b,CH,Switzerland,0.0633,10000000
E81b,entrant,81,b,DZ,Algeria,0.05678,10000000
E81b,entrant,81,b,SN,Senegal,0.05521,10000000
E81b,entrant,81,b,AT,Austria,0.04697,10000000
E81b,entrant,81,b,NO,Norway,0.04101,10000000
E81b,entrant,81,b,JO,Jordan,0.0362,10000000
E81b,entrant,81,b,DE,Germany,0.01454,10000000
E81b,entrant,81,b,EC,Ecuador,0.0138,10000000
E81b,entrant,81,b,FR,France,0.01223,10000000
E81b,entrant,81,b,IQ,Iraq,0.01055,10000000
E81b,entrant,81,b,SE,Sweden,0.0097,10000000
E81b,entrant,81,b,CW,Curaçao,0.00639,10000000
E81b,entrant,81,b,TN,Tunisia,0.00539,10000000
E81b,entrant,81,b,AR,Argentina,0.00461,10000000
E81b,entrant,81,b,JP,Japan,0.00391,10000000
E81b,entrant,81,b,NL,Netherlands,0.00282,10000000
W81,winner,81,"",TR,Turkey,0.35161,10000000
W81,winner,81,"",PY,Paraguay,0.15639,10000000
W81,winner,81,"",US,United States,0.14517,10000000
W81,winner,81,"",AU,Australia,0.07737,10000000
W81,winner,81,"",BA,Bosnia and Herzegovina,0.0499,10000000
W81,winner,81,"",CH,Switzerland,0.03512,10000000
W81,winner,81,"",SN,Senegal,0.02757,10000000
W81,winner,81,"",CA,Canada,0.02464,10000000
W81,winner,81,"",NO,Norway,0.02437,10000000
W81,winner,81,"",AT,Austria,0.02103,10000000
W81,winner,81,"",DZ,Algeria,0.01876,10000000
W81,winner,81,"",CI,Ivory Coast,0.0166,10000000
W81,winner,81,"",FR,France,0.00996,10000000
W81,winner,81,"",DE,Germany,0.00914,10000000
W81,winner,81,"",EC,Ecuador,0.0088,10000000
W81,winner,81,"",JO,Jordan,0.00775,10000000
W81,winner,81,"",AR,Argentina,0.00399,10000000
W81,winner,81,"",QA,Qatar,0.00267,10000000
W81,winner,81,"",SE,Sweden,0.00253,10000000
W81,winner,81,"",JP,Japan,0.00227,10000000
W81,winner,81,"",NL,Netherlands,0.00185,10000000
W81,winner,81,"",IQ,Iraq,0.00143,10000000
W81,winner,81,"",TN,Tunisia,0.00083,10000000
W81,winner,81,"",CW,Curaçao,0.00024,10000000
E82a,entrant,82,a,BE,Belgium,0.63017,10000000
E82a,entrant,82,a,IR,Iran,0.23864,10000000
E82a,entrant,82,a,EG,Egypt,0.11102,10000000
E82a,entrant,82,a,NZ,New Zealand,0.02017,10000000
E82b,entrant,82,b,CZ,Czech Republic,0.28655,10000000
E82b,entrant,82,b,KR,South Korea,0.26054,10000000
E82b,entrant,82,b,ZA,South Africa,0.08257,10000000
E82b,entrant,82,b,MX,Mexico,0.04721,10000000
E82b,entrant,82,b,CV,Cape Verde,0.04678,10000000
E82b,entrant,82,b,SA,Saudi Arabia,0.04605,10000000
E82b,entrant,82,b,DZ,Algeria,0.04166,10000000
E82b,entrant,82,b,SN,Senegal,0.03771,10000000
E82b,entrant,82,b,AT,Austria,0.03443,10000000
E82b,entrant,82,b,NO,Norway,0.02806,10000000
E82b,entrant,82,b,JO,Jordan,0.02648,10000000
E82b,entrant,82,b,UY,Uruguay,0.0201,10000000
E82b,entrant,82,b,CI,Ivory Coast,0.0143,10000000
E82b,entrant,82,b,FR,France,0.00832,10000000
E82b,entrant,82,b,IQ,Iraq,0.00728,10000000
E82b,entrant,82,b,AR,Argentina,0.00341,10000000
E82b,entrant,82,b,DE,Germany,0.00299,10000000
E82b,entrant,82,b,EC,Ecuador,0.00281,10000000
E82b,entrant,82,b,ES,Spain,0.00145,10000000
E82b,entrant,82,b,CW,Curaçao,0.00129,10000000
W82,winner,82,"",BE,Belgium,0.46566,10000000
W82,winner,82,"",IR,Iran,0.13274,10000000
W82,winner,82,"",CZ,Czech Republic,0.09698,10000000
W82,winner,82,"",KR,South Korea,0.0954,10000000
W82,winner,82,"",EG,Egypt,0.04793,10000000
W82,winner,82,"",MX,Mexico,0.02655,10000000
W82,winner,82,"",SN,Senegal,0.0202,10000000
W82,winner,82,"",NO,Norway,0.0175,10000000
W82,winner,82,"",AT,Austria,0.01703,10000000
W82,winner,82,"",DZ,Algeria,0.01576,10000000
W82,winner,82,"",UY,Uruguay,0.01184,10000000
W82,winner,82,"",ZA,South Africa,0.00764,10000000
W82,winner,82,"",FR,France,0.00688,10000000
W82,winner,82,"",JO,Jordan,0.00688,10000000
W82,winner,82,"",CV,Cape Verde,0.00658,10000000
W82,winner,82,"",SA,Saudi Arabia,0.00636,10000000
W82,winner,82,"",NZ,New Zealand,0.00481,10000000
W82,winner,82,"",CI,Ivory Coast,0.00386,10000000
W82,winner,82,"",AR,Argentina,0.00301,10000000
W82,winner,82,"",DE,Germany,0.00195,10000000
W82,winner,82,"",EC,Ecuador,0.00187,10000000
W82,winner,82,"",ES,Spain,0.00131,10000000
W82,winner,82,"",IQ,Iraq,0.0012,10000000
W82,winner,82,"",CW,Curaçao,0.00006,10000000
E83a,entrant,83,a,CO,Colombia,0.41599,10000000
E83a,entrant,83,a,PT,Portugal,0.39938,10000000
E83a,entrant,83,a,UZ,Uzbekistan,0.12049,10000000
E83a,entrant,83,a,CD,DR Congo,0.06414,10000000
E83b,entrant,83,b,HR,Croatia,0.51941,10000000
E83b,entrant,83,b,EN,England,0.27317,10000000
E83b,entrant,83,b,PA,Panama,0.18897,10000000
E83b,entrant,83,b,GH,Ghana,0.01844,10000000
W83,winner,83,"",CO,Colombia,0.25975,10000000
W83,winner,83,"",PT,Portugal,0.25186,10000000
W83,winner,83,"",HR,Croatia,0.23727,10000000
W83,winner,83,"",EN,England,0.17291,10000000
W83,winner,83,"",PA,Panama,0.03961,10000000
W83,winner,83,"",UZ,Uzbekistan,0.0272,10000000
W83,winner,83,"",CD,DR Congo,0.01033,10000000
W83,winner,83,"",GH,Ghana,0.00106,10000000
E84a,entrant,84,a,ES,Spain,0.87633,10000000
E84a,entrant,84,a,UY,Uruguay,0.11797,10000000
E84a,entrant,84,a,CV,Cape Verde,0.00288,10000000
E84a,entrant,84,a,SA,Saudi Arabia,0.00283,10000000
E84b,entrant,84,b,AT,Austria,0.46526,10000000
E84b,entrant,84,b,DZ,Algeria,0.28066,10000000
E84b,entrant,84,b,JO,Jordan,0.13756,10000000
E84b,entrant,84,b,AR,Argentina,0.11652,10000000
W84,winner,84,"",ES,Spain,0.7897,10000000
W84,winner,84,"",UY,Uruguay,0.07322,10000000
W84,winner,84,"",AR,Argentina,0.05553,10000000
W84,winner,84,"",AT,Austria,0.05421,10000000
W84,winner,84,"",DZ,Algeria,0.02034,10000000
W84,winner,84,"",JO,Jordan,0.00605,10000000
W84,winner,84,"",CV,Cape Verde,0.00048,10000000
W84,winner,84,"",SA,Saudi Arabia,0.00047,10000000
E85a,entrant,85,a,CH,Switzerland,0.49672,10000000
E85a,entrant,85,a,CA,Canada,0.47659,10000000
E85a,entrant,85,a,BA,Bosnia and Herzegovina,0.02478,10000000
E85a,entrant,85,a,QA,Qatar,0.00191,10000000
E85b,entrant,85,b,EG,Egypt,0.2422,10000000
E85b,entrant,85,b,IR,Iran,0.17132,10000000
E85b,entrant,85,b,DZ,Algeria,0.12232,10000000
E85b,entrant,85,b,NZ,New Zealand,0.11559,10000000
E85b,entrant,85,b,AT,Austria,0.10116,10000000
E85b,entrant,85,b,JO,Jordan,0.07837,10000000
E85b,entrant,85,b,BE,Belgium,0.06967,10000000
E85b,entrant,85,b,CI,Ivory Coast,0.037,10000000
E85b,entrant,85,b,SN,Senegal,0.01202,10000000
E85b,entrant,85,b,AR,Argentina,0.00999,10000000
E85b,entrant,85,b,NO,Norway,0.00898,10000000
E85b,entrant,85,b,DE,Germany,0.00766,10000000
E85b,entrant,85,b,EC,Ecuador,0.00726,10000000
E85b,entrant,85,b,SE,Sweden,0.00353,10000000
E85b,entrant,85,b,CW,Curaçao,0.00349,10000000
E85b,entrant,85,b,FR,France,0.00268,10000000
E85b,entrant,85,b,IQ,Iraq,0.00233,10000000
E85b,entrant,85,b,TN,Tunisia,0.00195,10000000
E85b,entrant,85,b,JP,Japan,0.00146,10000000
E85b,entrant,85,b,NL,Netherlands,0.00102,10000000
W85,winner,85,"",CH,Switzerland,0.36442,10000000
W85,winner,85,"",CA,Canada,0.34782,10000000
W85,winner,85,"",IR,Iran,0.05302,10000000
W85,winner,85,"",EG,Egypt,0.04955,10000000
W85,winner,85,"",AT,Austria,0.04123,10000000
W85,winner,85,"",BE,Belgium,0.03616,10000000
W85,winner,85,"",DZ,Algeria,0.03593,10000000
W85,winner,85,"",JO,Jordan,0.01477,10000000
W85,winner,85,"",NZ,New Zealand,0.00969,10000000
W85,winner,85,"",AR,Argentina,0.00846,10000000
W85,winner,85,"",CI,Ivory Coast,0.00758,10000000
W85,winner,85,"",BA,Bosnia and Herzegovina,0.0067,10000000
W85,winner,85,"",SN,Senegal,0.00559,10000000
W85,winner,85,"",NO,Norway,0.00507,10000000
W85,winner,85,"",DE,Germany,0.00452,10000000
W85,winner,85,"",EC,Ecuador,0.00431,10000000
W85,winner,85,"",FR,France,0.00213,10000000
W85,winner,85,"",JP,Japan,0.00079,10000000
W85,winner,85,"",SE,Sweden,0.00079,10000000
W85,winner,85,"",NL,Netherlands,0.00063,10000000
W85,winner,85,"",IQ,Iraq,0.00028,10000000
W85,winner,85,"",TN,Tunisia,0.00027,10000000
W85,winner,85,"",QA,Qatar,0.00019,10000000
W85,winner,85,"",CW,Curaçao,0.00011,10000000
E86a,entrant,86,a,AR,Argentina,0.85863,10000000
E86a,entrant,86,a,AT,Austria,0.08919,10000000
E86a,entrant,86,a,DZ,Algeria,0.03882,10000000
E86a,entrant,86,a,JO,Jordan,0.01336,10000000
E86b,entrant,86,b,UY,Uruguay,0.75298,10000000
E86b,entrant,86,b,ES,Spain,0.11741,10000000
E86b,entrant,86,b,CV,Cape Verde,0.06545,10000000
E86b,entrant,86,b,SA,Saudi Arabia,0.06416,10000000
W86,winner,86,"",AR,Argentina,0.69572,10000000
W86,winner,86,"",UY,Uruguay,0.17366,10000000
W86,winner,86,"",ES,Spain,0.0737,10000000
W86,winner,86,"",AT,Austria,0.03692,10000000
W86,winner,86,"",DZ,Algeria,0.01225,10000000
W86,winner,86,"",JO,Jordan,0.00293,10000000
W86,winner,86,"",CV,Cape Verde,0.00244,10000000
W86,winner,86,"",SA,Saudi Arabia,0.00238,10000000
E87a,entrant,87,a,PT,Portugal,0.48911,10000000
E87a,entrant,87,a,CO,Colombia,0.46728,10000000
E87a,entrant,87,a,UZ,Uzbekistan,0.03095,10000000
E87a,entrant,87,a,CD,DR Congo,0.01265,10000000
E87b,entrant,87,b,PA,Panama,0.42033,10000000
E87b,entrant,87,b,HR,Croatia,0.14436,10000000
E87b,entrant,87,b,SN,Senegal,0.08818,10000000
E87b,entrant,87,b,NO,Norway,0.06562,10000000
E87b,entrant,87,b,GH,Ghana,0.06241,10000000
E87b,entrant,87,b,CI,Ivory Coast,0.05796,10000000
E87b,entrant,87,b,EN,England,0.05317,10000000
E87b,entrant,87,b,FR,France,0.01961,10000000
E87b,entrant,87,b,IQ,Iraq,0.017,10000000
E87b,entrant,87,b,DE,Germany,0.01203,10000000
E87b,entrant,87,b,EC,Ecuador,0.01131,10000000
E87b,entrant,87,b,PY,Paraguay,0.00836,10000000
E87b,entrant,87,b,US,United States,0.00831,10000000
E87b,entrant,87,b,AU,Australia,0.00814,10000000
E87b,entrant,87,b,TR,Turkey,0.00588,10000000
E87b,entrant,87,b,CW,Curaçao,0.00548,10000000
E87b,entrant,87,b,DZ,Algeria,0.00466,10000000
E87b,entrant,87,b,AT,Austria,0.00385,10000000
E87b,entrant,87,b,JO,Jordan,0.00297,10000000
E87b,entrant,87,b,AR,Argentina,0.00038,10000000
W87,winner,87,"",PT,Portugal,0.37883,10000000
W87,winner,87,"",CO,Colombia,0.35974,10000000
W87,winner,87,"",PA,Panama,0.06194,10000000
W87,winner,87,"",HR,Croatia,0.05648,10000000
W87,winner,87,"",EN,England,0.0309,10000000
W87,winner,87,"",SN,Senegal,0.02772,10000000
W87,winner,87,"",NO,Norway,0.02627,10000000
W87,winner,87,"",FR,France,0.0129,10000000
W87,winner,87,"",UZ,Uzbekistan,0.01146,10000000
W87,winner,87,"",CI,Ivory Coast,0.00651,10000000
W87,winner,87,"",DE,Germany,0.00505,10000000
W87,winner,87,"",EC,Ecuador,0.00489,10000000
W87,winner,87,"",CD,DR Congo,0.00357,10000000
W87,winner,87,"",TR,Turkey,0.00225,10000000
W87,winner,87,"",PY,Paraguay,0.00221,10000000
W87,winner,87,"",US,United States,0.0021,10000000
W87,winner,87,"",GH,Ghana,0.00192,10000000
W87,winner,87,"",AU,Australia,0.00156,10000000
