slot_id,kind,match_id,ab,team_id,team_name,prob,n_sims
E73a,entrant,73,a,KR,South Korea,0.40507,10000000
E73a,entrant,73,a,CZ,Czech Republic,0.36058,10000000
E73a,entrant,73,a,MX,Mexico,0.18568,10000000
E73a,entrant,73,a,ZA,South Africa,0.04868,10000000
E73b,entrant,73,b,CA,Canada,0.44135,10000000
E73b,entrant,73,b,CH,Switzerland,0.42439,10000000
E73b,entrant,73,b,BA,Bosnia and Herzegovina,0.11638,10000000
E73b,entrant,73,b,QA,Qatar,0.01789,10000000
W73,winner,73,"",CH,Switzerland,0.30135,10000000
W73,winner,73,"",CA,Canada,0.2399,10000000
W73,winner,73,"",KR,South Korea,0.16977,10000000
W73,winner,73,"",CZ,Czech Republic,0.14068,10000000
W73,winner,73,"",MX,Mexico,0.11324,10000000
W73,winner,73,"",BA,Bosnia and Herzegovina,0.02755,10000000
W73,winner,73,"",ZA,South Africa,0.00612,10000000
W73,winner,73,"",QA,Qatar,0.00141,10000000
E74a,entrant,74,a,EC,Ecuador,0.48322,10000000
E74a,entrant,74,a,DE,Germany,0.4694,10000000
E74a,entrant,74,a,CI,Ivory Coast,0.04634,10000000
E74a,entrant,74,a,CW,Curaçao,0.00104,10000000
E74b,entrant,74,b,SQ,Scotland,0.19244,10000000
E74b,entrant,74,b,MA,Morocco,0.14949,10000000
E74b,entrant,74,b,US,United States,0.13724,10000000
E74b,entrant,74,b,PY,Paraguay,0.13706,10000000
E74b,entrant,74,b,AU,Australia,0.13414,10000000
E74b,entrant,74,b,TR,Turkey,0.09651,10000000
E74b,entrant,74,b,HT,Haiti,0.045,10000000
E74b,entrant,74,b,BR,Brazil,0.04068,10000000
E74b,entrant,74,b,SE,Sweden,0.01817,10000000
E74b,entrant,74,b,CZ,Czech Republic,0.01087,10000000
E74b,entrant,74,b,TN,Tunisia,0.01012,10000000
E74b,entrant,74,b,KR,South Korea,0.00992,10000000
E74b,entrant,74,b,JP,Japan,0.00741,10000000
E74b,entrant,74,b,NL,Netherlands,0.00519,10000000
E74b,entrant,74,b,ZA,South Africa,0.0032,10000000
E74b,entrant,74,b,MX,Mexico,0.00181,10000000
E74b,entrant,74,b,BA,Bosnia and Herzegovina,0.00048,10000000
E74b,entrant,74,b,QA,Qatar,0.00011,10000000
E74b,entrant,74,b,CH,Switzerland,0.00008,10000000
E74b,entrant,74,b,CA,Canada,0.00007,10000000
W74,winner,74,"",EC,Ecuador,0.34124,10000000
W74,winner,74,"",DE,Germany,0.32751,10000000
W74,winner,74,"",SQ,Scotland,0.05098,10000000
W74,winner,74,"",MA,Morocco,0.04976,10000000
W74,winner,74,"",PY,Paraguay,0.04694,10000000
W74,winner,74,"",TR,Turkey,0.04575,10000000
W74,winner,74,"",US,United States,0.0452,10000000
W74,winner,74,"",AU,Australia,0.03445,10000000
W74,winner,74,"",BR,Brazil,0.02501,10000000
W74,winner,74,"",CI,Ivory Coast,0.01447,10000000
W74,winner,74,"",JP,Japan,0.00343,10000000
W74,winner,74,"",SE,Sweden,0.00321,10000000
W74,winner,74,"",NL,Netherlands,0.00282,10000000
W74,winner,74,"",HT,Haiti,0.00248,10000000
W74,winner,74,"",CZ,Czech Republic,0.00234,10000000
W74,winner,74,"",KR,South Korea,0.00234,10000000
W74,winner,74,"",TN,Tunisia,0.00102,10000000
W74,winner,74,"",MX,Mexico,0.00075,10000000
W74,winner,74,"",ZA,South Africa,0.00015,10000000
W74,winner,74,"",CW,Curaçao,0.00007,10000000
W74,winner,74,"",BA,Bosnia and Herzegovina,0.00004,10000000
W74,winner,74,"",CH,Switzerland,0.00003,10000000
W74,winner,74,"",CA,Canada,0.00002,10000000
W74,winner,74,"",QA,Qatar,0.0,10000000
E75a,entrant,75,a,NL,Netherlands,0.53816,10000000
E75a,entrant,75,a,JP,Japan,0.38836,10000000
E75a,entrant,75,a,SE,Sweden,0.05553,10000000
E75a,entrant,75,a,TN,Tunisia,0.01795,10000000
E75b,entrant,75,b,MA,Morocco,0.4142,10000000
E75b,entrant,75,b,SQ,Scotland,0.32229,10000000
E75b,entrant,75,b,BR,Brazil,0.22583,10000000
E75b,entrant,75,b,HT,Haiti,0.03768,10000000
W75,winner,75,"",NL,Netherlands,0.36255,10000000
W75,winner,75,"",JP,Japan,0.2365,10000000
W75,winner,75,"",MA,Morocco,0.1453,10000000
W75,winner,75,"",BR,Brazil,0.14227,10000000
W75,winner,75,"",SQ,Scotland,0.09095,10000000
W75,winner,75,"",SE,Sweden,0.01662,10000000
W75,winner,75,"",TN,Tunisia,0.00344,10000000
W75,winner,75,"",HT,Haiti,0.00238,10000000
E76a,entrant,76,a,BR,Brazil,0.68918,10000000
E76a,entrant,76,a,MA,Morocco,0.18717,10000000
E76a,entrant,76,a,SQ,Scotland,0.11849,10000000
E76a,entrant,76,a,HT,Haiti,0.00515,10000000
E76b,entrant,76,b,JP,Japan,0.42083,10000000
E76b,entrant,76,b,NL,Netherlands,0.3368,10000000
E76b,entrant,76,b,SE,Sweden,0.16618,10000000
E76b,entrant,76,b,TN,Tunisia,0.07619,10000000
W76,winner,76,"",BR,Brazil,0.47444,10000000
W76,winner,76,"",JP,Japan,0.18938,10000000
W76,winner,76,"",NL,Netherlands,0.17517,10000000
W76,winner,76,"",MA,Morocco,0.08015,10000000
W76,winner,76,"",SQ,Scotland,0.04247,10000000
W76,winner,76,"",SE,Sweden,0.02982,10000000
W76,winner,76,"",TN,Tunisia,0.00803,10000000
W76,winner,76,"",HT,Haiti,0.00053,10000000
E77a,entrant,77,a,FR,France,0.67076,10000000
E77a,entrant,77,a,NO,Norway,0.20444,10000000
E77a,entrant,77,a,SN,Senegal,0.1209,10000000
E77a,entrant,77,a,IQ,Iraq,0.0039,10000000
E77b,entrant,77,b,SE,Sweden,0.26382,10000000
E77b,entrant,77,b,TN,Tunisia,0.14587,10000000
E77b,entrant,77,b,JP,Japan,0.10748,10000000
E77b,entrant,77,b,NL,Netherlands,0.07604,10000000
E77b,entrant,77,b,PY,Paraguay,0.06301,10000000
E77b,entrant,77,b,US,United States,0.063,10000000
E77b,entrant,77,b,AU,Australia,0.06168,10000000
E77b,entrant,77,b,EG,Egypt,0.0458,10000000
E77b,entrant,77,b,TR,Turkey,0.04443,10000000
E77b,entrant,77,b,IR,Iran,0.03238,10000000
E77b,entrant,77,b,CV,Cape Verde,0.023,10000000
E77b,entrant,77,b,SA,Saudi Arabia,0.02249,10000000
E77b,entrant,77,b,NZ,New Zealand,0.022,10000000
E77b,entrant,77,b,BE,Belgium,0.01315,10000000
E77b,entrant,77,b,UY,Uruguay,0.0098,10000000
E77b,entrant,77,b,SQ,Scotland,0.0024,10000000
E77b,entrant,77,b,MA,Morocco,0.00188,10000000
E77b,entrant,77,b,ES,Spain,0.00069,10000000
E77b,entrant,77,b,HT,Haiti,0.00056,10000000
E77b,entrant,77,b,BR,Brazil,0.00053,10000000
W77,winner,77,"",FR,France,0.59107,10000000
W77,winner,77,"",NO,Norway,0.14837,10000000
W77,winner,77,"",SN,Senegal,0.07869,10000000
W77,winner,77,"",JP,Japan,0.03587,10000000
W77,winner,77,"",NL,Netherlands,0.0303,10000000
W77,winner,77,"",SE,Sweden,0.02927,10000000
W77,winner,77,"",TR,Turkey,0.01519,10000000
W77,winner,77,"",PY,Paraguay,0.01479,10000000
W77,winner,77,"",US,United States,0.01415,10000000
W77,winner,77,"",AU,Australia,0.01051,10000000
W77,winner,77,"",TN,Tunisia,0.00901,10000000
W77,winner,77,"",IR,Iran,0.00536,10000000
W77,winner,77,"",EG,Egypt,0.0046,10000000
W77,winner,77,"",BE,Belgium,0.00419,10000000
W77,winner,77,"",UY,Uruguay,0.00309,10000000
W77,winner,77,"",IQ,Iraq,0.00105,10000000
W77,winner,77,"",CV,Cape Verde,0.00101,10000000
W77,winner,77,"",SA,Saudi Arabia,0.00097,10000000
W77,winner,77,"",NZ,New Zealand,0.00087,10000000
W77,winner,77,"",ES,Spain,0.00051,10000000
W77,winner,77,"",SQ,Scotland,0.00044,10000000
W77,winner,77,"",MA,Morocco,0.00043,10000000
W77,winner,77,"",BR,Brazil,0.00026,10000000
W77,winner,77,"",HT,Haiti,0.00002,10000000
E78a,entrant,78,a,DE,Germany,0.4154,10000000
