n_simulations,seed,elo_snapshot_date,results_snapshot_date,n_results_fixed,total_goals,host_advantage,created_at
10000000,20260611,2026-06-25T06:10:41Z,2026-06-25T06:10:42Z,54,2.6,100,2026-06-25T06:16:53.686500+00:00
