rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
5917,2248,Leverage,1977,10937,6.224,7.277,1.053,5.648,5020
5918,245431,Jurassic Park: Danger!,2018,5227,6.224,5.942,-0.282,5.648,-691
5919,291855,Ecologies,2019,9006,7.003,7.037,0.033,5.648,3087
5920,334829,Fall of the Mountain King,2022,3657,7.505,6.356,-1.149,5.648,-2263
5921,158753,Clash of Rage,2018,5008,7.355,6.564,-0.791,5.648,-913
5922,72478,Trollhalla,2011,5814,6.590,6.457,-0.133,5.648,-108
5923,32129,Taktika,2007,7223,7.041,7.391,0.350,5.648,1300
5924,3133,Captain Park's Imaginary Polar Expedition,2002,9254,6.055,6.549,0.494,5.648,3330
5925,42743,Opera,2009,3982,6.590,5.974,-0.616,5.648,-1943
5926,25900,Kingdom of Heaven: The Crusader States 1097-1291,2012,4183,7.646,6.656,-0.990,5.648,-1743
5927,85800,Octopus' Garden,2011,7134,6.519,6.634,0.115,5.647,1207
5928,337961,Transformers Deck-Building Game,2021,5067,6.982,6.357,-0.625,5.647,-861
5929,1859,Doomtrooper,1994,20701,5.723,6.314,0.591,5.647,14772
5930,18946,Just Desserts,2015,8327,5.815,5.898,0.083,5.647,2397
5931,377515,Mind Up!,2023,6724,6.478,6.631,0.153,5.647,793
5932,820,Axiom,1988,6350,6.975,7.055,0.080,5.647,418
5933,197786,Say my Name,2015,7828,7.471,8.003,0.532,5.647,1895
5934,8041,Monopoly: The Lord of the Rings Trilogy Edition,2003,26262,5.417,6.005,0.589,5.647,20328
5935,4921,"3rd Fleet: Modern Naval Combat in the North Pacific, Caribbean, and Atlantic Oceans",1990,5476,7.274,6.789,-0.485,5.647,-459
5936,8630,Advanced Space Crusade,1990,8277,6.565,6.770,0.204,5.647,2341
5937,332070,ONUS! Traianus,2023,6086,8.570,7.350,-1.220,5.647,149
5938,358812,Basketboss,2022,5855,7.000,6.906,-0.094,5.647,-83
5939,10989,ConHex,2002,5527,6.851,6.568,-0.283,5.647,-412
5940,2759,Havannah,1980,6551,7.198,7.299,0.101,5.647,611
5941,332230,Unlock!: Heroic Adventures – Insert Coin,2018,5784,7.635,7.517,-0.118,5.647,-157
5942,205164,Old School Tactical: Volume 2 – West Front 1944/45,2017,5626,8.575,7.331,-1.245,5.647,-316
5943,7976,Fantasy Pub,2003,8231,6.129,6.466,0.337,5.647,2288
5944,3699,Killer Bunnies and the Quest for the Magic Carrot,2002,25083,5.505,5.705,0.200,5.647,19139
5945,136356,Dread Curse,2013,5426,6.309,6.133,-0.176,5.647,-519
5946,16144,Fruit Spy,2005,10134,5.799,6.218,0.419,5.647,4188
5947,41090,Magnate,2008,5897,7.272,7.227,-0.045,5.647,-50
5948,147021,Hollywood,2013,5502,6.410,6.231,-0.179,5.647,-446
5949,308755,Ascension: Eternal,2020,6137,7.702,7.380,-0.323,5.647,188
5950,125315,FlowerFall,2012,6612,5.992,6.041,0.049,5.647,662
5951,268252,Colorful,2019,6498,7.064,7.232,0.169,5.647,547
5952,310067,Scooby-Doo! The Board Game,2022,5158,7.374,6.799,-0.575,5.647,-794
5953,296986,Sherlock: Entre tumbas,2019,5937,6.914,6.795,-0.119,5.647,-16
5954,12355,Brigade Fire and Fury: Wargaming the Civil War with Miniatures,1990,6460,7.641,7.452,-0.189,5.647,506
5955,29599,Scandaroon,2007,7054,7.177,7.405,0.228,5.647,1099
5956,17274,Attacktix Battle Figure Game: Star Wars,2005,9912,6.146,6.819,0.673,5.647,3956
5957,88594,Eruption,2011,5367,6.125,5.954,-0.172,5.647,-590
5958,1875,Isolation,1972,15409,5.758,7.053,1.294,5.646,9451
5959,127920,Kanzume Goddess,2012,6378,6.571,6.488,-0.083,5.646,419
5960,2343,Electronic Talking Mystery Mansion,1995,11246,6.419,7.333,0.914,5.646,5286
5961,10431,Epic Armageddon,2003,5406,7.630,6.833,-0.798,5.646,-555
5962,293267,Kitara,2020,4556,6.873,6.299,-0.573,5.646,-1406
5963,14017,Oceania,2004,8789,5.784,5.996,0.213,5.646,2826
5964,275067,Key Market (Second Edition),2019,4281,7.439,6.619,-0.819,5.646,-1683
5965,24082,Voltage,2006,8067,6.081,6.364,0.283,5.646,2102
5966,964,Kapitän Wackelpudding,1994,10228,6.216,7.312,1.096,5.646,4262
5967,373828,Galdor's Grip,2022,6388,8.239,7.846,-0.394,5.646,421
5968,194298,Expedition: The Roleplaying Card Game,2016,7302,6.458,6.406,-0.053,5.646,1334
5969,324344,Twinkle Starship,2020,6596,7.135,7.210,0.075,5.646,627
5970,171492,Vienna,2015,4513,6.531,6.128,-0.404,5.646,-1457
5971,265226,Mint Tin Mini Skulduggery,2018,9254,7.819,8.212,0.393,5.646,3283
5972,147363,Yu-Gi-Oh! Dice Masters,2015,6652,6.807,6.821,0.014,5.646,680
5973,884,Way Out West,2000,6147,6.129,6.136,0.007,5.646,174
5974,363481,Fancy Feathers,2022,6425,6.558,6.608,0.050,5.646,451
5975,181440,Hack Trick,2015,5989,6.362,6.212,-0.150,5.646,14
5976,231554,Herbalism,2017,5051,6.582,6.217,-0.365,5.646,-925
5977,119407,Dixit Jinx,2012,9147,5.732,5.927,0.195,5.646,3170
5978,111502,Star Trek Deck Building Game: The Next Generation – Next Phase,2012,4867,6.681,6.231,-0.450,5.646,-1111
5979,397,Diskwars,1999,9524,5.958,6.276,0.318,5.646,3545
5980,306745,El portero Baldomero,2017,7200,6.699,6.712,0.013,5.646,1220
5981,250754,Trade on the Tigris,2018,4312,7.085,6.418,-0.668,5.646,-1669
5982,4086,"Napoleon at Bay: The Campaign in France, 1814",1978,6425,7.004,6.937,-0.067,5.646,443
5983,80933,Sandwich,2010,8855,6.313,6.681,0.368,5.646,2872
5984,35634,Samurai: The Card Game,2009,6371,6.308,6.335,0.026,5.646,387
5985,168770,Epic PVP: Fantasy,2015,5576,6.378,6.121,-0.257,5.646,-409
5986,254994,Extraordinary Adventures: Pirates!,2019,4278,6.647,6.126,-0.521,5.645,-1708
5987,39210,Tier auf Tier: Das Duell,2008,8534,6.372,7.095,0.723,5.645,2547
5988,269917,Bahamas,2019,7387,6.437,6.685,0.248,5.645,1399
5989,58782,Bluffer,1993,9026,7.108,8.163,1.054,5.645,3037
5990,230358,Penny Papers Adventures: The Temple of Apikhabou,2018,5994,6.364,6.291,-0.073,5.645,4
5991,165748,Psycho Raiders,2014,5379,8.002,7.361,-0.641,5.645,-612
5992,179217,Wonky,2015,8449,6.292,6.783,0.491,5.645,2457
5993,324157,Hidden Games Crime Scene: Green Poison,2020,5489,8.160,7.671,-0.489,5.645,-504
5994,2638,"Clash of Giants: Campaigns of Tannenberg and the Marne, 1914",2001,6522,6.844,6.767,-0.077,5.645,528
5995,203740,Age of Thieves,2016,4906,6.699,6.255,-0.444,5.645,-1089
5996,751,Minos,1991,8018,6.394,6.702,0.308,5.645,2022
5997,160567,BANG!: The Walking Dead,2014,6136,6.380,6.192,-0.188,5.645,139
5998,183643,Jeju Island,2015,7563,6.429,6.846,0.417,5.645,1565
5999,252,The Battle of Borodino: Napoleon in Russia 1812,1972,9264,6.724,7.680,0.956,5.645,3265
6000,366994,Bonsai,2023,5828,7.436,7.190,-0.246,5.645,-172
6001,306173,Lisbon Tram 28,2021,4984,7.097,6.489,-0.608,5.645,-1017
6002,317,The Mob,1993,8675,6.445,7.168,0.723,5.645,2673
6003,336552,Mystic Paths,2021,5816,6.909,6.783,-0.126,5.645,-187
6004,369751,Sagrada Artisans,2023,5676,8.148,7.868,-0.280,5.645,-328
6005,26162,Claim It!,2006,6909,6.202,6.347,0.145,5.645,904
6006,9912,Stacrobats,1970,24845,5.300,7.181,1.881,5.645,18839
6007,334100,American Tank Ace: 1944-1945,2022,6711,8.120,7.354,-0.766,5.645,704
6008,354866,Dice Conquest,2022,6626,6.976,6.861,-0.115,5.645,618
6009,3637,Triplanetary,1973,7666,7.004,7.379,0.375,5.645,1657
6010,9177,Armchair Cricket,1981,10774,6.566,7.638,1.072,5.644,4764
6011,326624,Warhammer Underworlds: Direchasm,2020,5516,7.882,7.104,-0.777,5.644,-495
6012,2792,Coco Crazy,1992,24000,5.467,6.618,1.150,5.644,17988
6013,161138,Dragon Run,2014,8434,6.102,6.401,0.299,5.644,2421
6014,122889,Dominare,2012,3391,6.805,6.017,-0.789,5.644,-2623
6015,388036,Ticket To Ride: Berlin,2023,6303,7.376,7.333,-0.044,5.644,288
6016,4009,Breitenfeld,1976,9038,6.481,7.162,0.681,5.644,3022
6017,89,Blue vs. Gray,1999,5067,6.750,6.357,-0.393,5.644,-950
6018,359318,Foxy,2022,7094,7.171,7.449,0.278,5.644,1076
6019,606,Pico 2,1997,11765,5.882,6.821,0.939,5.644,5746
6020,361025,Come Together,2022,3998,7.508,6.474,-1.034,5.644,-2022
6021,235,Blackbeard,1991,3822,6.368,5.868,-0.501,5.644,-2199
6022,3365,Gumshoe,1985,7170,7.659,7.872,0.212,5.644,1148
6023,110102,Siberia,2011,5396,6.768,6.513,-0.256,5.644,-627
6024,185,Devil Bunny Needs a Ham,1998,24420,5.407,6.110,0.703,5.644,18396
6025,277030,1824: Austrian-Hungarian Railway (Second Edition),2019,4139,7.911,6.775,-1.136,5.644,-1886
6026,2866,The London Game,1972,23882,5.456,6.767,1.311,5.644,17856
6027,4226,"Victory at Midway: Turning Point of the Pacific War, June 1942",1992,7260,7.216,7.435,0.219,5.644,1233
6028,2580,Persian Gulf: Battle for the Middle East,1986,6173,7.408,7.136,-0.272,5.644,145
6029,228553,Catacombs Conquest,2018,6105,6.749,6.723,-0.027,5.644,76
6030,244333,Once Upon a Castle,2018,6041,6.650,6.609,-0.041,5.644,11
6031,292029,Funkoverse Strategy Game: Golden Girls 100,2019,6208,7.049,6.857,-0.192,5.644,177
6032,163377,Rolling Japan,2014,6089,6.264,6.243,-0.021,5.644,57
6033,69552,Panic Station,2011,4657,5.994,5.753,-0.241,5.644,-1376
6034,27266,Silent Death: The Next Millennium Deluxe Edition,1995,6310,7.569,7.220,-0.349,5.644,276
6035,278402,Counter Attack,2019,6221,7.848,6.860,-0.987,5.644,186
6036,214296,Tenkatoitsu,2016,4654,8.372,7.154,-1.218,5.644,-1382
6037,132817,Xanadú,2012,5539,6.463,6.270,-0.193,5.644,-498
6038,265752,Exceed: Street Fighter – Ryu Box,2019,5285,7.887,7.346,-0.540,5.643,-753
6039,381249,Rebel Princess,2023,6699,7.687,7.468,-0.219,5.643,660
6040,90041,Principato,2011,5148,6.158,5.961,-0.197,5.643,-892
6041,368119,Gosu X,2023,5550,8.281,7.398,-0.883,5.643,-491
6042,301242,Skyjo Action,2019,8183,6.261,6.569,0.309,5.643,2141
6043,137744,Tessen,2013,7835,6.527,6.972,0.445,5.643,1792
6044,322282,Momiji,2021,4707,6.873,6.321,-0.552,5.643,-1337
6045,278120,God of War: The Card Game,2019,4444,6.570,5.979,-0.590,5.643,-1601
6046,1356,Hexen Rennen,2001,9576,6.259,7.015,0.756,5.643,3530
6047,93287,Final Fantasy Trading Card Game,2011,6167,7.115,6.905,-0.210,5.643,120
6048,253470,Greedy Kingdoms,2018,6503,6.890,6.955,0.065,5.643,455
6049,2444,Carrier Strike!,1977,11112,6.051,6.786,0.735,5.643,5063
6050,4784,Test Match,1977,14660,6.178,7.929,1.752,5.643,8610
6051,10756,Dancing Dice,2004,14388,5.704,6.259,0.555,5.643,8337
6052,5332,Split (Revised Edition),2001,9739,6.166,6.789,0.623,5.643,3687
6053,225163,Reworld,2017,4141,6.667,6.086,-0.581,5.643,-1912
6054,29026,Ogre Miniatures,1992,8503,7.676,7.878,0.202,5.643,2449
6055,321506,Fröccs,2020,7940,6.765,6.799,0.035,5.643,1885
6056,250781,Shikoku,2018,6445,6.615,6.609,-0.006,5.643,389
6057,284842,"So, You've Been Eaten",2022,4173,6.721,6.071,-0.650,5.643,-1884
6058,35400,Nations at War: White Star Rising,2010,5315,7.378,6.669,-0.709,5.643,-743
6059,343847,Dustbiters,2021,6509,7.451,7.509,0.058,5.643,450
6060,336323,Evil Upheaval,2021,13941,8.655,8.057,-0.598,5.643,7881
6061,233956,Bali,2017,4937,6.745,6.350,-0.394,5.643,-1124
6062,178688,Dicetopia,2018,5852,6.502,6.306,-0.196,5.643,-210
6063,101929,Sergeants Miniatures Game: Day of Days,2011,5772,7.641,6.935,-0.706,5.642,-291
6064,338479,The Spill,2022,5176,6.980,6.537,-0.443,5.642,-888
6065,2819,Trivial Pursuit: Genus 5,2000,22441,5.547,6.134,0.586,5.642,16376
6066,23981,Genesis,2006,5666,6.445,6.297,-0.148,5.642,-400
6067,91817,City Square Off,2011,8147,6.531,7.081,0.550,5.642,2080
6068,232303,Amun-Re: The Card Game,2017,4739,6.598,6.175,-0.424,5.642,-1329
6069,83157,"Engine, Engine No. 9",2010,8438,6.410,7.031,0.621,5.642,2369
6070,221371,DC Spyfall,2018,7790,6.434,6.705,0.272,5.642,1720
6071,181501,Peloponnes Card Game,2015,4865,6.692,6.201,-0.491,5.642,-1206
6072,185374,Loot N Run,2016,5868,6.358,6.260,-0.098,5.642,-204
6073,57073,The Fires of Midway: The Carrier Battles of 1942,2010,5603,7.349,6.705,-0.644,5.642,-470
6074,243971,Book It!: The Pro Wrestling Promoter Card Game,2018,7561,7.530,7.320,-0.210,5.642,1487
6075,274028,Handsome,2019,7490,6.832,7.208,0.376,5.642,1415
6076,382035,Cursed!?,2023,7845,8.161,8.391,0.231,5.642,1769
6077,183264,Spookies,2015,7142,6.173,6.325,0.152,5.642,1065
6078,289601,Combo Color,2019,7592,6.373,6.452,0.079,5.642,1514
6079,298378,Maharaja,2021,4276,6.852,6.213,-0.640,5.642,-1803
6080,4667,Eagles: Waterloo,1995,7411,6.654,6.789,0.135,5.642,1331
6081,31697,Totensonntag,2007,6342,6.810,6.606,-0.204,5.642,261
6082,8139,The Lord of the Rings: Combat Hex Tradeable Miniatures Game,2003,8333,6.526,6.675,0.149,5.642,2251
6083,369436,HerStory,2022,5592,6.957,6.745,-0.212,5.642,-491
6084,329862,Tiny Turbo Cars,2022,5921,6.703,6.547,-0.156,5.642,-163
6085,192619,Smiths of Winterforge,2018,5376,6.837,6.454,-0.382,5.642,-709
6086,328859,Hula-Hoo!,2021,7016,6.829,7.049,0.220,5.642,930
6087,39862,Flapjacks & Sasquatches,2008,9805,6.147,6.574,0.427,5.642,3718
6088,374926,"Stalingrad: Advance to the Volga, 1942",2023,6235,7.888,7.273,-0.615,5.642,147
6089,302477,Kittin,2020,8240,6.231,6.553,0.322,5.642,2151
6090,67148,Ultimate Werewolf: Compact Edition,2010,8174,6.679,7.111,0.432,5.642,2084
6091,22889,Pictureka!,2006,24541,5.447,5.894,0.448,5.642,18450
6092,188390,Enemy Coast Ahead: The Doolittle Raid,2017,4248,8.008,6.623,-1.385,5.641,-1844
6093,3022,Clue VCR Mystery Game,1985,13781,5.894,6.676,0.782,5.641,7688
6094,192120,Meeple War,2016,3797,6.558,5.962,-0.597,5.641,-2297
6095,356768,Bloc by Bloc: Uprising,2022,4324,7.396,6.524,-0.871,5.641,-1771
6096,28258,Ubongo Mini,2007,16271,5.585,5.986,0.402,5.641,10175
6097,252265,Passtally,2018,4885,6.551,6.114,-0.437,5.641,-1212
6098,5824,The Kids of Catan,2003,24917,5.247,6.103,0.856,5.641,18819
6099,89668,BITS,2011,6117,6.388,6.377,-0.010,5.641,18
6100,369388,Penguin Airlines,2023,6934,7.909,7.739,-0.170,5.641,834
6101,2665,Russian Civil War 1918-1922,1976,7383,7.010,7.212,0.202,5.641,1282
6102,195981,BEEEEES!,2017,6637,6.669,6.714,0.045,5.641,535
6103,193840,The Dragon & Flagon,2016,3863,6.407,5.881,-0.526,5.641,-2240
6104,133405,Island Siege,2013,6411,6.698,6.663,-0.036,5.641,307
6105,223726,Destination X,2017,6541,6.573,6.647,0.074,5.641,436
6106,1243,Split Second,1992,11661,6.213,7.425,1.212,5.641,5555
6107,244806,Nouvelle-France,2021,7320,7.827,7.609,-0.219,5.641,1213
6108,1319,Magic Hill,2001,10683,5.960,6.604,0.644,5.641,4575
6109,119899,Gunrunners,2013,8192,6.425,6.894,0.469,5.641,2083
6110,366397,Colorado,2023,6336,7.010,6.829,-0.181,5.641,226
6111,283924,Merchants of Dunhuang,2020,6736,6.759,6.795,0.036,5.641,625
6112,21704,Fiji,2006,7492,5.863,5.991,0.128,5.641,1380
6113,224125,Tesla vs. Edison: Duel,2017,5865,6.608,6.413,-0.195,5.641,-248
6114,321756,Hammer Time,2020,7071,6.669,7.008,0.339,5.641,957
6115,140997,Romans Go Home!,2013,7878,5.948,6.152,0.204,5.641,1763
6116,270972,Ringmaster: Welcome to the Big Top,2019,8695,6.298,6.596,0.299,5.641,2579
6117,7098,Monopoly: Deluxe Edition,1995,24955,5.280,5.888,0.609,5.641,18838
6118,252212,Tales of Evil,2020,6320,6.971,6.446,-0.525,5.641,202
6119,344697,"Warhammer 40,000: Kill Team",2021,3768,8.219,6.643,-1.576,5.641,-2351
6120,274471,Malhya: Lands of Legends,2024,8790,9.184,7.828,-1.357,5.640,2670
6121,130390,Ruhrschifffahrt 1769-1890,2012,4045,7.171,6.342,-0.828,5.640,-2076
6122,246759,You've Got Crabs,2018,7602,5.976,5.987,0.011,5.640,1480
6123,189504,Звёздные войны: Тайное вторжение (Star Wars: Secret Invasion),2015,7806,7.035,7.533,0.498,5.640,1683
6124,3003,Crash Tackle Rugby Board Game,2001,6920,7.662,7.532,-0.130,5.640,796
6125,173460,Dark Dealings,2016,6359,6.377,6.391,0.014,5.640,234
6126,160853,Stuff and Nonsense,2015,7159,6.462,6.648,0.186,5.640,1033
6127,206715,Ultimate Werewolf Legacy,2018,5731,7.185,6.851,-0.334,5.640,-396
6128,163277,Cardline: Dinosaurs,2014,7768,6.022,6.235,0.214,5.640,1640
6129,318079,Mars Operation,2020,8746,6.617,6.948,0.332,5.640,2617
6130,57998,Boże Igrzysko,2010,5368,7.598,6.802,-0.795,5.640,-762
6131,108722,Dreadfleet,2011,3049,6.982,5.951,-1.030,5.640,-3082
6132,283542,Latice Hawai'i,2019,6840,6.852,6.866,0.014,5.640,708
6133,173504,"The Greatest Day: Sword, Juno, and Gold Beaches",2015,4524,8.604,6.967,-1.637,5.640,-1609
6134,7803,O'NO 99,1980,23383,5.407,6.657,1.250,5.640,17249
6135,164158,SHH,2015,5467,6.349,6.150,-0.199,5.640,-668
6136,235113,30 Seconds: Everyday Life,2017,7709,7.045,7.354,0.309,5.640,1573
6137,160561,Versailles,2014,4227,6.500,6.015,-0.485,5.640,-1910
6138,201920,Pocket Madness,2016,7532,6.004,6.084,0.080,5.640,1394
6139,2857,Jungle Jam,2000,10212,6.160,6.966,0.805,5.640,4073
6140,276856,Ruination,2021,4999,7.410,6.643,-0.767,5.640,-1141
6141,3679,Ramparts,1993,7711,6.275,6.568,0.292,5.640,1570
6142,163172,Waterloo 1815: Fallen Eagles,2015,5634,8.248,7.180,-1.068,5.640,-508
6143,359406,Ecosystem: Coral Reef,2022,5403,7.239,6.864,-0.375,5.640,-740
6144,335528,Marvel Villainous: Mischief & Malice,2021,4364,7.438,6.396,-1.041,5.640,-1780
6145,224403,Carthage,2018,7187,7.446,7.050,-0.396,5.640,1042
6146,145393,Gem Rush,2013,6932,6.664,6.620,-0.045,5.640,786
6147,34284,Graffiti,2007,9227,6.394,7.061,0.668,5.639,3080
6148,285773,Arkham Horror: Final Hour,2019,3878,6.498,5.880,-0.618,5.639,-2270
6149,411255,Solstis,2024,7539,6.568,6.714,0.146,5.639,1390
6150,257966,Passing Through Petra,2018,4729,6.697,6.229,-0.469,5.639,-1421
6151,148205,Penny Press,2015,4044,6.441,5.944,-0.496,5.639,-2107
6152,307450,The Number,2020,8322,5.996,6.271,0.276,5.639,2170
6153,179280,Trivial Pursuit: Harry Potter – Volume 1,2014,9444,5.959,6.131,0.172,5.639,3291
6154,17030,Anno Domini: Lifestyle,1998,7505,6.691,7.161,0.470,5.639,1351
6155,117854,Kosmonauts,2012,5717,6.625,6.377,-0.248,5.639,-438
6156,253807,The Few and Cursed,2020,3964,7.134,6.157,-0.977,5.639,-2192
6157,108161,Aquileia,2011,4932,6.749,6.247,-0.502,5.639,-1225
6158,353543,Lost Seas,2022,4708,6.809,6.274,-0.536,5.639,-1450
6159,247182,Flashpoint: South China Sea,2022,4445,7.554,6.583,-0.971,5.639,-1714
6160,149119,Spirits of the Rice Paddy,2015,3783,6.679,5.966,-0.713,5.639,-2377
6161,1329,Hyle,1979,7341,6.814,7.219,0.406,5.639,1180
6162,234105,Hippo,2017,9455,6.057,6.488,0.430,5.639,3293
6163,31449,Army of Frogs,2007,6723,5.952,5.986,0.034,5.639,560
6164,221369,Teen Titans GO! Deck-Building Game,2017,6374,7.256,7.015,-0.241,5.639,210
6165,5758,Monopoly: Pokémon,1995,25204,5.391,6.127,0.736,5.639,19039
6166,286145,Walking in Provence,2019,6231,6.839,6.718,-0.121,5.639,65
6167,23010,Risk: 40th Anniversary Collector's Edition,1999,5958,6.402,6.087,-0.315,5.639,-209
6168,198110,Kreus,2016,5822,6.595,6.294,-0.302,5.639,-346
6169,1525,Dixie: Bull Run,1994,7657,6.315,6.460,0.145,5.639,1488
6170,2192,Rivets,1977,8467,6.426,7.042,0.616,5.639,2297
6171,291511,Medici: The Dice Game,2020,5929,6.645,6.520,-0.124,5.639,-242
6172,13347,Plunder,2004,7063,6.126,6.194,0.068,5.639,891
6173,169697,Heldentaufe,2017,6204,7.251,6.907,-0.343,5.639,31
6174,364792,Zombicide: Gear Up,2022,4242,7.096,6.230,-0.865,5.639,-1932
6175,266592,TacTiki,2022,6988,7.313,7.269,-0.044,5.639,813
6176,240465,CIV: Carta Impera Victoria,2018,5280,6.171,5.924,-0.246,5.639,-896
6177,234221,Arkon,2018,10966,7.582,7.454,-0.128,5.639,4789
6178,218395,Sine Tempore,2018,5032,7.577,6.361,-1.215,5.639,-1146
6179,353546,Museum Suspects,2022,5705,6.955,6.703,-0.252,5.639,-474
6180,2457,Torpedo Run!,1986,10936,6.116,6.926,0.810,5.639,4756
6181,156719,Dino Race,2014,7374,6.156,6.266,0.110,5.639,1193
6182,142432,Continental Express,2014,8626,5.989,6.146,0.157,5.639,2444
6183,128174,Dragon Farkle,2015,5380,6.383,6.077,-0.306,5.638,-803
6184,11385,Stratego: Lord of the Rings Trilogy Edition,2004,7671,6.263,6.294,0.031,5.638,1487
6185,327971,Hippocrates,2022,3432,6.819,5.988,-0.831,5.638,-2753
6186,329228,Solar Sphere,2022,4937,7.195,6.471,-0.725,5.638,-1249
6187,345377,Virtù,2022,3383,7.555,6.102,-1.453,5.638,-2804
6188,328624,Block Ness,2021,7006,6.618,6.764,0.146,5.638,818
6189,319320,Wok and Roll,2020,6559,6.975,6.892,-0.083,5.638,370
6190,204886,Suspicion,2016,6249,6.247,6.089,-0.159,5.638,59
6191,272215,Glory,2019,9679,7.491,7.705,0.214,5.638,3488
6192,194233,Cartoon Network Crossover Crisis Deck-Building Game,2016,7634,6.688,6.743,0.055,5.638,1442
6193,240892,8Bit Box,2018,7199,6.194,6.252,0.059,5.638,1006
6194,258413,Unlock!: Exotic Adventures – Scheherazade's Last Tale,2019,4292,6.557,6.025,-0.532,5.638,-1902
6195,23779,Enemy Chocolatier,2006,6415,6.643,6.614,-0.030,5.638,220
6196,225062,Anomia X,2017,7707,6.807,7.257,0.451,5.638,1511
6197,353311,Star Trek: Super-Skill Pinball,2022,5827,7.391,7.142,-0.249,5.638,-370
6198,245994,The Dead Eye,2021,5690,7.447,6.993,-0.454,5.638,-508
6199,256317,Guild Master,2020,5148,7.354,6.681,-0.673,5.638,-1051
6200,36325,Down in Flames: Aces High,2008,5908,7.036,6.657,-0.378,5.638,-292
6201,98347,Empires of the Void,2012,4220,6.708,6.097,-0.611,5.638,-1981
6202,633,Elixir,1997,19855,5.572,5.908,0.335,5.638,13653
6203,249821,Codenames: Harry Potter,2018,3622,6.541,5.914,-0.627,5.638,-2581
6204,31897,Anno 1701: Das Brettspiel,2007,6432,6.704,6.631,-0.073,5.638,228
6205,150298,One Zero One,2013,6080,6.443,6.343,-0.100,5.638,-125
6206,52328,Malifaux,2009,4027,7.496,6.390,-1.106,5.638,-2179
6207,367490,Hickory Dickory,2023,4813,7.270,6.556,-0.714,5.638,-1394
6208,796,Shanghai Trader,1986,8936,6.508,7.070,0.562,5.637,2728
6209,14042,Team Work Original,2004,9346,6.143,6.602,0.459,5.637,3137
6210,8243,Rolit,1997,16338,5.659,6.155,0.496,5.637,10128
6211,351991,Worldbreakers: Advent of the Khanate,2023,6488,7.925,7.367,-0.559,5.637,277
6212,340216,Heredity,2023,6785,8.639,8.034,-0.604,5.637,573
6213,85245,Magician's Kitchen,2010,9353,6.187,6.796,0.609,5.637,3140
6214,82402,Friesematenten,2010,6139,6.266,6.170,-0.096,5.637,-75
6215,261,Olympia 2000 (v. Chr.),1994,9891,6.077,6.783,0.706,5.637,3676
6216,266564,Dawn of Mankind,2019,5815,6.771,6.458,-0.313,5.637,-401
6217,342016,Tetris,2021,7034,6.466,6.402,-0.064,5.637,817
6218,262520,Chachapoya,2019,7269,7.221,7.149,-0.072,5.637,1051
6219,226588,Untold: Adventures Await,2017,4778,6.897,6.287,-0.610,5.637,-1441
6220,94733,Heroica: Waldurk,2011,8302,5.987,6.217,0.230,5.637,2082
6221,206266,Vikingar: The Conquest of Worlds,2017,7424,6.780,6.740,-0.041,5.637,1203
6222,262042,Gardens of Babylon,2019,6318,6.765,6.628,-0.137,5.637,96
6223,244141,Symphony No.9,2018,4502,6.954,6.298,-0.657,5.637,-1721
6224,299268,Funkoverse Strategy Game: Jurassic Park 101,2020,6159,7.436,7.213,-0.223,5.637,-65
6225,184459,Ave Roma,2016,2641,7.144,5.964,-1.180,5.637,-3584
6226,82955,1655: Habemus Papam,2010,5994,6.457,6.329,-0.128,5.637,-232
6227,154560,Adventure Time Card Wars: BMO vs. Lady Rainicorn,2014,8370,6.182,6.269,0.087,5.637,2143
6228,204734,Stick Stack,2016,7994,6.572,6.778,0.206,5.637,1766
6229,260218,1st & Roll,2018,6326,7.030,6.982,-0.048,5.637,97
6230,178153,100 Swords: The Red Dragon's Dungeon,2016,7933,6.645,6.906,0.261,5.637,1703
6231,8059,Ideology: The War of Ideas,2003,6022,6.147,5.988,-0.159,5.637,-209
6232,110870,Cavemen: The Quest for Fire,2012,6093,6.344,6.241,-0.103,5.637,-139
6233,180761,Dreamwell,2016,5272,6.486,6.090,-0.396,5.637,-961
6234,316857,Plantopia: The Card Game,2020,6322,6.685,6.462,-0.223,5.637,88
6235,5749,Simon,1978,25201,4.376,5.902,1.526,5.636,18966
6236,263351,Abstratus,2018,8554,8.298,8.719,0.420,5.636,2318
6237,181265,BrilliAnts,2017,6501,6.890,6.610,-0.280,5.636,264
6238,1717,"Freedom in the Galaxy: The Star Rebellions, 5764 AD",1979,4290,6.718,6.080,-0.638,5.636,-1948
6239,15156,Coloretto Amazonas,2005,11251,5.773,6.210,0.437,5.636,5012
6240,265202,Bag of Dungeon: A Fantasy Adventure Game,2018,7204,6.924,6.716,-0.207,5.636,964
6241,198003,Dark Deeds,2016,9484,7.351,7.690,0.339,5.636,3243
6242,324246,Journey to the Center of the Earth,2020,6681,6.480,6.428,-0.052,5.636,439
6243,286156,Wayfinders,2019,4999,6.447,6.106,-0.340,5.636,-1244
6244,147790,Buccaneer Bones,2013,9187,5.828,6.118,0.289,5.636,2943
6245,3794,Legend of Zagor,1993,11811,6.152,6.977,0.825,5.636,5566
6246,338980,Eastern Empires,2021,5700,8.615,7.961,-0.654,5.636,-546
6247,4327,War & Sheep,2002,13222,5.747,6.479,0.732,5.636,6975
