wikipedia_url,bgg_id,lang
https://de.wikipedia.org/wiki/Smart_10,241590,de
https://de.wikipedia.org/wiki/Andor_Junior,295488,de
https://de.wikipedia.org/wiki/Lovecraft_Letter,198740,de
https://de.wikipedia.org/wiki/Das_tiefe_Land,242804,de
https://de.wikipedia.org/wiki/Foto_Fish,291550,de
https://fr.wikipedia.org/wiki/B%C3%A9sigue,2405,fr
https://es.wikipedia.org/wiki/B%C3%A9sigue,2405,es
https://tr.wikipedia.org/wiki/Bezik,2405,tr
https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B7%D0%B8%D0%BA_(%D0%BA%D0%B0%D1%80%D1%82%D0%BE%D1%87%D0%BD%D0%B0%D1%8F_%D0%B8%D0%B3%D1%80%D0%B0),2405,ru
https://io.wikipedia.org/wiki/Bezigo,2405,io
https://sv.wikipedia.org/wiki/B%C3%A9zique,2405,sv
https://de.wikipedia.org/wiki/B%C3%A9zique,2405,de
https://da.wikipedia.org/wiki/Bezique,2405,da
https://pl.wikipedia.org/wiki/Bezik,2405,pl
https://nl.wikipedia.org/wiki/B%C3%A9sigue,2405,nl
https://en.wikipedia.org/wiki/Bezique,2405,en
https://zh.wikipedia.org/wiki/%E9%87%91%E8%B9%B4%E6%A3%8B,69,zh
https://en.wikipedia.org/wiki/B%C5%8Dku,69,en
https://fi.wikipedia.org/wiki/B%C5%8Dku,69,fi
https://de.wikipedia.org/wiki/B%C5%8Dku,69,de
https://zh.wikipedia.org/wiki/%E5%AE%AE%E5%BB%B7%E6%A3%8B,109681,zh
https://de.wikipedia.org/wiki/Caesar_%26_Cleopatra,132,de
https://nl.wikipedia.org/wiki/Caf%C3%A9_International,214,nl
https://en.wikipedia.org/wiki/Caf%C3%A9_International,214,en
https://ca.wikipedia.org/wiki/Caf%C3%A9_International,214,ca
https://fr.wikipedia.org/wiki/Caf%C3%A9_International,214,fr
https://de.wikipedia.org/wiki/Caf%C3%A9_International,214,de
https://de.wikipedia.org/wiki/Yavalath,33767,de
https://zh.wikipedia.org/wiki/%E5%B5%8C%E6%89%8B%E6%A3%8B,33767,zh
https://zh.wikipedia.org/wiki/%E5%BD%A9%E6%96%91%E6%A3%8B,65586,zh
https://zh.wikipedia.org/wiki/%E6%8B%BC%E5%85%AD%E6%A3%8B,20195,zh
https://zh.wikipedia.org/wiki/%E6%8E%8E%E8%A7%92%E6%A3%8B,29491,zh
https://zh.wikipedia.org/wiki/%E6%8F%9B%E9%82%8A%E6%A3%8B,3190,zh
https://nl.wikipedia.org/wiki/Can%27t_Stop_(spel),41,nl
https://de.wikipedia.org/wiki/Can%E2%80%99t_Stop,41,de
https://fr.wikipedia.org/wiki/Can%27t_Stop_(jeu),41,fr
https://en.wikipedia.org/wiki/Can%27t_Stop_(board_game),41,en
https://pt.wikipedia.org/wiki/Panzer_Armee_Afrika,5035,pt
https://en.wikipedia.org/wiki/PanzerArmee_Afrika_(board_game),5035,en
https://pt.wikipedia.org/wiki/Panzerkrieg,753,pt
https://de.wikipedia.org/wiki/Capitol_(Spiel),1155,de
https://en.wikipedia.org/wiki/Capitol_(board_game),1155,en
https://en.wikipedia.org/wiki/Car_Wars,2795,en
https://fr.wikipedia.org/wiki/Car_Wars,2795,fr
https://es.wikipedia.org/wiki/Car_Wars,2795,es
https://de.wikipedia.org/wiki/Car_Wars,2795,de
https://it.wikipedia.org/wiki/Car_Wars,2795,it
https://de.wikipedia.org/wiki/Carabande,150,de
https://pt.wikipedia.org/wiki/Richthofen%27s_War,1711,pt
https://en.wikipedia.org/wiki/Richthofen%27s_War,1711,en
https://en.wikipedia.org/wiki/Rise_and_Decline_of_the_Third_Reich,1563,en
https://pt.wikipedia.org/wiki/Rise_and_Decline_of_the_Third_Reich,1563,pt
https://de.wikipedia.org/wiki/Cham%C3%A4leon_(Spiel),3104,de
https://da.wikipedia.org/wiki/Tredimensionelt_skak,34848,da
https://it.wikipedia.org/wiki/Scacchi_tridimensionali,34848,it
https://en.wikipedia.org/wiki/Three-dimensional_chess,34848,en
https://ja.wikipedia.org/wiki/%E4%B8%89%E6%AC%A1%E5%85%83%E3%83%81%E3%82%A7%E3%82%B9,34848,ja
https://eo.wikipedia.org/wiki/Tridimensia_%C5%9Dako,34848,eo
https://fr.wikipedia.org/wiki/%C3%89checs_%C3%A0_trois_dimensions,34848,fr
https://ko.wikipedia.org/wiki/3%EC%B0%A8%EC%9B%90_%EC%B2%B4%EC%8A%A4,34848,ko
https://sv.wikipedia.org/wiki/Tredimensionellt_schack,34848,sv
https://fi.wikipedia.org/wiki/Kolmiulotteinen_shakki,34848,fi
https://pt.wikipedia.org/wiki/Xadrez_tridimensional,34848,pt
https://de.wikipedia.org/wiki/3D-Schach,34848,de
https://pt.wikipedia.org/wiki/Xadrez_espacial,34848,pt
https://zh.wikipedia.org/wiki/%E4%B8%89%E7%BB%B4%E5%9B%BD%E9%99%85%E8%B1%A1%E6%A3%8B,34848,zh
https://es.wikipedia.org/wiki/Ajedrez_tridimensional,34848,es
https://vi.wikipedia.org/wiki/C%E1%BB%9D_vua_ba_chi%E1%BB%81u,34848,vi
https://de.wikipedia.org/wiki/Star_Trek_Catan,117985,de
https://zh.wikipedia.org/wiki/%E7%8F%A0%E9%8F%88%E6%A3%8B,21324,zh
https://zh.wikipedia.org/wiki/%E7%96%8A%E7%9B%A4%E4%BA%94%E5%AD%90%E6%A3%8B,29952,zh
https://za.wikipedia.org/wiki/Geizdiuq,2386,za
https://no.wikipedia.org/wiki/Kinasjakk,2386,no
https://sv.wikipedia.org/wiki/Kinaschack,2386,sv
https://da.wikipedia.org/wiki/Kinaskak,2386,da
https://th.wikipedia.org/wiki/%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%AE%E0%B8%AD%E0%B8%AA%E0%B8%88%E0%B8%B5%E0%B8%99,2386,th
https://it.wikipedia.org/wiki/Dama_cinese,2386,it
https://pt.wikipedia.org/wiki/Damas_chinesas,2386,pt
https://ar.wikipedia.org/wiki/%D8%AF%D8%A7%D9%85%D8%A7_%D8%B5%D9%8A%D9%86%D9%8A%D8%A9,2386,ar
https://ca.wikipedia.org/wiki/Dames_xineses,2386,ca
https://de.wikipedia.org/wiki/Sternhalma,2386,de
https://uk.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D1%8C%D0%BA%D1%96_%D1%88%D0%B0%D1%88%D0%BA%D0%B8,2386,uk
https://en.wikipedia.org/wiki/Chinese_checkers,2386,en
https://pl.wikipedia.org/wiki/Trylma,2386,pl
https://he.wikipedia.org/wiki/%D7%93%D7%9E%D7%A7%D7%94_%D7%A1%D7%99%D7%A0%D7%99%D7%AA,2386,he
https://hy.wikipedia.org/wiki/%D5%89%D5%AB%D5%B6%D5%A1%D5%AF%D5%A1%D5%B6_%D5%B7%D5%A1%D5%B7%D5%AF%D5%AB,2386,hy
https://fi.wikipedia.org/wiki/Kiinan%C5%A1akki,2386,fi
https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B5_%D1%88%D0%B0%D1%88%D0%BA%D0%B8,2386,ru
https://nn.wikipedia.org/wiki/Kinasjakk,2386,nn
https://sk.wikipedia.org/wiki/%C4%8C%C3%ADnska_d%C3%A1ma,2386,sk
https://fr.wikipedia.org/wiki/Dames_chinoises,2386,fr
https://cs.wikipedia.org/wiki/%C4%8C%C3%ADnsk%C3%A1_d%C3%A1ma,2386,cs
https://eo.wikipedia.org/wiki/Stelhalmao,2386,eo
https://ko.wikipedia.org/wiki/%EC%B0%A8%EC%9D%B4%EB%8B%88%EC%8A%A4_%EC%B2%B4%EC%BB%A4,2386,ko
https://es.wikipedia.org/wiki/Damas_chinas,2386,es
https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9C%8B%E8%B7%B3%E6%A3%8B,2386,zh
https://hu.wikipedia.org/wiki/Csillaghalma,2386,hu
https://de.wikipedia.org/wiki/Cartagena_(Spiel),826,de
https://it.wikipedia.org/wiki/Cartagena_(gioco),826,it
https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%82%BF%E3%83%98%E3%83%8A_(%E3%82%B2%E3%83%BC%E3%83%A0),826,ja
https://en.wikipedia.org/wiki/Cartagena_(board_game),826,en
https://de.wikipedia.org/wiki/Cartino,2116,de
https://de.wikipedia.org/wiki/Luxor_(Spiel),245643,de
https://de.wikipedia.org/wiki/Identik,22348,de
https://zh.wikipedia.org/wiki/%E8%85%A6%E7%9F%B3%E6%A3%8B,33144,zh
https://de.wikipedia.org/wiki/Parks_(Spiel),266524,de
https://de.wikipedia.org/wiki/Helvetia_(Spiel),103092,de
https://de.wikipedia.org/wiki/Mesopotamien_(Spiel),19301,de
https://de.wikipedia.org/wiki/Hart_an_der_Grenze_(Spiel),22237,de
https://de.wikipedia.org/wiki/Sherwood_Forest_(Spiel),41019,de
https://de.wikipedia.org/wiki/Keythedral,4099,de
https://de.wikipedia.org/wiki/Waka_Waka_(Spiel),118025,de
https://de.wikipedia.org/wiki/Raubritter_(Spiel),19989,de
https://de.wikipedia.org/wiki/Uluru_(Spiel),90870,de
https://de.wikipedia.org/wiki/Pecunia_non_olet_(Spiel),20082,de
https://de.wikipedia.org/wiki/Yellowstone_Park_(Spiel),8179,de
https://de.wikipedia.org/wiki/Norderwind,153425,de
https://de.wikipedia.org/wiki/Die_Kaufleute_von_Amsterdam,531,de
https://de.wikipedia.org/wiki/Globalissimo,35179,de
https://de.wikipedia.org/wiki/Rapa_Nui_(Spiel),103132,de
https://de.wikipedia.org/wiki/Die_Siedler_von_Catan_%E2%80%93_Das_Alte_%C3%84gypten,161527,de
https://de.wikipedia.org/wiki/Deutschland:_Finden_Sie_Minden,28436,de
