n_simulations,seed,elo_snapshot_date,results_snapshot_date,n_results_fixed,total_goals,host_advantage,created_at
10000000,20260611,2026-07-11T05:27:17Z,2026-07-11T05:27:23Z,98,2.6,100,2026-07-11T05:35:12.631555+00:00
