country_code,rank,bgg_id,avg_rating,bayes_rating,num_ratings
au,1,161936,8.63866,8.50613,1063
au,2,174430,8.50274,8.39339,1240
au,3,224517,8.52427,8.35161,774
au,4,233078,8.52925,8.22385,418
au,5,316554,8.32602,8.15080,709
au,6,115746,8.45276,8.11839,367
au,7,291457,8.34636,8.11788,537
au,8,342942,8.31764,8.10598,577
au,9,187645,8.30577,8.09533,578
au,10,162886,8.21706,8.07587,855
au,11,167791,8.14342,8.06694,1573
au,12,12333,8.17372,8.04110,898
au,13,169786,8.09007,8.01481,1566
au,14,177736,8.23644,8.01412,530
au,15,55690,8.56005,8.01029,214
au,16,124361,8.12566,7.98070,802
au,17,220308,8.21950,7.94175,412
au,18,251661,9.28333,7.92844,84
au,19,256960,8.31510,7.91756,285
au,20,266192,7.97879,7.91125,1673
au,21,84876,8.01497,7.90107,988
au,22,193738,8.04684,7.88331,683
au,23,173346,7.95843,7.88146,1450
au,24,324856,8.24992,7.87513,297
au,25,167355,8.12385,7.86158,422
au,26,205637,8.00137,7.85751,768
au,27,246900,8.36847,7.85510,215
au,28,28720,8.10254,7.85457,445
au,29,96848,8.02910,7.84415,594
au,30,183394,7.95258,7.83762,953
au,31,266507,8.45435,7.83586,177
au,32,175914,8.08894,7.82160,407
au,33,312484,7.98482,7.81378,634
au,34,199792,7.93640,7.81213,872
au,35,237182,7.91170,7.79636,933
au,36,164928,8.02542,7.79509,467
au,37,295947,8.01363,7.78659,472
au,38,182028,8.00635,7.78298,479
au,39,295770,8.70345,7.78163,116
au,40,521,8.05296,7.77655,386
au,41,120677,7.90289,7.76703,782
au,42,170216,7.89678,7.75439,742
au,43,244521,7.86566,7.74757,892
au,44,284378,8.42381,7.74501,155
au,45,231733,8.17572,7.74311,243
au,46,192135,8.23028,7.74164,215
au,47,284083,7.87998,7.74140,758
au,48,205059,7.92332,7.73587,559
au,49,230802,7.78901,7.72609,1658
au,50,240980,8.26218,7.71566,190
au,51,31260,7.79569,7.71260,1248
au,52,255984,8.15849,7.70848,230
au,53,3076,7.78950,7.69895,1138
au,54,124742,7.85643,7.69795,650
au,55,164153,7.88654,7.69096,525
au,56,160069,8.20909,7.69059,198
au,57,28143,7.78320,7.68949,1095
au,58,341169,8.26441,7.68309,176
au,59,155821,7.92883,7.68022,411
au,60,271320,8.39350,7.67928,143
au,61,102794,7.83423,7.67925,659
au,62,184267,8.11115,7.67074,231
au,63,285774,7.93226,7.66770,384
au,64,366013,8.20105,7.66663,190
au,65,304783,8.11624,7.66020,222
au,66,363622,9.07596,7.65409,71
au,67,200680,7.99929,7.65363,292
au,68,248562,8.69271,7.64537,96
au,69,251247,8.06759,7.64368,237
au,70,216132,7.89903,7.63929,386
au,71,2651,7.71916,7.63840,1241
au,72,161533,8.10519,7.63716,214
au,73,126163,7.76978,7.62463,686
au,74,221107,7.93252,7.61921,317
au,75,266810,7.90984,7.61174,332
au,76,42,7.77786,7.60997,589
au,77,157354,7.72504,7.60234,803
au,78,68448,7.64955,7.59807,1910
au,79,125153,7.96297,7.59403,266
au,80,314040,8.30287,7.58844,137
au,81,93,7.79344,7.58826,477
au,82,110327,7.66162,7.58606,1294
au,83,225694,7.78533,7.58282,482
au,84,198928,7.90758,7.57945,297
au,85,276025,7.90331,7.56994,291
au,86,199478,7.78720,7.56794,442
au,87,229853,7.85562,7.56190,329
au,88,35677,7.75126,7.56111,508
au,89,170042,7.76772,7.55722,458
au,90,73439,7.79989,7.55485,393
au,91,62219,7.78471,7.55034,410
au,92,253344,8.13877,7.54950,163
au,93,156546,7.95198,7.54858,238
au,94,236457,7.71988,7.54410,545
au,95,14996,7.58380,7.52875,1727
au,96,36218,7.58701,7.52854,1626
au,97,247763,7.86450,7.52754,282
au,98,40834,7.68113,7.52138,593
au,99,30549,7.55710,7.52024,2569
au,100,178900,7.56462,7.51320,1835
au,101,279537,7.89622,7.51276,246
au,102,146652,7.79942,7.51040,326
au,103,182874,7.82043,7.49951,292
au,104,163412,7.58658,7.49661,1040
au,105,283355,7.95732,7.49641,203
au,106,132531,7.64525,7.49561,625
au,107,277659,8.37358,7.49260,106
au,108,14105,7.89394,7.49017,231
au,109,254640,7.66496,7.48907,530
au,110,37111,7.61301,7.48905,752
au,111,159675,8.02402,7.48845,174
au,112,54043,7.57471,7.48598,1049
au,113,205896,7.72681,7.48572,386
au,114,122515,7.67934,7.48400,476
au,115,148949,7.64316,7.48034,570
au,116,264220,8.02976,7.47798,168
au,117,146021,7.63700,7.47749,581
au,118,2511,7.68410,7.47472,442
au,119,82222,7.85924,7.47110,238
au,120,286749,8.33252,7.46977,107
au,121,128882,7.57752,7.46872,848
au,122,209010,7.83054,7.46751,254
au,123,296151,7.94505,7.46533,192
au,124,217372,7.70704,7.46473,380
au,125,12,7.61608,7.46417,606
au,126,291453,7.90206,7.46380,210
au,127,271055,7.97884,7.45757,176
au,128,154597,7.72780,7.45581,337
au,129,10630,7.61069,7.45561,591
au,130,17133,7.80154,7.45232,262
au,131,39463,7.56381,7.45001,803
au,132,180263,7.64824,7.44922,459
au,133,118048,7.68441,7.44791,386
au,134,201808,7.58923,7.44668,640
au,135,25021,8.16667,7.44370,126
au,136,281259,7.66056,7.44180,416
au,137,72125,7.62952,7.43791,474
au,138,77423,7.62953,7.43756,473
au,139,191189,7.74905,7.43522,289
au,140,317985,7.81246,7.43467,240
au,141,268864,7.83874,7.43259,223
au,142,127023,7.65622,7.42277,386
au,143,12493,7.64918,7.41862,390
au,144,34635,7.51022,7.41495,942
