rank,bgg_id,page_views
1,171,527330
2,2223,389045
3,1406,243459
4,2397,202625
5,10816,201380
6,2093,159869
7,2162,121018
8,2243,110765
9,2181,108923
10,463,98927
11,28,93649
12,25821,91410
13,2425,88688
14,320,87552
15,13,86188
16,29351,82408
17,811,81678
18,1294,77672
19,2136,71589
20,181,71040
21,5072,67445
22,3886,65956
23,50381,59656
24,27443,54664
25,1258,48088
26,178900,47585
27,2386,43829
28,2392,43058
29,2952,42692
30,18011,41796
31,4192,38507
32,822,36968
33,2719,36813
34,2398,33761
35,6819,33573
36,39856,31363
37,2785,30341
38,2921,30194
39,5432,29216
40,1917,28224
41,2381,27507
42,2086,26656
43,2407,26500
44,2399,26223
45,1111,26204
46,36218,24692
47,30549,24557
48,1602,23573
49,2281,23553
50,188834,23219
51,1269,23054
52,11733,22624
53,13713,21723
54,9209,21468
55,12745,20891
56,483,20167
57,73664,18219
58,4001,18212
59,4112,17404
60,6887,16947
61,2375,16681
62,5894,16643
63,3955,15988
64,34848,15968
65,28302,15655
66,11634,14973
67,98,14932
68,7688,14138
69,1293,13596
70,45,13311
71,9364,13190
72,29146,13163
73,174430,12975
74,205637,12768
75,38950,12507
76,2932,12246
77,4143,12096
78,41114,11894
79,68448,11429
80,17530,11197
81,3720,10926
82,172225,10871
83,432,10281
84,521,9980
85,2453,9856
86,3737,9644
87,590,9642
88,1465,9621
89,55763,9586
90,129622,9499
91,1198,9492
92,714,9420
93,255613,9345
94,26952,9339
95,74,8998
96,57409,8946
97,167791,8911
98,699,8781
99,526,8735
100,7108,8576
101,56796,8513
102,2593,8371
103,33701,8350
104,2679,8334
105,29316,8329
106,98778,8103
107,11930,8088
108,34,8081
109,63268,8013
110,215,7842
111,10547,7514
112,3072,7504
113,6974,7399
114,5339,7201
115,2163,7119
116,478,7099
117,21488,7065
118,230802,7031
119,4040,6854
120,26920,6720
121,40398,6689
122,4815,6688
123,266192,6659
124,2405,6643
125,712,6612
126,1410,6566
127,8304,6479
128,8098,6435
129,1887,6376
130,4031,6201
131,146021,6141
132,163,6117
133,31260,5831
134,943,5830
135,25669,5809
136,12333,5776
137,169786,5730
138,624,5723
139,5895,5702
140,891,5634
141,1931,5485
142,12493,5360
143,1502,5346
144,19432,5313
145,5130,5212
146,2655,5208
147,15182,5162
148,11,5144
149,11464,4984
150,681,4949
151,3076,4875
152,3818,4824
153,170586,4813
154,1353,4791
155,123417,4701
156,1219,4673
156,22392,4673
158,2944,4422
159,54672,4410
160,40692,4407
161,3967,4375
162,20806,4332
163,29741,4295
164,289363,4290
165,148228,4217
166,197405,4193
167,83330,4184
168,6472,4172
169,124742,4111
170,41,4101
171,14186,4087
172,10213,4071
173,2322,4017
174,1301,3975
175,8909,3924
176,254640,3767
177,4386,3759
178,127398,3698
179,1797,3540
180,3565,3533
181,258,3526
182,140,3520
183,18803,3498
184,2728,3496
185,1899,3482
186,929,3463
187,9220,3424
188,71,3409
189,55690,3408
190,77423,3401
191,33112,3355
192,17226,3316
193,121,3213
194,159655,3189
195,143884,3169
196,8790,3163
197,26067,3137
198,4148,3110
199,26947,3100
200,1634,3074
201,1295,3046
202,315,3045
203,19967,3034
204,5,3025
205,157507,3023
206,3768,3018
207,1500,2965
208,15,2930
209,2651,2867
209,181304,2867
211,1568,2847
212,113924,2770
213,166384,2739
214,2511,2732
215,22303,2685
216,3495,2677
217,7263,2676
218,11022,2673
219,204583,2645
220,6278,2620
221,2294,2600
222,96848,2596
223,655,2578
224,174182,2569
225,25213,2561
226,8392,2534
226,15818,2534
228,70323,2523
229,36799,2429
230,28143,2399
231,22847,2380
232,1038,2376
233,10653,2371
234,19841,2351
235,146508,2321
236,7314,2300
237,120677,2294
238,158899,2272
239,5217,2265
240,65244,2195
241,4378,2175
242,110327,2167
243,32441,2164
244,6249,2157
245,1515,2113
246,11168,2091
247,1730,2053
248,13714,2039
249,700,2034
250,39373,2004
251,29234,1995
252,18,1981
253,938,1980
254,3837,1977
255,5255,1943
256,278,1929
257,2795,1924
