rank,bgg_id,page_views
1,171,501858
2,2223,246718
3,1406,205840
4,10816,194204
5,2093,172804
6,2397,140537
7,2181,114256
8,463,103524
9,2162,97121
10,29351,88213
11,811,78827
12,2425,71348
13,320,71146
14,2243,71130
15,13,69998
16,181,63485
17,50381,60948
18,25821,60109
19,1294,59298
20,2136,58154
21,27443,56217
22,3886,50211
23,2398,44545
24,5072,44378
25,822,37347
26,2952,36825
27,6819,36540
28,4192,32036
29,2392,31327
30,39856,31285
31,2719,30695
32,2386,28856
33,2407,27768
34,18011,26385
35,5432,25341
36,2785,25191
37,2921,25022
38,26920,23170
39,1111,22358
40,36218,20061
41,1917,19842
42,5894,19487
43,2399,19402
44,9209,18887
45,30549,18873
46,188834,18513
47,17530,18230
48,13713,17605
49,2086,17492
50,3955,17374
51,2281,17219
52,483,17060
53,11733,16955
54,1258,16647
55,178900,15610
56,1269,15455
57,41114,14907
58,28,14245
59,34848,13927
60,4112,13565
61,9364,12898
62,2375,12472
63,174430,12333
64,98,12328
65,4143,11665
66,26952,11291
67,11634,11233
68,1602,11126
69,2932,11018
70,3737,10972
71,28302,10821
72,98778,10736
73,45,10670
74,1293,10486
75,3720,9992
76,38950,9758
77,2381,9690
78,714,9554
79,34,9341
80,73664,9321
81,68448,9268
82,12745,8880
83,526,8605
84,57409,8504
85,521,8433
86,55763,8406
87,699,8181
88,2453,8026
89,432,8018
90,5339,7923
91,230802,7526
92,2679,7512
93,172225,7406
94,4001,7400
95,1465,7358
96,10547,7354
97,205637,7321
98,1198,7303
99,478,7201
100,29316,7177
101,590,7061
102,5130,6925
103,11930,6767
104,74,6622
105,29146,6598
106,31260,6467
107,2593,6446
108,1887,6355
109,891,6294
110,7108,6203
111,169786,6173
112,163,6157
113,712,6104
114,8098,6092
115,255613,6079
116,7688,5983
117,124742,5930
118,6472,5778
119,943,5641
120,12493,5633
121,1931,5578
122,40398,5553
123,2163,5487
124,123417,5334
125,2728,5288
126,4815,5280
127,146021,5217
128,1219,5197
129,215,5170
130,12333,5111
131,157507,4903
132,56796,4850
133,4040,4790
134,3967,4593
135,25669,4550
136,170586,4547
137,2944,4535
138,2405,4478
139,3818,4474
140,2655,4406
141,624,4394
142,1410,4352
143,681,4341
144,4031,4273
145,129622,4250
146,3076,4194
147,1353,4172
148,3072,4072
