rank,bgg_id,page_views
1,171,544344
2,1406,182072
3,2223,178760
4,2397,163233
5,10816,154244
6,29351,136462
7,2093,116426
8,2162,110914
9,2181,99983
10,463,93747
11,1294,87853
12,2243,73023
13,2425,71316
14,13,66907
15,320,65748
16,181,64040
17,50381,57210
18,25821,56726
19,27443,55142
20,5072,43275
21,811,42870
22,2719,41922
23,2136,39988
24,822,37151
25,3886,34362
26,2952,33399
27,5432,32690
28,6819,32255
29,1602,31891
30,2392,31700
31,2398,31489
32,1258,28688
33,2386,28031
34,2921,27766
35,18011,25263
36,39856,25130
37,28,24976
38,1111,24558
39,2399,24353
40,2785,24158
41,2407,23052
42,2281,22663
43,5894,21663
44,483,21334
45,30549,21293
46,1917,20773
47,36218,20674
48,4192,19577
49,13713,18748
50,11634,18203
51,3955,17542
52,41114,17196
53,68448,16100
54,34848,16029
55,11733,15967
56,4112,15826
57,9209,15602
58,1293,14399
59,2375,14367
60,98,14043
61,12745,13140
62,1269,12640
63,9364,12311
64,2381,12189
65,4001,12187
66,45,11470
67,17530,11079
68,26952,10863
69,28302,10613
70,3737,10355
71,699,10122
72,55763,10064
73,178900,10025
74,74,9769
75,2932,9597
76,891,9580
77,38950,9333
78,4143,9253
79,34,9113
80,11930,9062
81,188834,8939
82,1887,8850
83,526,8672
84,3720,8619
85,2086,8365
86,2679,8337
87,10547,8020
88,7688,7947
89,714,7778
90,590,7456
91,56796,7414
92,712,7392
93,2453,7136
94,31260,6957
95,478,6844
96,172225,6800
97,163,6776
98,29146,6710
99,255613,6701
100,521,6625
101,7108,6618
102,197831,6596
103,40398,6520
104,5130,6275
105,124742,6005
106,5339,5935
107,6472,5927
108,8098,5862
109,1410,5699
110,5895,5633
111,2593,5588
112,57409,5551
113,2163,5511
114,12333,5440
115,1465,5415
116,215,5394
117,3076,5244
118,432,5203
119,123417,5112
120,19432,5015
121,4031,5002
122,73664,4954
123,2322,4831
124,624,4777
125,2405,4651
126,98778,4643
127,3072,4619
127,11464,4619
129,1353,4610
130,29316,4568
131,6974,4418
132,681,4292
133,1797,4289
134,1301,4271
135,2655,4267
136,3565,4238
137,25669,4107
138,21488,4078
139,3818,4053
140,26067,4043
141,17226,4001
142,1219,3980
143,258,3948
144,1931,3881
145,2651,3841
146,140,3827
147,40692,3791
148,943,3779
149,4386,3757
150,146021,3743
151,12493,3726
152,8909,3690
153,22392,3527
154,2728,3497
155,764,3496
156,4040,3473
157,157507,3471
158,11,3356
159,4148,3348
160,3967,3345
161,1295,3275
162,209010,3257
163,30,3246
164,1502,3238
165,113924,3202
166,8790,3198
167,55690,3189
168,10213,3187
169,2821,3102
170,19967,3072
171,96848,3053
172,103885,3050
173,170586,3042
174,1634,2997
175,1500,2969
176,5,2901
177,6278,2879
177,6887,2879
179,159655,2817
180,315,2814
181,1899,2806
182,22847,2802
183,33112,2792
184,19841,2673
185,15,2648
186,1568,2633
187,143884,2628
188,9220,2617
189,63268,2612
190,2944,2592
191,18803,2549
192,5255,2534
193,110327,2502
194,28143,2462
195,3495,2461
196,26920,2426
197,9206,2416
198,1198,2380
199,22303,2367
200,929,2341
201,11022,2320
202,6249,2301
203,25213,2299
204,36799,2293
205,10653,2247
206,120677,2210
207,1038,2209
208,70323,2199
209,18,2189
210,205637,2166
211,33690,2146
212,20806,2134
213,242,2127
214,150376,2093
215,14186,2089
216,71,2083
217,29234,2064
217,102652,2064
219,147020,2054
220,13714,2032
220,33701,2032
222,26947,2031
223,5242,1998
224,7314,1966
225,129622,1964
226,197405,1955
227,127398,1952
228,938,1932
229,4934,1927
230,4378,1922
231,83330,1895
232,32441,1868
233,153938,1856
234,949,1814
235,2795,1799
236,121,1788
237,6275,1766
238,12856,1759
239,11168,1755
240,1035,1734
241,823,1731
242,361,1671
243,158899,1668
244,6862,1662
245,2294,1652
246,1515,1635
247,181304,1617
248,3768,1603
249,1117,1602
250,22827,1596
251,34635,1589
252,65244,1568
253,2516,1567
254,466,1565
255,5588,1563
255,29741,1563
257,1589,1558
258,40270,1556
259,327,1552
260,700,1548
261,107529,1542
262,3655,1522
263,62871,1519
264,936,1516
265,1604,1489
266,173,1487
267,10453,1483
268,715,1482
269,422,1481
269,174182,1481
271,41,1475
272,1730,1462
272,2471,1462
274,156776,1459
275,54672,1458
276,3656,1449
277,5217,1434
278,10630,1425
279,3825,1423
280,1501,1420
281,4815,1418
282,21790,1416
283,10640,1407
284,72125,1401
285,115746,1397
286,655,1389
287,1275,1380
288,2125,1376
289,120,1373
290,2511,1364
291,6283,1338
292,16986,1337
292,77423,1337
294,11229,1336
295,28805,1334
296,16991,1332
297,42,1331
298,31821,1328
299,16992,1303
300,1475,1299
301,568,1298
302,147151,1296
303,18602,1293
304,11971,1283
305,8392,1271
306,227,1263
307,1915,1259
308,19679,1258
309,2759,1240
310,17,1237
310,39271,1237
312,1829,1235
313,12692,1232
314,2557,1201
315,278,1195
316,100423,1183
317,77130,1180
318,14423,1177
319,3464,1173
320,93,1164
321,472,1153
322,1563,1151
322,12747,1151
322,37589,1151
325,3699,1149
325,34585,1149
327,1860,1146
327,24396,1146
329,1339,1141
329,9354,1141
331,7450,1139
332,4862,1136
333,25613,1130
334,2346,1127
335,22895,1110
336,15162,1104
337,13715,1100
338,1234,1099
339,54,1092
339,2285,1092
341,50,1081
342,156714,1079
343,2816,1074
344,103886,1063
345,3633,1060
346,257,1052
347,47185,1051
348,1768,1047
349,550,1041
350,21241,1035
351,2635,1028
352,527,1021
353,110,1018
354,1099,1016
355,2607,1013
356,175,1002
357,32674,1001
358,221,1000
359,20281,998
360,1923,997
360,37111,997
362,789,985
363,10,983
363,9138,983
365,17223,976
366,3837,969
367,8863,968
368,7694,964
369,4888,960
370,35677,952
371,88,948
372,4052,938
373,4102,932
374,2891,927
375,5717,926
376,24181,924
377,855,919
378,8304,907
379,7338,896
380,18723,894
380,29368,894
382,33604,884
383,3988,873
384,2653,871
385,27588,870
386,14247,856
387,53953,855
388,5195,854
388,9296,854
390,6830,853
391,147859,851
392,7,850
392,713,850
394,987,843
395,214,842
396,25337,841
397,31481,831
398,865,828
399,66188,826
400,7854,825
400,48871,825
402,5454,824
403,2129,823
404,1149,818
405,15818,808
406,139030,806
406,148949,806
408,382,804
408,11670,804
410,13308,803
411,51,802
412,339,800
412,38545,800
414,224,799
415,17526,798
416,1513,797
417,9079,796
418,91312,788
419,6535,777
420,815,776
421,97,774
422,2750,772
422,4779,772
424,116,769
425,128,768
426,2290,767
427,1421,766
428,9385,763
429,9674,760
429,25433,760
431,427,758
432,18683,756
433,2238,751
434,11182,748
435,798,737
436,10383,728
437,6471,718
438,199,717
438,618,717
440,335,716
440,31999,716
442,66,715
443,118,713
443,286,713
445,22469,711
446,3099,701
446,8217,701
448,84876,699
449,24480,698
450,20551,695
451,2596,694
452,731,691
453,170216,688
454,16035,687
455,748,686
456,5251,685
457,15617,684
458,100901,682
459,9010,680
460,3,679
460,2866,679
462,13657,678
462,38453,678
464,2060,677
465,139771,675
466,460,671
467,18699,669
468,21861,668
469,2266,663
470,20100,662
471,13642,650
472,14038,648
473,166031,636
474,3851,634
474,14808,634
474,21523,634
474,28838,634
478,5168,631
479,63875,626
480,4636,625
481,421,624
482,1302,623
483,177,618
484,104006,615
485,5034,612
486,1499,611
487,3487,610
488,196,609
489,1950,606
490,99,605
490,240,605
490,194655,605
493,1608,604
494,475,602
495,19,598
496,12,596
