rank,bgg_id,page_views
1,171,559028
2,1406,234476
3,2223,185302
4,29351,183528
5,10816,174692
6,2397,173657
7,1294,133794
8,2093,126737
9,2162,116247
10,2181,107001
11,463,99557
12,320,74475
13,50381,73426
14,2425,72234
15,181,71133
16,2243,69965
17,13,69382
18,2952,66343
19,25821,62189
20,27443,59140
21,2719,53247
22,5072,45180
23,2136,44006
24,811,43424
25,822,41894
26,3886,40281
27,2392,37460
28,6819,34379
29,5432,34313
30,2398,32381
31,1258,29581
32,2785,29240
33,2921,29045
34,2386,28830
35,1111,28410
36,39856,27946
37,18011,26118
38,30549,26067
39,1917,24389
40,483,24042
41,2281,23859
42,5894,23690
43,4192,23517
44,2407,23059
45,2399,22580
46,36218,21249
47,13713,20200
48,9209,18961
49,3955,18434
50,11634,18382
51,41114,18227
52,4112,17832
53,1293,17780
54,28,17611
55,11733,17400
56,34848,16297
57,98,15767
58,9364,15096
59,29146,14971
60,2381,14125
61,2375,13930
62,55763,12784
63,891,12528
64,1269,12481
65,4001,12005
66,178900,11770
67,26952,11612
68,68448,11548
69,17530,11446
70,526,11391
71,12745,11264
72,74,10860
73,28302,10852
74,188834,10551
75,45,10293
76,4143,10131
77,34,10087
78,38950,9970
79,2932,9558
80,3720,9451
81,714,9297
82,699,9234
83,2086,9210
84,10547,9181
85,712,9136
86,1887,8848
87,3737,8838
88,2679,8517
89,31260,7939
90,590,7936
91,7688,7818
92,7108,7817
93,11930,7680
94,2453,7603
95,26920,7580
96,163,7547
97,478,7329
98,521,7159
99,57409,7084
100,6472,7068
101,124742,7057
102,1410,6892
103,8098,6888
104,255613,6862
105,1602,6856
106,56796,6720
107,1465,6447
108,2163,6371
109,2593,6221
110,3072,6137
111,172225,5939
112,2322,5929
113,5895,5921
114,3076,5866
115,215,5798
116,40398,5763
117,19432,5757
118,5339,5723
119,12333,5691
120,2405,5589
121,29316,5572
122,432,5455
123,2728,5371
124,25669,5347
125,5130,5336
126,123417,5219
127,1353,5145
128,681,5048
129,3565,4753
130,1797,4639
130,1931,4639
132,98778,4592
133,1219,4529
