rank,bgg_id,page_views
1,171,419856
2,2223,276477
3,10816,174626
4,1406,168645
5,2397,159540
6,29351,129676
7,463,115946
8,2093,104112
9,2162,99727
10,2181,99003
11,2243,87639
12,181,79047
13,50381,74092
14,1294,72964
15,320,69369
16,25821,67953
17,13,62201
18,2425,49348
19,811,49030
20,27443,48095
21,5072,45322
22,822,43347
23,2136,40547
24,1258,39512
25,5432,38504
26,2719,38296
27,6819,32885
28,2392,30841
29,2398,30347
30,3886,29485
31,2952,29434
32,5894,27778
33,39856,27556
34,41114,27531
35,2386,27397
36,1269,26572
37,1111,25873
38,11733,25544
39,2921,25412
40,2785,24507
41,11634,23926
42,36218,23317
43,1917,22818
44,4192,22480
45,2399,21717
46,29146,21677
47,2407,21274
48,30549,20239
49,2281,19859
50,3955,19701
51,483,19592
52,18011,19306
53,28,19250
54,9209,18721
55,13713,17636
56,2086,15963
57,6472,15793
58,1293,15601
59,9364,14641
60,68448,14608
61,891,14055
62,34848,13820
63,98,13431
64,4112,13261
65,2381,13033
66,17530,12704
67,26952,12299
68,2375,12298
69,26920,12085
70,74,11744
71,55763,10714
72,4001,10373
73,45,10292
74,28302,9948
75,34,9622
76,3720,9435
77,699,9427
78,590,9239
79,38950,9226
80,1887,9086
81,526,8902
82,31260,8687
83,714,8540
84,8098,8518
85,2932,8479
86,10547,8116
87,712,8070
88,521,7770
89,3737,7760
90,4143,7757
91,172225,7641
92,5242,7560
93,1465,7468
94,478,7463
95,12333,7444
96,178900,7442
97,2453,7182
98,124742,7162
99,255613,7102
100,1410,6915
101,163,6909
102,7108,6748
103,215,6607
104,1353,6509
105,2593,6485
106,40398,6464
107,11930,6344
108,2679,6187
109,6974,6139
110,2405,6063
111,56796,6005
112,12745,5973
113,2163,5961
114,170586,5934
115,1602,5659
116,57409,5531
117,943,5470
118,3076,5458
119,1797,5395
120,2728,5234
121,258,5199
122,2655,5186
123,123417,4984
124,1931,4880
125,25669,4839
126,3565,4779
127,1301,4734
128,98778,4694
129,7688,4690
130,432,4585
131,140,4488
132,5895,4439
133,4031,4278
134,73664,4276
135,22392,4168
136,17226,4137
137,1219,4049
138,11,4041
138,40692,4041
140,3967,4039
141,12493,3912
142,2651,3835
143,3818,3822
144,5130,3791
145,1899,3748
146,624,3732
147,4040,3694
148,681,3692
149,1502,3684
150,19432,3568
151,6887,3507
152,5339,3473
153,2322,3472
154,159655,3465
155,3072,3383
156,1634,3333
157,3495,3322
158,242,3269
159,5,3238
160,96848,3197
161,21488,3186
162,929,3141
163,33112,3120
164,11464,3099
165,157507,3092
166,8909,3065
167,1295,2956
168,15,2951
169,146021,2947
170,6278,2939
171,26067,2917
172,4386,2895
173,29316,2882
174,32674,2805
175,22303,2738
176,10213,2680
177,8790,2677
178,26947,2643
179,188834,2587
180,70323,2581
181,71,2546
182,9220,2524
183,18803,2509
184,10653,2499
185,103885,2496
186,2821,2466
187,36799,2448
188,1568,2424
189,63268,2405
190,153938,2392
191,2944,2390
192,6249,2382
193,764,2374
194,1038,2354
195,18,2338
196,110327,2300
197,11022,2297
198,25213,2289
199,315,2281
200,1198,2277
201,30,2256
202,37589,2238
203,1500,2229
204,33701,2177
205,120677,2169
206,107529,2160
207,1117,2151
208,29234,2144
209,31821,2108
210,32441,2080
211,10640,2073
212,11168,2051
213,4148,2030
214,1589,2029
215,7314,2022
216,174182,2001
217,113924,1987
218,150376,1986
219,2795,1969
220,14186,1968
221,938,1945
222,2516,1934
223,2759,1922
224,22847,1904
225,3699,1867
226,1515,1859
227,5255,1853
228,4378,1829
229,173,1824
230,823,1813
231,54672,1800
232,28143,1797
233,1339,1795
234,127398,1792
235,1275,1782
236,42,1781
237,19841,1771
238,8392,1757
239,102652,1753
240,1035,1747
241,21790,1719
242,3768,1715
243,327,1708
244,12856,1662
245,62871,1652
246,6275,1651
247,2294,1642
248,34635,1628
249,11971,1609
250,568,1606
251,17223,1571
252,949,1556
253,77423,1555
254,1829,1552
255,9206,1540
256,147151,1535
257,2511,1530
258,715,1524
259,5588,1522
260,1604,1517
261,72125,1505
262,361,1495
263,83330,1482
264,147020,1480
265,19679,1473
266,1501,1463
267,10453,1449
268,1099,1448
269,700,1445
270,936,1428
271,65244,1416
272,1730,1415
273,15162,1413
274,2557,1407
275,12692,1404
276,15818,1402
277,6862,1396
278,121,1379
279,5217,1377
280,20806,1375
281,13714,1374
282,40270,1361
283,278,1355
284,120,1339
285,28805,1336
286,4862,1329
287,257,1326
288,3837,1323
288,11229,1323
290,3633,1319
291,19967,1286
292,1915,1283
292,33690,1283
294,16035,1276
295,3656,1275
296,14423,1274
297,77130,1262
298,240,1237
299,93,1234
299,29741,1234
301,22895,1233
302,7,1232
303,1234,1224
304,25613,1221
305,472,1187
306,2653,1174
307,1475,1160
308,34585,1154
309,4934,1151
310,2285,1145
311,139771,1142
312,339,1140
313,8304,1138
314,116,1133
315,2471,1131
316,16986,1130
317,41,1126
317,12747,1126
319,2635,1113
320,2125,1110
321,1563,1109
321,115746,1109
323,10630,1106
324,47185,1104
325,21241,1099
326,5717,1098
327,156714,1090
328,39271,1089
329,16991,1086
330,50,1081
331,1860,1080
332,100423,1075
333,10,1073
334,148949,1038
335,3464,1034
336,54,1032
337,31481,1031
338,18602,1012
339,550,1003
340,9674,992
341,655,984
341,1923,984
341,24396,984
344,25988,974
345,16992,973
346,37111,969
347,9354,963
348,9296,962
349,8863,940
350,110,939
350,18723,939
352,3988,932
353,7479,931
354,36550,928
355,789,923
355,53953,923
