rank,bgg_id,page_views
1,171,523282
2,2223,377387
3,1406,344967
4,10816,221708
5,2397,189047
6,2093,149984
7,50381,147933
8,13,139932
9,2181,114709
10,811,112223
11,25821,111166
12,2243,111074
13,463,109314
14,1294,107739
15,320,102121
16,181,98916
17,2136,92906
18,2162,92795
19,29351,89123
20,2425,88944
21,39856,80896
22,2952,78298
23,3886,71082
24,822,63798
25,5072,57541
26,1258,56649
27,1111,54379
28,27443,54278
29,9209,50675
30,178900,48947
31,2392,48051
32,2386,46040
33,6819,43299
34,2719,39280
35,2921,38883
36,188834,38025
37,2398,37811
38,4192,36709
39,1269,35975
40,30549,32674
41,2281,31513
42,18011,31243
43,1917,30857
44,36218,30665
45,2407,30506
46,13713,30025
47,2785,29959
48,5432,29700
49,11733,29496
50,3955,29387
51,11634,26770
52,5894,24534
53,521,22555
54,6887,22168
55,41114,21894
56,230802,21723
57,2381,21645
58,2086,21575
59,172225,21566
60,2375,21313
61,68448,20704
62,483,19927
63,28,19857
64,9364,19780
65,73664,19666
66,98,19014
67,2399,17918
68,2453,17352
69,432,17321
70,1602,17282
71,45,17168
72,174430,16411
73,55763,16376
74,28302,15923
75,1465,15753
76,38950,15113
77,4001,15057
78,74,14762
79,1293,14677
80,4143,14318
81,12745,13672
82,254640,13648
83,4112,13609
84,891,13513
85,3720,13468
86,1931,13366
87,163,13157
88,526,13154
89,3737,13120
90,2593,13061
91,714,13053
92,34848,12567
93,34,12457
94,17530,12413
95,266192,12389
96,8098,12266
97,478,12219
98,2932,12188
99,10547,12110
100,590,12017
101,289363,11960
102,8790,11813
103,26952,11705
104,167791,11667
105,25669,11468
106,1219,11456
107,943,11351
108,5130,11306
109,29146,11228
110,98778,11012
111,29316,10882
112,63268,10721
113,57409,10647
114,1198,10484
115,2679,10391
116,4040,10390
117,699,10340
118,1353,10098
119,205637,9919
120,4815,9785
121,7688,9665
122,5895,9648
123,5339,9568
124,624,9294
125,129622,9090
126,140,9074
127,3818,9050
128,197405,9000
129,31260,8810
130,169786,8779
131,1502,8480
132,40398,8387
133,215,8320
134,255613,8264
135,2322,8038
136,181304,7934
137,1410,7607
138,33701,7556
139,2944,7504
140,2655,7408
141,681,7338
142,712,7326
143,1797,7129
144,11,7119
145,12493,7060
146,170586,6979
147,11930,6929
148,1899,6921
149,7314,6889
150,127398,6874
151,3076,6801
152,22303,6698
153,7108,6622
154,123417,6564
155,204583,6537
156,146021,6471
157,12333,6463
158,18803,6441
159,148228,6351
160,1887,6224
161,6472,6158
162,2163,6130
163,14186,6002
164,83330,5951
165,6974,5947
166,258,5866
167,2405,5732
168,25213,5564
169,4031,5544
170,55690,5522
171,929,5363
172,143884,5340
173,124742,5272
174,15,5120
175,2651,5088
176,56796,5055
177,159655,4910
178,158899,4838
179,244521,4732
180,9220,4725
181,147151,4717
182,11464,4672
183,157507,4642
184,2728,4624
185,40692,4574
186,17226,4535
187,153938,4487
188,655,4484
189,121,4462
190,113924,4440
191,54672,4427
192,19432,4411
193,26947,4304
194,2511,4295
195,46213,4278
196,3072,4216
197,10213,4147
198,21488,4128
199,938,4095
200,315,4070
201,327,4067
202,26067,4052
203,5,4044
204,22392,4034
205,31821,4030
206,65244,4022
207,16986,3944
208,12747,3919
209,6249,3863
210,244992,3832
211,15818,3814
212,1295,3809
213,32441,3693
214,33112,3680
215,1301,3537
215,2633,3537
217,3565,3527
218,96848,3465
219,2821,3454
220,1117,3452
221,1500,3413
222,70323,3410
223,29741,3396
224,19841,3386
225,20806,3357
226,3768,3297
227,219215,3293
228,165722,3289
229,71,3237
230,8909,3226
231,19967,3218
232,18254,3209
233,77423,3195
234,1038,3188
234,11104,3188
236,4386,3182
237,1275,3151
238,2129,3129
239,103885,3089
240,3495,3058
241,107529,3040
242,3967,3007
243,110327,2972
244,1634,2951
245,120677,2943
246,11022,2940
247,3570,2934
248,18,2923
249,1515,2894
250,26920,2868
251,146508,2857
252,13714,2845
253,22847,2826
254,20100,2810
255,4862,2805
256,764,2786
257,5217,2767
258,4148,2736
259,715,2704
260,278,2684
261,1730,2683
262,1568,2629
263,242,2625
264,266083,2601
265,823,2590
265,4934,2590
267,173,2551
268,255664,2549
269,36799,2539
270,205359,2536
271,4378,2485
272,10453,2481
273,12856,2466
274,3837,2436
275,9354,2395
275,16991,2395
277,21790,2391
278,120,2379
279,361,2378
280,1604,2373
281,10,2347
282,147020,2340
283,5588,2332
284,20281,2313
285,2294,2307
286,11229,2304
287,41,2303
288,18723,2279
289,8392,2255
290,949,2228
290,115746,2228
292,568,2224
293,2653,2168
294,54,2155
295,34585,2136
296,2795,2125
297,339,2124
298,148949,2111
299,131260,2110
300,15162,2107
301,29234,2102
302,28143,2055
303,472,2050
303,150376,2050
305,11971,2047
306,173090,2046
307,6278,2043
