rank,bgg_id,page_views
1,171,486739
2,2223,306542
3,1406,227355
4,10816,183325
5,2397,164144
6,2093,147490
7,463,119359
8,2181,105124
9,2162,97169
10,29351,90848
11,25821,89949
12,811,86553
13,28,83761
14,2425,83221
15,13,79986
16,2243,79381
17,320,78862
18,1294,70823
19,181,64607
20,2136,63179
21,50381,57125
22,3886,55911
23,5072,49981
24,30549,48698
25,822,46227
26,27443,45421
27,39856,38688
28,2392,35032
29,4192,33350
30,6819,33176
31,2952,31667
32,1258,30613
33,2719,30566
34,2398,29340
35,2386,27809
36,18011,27713
37,2921,26806
38,2399,25191
39,5432,24849
40,188834,23724
41,2785,23642
42,2407,23349
43,1917,23304
44,1269,21778
45,13713,21645
46,178900,21036
47,9209,20696
48,1111,20670
49,36218,19488
50,6887,18528
51,2086,18442
52,11733,18325
53,2281,17612
54,3955,17427
55,483,17200
56,1602,17003
57,2932,16704
58,5894,16177
59,4001,15306
60,73664,14957
61,9364,14201
62,28302,13687
63,41114,13638
64,521,13448
65,34848,13062
66,17530,13005
67,98,12597
68,29146,12476
69,205637,12454
70,172225,12249
71,11634,12230
72,57409,12152
73,4112,11762
74,174430,11383
75,68448,11341
76,45,11093
77,4143,11061
78,1293,11048
79,26952,10985
80,34,10654
81,2381,10589
82,38950,10387
83,2375,10300
84,714,9824
85,7688,9743
86,255613,9550
87,55763,9342
88,146021,9254
89,432,9202
90,526,8950
91,2453,8848
92,1465,8648
93,590,8620
94,699,8522
95,12745,8120
96,478,8094
97,10547,7898
98,3720,7814
99,3737,7715
100,2593,7707
101,8098,7584
102,1198,7467
103,29316,7404
104,215,7329
105,167791,7257
106,5130,7247
107,266192,7219
108,25669,7069
109,712,6942
110,230802,6846
111,129622,6728
112,74,6657
113,63268,6567
114,4815,6416
114,169786,6416
116,1887,6385
116,7108,6385
118,21488,6302
119,26920,6293
120,11930,6253
121,98778,6214
122,40398,6092
123,943,6030
124,31260,5983
125,2163,5967
126,4040,5949
127,12493,5921
128,2679,5780
129,5339,5726
130,891,5623
131,2728,5578
132,1931,5536
133,157507,5495
134,197405,5440
135,12333,5403
136,3818,5386
137,4031,5354
138,1219,5208
139,2322,5090
140,163,5087
141,3072,5053
142,2944,5052
143,624,5037
144,2405,5008
145,1353,4955
146,170586,4880
147,33701,4829
148,681,4821
149,1410,4789
150,2655,4737
151,11,4690
152,123417,4682
153,1502,4644
154,140,4527
155,3076,4425
156,254640,4412
157,6472,4382
158,6974,4346
159,14186,4255
160,11464,4245
161,83330,4240
162,5895,4230
163,124742,4187
164,10213,4145
165,56796,4062
166,159655,4037
167,29741,3890
168,258,3885
169,148228,3879
170,1797,3859
171,22392,3832
172,26067,3818
173,4148,3801
174,55690,3799
175,20806,3774
176,181304,3767
177,19432,3739
178,3967,3590
179,17226,3585
180,8790,3576
181,2651,3567
182,127398,3547
183,121,3464
184,26947,3391
185,1500,3383
186,8909,3372
187,143884,3319
188,113924,3252
189,22303,3228
190,3565,3213
191,1301,3203
192,15,3169
193,5,3152
194,77423,3140
195,33112,3123
196,40692,3102
197,929,2983
198,54672,2963
199,9220,2958
200,1634,2876
201,4386,2868
201,36799,2868
203,7314,2853
204,1899,2815
205,315,2806
205,1295,2806
207,30,2674
208,204583,2634
209,7263,2582
210,655,2581
211,19841,2576
212,289363,2539
213,242,2509
213,3495,2509
215,1568,2502
216,11022,2486
217,96848,2474
218,110327,2466
219,2511,2438
220,25213,2431
221,5217,2359
222,1038,2351
223,15162,2347
224,18803,2317
225,18,2309
226,174182,2273
227,71,2267
228,15818,2226
229,13714,2211
230,938,2140
231,70323,2127
232,158899,2098
233,6278,2096
234,1117,2074
234,6249,2074
236,244521,2061
237,147020,2059
238,103885,2041
239,4378,2026
240,65244,2022
241,11168,2006
242,1730,2004
243,146508,2003
244,12856,1980
245,153938,1976
246,1515,1966
247,9206,1917
248,147151,1895
249,255664,1874
250,3768,1864
251,120677,1844
252,115746,1841
253,1275,1833
254,32441,1814
255,19967,1802
256,10653,1800
257,1035,1793
258,29234,1785
259,949,1780
260,823,1771
261,2821,1764
262,764,1763
263,3837,1757
264,205359,1707
265,244992,1679
266,173,1674
267,361,1673
268,28143,1665
269,33690,1661
270,31821,1631
271,1589,1614
272,12747,1611
273,2795,1606
274,107529,1590
275,46213,1573
276,700,1571
277,6862,1568
278,10640,1564
279,5255,1541
280,715,1537
281,278,1515
282,22847,1514
283,4934,1497
284,41,1492
285,327,1483
286,1604,1477
287,472,1473
288,3464,1471
289,209010,1467
290,16991,1455
291,2633,1454
292,6275,1440
293,2294,1418
294,16986,1416
295,25613,1404
296,568,1401
296,226610,1401
298,150376,1400
299,5588,1393
300,2653,1392
301,10630,1389
302,8392,1388
303,21790,1381
304,28805,1368
305,1339,1366
306,93,1358
307,11229,1356
308,10453,1339
308,18602,1339
310,4862,1332
311,166384,1328
312,1501,1313
312,11971,1313
314,77130,1301
315,339,1282
316,1829,1275
317,120,1271
318,50,1256
319,34585,1249
320,1915,1242
321,34635,1241
322,54,1235
323,24396,1226
324,16992,1223
325,72125,1208
326,42,1206
326,2125,1206
328,9296,1205
329,10,1192
330,147859,1188
331,9079,1186
332,170216,1177
333,2635,1176
334,4052,1172
334,148949,1172
336,2285,1160
337,131260,1154
338,4779,1148
339,2471,1147
340,102652,1146
341,13715,1143
342,3656,1142
343,156776,1137
344,22895,1122
345,1099,1113
346,227,1106
347,427,1098
348,1860,1080
349,37589,1075
350,6283,1070
351,39271,1069
352,40270,1060
353,62871,1055
354,194655,1053
355,1897,1052
356,165722,1040
357,6380,1032
358,103886,1023
359,550,1020
360,2557,1015
360,28720,1015
362,5242,1008
363,3825,1007
363,100423,1007
365,51,1004
366,1563,1003
366,12692,1003
368,110,998
369,936,993
369,37111,993
371,2516,992
372,116,983
373,20281,975
374,173090,962
375,5195,951
376,8304,949
377,22827,945
378,66056,943
379,789,929
380,3699,928
381,18723,922
382,5717,918
383,3633,914
384,1475,913
385,5454,912
386,7,911
387,382,907
388,1950,896
389,4102,895
390,3570,890
391,14808,889
392,19679,888
393,1768,885
394,31481,884
395,7450,883
396,6366,882
