bgg_id,name,year,complexity,min_age,min_time,max_time,cooperative,sdj,ksdj,predict,predict_proba
43570,Friday,2011.0,2.139,13.0,25.0,25.0,0,False,True,True,0.9704889808630469
245655,The King's Dilemma,2019.0,2.2537,14.0,45.0,60.0,0,False,True,True,0.9552625612471234
201808,Clank!: A Deck-Building Adventure,2016.0,2.2109,12.0,30.0,60.0,0,False,True,True,0.9504799860899734
245934,Carpe Diem,2018.0,2.5135,10.0,45.0,75.0,0,False,True,True,0.9351454200787853
129948,The Palaces of Carrara,2012.0,2.6164,10.0,60.0,60.0,0,False,True,True,0.93179023720549
118048,Targi,2012.0,2.3511,12.0,60.0,60.0,0,False,True,True,0.9258212977573749
125618,Libertalia,2012.0,2.2388,14.0,40.0,60.0,0,True,False,True,0.9119891246946542
217861,Paper Tales,2017.0,2.1194,12.0,30.0,30.0,0,False,True,True,0.8581064206759547
263918,Cartographers,2019.0,1.9051,10.0,30.0,45.0,0,False,True,True,0.8475817696001255
171131,Captain Sonar,2016.0,2.1459,14.0,45.0,60.0,0,False,True,True,0.8321322903224058
173346,7 Wonders Duel,2015.0,2.2256,10.0,30.0,30.0,0,False,True,True,0.8304486343724929
68448,7 Wonders,2010.0,2.3291,10.0,30.0,30.0,0,False,True,True,0.7797128252376404
130877,Blood Bound,2013.0,1.6719,14.0,30.0,30.0,0,False,True,True,0.7684523484744534
176494,Isle of Skye: From Chieftain to King,2015.0,2.2453,8.0,30.0,50.0,0,False,True,True,0.7476179361315679
73761,K2,2010.0,2.2619,8.0,30.0,60.0,0,False,True,True,0.7442762256696408
171668,The Grizzled,2015.0,1.941,14.0,30.0,30.0,1,False,True,True,0.7096230478243015
244521,The Quacks of Quedlinburg,2018.0,1.9418,10.0,45.0,45.0,0,False,True,True,0.6518469948610913
132372,Guildhall,2012.0,2.0685,10.0,30.0,45.0,0,False,True,True,0.5776588732034872
232520,Pioneers,2017.0,2.3125,8.0,60.0,60.0,0,False,True,True,0.5735855325654784
103132,Rapa Nui,2011.0,2.0727,10.0,40.0,40.0,0,True,False,True,0.5563088161447348
72991,Asara,2010.0,2.3542,9.0,45.0,45.0,0,True,False,True,0.5293738065263228
244522,That's Pretty Clever!,2018.0,1.8933,8.0,30.0,30.0,0,False,True,True,0.5190511954010699
284083,The Crew: The Quest for Planet Nine,2019.0,1.9938,10.0,20.0,20.0,1,False,True,False,0.4172107846415583
143157,SOS Titanic,2013.0,1.6351,8.0,30.0,30.0,1,True,False,False,0.4034353170736305
223953,Kitchen Rush,2017.0,2.2364,12.0,30.0,45.0,1,True,False,False,0.37068792875250084
295486,My City,2020.0,2.125,10.0,30.0,30.0,0,True,False,False,0.36434319775809954
118610,Santa Cruz,2012.0,2.1744,8.0,45.0,45.0,0,True,False,False,0.3212154787764201
107529,Kingdom Builder,2011.0,2.0658,8.0,45.0,45.0,0,True,False,False,0.2480714405019023
90942,Mixtour,2011.0,2.0,8.0,45.0,45.0,0,True,False,False,0.21315520715933195
241266,Little Town,2017.0,2.04,10.0,30.0,60.0,0,True,False,False,0.14676460070902445
143884,Machi Koro,2012.0,1.5308,10.0,30.0,30.0,0,True,False,False,0.1410358798600739
118418,Divinare,2012.0,1.7736,13.0,30.0,30.0,0,True,False,False,0.12648845488759755
195372,Krazy Wordz: Erwachsenen Edition,2016.0,1.0833,16.0,45.0,45.0,0,True,False,False,0.12466387320478858
147151,Concept,2013.0,1.4014,10.0,40.0,40.0,0,True,False,False,0.11458744255390631
90009,Eselsbrücke,2011.0,1.6842,8.0,30.0,45.0,0,True,False,False,0.10639282047036311
65244,Forbidden Island,2010.0,1.7409,10.0,30.0,30.0,1,True,False,False,0.10586950692951491
137155,Potato Man,2013.0,1.4426,10.0,40.0,40.0,0,True,False,False,0.10286761256625097
203411,Word Slam,2016.0,1.1111,12.0,45.0,45.0,0,True,False,False,0.0969301081417964
250779,Sherlock: Death on the 4th of July,2018.0,1.5833,10.0,40.0,60.0,1,True,False,False,0.08312104405714923
148228,Splendor,2014.0,1.7991,10.0,30.0,30.0,0,True,False,False,0.0824368566193777
247436,Sherlock: The Tomb of the Archaeologist,2018.0,1.5333,10.0,40.0,60.0,1,True,False,False,0.07219143758385128
284435,Nova Luna,2019.0,1.9032,8.0,30.0,60.0,0,True,False,False,0.06747519753530101
221965,The Fox in the Forest,2017.0,1.5987,10.0,30.0,30.0,0,True,False,False,0.06335360576842365
117959,Las Vegas,2012.0,1.1884,8.0,30.0,30.0,0,True,False,False,0.061174063978956986
113294,Escape: The Curse of the Temple,2012.0,1.4807,8.0,10.0,10.0,1,True,False,False,0.05897733398559624
158899,Colt Express,2014.0,1.8174,10.0,30.0,40.0,0,True,False,False,0.0586115103154548
209778,Magic Maze,2017.0,1.7481,8.0,15.0,15.0,1,True,False,False,0.05847032458824342
250780,Sherlock: Last Call,2018.0,1.4444,10.0,40.0,60.0,1,True,False,False,0.05597595844188303
217372,The Quest for El Dorado,2017.0,1.9303,10.0,30.0,60.0,0,True,False,False,0.05279506216525046
199611,Shiftago,2016.0,2.0,8.0,1.0,45.0,0,True,False,False,0.052577506451090335
247313,Woodlands,2018.0,1.875,10.0,20.0,40.0,0,True,False,False,0.050493334843898945
269199,Dizzle,2019.0,1.3125,8.0,30.0,30.0,0,True,False,False,0.038238224741601906
108831,Kulami,2011.0,1.6667,10.0,30.0,30.0,0,True,False,False,0.037620121561254743
153938,Camel Up,2014.0,1.4782,8.0,20.0,30.0,0,True,False,False,0.036136025392894885
178900,Codenames,2015.0,1.2877,14.0,15.0,15.0,0,True,False,False,0.035327511808827226
255674,Imhotep: The Duel,2018.0,1.8846,10.0,30.0,30.0,0,True,False,False,0.0332499729339837
139326,UGO!,2013.0,1.6279,10.0,40.0,40.0,0,True,False,False,0.033244553582713686
146816,Sanssouci,2013.0,2.082,8.0,30.0,45.0,0,True,False,False,0.02863807545935175
163930,Abracada...What?,2014.0,1.6667,7.0,30.0,30.0,0,True,False,False,0.025735844904889126
230080,Majesty: For the Realm,2017.0,1.7231,7.0,20.0,40.0,0,True,False,False,0.025452262806564336
163412,Patchwork,2014.0,1.6382,8.0,15.0,30.0,0,True,False,False,0.02531262928563783
194655,Santorini,2016.0,1.7297,8.0,20.0,20.0,0,True,False,False,0.025090124023665127
133620,Yay!,2012.0,1.0909,8.0,15.0,45.0,0,True,False,False,0.024811500185342818
173090,The Game,2015.0,1.2568,8.0,20.0,20.0,1,True,False,False,0.024601483245163643
131260,Qwixx,2012.0,1.1197,8.0,15.0,15.0,0,True,False,False,0.02367053430295382
191862,Imhotep,2016.0,2.0085,10.0,40.0,40.0,0,True,False,False,0.022546775942728043
264055,Draftosaurus,2019.0,1.2202,8.0,15.0,15.0,0,True,False,False,0.020927402241712162
230802,Azul,2017.0,1.7669,8.0,30.0,45.0,0,True,False,False,0.020473492109080515
98778,Hanabi,2010.0,1.7013,8.0,25.0,25.0,1,True,False,False,0.020416249085978045
171499,Cacao,2015.0,1.819,8.0,45.0,45.0,0,True,False,False,0.019986210541943817
244228,Reef,2018.0,1.839,8.0,30.0,45.0,0,True,False,False,0.016103355931900463
207830,5-Minute Dungeon,2017.0,1.1145,8.0,5.0,30.0,1,True,False,False,0.01464308369411542
166384,Spyfall,2014.0,1.243,13.0,15.0,15.0,0,True,False,False,0.013587481155538551
136991,Loony Quest,2015.0,1.1923,8.0,20.0,30.0,0,True,False,False,0.012980300223807669
245643,Luxor,2018.0,1.963,8.0,45.0,45.0,0,True,False,False,0.01141228210505884
147949,One Night Ultimate Werewolf,2014.0,1.3885,8.0,10.0,10.0,0,True,False,False,0.011103494025328132
203427,Fabled Fruit,2016.0,1.5849,8.0,20.0,30.0,0,True,False,False,0.010105525914274221
183006,Qwinto,2015.0,1.371,8.0,15.0,15.0,0,True,False,False,0.009109161466270471
118697,Hand aufs Herz,2012.0,1.0,10.0,30.0,30.0,0,True,False,False,0.008645287049369153
219215,Werewords,2017.0,1.1915,8.0,10.0,10.0,0,True,False,False,0.008183595973230536
137297,Rise of Augustus,2013.0,1.6337,8.0,30.0,30.0,0,True,False,False,0.007631508066152578
183251,Karuba,2015.0,1.4595,8.0,30.0,40.0,0,True,False,False,0.0068681153459658134
259374,Belratti,2018.0,1.0741,9.0,20.0,45.0,1,True,False,False,0.0063889039268994596
223742,Colour Brain,2017.0,1.0,8.0,30.0,30.0,0,True,False,False,0.005833338913371355
191572,Animals on Board,2016.0,1.5172,8.0,15.0,30.0,0,True,False,False,0.005030693532259897
116954,Indigo,2012.0,1.474,8.0,30.0,30.0,0,True,False,False,0.00457171601929566
136280,La Boca,2013.0,1.3596,8.0,40.0,40.0,0,True,False,False,0.004140075925890313
299169,Spicy,2020.0,1.6395,10.0,15.0,20.0,0,True,False,False,0.004050423028878996
284108,Pictures,2019.0,1.0455,8.0,20.0,30.0,0,True,False,False,0.0040002694114920625
98229,Pictomania,2011.0,1.5283,9.0,25.0,25.0,0,True,False,False,0.003699900275729279
129622,Love Letter,2012.0,1.1922,10.0,20.0,20.0,0,True,False,False,0.0032908778994286164
25669,Qwirkle,2006.0,1.6263,6.0,45.0,45.0,0,True,False,False,0.0030565606538507217
165722,KLASK,2014.0,1.0545,8.0,10.0,10.0,0,True,False,False,0.0029417607950709772
118695,Riff Raff,2012.0,1.2105,8.0,30.0,30.0,0,True,False,False,0.002688499584067602
206915,Tempel des Schreckens,2016.0,1.1351,8.0,15.0,15.0,0,True,False,False,0.0026296637957098183
236484,Facecards,2017.0,1.0,10.0,20.0,20.0,0,True,False,False,0.0024734041240968025
129614,Rondo,2012.0,1.3714,8.0,25.0,25.0,0,True,False,False,0.002062506528589924
93555,Miss Lupun…und das Geheimnis der Zahlen,2011.0,1.4286,8.0,30.0,30.0,0,True,False,False,0.0018289623544969647
204583,Kingdomino,2016.0,1.2097,8.0,15.0,15.0,0,True,False,False,0.0014434018939071518
244992,The Mind,2018.0,1.075,8.0,15.0,15.0,1,True,False,False,0.001362453740219424
108157,Kalimambo,2011.0,1.0,8.0,30.0,30.0,0,True,False,False,0.0010106796377598738
186302,Die fiesen 7,2015.0,1.1111,8.0,15.0,25.0,0,True,False,False,0.0008099797464881813
254640,Just One,2018.0,1.0541,8.0,20.0,20.0,1,True,False,False,0.0007350009381369927
230383,Memoarrr!,2017.0,1.1852,8.0,10.0,20.0,0,True,False,False,0.0005020611597647776
206939,Do De Li Do,2016.0,1.0,8.0,10.0,20.0,0,True,False,False,0.00047669776628526484
54137,Battle Sheep,2010.0,1.4681,7.0,15.0,15.0,0,True,False,False,0.00043017195616383455
266083,L.L.A.M.A.,2019.0,1.0521,8.0,20.0,20.0,0,True,False,False,0.0004162779888096153
217321,Déjà Vu,2017.0,1.1,8.0,15.0,15.0,0,True,False,False,0.00036893771861678593
118410,Dirty Pig,2012.0,1.0492,6.0,10.0,10.0,0,True,False,False,0.0001266636837625375
241491,Who Did It?,2018.0,1.0,6.0,15.0,15.0,0,True,False,False,0.00012167277195144371
