rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
89,41,Can't Stop,1980,774,6.906,7.806,0.900,7.543,685
58,121,Dune,1979,453,7.590,8.520,0.930,7.665,395
94,243,Advanced Squad Leader,1985,456,8.007,8.758,0.751,7.530,362
20,2653,Survive: Escape from Atlantis!,1982,324,7.315,8.155,0.841,7.936,304
52,421,1830: Railways & Robber Barons,1986,265,7.868,8.590,0.721,7.683,213
33,215,Tichu,1991,215,7.579,8.150,0.572,7.804,182
35,118,Modern Art,1992,212,7.496,8.038,0.542,7.795,177
92,3,Samurai,1998,264,7.465,7.828,0.363,7.537,172
54,822,Carcassonne,2000,214,7.411,7.713,0.303,7.673,160
19,463,Magic: The Gathering,1993,164,7.576,8.088,0.512,7.945,145
6,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,151,7.640,8.480,0.841,8.185,145
99,9209,Ticket to Ride,2004,230,7.394,7.577,0.183,7.524,131
83,10630,Memoir '44,2004,197,7.534,7.717,0.183,7.561,114
45,12,Ra,1999,138,7.606,7.939,0.333,7.731,93
98,9609,War of the Ring,2004,190,7.778,7.961,0.183,7.525,92
22,42,Tigris & Euphrates,1997,111,7.703,8.096,0.392,7.903,89
70,14996,Ticket to Ride: Europe,2005,155,7.529,7.683,0.153,7.617,85
15,93,El Grande,1995,91,7.756,8.209,0.452,8.011,76
51,12493,Twilight Imperium: Third Edition,2005,124,7.794,7.947,0.153,7.686,73
61,4098,Age of Steam,2002,130,7.850,8.093,0.243,7.658,69
50,18602,Caylus,2005,113,7.715,7.868,0.153,7.695,63
80,30549,Pandemic,2008,140,7.540,7.604,0.064,7.566,60
71,36218,Dominion,2008,129,7.599,7.662,0.064,7.609,58
60,37111,Battlestar Galactica: The Board Game,2008,103,7.731,7.795,0.064,7.658,43
34,55690,Kingdom Death: Monster,2015,77,8.494,8.348,-0.145,7.803,43
48,25613,Through the Ages: A Story of Civilization,2006,90,7.840,7.963,0.124,7.702,42
21,2651,Power Grid,2004,62,7.809,7.993,0.183,7.908,41
41,28143,Race for the Galaxy,2007,80,7.744,7.838,0.094,7.745,39
9,3076,Puerto Rico,2002,45,7.914,8.157,0.243,8.074,36
77,40834,Dominion: Intrigue,2009,112,7.690,7.724,0.034,7.582,35
64,68448,7 Wonders,2010,94,7.680,7.684,0.004,7.638,30
40,35677,Le Havre,2008,69,7.848,7.911,0.064,7.749,29
26,31260,Agricola,2007,54,7.873,7.966,0.094,7.891,28
91,146021,Eldritch Horror,2013,118,7.752,7.666,-0.085,7.538,27
73,62219,Dominant Species,2010,92,7.814,7.818,0.004,7.592,19
100,73439,Troyes,2010,117,7.715,7.719,0.004,7.522,17
79,121921,Robinson Crusoe: Adventures on the Cursed Island,2012,95,7.741,7.686,-0.056,7.576,16
67,72125,Eclipse: New Dawn for the Galaxy,2011,82,7.830,7.804,-0.026,7.631,15
74,110327,Lords of Waterdeep,2012,88,7.733,7.678,-0.056,7.591,14
59,124742,Android: Netrunner,2012,73,7.884,7.829,-0.056,7.663,14
2,12333,Twilight Struggle,2005,13,8.245,8.398,0.153,8.268,11
24,96848,Mage Knight Board Game,2011,34,8.085,8.059,-0.026,7.894,10
11,28720,Brass: Lancashire,2007,20,8.195,8.289,0.094,8.054,9
63,164153,Star Wars: Imperial Assault,2014,72,7.963,7.848,-0.115,7.648,9
53,126163,Tzolk'in: The Mayan Calendar,2012,61,7.857,7.802,-0.056,7.675,8
4,115746,War of the Ring: Second Edition,2011,8,8.543,8.517,-0.026,8.228,4
13,84876,The Castles of Burgundy,2011,16,8.141,8.116,-0.026,8.023,3
47,102794,Caverna: The Cave Farmers,2013,49,7.944,7.859,-0.085,7.713,2
27,120677,Terra Mystica,2012,29,8.059,8.004,-0.056,7.889,2
1,174430,Gloomhaven,2017,3,8.583,8.378,-0.205,8.276,2
7,167791,Terraforming Mars,2016,7,8.356,8.181,-0.175,8.121,0
3,161936,Pandemic Legacy: Season 1,2015,2,8.525,8.380,-0.145,8.261,-1
12,162886,Spirit Island,2017,11,8.344,8.139,-0.205,8.028,-1
10,187645,Star Wars: Rebellion,2016,9,8.417,8.242,-0.175,8.063,-1
55,170216,Blood Rage,2015,52,7.924,7.778,-0.145,7.673,-3
18,182028,Through the Ages: A New Story of Civilization,2015,14,8.282,8.137,-0.145,7.960,-4
31,205637,Arkham Horror: The Card Game,2016,27,8.130,7.955,-0.175,7.832,-4
5,224517,Brass: Birmingham,2018,1,8.594,8.359,-0.235,8.226,-4
69,251661,Oathsworn: Into the Deepwood,2022,65,8.959,8.604,-0.354,7.626,-4
8,342942,Ark Nova,2021,4,8.536,8.211,-0.324,8.080,-4
29,124361,Concordia,2013,24,8.093,8.007,-0.085,7.873,-5
37,164928,Orléans,2014,32,8.060,7.945,-0.115,7.779,-5
43,183394,Viticulture Essential Edition,2015,38,7.986,7.840,-0.145,7.736,-5
38,192135,Too Many Bones,2017,33,8.340,8.135,-0.205,7.758,-5
17,220308,Gaia Project,2017,12,8.372,8.167,-0.205,7.961,-5
23,169786,Scythe,2016,17,8.138,7.963,-0.175,7.897,-6
25,173346,7 Wonders Duel,2015,19,8.095,7.949,-0.145,7.892,-6
65,205059,Mansions of Madness: Second Edition,2016,59,7.944,7.769,-0.175,7.635,-6
