rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
16,291457,Gloomhaven: Jaws of the Lion,2020,10,8.429,8.134,-0.295,7.971,-6
88,157354,Five Tribes: The Djinns of Naqala,2014,81,7.775,7.659,-0.115,7.546,-7
14,316554,Dune: Imperium,2020,6,8.435,8.140,-0.295,8.017,-8
30,167355,Nemesis,2018,21,8.266,8.031,-0.235,7.857,-9
32,177736,A Feast for Odin,2016,23,8.171,7.996,-0.175,7.812,-9
42,237182,Root,2018,31,8.072,7.837,-0.235,7.739,-11
28,193738,Great Western Trail,2016,15,8.188,8.013,-0.175,7.879,-13
49,199792,Everdell,2018,36,8.022,7.787,-0.235,7.697,-13
85,125153,The Gallerist,2015,71,8.021,7.876,-0.145,7.556,-14
39,295770,Frosthaven,2022,25,8.826,8.472,-0.354,7.757,-14
78,182874,Grand Austria Hotel,2015,63,7.949,7.803,-0.145,7.579,-15
46,266192,Wingspan,2019,30,8.041,7.776,-0.265,7.723,-16
56,175914,Food Chain Magnate,2015,39,8.056,7.911,-0.145,7.669,-17
36,246900,Eclipse: Second Dawn for the Galaxy,2020,18,8.454,8.159,-0.295,7.783,-18
97,200680,Agricola (Revised Edition),2016,78,7.958,7.783,-0.175,7.526,-19
72,185343,Anachrony,2017,50,8.070,7.865,-0.205,7.608,-22
96,209010,Mechs vs. Minions,2016,74,7.968,7.793,-0.175,7.527,-22
44,266507,Clank! Legacy: Acquisitions Incorporated,2019,22,8.532,8.267,-0.265,7.731,-22
62,285774,Marvel Champions: The Card Game,2019,40,8.120,7.855,-0.265,7.649,-22
107,191189,Aeon's End,2016,84,7.898,7.723,-0.175,7.503,-23
121,264220,Tainted Grail: The Fall of Avalon,2019,98,8.090,7.825,-0.265,7.467,-23
110,159675,Fields of Arle,2014,85,8.030,7.914,-0.115,7.500,-25
81,161533,Lisboa,2017,56,8.188,7.983,-0.205,7.562,-25
86,253344,Cthulhu: Death May Die,2019,58,8.183,7.918,-0.265,7.551,-28
112,201808,Clank!: A Deck-Building Adventure,2016,83,7.776,7.601,-0.175,7.494,-29
57,312484,Lost Ruins of Arnak,2020,28,8.072,7.777,-0.295,7.667,-29
87,221107,Pandemic Legacy: Season 2,2017,57,8.029,7.824,-0.205,7.547,-30
90,231733,Obsession,2018,60,8.140,7.905,-0.235,7.543,-30
125,171623,The Voyages of Marco Polo,2015,93,7.781,7.635,-0.145,7.455,-32
76,247763,Underwater Cities,2018,43,8.059,7.824,-0.235,7.583,-33
68,251247,Barrage,2019,35,8.162,7.897,-0.265,7.627,-33
75,256960,Pax Pamir: Second Edition,2019,42,8.182,7.917,-0.265,7.585,-33
114,230802,Azul,2017,79,7.744,7.539,-0.205,7.489,-35
104,216132,Clans of Caledonia,2017,68,7.940,7.735,-0.205,7.510,-36
82,397598,Dune: Imperium – Uprising,2023,44,8.734,8.350,-0.384,7.561,-38
66,341169,Great Western Trail: Second Edition,2021,26,8.328,8.004,-0.324,7.633,-40
95,184267,On Mars,2020,51,8.187,7.893,-0.295,7.529,-44
111,244521,The Quacks of Quedlinburg,2018,67,7.822,7.587,-0.235,7.496,-44
93,284378,Kanban EV,2020,46,8.418,8.123,-0.295,7.531,-47
84,324856,The Crew: Mission Deep Sea,2021,37,8.139,7.814,-0.324,7.557,-47
105,314040,Pandemic Legacy: Season 0,2020,53,8.392,8.098,-0.295,7.508,-52
139,229853,Teotihuacan: City of Gods,2018,86,7.863,7.628,-0.235,7.409,-53
123,266810,Paladins of the West Kingdom,2019,70,7.979,7.714,-0.265,7.464,-53
117,276025,Maracaibo,2019,64,8.011,7.746,-0.265,7.472,-53
109,255984,Sleeping Gods,2021,55,8.195,7.871,-0.324,7.502,-54
133,284083,The Crew: The Quest for Planet Nine,2019,75,7.798,7.533,-0.265,7.428,-58
106,295947,Cascadia,2021,48,7.944,7.620,-0.324,7.506,-58
102,366013,Heat: Pedal to the Metal,2022,41,8.055,7.701,-0.354,7.514,-61
159,256916,Concordia Venus,2018,97,8.290,8.055,-0.235,7.352,-62
163,225694,Decrypto,2018,100,7.769,7.534,-0.235,7.350,-63
129,321608,Hegemony: Lead Your Class to Victory,2023,66,8.463,8.078,-0.384,7.444,-63
155,373106,Sky Team,2023,76,8.195,7.811,-0.384,7.365,-79
171,317985,Beyond the Sun,2020,87,7.917,7.623,-0.295,7.338,-84
182,279537,The Search for Planet X,2020,96,7.942,7.648,-0.295,7.318,-86
177,383179,Age of Innovation,2023,89,8.669,8.284,-0.384,7.333,-88
202,365717,Clank!: Catacombs,2022,99,8.275,7.921,-0.354,7.288,-103
