bgg_id,name,comment
266830,QE,<https://rezensionen-fuer-millionen.blogspot.com/2022/12/qe.html>
293835,Oltréé,
177478,IKI,<https://rezensionen-fuer-millionen.blogspot.com/2022/12/iki.html>
298635,Alice's Garden,<https://rezensionen-fuer-millionen.blogspot.com/2022/11/wald-der-wunder.html>
341245,Garden Nation,<https://rezensionen-fuer-millionen.blogspot.com/2022/11/kleine-volker-groer-garten.html>
341530,Super Mega Lucky Box,<https://rezensionen-fuer-millionen.blogspot.com/2022/10/gern-gespielt-im-oktober-2022.html>
339906,The Hunger,<https://rezensionen-fuer-millionen.blogspot.com/2022/10/the-hunger.html>
340348,Hot & Cold,<https://rezensionen-fuer-millionen.blogspot.com/2022/09/gern-gespielt-im-september-2022.html>
256513,Animal Kingdoms,<https://gamesweplay.de/animalkingdoms.html>
329293,Loading,<https://rezensionen-fuer-millionen.blogspot.com/2023/02/gern-gespielt-im-februar-2023.html>
297658,[kosmopoliːt],<https://gamesweplay.de/kosmopolit.html>
337787,Summer Camp,<https://gamesweplay.de/wanderlust.html>
292907,The Deadlies,<https://gamesweplay.de/deadlies.html>
375651,That's Not a Hat,
359394,My Island,
380165,Next Station: Tokyo,
390092,Ticket to Ride Legacy: Legends of the West,
376478,EXIT: Das Spiel – Die Jagd durch Amsterdam,
286063,The 7th Citadel,
380607,Great Western Trail: New Zealand,
390340,Challengers! Beach Cup,
385761,Faraway,
398162,MicroMacro: Crime City – Showdown,
378955,Beethupferl,
363086,The Legends of Andor: The Eternal Frost,
296108,Terraforming Mars: The Dice Game,
