bgg_id,name,comment
350933,The Guild of Merchant Explorers,
344114,Bag of Chips,
352515,Trio,
361025,Come Together,
334065,Verdant,
356123,Turing Machine,
335275,Whirling Witchcraft,
362986,Tribes of the Wind,
345972,Cat in the Box: Deluxe Edition,
361241,Vaalbara,
276086,Hamlet: The Village Building Game,
332772,Revive,
353288,Trekking Through History,
355888,Orichalcum,
366013,Heat: Pedal to the Metal,
348450,Lacrimosa,
329551,Mosaic: A Story of Civilization,
330592,Phantom Ink,
338006,DUOS,
347112,Secret Identity,
363307,Evergreen,
347146,St Patrick,
303057,Pan Am,
351040,Ready Set Bet,
293207,Eila and Something Shiny,
