,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
24,25,27443,10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,,,,,,,83,22,,,8,6,34,30,853,32,,,,,,,40,10,,,469,176,10,11,452,34,41,7,,,,,127,31,,,,,688,24,,,,,,,,,,,,,,,,,,,,,,,37,37,,,,,46,12,,,,,,,,,,,,,,,,,,,,,,,422,24,2044,11,,,,,,,,,,,,,178,6,,,,,,,,,,,,,,,,,,,39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,29,,,,,,,,,,,,,,,,,,,,,,,,,305,22,,,,,288,16,,,,,,,817,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,2,,,,,,,,,,,,,45,19,,,,,,,,,277,9,,,,,,,,,,,,,,,,,,,,,,,2739,3
25,26,178900,10470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,50,,,,,,,58,25,,,,,,,623,45,,,,,,,,,,,8151,16,,,,,,,,,,,,,,,,,452,41,,,,,,,,,,,,,,,,,,,,,,,300,7,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,110,60,158,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,53,,,,,,,,,,,,,,,,,,,,,,,,,81,38,,,,,,,,,,,,,384,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,28,9933,,,,,,,,,,,338,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,82,,,,,,,,,,,3639,36,,,985,22,,,,,,,14,91,,,,,211,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,12,,,,,,,,,226,42,3884,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,56,,,,,,,,,,,,,,,,,,,,,153,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,2392,9480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,30,,,,,,,128,18,,,,,,,752,37,,,,,,,38,11,,,5309,24,,,206,52,,,,,251,7,86,34,,,,,642,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,27,,,,,,,,,,,,,,,,,261,34,637,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,26,,,98,16,,,,,,,,,,,,,,,,,,,,,371,18,,,,,112,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,,23,15,,,,,123,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,50
28,29,18011,9054,6,7,,,,,,,,,45,21,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,50,4,,,,,,,,,16,31,,,,,,,47,28,,,,,,,251,89,,,,,,,,,,,4186,31,6,22,628,28,23,13,5,14,,,21,68,,,,,151,81,,,,,,,,,,,,,,,,,,,,,,,41,36,106,4,,,7,16,,,,,31,33,,,,,,,23,16,,,,,,,,,101,68,1622,12,,,,,,,,,11,4,,,42,23,,,,,,,,,9,3,,,5,15,,,,,,,9,2,,,,,,,34,4,,,,,35,8,,,,,,,,,,,,,45,70,7,15,9,39,,,,,,,,,,,,,,,,,,,,,93,34,,,,,214,21,,,,,,,499,22,,,,,,,,,,,,,,,,,12,8,17,3,20,17,,,,,,,,,,,,,278,14,,,,,14,6,,,,,,,,,,,,,,,33,23,,,,,26,25,,,7,2,,,,,97,12,,,,,,,,,,,6,8,,,,,,,,,,,155,34
29,30,4192,8777,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,56,26,,,,,44,23,1156,24,,,,,,,16,16,,,4344,30,,,224,47,,,,,,,46,45,,,,,282,54,,,,,,,,,,,,,,,5,6,,,,,,,36,38,,,,,,,,,,,53,26,,,,,,,,,,,,,,,,,291,32,460,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,39,,,,,,,,,,,,,,,,,,,,,,,,,112,31,,,,,,,,,,,,,1285,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,45,,,,,,,,,,,,,,,,,,,,,,,,,,,46,18,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,83,53
30,31,2952,8737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14,,,,,,,,,,,,,158,7,1192,23,,,,,,,,,,,4388,29,7,18,607,29,,,3,17,,,245,13,,,,,819,20,,,,,,,,,,,,,,,,,,,,,,,16,52,,,,,,,,,,,,,,,,,,,17,17,,,,,,,10,9,399,26,24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,33,,,103,14,,,,,,,,,,,,,,,,,,,,,,,,,,,97,37,,,,,,,107,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,822,8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,30,17,,,,,,,,,,,,,,,15,32,,,,,,,118,20,,,9,5,29,34,948,29,,,,,,,27,14,,,2918,44,5,23,494,31,,,,,,,270,8,,,,,517,34,,,,,,,,,,,,,,,,,,,,,,,24,44,,,,,,,,,,,93,17,,,,,,,,,,,,,,,,,351,29,327,31,,,,,,,,,,,,,107,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,19,15,7,63,21,,,,,,,,,,,,,,,,,,,,,321,20,,,,,165,28,,,,,,,537,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,,,,,,,,,14,21,,,,,,,,,,,,,,,,,,,,,,,478,21
32,33,6819,8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,12,4141,4,,,,,,,,,,,1889,63,8,16,118,64,,,,,,,49,42,,,,,241,59,,,,,,,,,,,,,,,,,,,,,,,55,29,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,307,31,168,50,,,,,,,,,,,,,20,49,,,,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,108,47,,,48,25,,,,,,,,,,,,,,,,,,,,,556,13,,,,,38,49,,,,,,,150,49,,,,,,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,123,27,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,43
33,34,2398,8085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,320,74,,,,,,,,,,,6256,23,3,34,173,54,,,,,,,34,53,,,,,631,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,90,198,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,55,,,,,,,,,,,,,,,,,,,,,,,,,66,44,,,,,,,,,,,,,174,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,53,,,,,,,,,,,,,,,,,,,,,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2719,7344,,,,,,,,,,,99,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,,,,,,,5,74,,,,,24,39,672,43,,,,,,,,,,,4675,27,2,38,235,46,11,18,,,,,51,41,,,,,499,35,,,,,,,,,,,,,,,,,,,,,,,81,26,,,,,,,,,,,33,32,,,,,,,,,,,,,,,,,250,36,,,,,,,,,,,,,,,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,56,,,,,,,,,,,,,,,,,,,,,,,,,75,40,,,,,,,,,,,,,227,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,44,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,26
35,36,39856,7214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,10,,,,,,,,,,,,,,,43,9,,,,,,,89,21,,,,,26,38,701,40,,,,,,,,,,,1915,61,,,1554,13,,,,,,,37,50,,,,,401,46,,,,,,,,,,,,,,,,,,,,,,,196,12,,,,,,,,,,,58,25,,,,,,,,,,,,,,,,,880,9,,,,,,,,,,,,,,,27,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40,,,,,,,,,,,,,,,,,,,,,183,25,,,,,268,20,,,,,,,548,19,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,35
36,37,2921,7099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,58,,,,,,,,,,,,,,,461,56,,,,,,,,,,,4798,25,,,,,,,,,,,,,,,,,166,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,13,,,,,,,,,,,,,79,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,1269,6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,13,,,,,,,,,,,2506,50,,,,,,,,,,,1007,5,,,,,76,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,1917,6735,,,,,,,,,,,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,37,33,,,,,76,16,446,58,,,,,,,,,,,3572,37,5,24,287,43,,,5,12,157,9,21,67,,,,,469,39,,,,,,,,,,,,,,,,,,,,,,,94,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,72,,,,,,,,,,,,,,,29,33,,,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,7,,,36,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,46,,,,,,,,,,,,,,,,,,,,,15,19,,,,,,,,,,,,,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,54
39,40,2407,6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,286,,,,,,,,,,,6563,20,,,93,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,11733,6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,105,,,,,,,,,14,2,1573,72,,,,,,,,,,,,,,,,,296,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,1,,,,,14,44,,,,,,,,,,,,,,,,,3567,3,67,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,132,5,,,,,67,8,,,,,14,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,30549,6320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,66,,,,,,,29,36,,,,,7,71,485,53,,,,,,,,,,,4148,32,,,403,36,,,3,18,,,,,,,,,309,52,,,,,,,,,,,,,,,,,,,,,,,42,34,,,,,,,,,,,7,49,,,,,,,,,,,,,,,,,127,55,246,41,,,,,,,,,,,,,52,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,44,,,24,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,5432,6188,,,,,,,,,,,288,9,,,8,2,,,,,,,,,,,,,,,,,,,34,16,,,,,70,3,,,,,,,,,13,37,,,,,,,,,,,,,,,312,77,,,,,,,,,,,1781,66,,,1274,20,,,,,187,8,32,54,,,,,146,84,,,,,,,,,,,,,,,,,21,3,,,,,93,24,127,3,,,,,,,,,,,,,,,,,215,8,,,,,,,,,168,47,256,40,,,,,,,,,,,,,28,36,,,,,,,,,,,,,10,4,,,,,44,6,,,,,,,,,221,3,,,55,3,,,,,,,,,,,,,,,175,34,8,12,36,29,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,,,,,16,78,,,,,175,2,,,85,2,,,160,6,,,,,,,,,,,,,18,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,56
43,44,1111,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,29,,,,,,,,,,,,,,,832,34,,,,,,,63,8,,,3744,35,,,540,30,,,,,,,,,,,,,83,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,2399,5774,,,,,,,,,,,57,18,,,,,,,,,,,11,6,,,,,,,,,,,23,18,,,,,,,,,3,9,,,,,29,16,,,,,,,27,37,,,,,,,176,114,,,,,,,31,13,,,2078,58,8,14,713,26,,,,,15,20,19,71,,,,,151,79,,,,,,,,,,,,,,,,,,,,,,,75,27,,,,,,,,,,,61,23,,,,,,,,,,,,,,,,,159,49,277,37,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,61,,,,,,,,,,,12,4,,,,,,,,,,,,,66,45,,,,,172,27,,,,,15,12,394,27,,,,,,,,,,,,,,,,,,,8,5,16,18,,,,,,,,,,,,,32,54,,,,,,,,,,,,,,,,,,,,,44,18,,,,,162,7,,,,,,,,,727,3,,,,,,,,,,,,,,,,,,,,,,,142,37
45,46,2086,5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,44,,,,,,,,,,,397,197,,,1470,16,,,,,,,,,,,,,43,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,67,721,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,32,,,,,,,716,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,15
46,47,2785,5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2,,,,,,,,,,,,,31,31,242,93,,,,,,,,,,,575,146,5,27,2795,6,,,6,10,,,19,72,,,,,654,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,,,,,,,,,,,,,,,,,531,19,46,79,,,,,,,,,,,,,,,,,,,,,30,2,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,17,,,,,,,,,,,,,,,,,,,,,15,1,,,48,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,51,68
47,48,36218,5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,49,,,,,,,44,30,,,,,14,48,960,28,,,,,,,,,,,2908,45,,,67,94,,,,,,,38,49,,,,,254,57,,,,,,,,,,,,,,,,,,,,,,,14,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,98,873,17,,,,,,,,,,,,,15,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,46,,,22,32,,,,,,,,,,,,,,,,,,,,,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,40
48,49,73664,5353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,84,,,394,38,,,,,,,,,,,,,3589,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,13713,5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56,,,,,,,,,,,,,87,15,690,41,,,,,,,,,,,1488,76,,,426,35,,,15,4,,,165,24,,,,,600,31,,,,,,,,,,,,,,,,,,,,,,,29,42,,,,,,,,,,,6,52,,,,,,,,,,,,,2,8,,,590,17,189,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,37,,,,,,,,,,,,,,,,,,,,,,,,,102,33,,,,,381,13,,,,,,,148,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,48,,,,,,,,,,,,,,,,,,,,,58,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,33
50,51,9209,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,65,,,,,,,,,,,,,37,29,522,52,,,,,,,,,,,2810,47,,,130,60,,,,,7,23,202,18,,,,,4,430,,,,,,,,,,,,,,,,,,,,,,,24,45,,,,,,,,,,,17,41,,,,,,,,,,,,,,,,,171,46,152,54,,,,,,,,,,,,,14,71,,,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,28,2,18,183,7,,,,,,,,,,,,,,,,,,,,,151,26,,,,,,,,,,,,,202,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,31,,,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
51,52,188834,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,33,,,,,,,,,,,3431,40,,,,,,,,,,,,,,,,,495,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,2281,4710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2467,51,,,1545,14,,,,,,,,,,,,,329,50,,,,,,,,,,,,,,,,,,,,,,,49,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,2375,4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,560,,,,,,,,,,,4641,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,92
