bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,21209,11,,,,,,,,,,,373,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,8,,,,,,,,,1217,77,7,15,1621,10,,,,,,,,,,,3507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,4
1294,17784,12,,,,,,,,,,,60,12,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25,,,,,,,,,,,,,53,20,1999,13,,,,,,,,,8334,11,8,10,815,20,,,,,,,118,19,,,3059,3,,,,,,,,,,,,,7,3,,,,,161,10,,,,,,,,,,,143,17,,,,,74,13,,,,,4,3,,,1128,6,,,,,,,,,,,,,,,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,436,13,,,52,20,,,,,,,3,5,,,,,,,,,,,,,80,39,,,,,,,,,,,653,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,8,,,,,,,,,,,,,34,11,,,,,24,20,,,,,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,26
2243,17137,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,,12,32,,,,,,,,,,,,,,,4746,3,,,,,,,,,5375,20,,,,,,,,,,,,,,,1552,7,,,,,,,,,,,,,,,,,,,,,,,,,134,9,,,,,228,8,,,,,,,,,,,,,,,492,20,202,38,,,,,,,,,,,,,13,50,,,,,,,,,,,,,,,56,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,6,,,,,,,,,,,,,,,,,,,,,,,,,969,4,,,,,660,9,,,40,9,952,16,,,,,,,5,7,,,,,,,,,,,57,5,,,,,802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50
320,16933,14,,,,,,,,,,,192,9,,,,,22,2,,,,,,,,,14,1,,,100,9,,,,,,,,,21,3,,,,,54,5,,,,,,,163,10,,,11,2,67,14,1386,18,,,,,222,6,,,6414,17,20,2,1137,16,30,7,,,41,13,204,10,,,1313,9,,,,,,,16,2,,,14,2,,,22,2,,,97,18,60,5,,,,,,,,,269,6,,,,,381,4,,,,,,,19,3,246,35,651,19,,,,,14,3,,,,,14,2,85,11,,,,,,,14,2,,,,,,,28,9,32,7,,,,,,,,,18,3,,,,,65,3,,,,,,,,,,,,,756,5,27,2,80,16,,,,,,,17,2,,,,,,,,,,,,,637,7,,,,,244,18,,,79,8,972,15,,,,,,,,,14,2,,,,,,,63,8,69,3,,,,,,,,,,,81,23,,,,,17,3,,,7,3,,,25,12,,,,,41,12,,,14,1,51,14,,,,,,,,,34,11,,,,,,,,,,,,,,,,,,,,,,,249,22
13,16905,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8,,,,,,,119,16,,,5,8,54,19,1277,22,,,,,22,12,,,8400,10,7,12,1467,13,,,6,7,,,,,4,2,712,23,,,,,,,,,,,,,,,,,,,769,2,,,,,,,,,,,155,15,,,,,,,,,,,,,,,430,23,1269,12,,,,,,,,,,,,,125,10,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,106,15,3,63,17,,,,,,,,,,,,,,,,,,,,,241,25,,,,,325,15,,,34,10,763,18,,,,,,,,,,,,,,,,,22,14,41,8,,,,,108,5,,,,,129,17,,,,,,,,,,,,,,,,,,,18,24,,,,,,,,,,,,,,,22,13,,,,,,,,,,,,,,,,,,,,,,,241,23
181,15455,16,11,4,,,,,,,,,99,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,,,,,,,,,,,,,144,6,1555,17,,,,,,,,,7918,13,,,1517,12,,,8,4,,,69,30,,,895,16,,,,,,,,,,,,,,,,,,,159,11,,,,,288,3,,,,,96,20,,,,,,,,,,,,,,,264,33,126,50,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,17,,,97,14,,,,,,,,,,,,,,,,,,,,,261,23,,,,,140,27,,,,,791,17,,,,,,,,,,,,,254,2,,,,,,,,,1,4,,,,,,,179,13,,,,,,,,,,,,,13,14,,,,,27,18,,,,,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,30
2425,15383,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,13,30,,,,,,,72,22,,,,,97,11,1145,24,,,,,,,,,4458,24,4,33,1144,15,,,2,15,109,10,175,12,,,825,19,,,,,,,,,,,,,,,,,,,110,16,,,,,,,,,,,131,19,,,,,,,,,,,,,,,588,16,621,20,,,,,,,,,,,,,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,20,,,,,,,,,,,,,,,,,,,,,,,,,561,12,,,,,741,6,,,208,3,3587,4,,,,,,,,,,,,,,,,,44,10,,,,,,,,,,,,,142,16,,,,,5,8,,,,,,,,,,,,,,,,,,,121,8,,,,,,,,,18,15,,,,,,,,,,,,,,,,,,,,,,,215,25
822,12420,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,,,,,,,,,,,,,,,28,12,,,,,,,107,17,,,6,5,20,34,2505,11,,,,,22,13,,,4359,25,11,7,588,27,,,,,,,245,8,,,519,31,,,,,,,,,,,,,,,,,,,53,26,,,,,,,,,,,159,13,,,,,,,,,,,,,,,880,8,501,24,,,,,,,,,,,,,48,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,16,11,6,136,11,,,,,,,,,,,,,,,,,,,,,431,16,,,,,155,26,,,,,681,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,12,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,,,,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,372,19
27443,11885,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,41,,,,,,,64,24,,,6,7,30,28,673,39,,,,,,,,,558,131,6,18,567,28,16,14,,,,,104,22,,,508,32,,,,,,,,,,,,,,,,,,,,,,,,,39,13,,,,,,,,,,,,,,,,,,,,,307,32,2009,8,,,,,,,,,,,,,1991,1,,,,,,,,,,,,,,,,,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,27,,,,,,,,,,,,,,,,,,,,,,,,,274,22,,,,,338,14,,,,,743,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,4,,,,,,,,,,,43,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202,1
2136,11609,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,8,,,,,,,,,,,,,,,,,,,,,,,248,6,,,,,,,2661,10,,,,,,,,,3986,28,4,30,206,45,,,,,889,4,,,,,322,44,,,,,,,,,,,,,,,,,,,,,,,,,168,6,,,,,174,12,,,,,,,,,,,,,,,382,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,924,4,,,,,,,,,,,,,,,,,,,,,,,,,809,6,,,,,,,,,,,94,72,,,,,,,,,,,,,16,7,,,112,3,,,,,5,2,,,1,4,,,343,6,,,,,,,,,,,,,,,,,,,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,67
811,11522,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,9,,,,,,,24,34,,,,,,,1125,25,,,,,,,,,3358,32,2,42,1848,7,,,,,,,92,26,,,999,12,,,,,,,,,,,,,4,5,,,,,551,4,,,,,,,,,,,144,16,,,,,,,,,,,,,,,67,85,288,32,,,,,,,,,,,,,230,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,8,,,17,33,,,,,,,,,,,,,,,,,,,,,279,21,,,,,614,10,,,113,7,344,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,11
5072,11359,22,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,,,19,15,,,,,141,2,,,,,,,,,8,50,,,,,,,,,,,,,139,7,463,51,,,,,,,,,7281,14,3,38,87,69,,,,,,,,,,,336,42,,,,,,,,,,,,,,,11,3,,,,,456,2,,,,,,,,,,,,,,,145,10,,,,,,,,,76,81,1193,13,,,,,,,,,,,,,16,42,,,,,,,,,,,,,,,,,,,,,,,9,1,,,6,7,,,424,2,,,,,,,,,,,,,,,53,58,4,15,110,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,63,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,40,41,,,,,119,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,44
50381,11148,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,22,,,,,,,,,,,9324,9,,,388,31,,,,,26,15,158,14,,,242,53,,,,,,,,,,,,,,,,,,,124,15,,,,,,,,,,,,,,,,,,,,,,,,,,,504,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,10831,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,7,,,,,,,,,,,,,,,44,10,,,,,,,81,21,,,,,24,30,740,36,,,,,,,,,1976,54,,,1575,11,,,,,,,,,,,860,18,,,,,,,,,,,,,,,,,,,148,13,,,,,,,,,,,2746,1,,,,,,,,,,,,,,,861,9,,,,,,,,,,,,,,,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,,,,,,,320,19,,,,,,,,,,,973,14,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,29
3886,10403,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,5,,,,,,,,,,,,,,,26,14,,,,,,,184,9,,,,,106,10,4148,4,,,,,,,,,29,827,10,8,376,32,14,15,,,75,12,118,20,,,443,34,,,,,7,3,,,,,,,,,,,,,36,29,,,,,,,,,,,953,3,,,,,,,,,,,,,,,843,11,184,40,,,,,,,,,,,,,25,29,,,,,,,,,10,2,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,7,12,157,10,,,,,,,,,,,,,,,,,,,,,285,20,,,,,1123,3,,,270,2,223,42,,,,,,,,,,,,,,,,,82,4,23,12,,,,,4,12,,,,,74,27,,,,,,,,,,,,,,,,,,,65,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,46
1293,8952,26,,,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,6,63,,,,,,,222,79,,,,,,,,,7922,12,,,125,56,,,,,,,21,50,,,238,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,30,,,,,,,,,,,,,,,,,,,,,,,,,31,64,,,,,38,46,,,,,97,68,,,,,,,,,,,,,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
