bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,20117,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,,,,,,,133,15,,,7,7,48,20,1916,16,,,,,56,10,,,8143,11,4,28,1801,8,,,8,9,,,46,36,5,2,945,25,,,,,,,,,,,1,4,,,,,,,,,885,2,,,,,,,,,,,266,9,,,6,1,,,,,,,,,,,,,513,23,2120,7,,,,,,,,,,,,,39,18,,,,,,,,,,,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,7,20,4,53,13,,,,,,,,,,,,,,,,,,,,,189,27,,,,,365,13,,,,,31,10,729,18,,,,,,,,,,,,,,,,,,,,,23,14,42,9,,,,,52,8,,,,,169,17,,,,,,,,,,,,,,,,,,,49,11,,,,,,,,,,,,,,,20,18,,,,,,,,,,,,,,,,,,,,,,,365,22
2425,19948,12,,,,,,,,,,,119,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,44,10,,,,,,,186,11,,,,,83,12,1590,19,,,,,,,,,4412,22,7,19,1451,13,,,7,11,123,10,197,12,,,1443,14,,,,,,,,,,,,,,,,,,,,,120,16,,,,,,,,,,,233,10,,,,,,,,,,,,,,,,,1252,9,454,25,,,,,,,,,,,,,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,21,,,,,,,,,,,,,,,,,,,,,,,,,1411,5,,,,,993,5,,,,,310,3,4325,4,,,,,,,,,,,,,,,,,,,,,87,9,,,,,,,,,,,,,154,19,,,,,17,5,,,,,,,,,,,,,,,,,,,407,4,,,,,,,,,46,13,,,,,,,,,,,,,,,,,,,,,,,177,30
2162,19633,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,,,,,17,28,,,,,,,102,20,,,,,34,27,1312,22,,,,,,,,,9293,10,,,689,23,,,,,,,134,21,,,867,27,,,,,8,2,,,,,,,,,,,,,,,18,46,,,,,,,,,,,185,15,,,,,,,9,19,,,,,,,8,5,558,22,10,110,,,,,,,2,4,,,,,81,9,,,,,,,,,,,,,,,,,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,44,7,13,,,,,,,,,,,,,,,,,,,,,,,341,20,,,,,186,22,,,,,9,12,4281,5,,,,,,,,,,,,,,,,,7,8,,,,,12,16,,,,,27,12,,,,,92,25,,,,,,,,,,,,,,,,,,,29,21,,,,,101,8,,,,,,,,,35,15,,,,,,,,,,,,,,,,,,,,,,,1054,10
29351,18995,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,,,,,105,19,,,,,,,3162,10,,,,,,,,,2976,30,,,202,46,112,2,,,,,132,23,,,496,44,,,,,,,,,,,,,,,,,,,,,297,7,,,,,,,,,,,27,35,18,5,,,,,,,,,,,,,,,,,136,47,,,,,,,,,,,,,12,51,,,,,,,,,,,,,,,,,373,3,112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,39,,,,,,,,,,,,,,,,,,,,,,,,,841,8,,,,,,,,,,,,,8694,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,40,,,,,,,,,,,,,,,,,,,,,,,,,712,1,,,,,,,,,338,6,,,,,,,,,,,,,,,,,,,,,,,53,64
2243,17897,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,,,,,,,,,,,,,,,12,40,,,,,,,,,,,,,,,5096,2,,,,,,,,,5043,17,,,,,,,,,,,,,,,2139,9,,,,,,,,,,,,,,,,,,,,,,,,,,,240,5,,,,,194,13,,,,,,,,,,,,,,,,,694,16,169,45,,,,,,,,,,,,,18,34,,,,,,,,,,,,,,,,,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897,10,,,,,,,,,,,,,,,,,,,,,,,,,1283,6,,,,,397,12,,,,,36,9,792,17,,,,,,,,,,,9,3,,,,,,,,,,,144,3,,,,,557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,44
320,17580,16,,,,,,,,,,,106,10,,,,,4,7,,,,,,,,,8,1,,,101,8,,,,,,,,,8,5,,,,,49,9,,,,,,,126,17,,,24,3,48,21,1559,20,,,,,143,6,,,7015,16,17,6,846,21,26,11,,,60,16,225,8,,,1944,10,,,,,,,3,3,,,3,3,,,20,3,,,,,106,18,98,5,,,,,,,,,391,5,,,,,,,440,5,,,,,,,7,6,320,35,312,34,,,,,7,5,,,,,21,3,17,39,,,,,,,4,7,,,,,,,,,20,11,13,11,,,,,,,,,8,7,,,,,38,7,,,,,,,,,,,,,915,9,14,6,53,14,,,,,,,3,4,,,,,,,,,,,,,432,14,,,,,291,18,,,,,95,8,911,14,,,,,,,,,,,,,8,3,,,,,,,92,7,114,5,,,,,,,,,,,78,28,,,,,16,6,,,20,4,,,15,12,,,,,30,20,,,15,1,43,19,,,,,,,,,29,17,,,,,,,,,,,3,10,,,,,,,,,,,266,26
811,16850,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,,,,,,,21,39,,,,,,,1888,18,,,,,,,,,4474,20,10,12,1975,6,,,,,,,121,24,,,2499,7,,,,,,,,,,,,,4,7,,,,,,,630,5,,,,,,,,,,,192,14,,,,,,,,,,,,,,,,,107,71,313,33,,,,,,,,,,,,,178,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,4,,,23,29,,,,,,,,,,,,,,,,,,,,,390,17,,,,,473,10,,,,,233,4,335,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,7
1294,16838,18,,,,,,,,,,,24,16,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,75,16,1326,21,,,,,,,,,7762,12,10,14,936,20,,,10,6,126,9,220,10,,,2760,6,,,,,,,,,,,,,10,3,,,,,,,166,9,,,,,,,,,,,145,18,,,,,,,25,16,,,,,9,2,,,1412,7,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,577,15,,,36,21,,,,,,,8,2,,,,,,,,,,,,,51,47,,,,,,,,,,,,,576,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,8,,,,,,,,,,,,,22,11,,,,,22,25,,,,,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,29
50381,14816,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,1075,27,,,,,,,,,11148,8,,,367,36,,,,,61,15,141,20,,,314,57,,,,,,,,,,,,,,,,,,,,,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,11,76,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,14739,20,7,5,,,,,,,,,86,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,16,,,,,,,,,,,,,88,10,1901,17,,,,,,,,,7127,15,,,1511,12,,,7,10,,,57,32,,,1189,17,,,,,,,,,,,,,,,,,,,,,97,20,,,,,266,4,,,,,98,21,,,,,,,,,,,,,,,,,283,40,122,50,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,20,,,24,28,,,,,,,,,,,,,,,,,,,,,200,25,,,,,164,26,,,,,,,577,22,,,,,,,,,,,,,,,,,110,3,,,,,,,,,2,4,,,,,,,199,13,,,,,,,,,,,,,9,16,,,,,32,17,,,,,46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,31
2136,14591,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,6,,,,,,,,,,,,,,,,,,,,,,,360,6,,,,,,,3613,7,,,,,,,,,3981,24,10,15,237,43,,,,,1084,4,,,,,472,47,,,,,,,,,,,,,,,,,,,,,,,,,,,160,9,,,,,384,6,9,8,,,,,,,,,,,,,,,416,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,1450,2,,,,,,,,,,,,,,,,,,,,,,,,,1420,4,,,,,,,,,,,,,107,60,,,,,,,,,,,,,,,,,8,7,,,184,2,,,,,7,2,1,21,5,3,,,381,7,,,,,,,,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,65
3886,12240,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,4,,,,,,,,,,,,,,,16,31,,,,,,,318,8,,,,,60,18,3368,8,,,,,,,,,2210,47,3,42,413,30,22,13,9,8,105,12,173,16,,,599,36,,,,,4,4,,,,,,,,,,,,,,,33,36,,,,,,,,,,,923,2,,,,,,,,,,,,,,,,,1070,10,98,54,,,,,,,,,,,,,26,28,,,,,,,,,6,2,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,38,5,16,103,10,,,,,,,,,,,,,,,,,,,,,374,18,,,,,628,6,,,,,334,2,227,40,,,,,,,,,,,,,,,,,,,,,111,5,19,13,,,,,400,2,,,,,71,30,,,,,,,,,,,,,,,,,,,40,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,56
5072,11405,23,,,,,,,,,,,4,24,,,,,,,,,,,,,,,,,,,23,15,,,,,226,3,,,,,,,,,13,38,,,,,,,,,,,,,123,9,561,55,,,,,,,,,7134,14,4,35,80,76,,,,,50,17,,,,,351,51,,,,,,,,,,,,,,,77,2,,,,,,,1031,2,,,,,,,,,,,,,,,,,170,9,,,,,,,,,88,82,330,32,,,,,,,,,,,,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,46,2,,,37,2,,,400,2,48,5,,,,,,,,,,,,,47,70,10,10,117,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,65,,,,,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,41,45,,,,,200,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,62
27443,10723,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,,,,,,,68,23,,,30,2,43,22,738,45,,,,,124,7,,,590,138,17,8,386,33,40,7,,,,,112,26,,,393,49,,,,,,,,,,,,,,,,,,,,,56,25,,,,,60,12,,,,,,,,,,,,,,,,,,,,,,,601,19,1175,12,,,,,,,,,,,,,437,2,,,,,,,,,,,,,,,,,,,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,30,,,,,,,,,,,,,,,,,,,,,,,,,326,21,,,,,172,25,,,,,,,847,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,1,,,,,,,,,,,64,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758,3
822,8971,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11,,,,,,,,,,,,,,,23,20,,,,,,,173,13,,,19,4,25,35,1241,23,,,,,36,13,,,2559,35,10,13,535,26,,,,,,,166,18,,,841,29,,,,,,,,,,,,,,,,,,,,,48,26,,,,,,,,,,,159,17,,,,,,,,,,,,,,,,,502,24,351,29,,,,,,,,,,,,,58,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,19,12,8,53,15,,,,,,,,,,,,,,,,,,,,,360,19,,,,,133,32,,,,,,,617,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,20,,,,,,,,,,,,,,,,,,,,,,,,,3,54,,,,,,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,489,16
