bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
1294,20271,11,,,,,,,,,,,47,11,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14,,,,,,,,,,,,,88,13,2752,9,,,,,,,,,8118,14,4,26,1411,13,,,,,,,260,12,,,2785,3,,,,,,,,,,,,,4,6,,,,,182,10,,,,,,,,,,,279,9,,,,,74,12,,,,,4,4,,,2118,6,,,,,,,,,,,,,,,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,633,12,,,40,23,,,,,2,6,,,,,,,,,,,158,31,,,,,,,,,,,737,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,15,,,,,,,,,,,,,,,,,,,28,21,,,,,14,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,19
320,20240,12,,,,,,,,,,,141,8,,,,,6,5,,,,,,,,,8,1,,,151,8,,,,,,,,,8,3,,,,,56,8,,,,,,,113,17,,,5,6,48,25,1451,19,,,,,199,6,,,8984,12,12,5,1149,17,28,10,,,49,14,296,10,,,1327,12,,,,,,,3,3,,,7,2,,,7,4,,,70,22,53,5,,,,,,,,,455,3,,,,,422,5,,,,,,,7,5,584,29,301,29,,,,,10,5,,,,,14,2,32,22,,,,,,,4,4,,,,,,,107,5,,,,,,,,,,,6,6,,,,,110,3,,,,,,,,,,,,,982,5,17,3,34,26,,,,,7,2,,,,,,,,,,,757,10,,,,,214,23,,,126,6,1110,15,,,,,,,,,3,3,,,,,,,84,6,93,2,,,,,,,,,,,124,21,,,,,19,3,,,10,3,,,32,10,,,,,46,14,,,5,1,86,10,,,,,,,,,26,10,,,,,,,,,,,,,,,,,,,,,,,242,20
2181,20152,13,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,231,4,,,,,,,,,,,,,,,22,21,,,,,,,126,15,,,,,146,7,1268,22,,,,,233,5,,,6489,18,8,10,903,22,119,3,5,8,,,134,25,,,1183,13,,,,,,,,,,,,,,,,,,,272,8,,,,,65,11,,,,,175,14,,,,,254,6,,,,,,,14,3,64,105,807,15,,,,,,,99,2,,,,,50,15,,,,,,,,,,,,,4,3,36,10,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,7,19,2,150,6,,,,,,,,,,,,,,,,,1240,4,,,,,294,18,,,112,8,2256,8,,,,,,,6,4,,,,,26,6,,,63,10,20,11,,,,,,,16,1,,,962,2,,,,,,,,,,,,,124,5,,,,,138,5,,,,,122,6,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,7
2243,19914,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,,,,,,,,,,,,,,,6,60,,,,,,,,,,,,,,,3918,3,,,,,,,,,8416,13,,,,,,,,,,,,,,,1564,10,,,,,,,,,,,,,,,,,,,,,,,,,162,6,,,,,153,17,,,,,,,,,,,,,,,741,21,210,35,,,,,,,,,,,,,11,56,,,,,,,,,,,,,,,52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,9,,,,,,,,,,,,,,,,,,,,,1425,3,,,,,620,8,,,31,10,919,18,,,,,,,1,6,,,,,,,,,,,47,8,,,,,744,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,32
2162,19854,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,13,39,,,,,,,114,16,,,,,33,32,1378,21,,,,,,,,,9420,11,,,506,30,,,,,,,81,30,,,903,22,,,,,2,4,,,,,,,,,,,,,21,39,,,,,,,,,,,174,15,,,,,,,,,,,,,4,7,635,27,7,108,,,,,,,1,4,,,,,51,14,,,,,,,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,47,1,19,,,,,,,,,,,,,,,,,,,521,17,,,,,194,27,,,11,12,4993,3,,,,,,,,,,,,,3,9,,,,,4,17,,,,,,,,,,,83,27,,,,,,,,,,,,,,,,,,,28,22,,,,,78,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,10
181,19363,16,18,4,,,,,,,,,198,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12,,,,,,,,,,,,,119,9,2413,11,,,,,,,,,9478,10,,,1939,10,,,3,14,,,120,27,,,1372,11,,,,,,,,,,,,,,,,,,,140,15,,,,,322,4,,,,,279,8,,,,,,,,,,,,,,,346,41,144,48,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,16,,,83,11,,,,,,,,,,,,,,,,,343,24,,,,,174,28,,,,,672,22,,,,,,,,,,,,,216,2,,,,,,,,,2,3,,,,,,,252,10,,,,,,,,,,,,,14,12,,,,,42,15,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,27
25821,16363,17,,,,,,,,,,,272,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188,7,,,,,,,,,1333,83,5,24,1815,12,,,,,,,,,,,3694,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549,2,,,,,,,,,,,,,,,,,,,,,,,,,,,101,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,4
2425,14569,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,19,27,,,,,,,65,20,,,,,127,8,1151,28,,,,,,,,,4535,29,7,15,1130,18,,,8,4,96,11,155,21,,,828,27,,,,,,,,,,,,,,,,,,,147,14,,,,,,,,,,,110,20,,,,,,,,,,,,,,,714,23,677,18,,,,,,,,,,,,,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,21,,,,,,,,,,,,,,,,,,,,,412,20,,,,,573,9,,,249,2,2705,7,,,,,,,,,,,,,,,,,69,9,,,,,,,,,,,,,153,18,,,,,3,8,,,,,,,,,,,,,,,,,,,131,5,,,,,,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,168,24
39856,13313,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,6,,,,,,,,,,,,,,,143,2,,,,,,,159,14,,,,,41,29,1234,23,,,,,,,,,2893,47,,,2243,8,,,,,,,,,,,1843,7,,,,,,,,,,,,,,,,,,,198,9,,,,,,,,,,,283,7,,,,,,,,,,,,,,,2016,8,,,,,,,,,,,,,,,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,39,,,,,,,,,,,,,,,,,705,11,,,,,,,,,,,1042,16,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,23
811,13182,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,4,,,,,,,51,25,,,,,,,1172,26,,,,,,,,,3323,41,4,25,3078,5,,,,,,,218,16,,,1016,15,,,,,,,,,,,,,9,3,,,,,576,5,,,,,,,,,,,159,16,,,,,,,,,,,,,,,123,78,517,22,,,,,,,,,,,,,286,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,6,,,23,29,,,,,,,,,,,,,,,,,619,14,,,,,547,10,,,99,9,303,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,13142,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,48,9,,,,,,,,,,,7,5,34,31,1581,16,,,,,29,10,,,4678,27,5,22,1107,19,,,,,,,332,9,,,911,21,,,,,,,,,,,,,,,,,,,41,26,,,,,,,,,,,196,13,,,,,,,,,,,,,,,1006,15,483,23,,,,,,,,,,,,,62,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,15,4,16,68,17,,,,,,,,,,,,,,,,,676,12,,,,,143,30,,,,,645,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,11,,,,,,,,,,,,,,,,,,,,,,,,,5,39,,,,,,,,,5,24,,,,,,,,,,,,,,,,,,,,,,,285,17
2136,12278,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7,,,,,,,,,,,,,,,,,,,,,,,318,7,,,,,,,3715,5,,,,,,,,,2814,50,7,14,257,45,,,,,677,4,,,,,292,61,,,,,,,,,,,,,,,,,,,,,,,,,154,7,,,,,209,12,,,,,,,,,,,,,,,679,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,,1203,3,,,,,,,,,,,,,,,,,,,,,1050,5,,,,,,,,,,,104,63,,,,,,,,,,,,,15,7,,,134,2,,,,,7,2,,,8,3,,,334,7,,,,,,,,,,,,,,,,,,,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,47
27443,11709,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,,,,,,,77,19,,,8,4,43,28,671,47,,,,,,,,,522,158,10,7,404,37,24,11,,,,,90,28,,,364,53,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,,,,,,,,1219,10,1575,10,,,,,,,,,,,,,2381,1,,,,,,,,,,,,,,,,,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,37,,,,,,,,,,,,,,,,,,,,,225,27,,,,,272,19,,,,,823,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713,1
2952,11052,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,117,10,1629,15,,,,,,,,,4656,28,3,34,1054,21,,,10,2,,,337,8,,,965,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,,,,,,1154,12,19,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,19,,,86,10,,,,,,,,,,,,,,,,,,,,,,,168,29,,,,,131,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,10519,25,,,,,,,,,,,9,22,,,,,,,,,,,,,,,,,,,15,18,,,,,116,2,,,,,,,,,13,40,,,,,,,,,,,,,193,6,803,41,,,,,,,,,6896,17,6,17,69,87,,,,,,,,,,,440,44,,,,,,,,,,,,,,,8,3,,,,,738,2,,,,,,,,,,,,,,,125,10,,,,,,,,,94,85,284,30,,,,,,,,,,,,,34,20,,,,,,,,,,,,,,,,,,,,,,,10,1,,,22,2,,,218,2,,,,,,,,,,,,,,,50,65,9,9,83,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,75,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,68,32,,,,,69,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,51
1111,9476,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,23,,,,,,,,,,,,,,,1196,25,,,,,113,7,,,5071,23,,,637,25,,,,,,,,,,,256,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
