,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,108463,156,1,48,1,36,1,25,1,33,1,2702,1,29,1,32,1,40,1,454,1,47,1,29,1,29,1,,,46,1,447,2,71,1,149,1,306,1,31,1,52,1,256,1,27,1,254,1,25,1,19,1,41,1,679,1,26,1,63,1,419,1,4958,1,20,1,30,1,660,1,21,1,30589,1,61,1,13527,1,540,1,72,1,2441,3,1076,2,29,1,4512,1,,,18,1,29,1,26,1,27,1,23,1,84,1,95,1,23,1,,,1253,1,1641,1,28,1,450,1,29,1,22,1,1153,1,496,1,29,1,1404,2,23,1,25,1,39,1,99,1,3567,2,2939,3,25,1,25,1,24,2,564,1,437,1,127,1,416,2,24,1,,,44,1,46,1,48,1,26,1,27,1,21,1,321,2,177,1,21,1,29,2,4,2,74,1,107,1,149,1,759,1,184,2,21,1,27,1,28,1,25,1,36,1,21,1,989,4,34,1,540,2,21,1,,,24,1,29,1,25,1,22,1,22,1,27,1,,,30,1,2605,1,28,1,28,1,4775,2,26,1,25,1,406,1,6392,2,46,1,25,1,29,1,22,1,21,1,23,1,20,1,26,1,160,2,69,1,300,1,253,1,,,343,1,336,3,,,24,1,985,1,41,1,,,198,1,,,112,1,1,1,539,1,44,1,101,1,774,2,29,1,,,560,2,69,1,216,1,28,1,22,1,1883,1,,,21,1,,,26,1,,,31,1,19,1,30,1,30,1,27,1,,,2466,5
1,2,2223,58156,,,,,,,,,,,398,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,,,,,,,551,2,,,,,164,6,1764,13,,,,,,,,,12169,7,,,4407,2,,,,,9383,1,1212,1,,,2138,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,,,185,9,,,,,,,,,5089,1,2472,4,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,391,1,,,,,,,,,,,13,3,,,,,64,4,,,,,,,,,,,,,539,13,,,612,1,,,,,,,,,,,,,,,,,,,,,2584,2,,,,,6243,1,,,,,,,2132,7,,,,,,,,,,,,,,,,,,,4,4,,,124,2,,,,,79,6,,,,,208,8,,,,,,,,,,,,,429,2,,,,,1391,1,,,,,254,3,,,,,,,,,507,3,,,,,,,,,,,2,11,,,,,,,,,,,2570,4
2,3,1406,47034,40,2,,,,,,,,,31,16,,,,,13,4,22,3,,,,,,,,,,,584,1,,,,,,,,,,,,,,,45,7,,,,,,,134,10,,,11,2,218,5,2889,7,,,,,639,2,,,20694,3,10,8,3567,4,55,5,10,4,480,6,698,4,,,2402,3,43,1,,,,,7,2,,,,,,,,,,,,,517,4,,,,,207,4,,,,,206,8,25,5,8,2,2166,1,,,,,,,8,7,1501,5,2264,5,,,6,3,9,3,,,,,,,,,,,,,,,11,2,,,,,,,,,79,5,12,11,,,,,,,,,,,,,,,51,5,,,,,,,,,,,,,1234,2,7,12,380,3,,,,,,,1,8,,,,,,,,,,,,,392,15,,,,,661,8,,,,,106,8,2138,6,,,,,,,,,,,13,2,7,2,,,308,1,,,23,13,53,6,,,,,264,4,,,,,399,4,,,,,,,,,,,,,,,,,,,165,6,,,,,85,10,10,4,,,,,,,134,8,,,,,,,5,3,,,6,5,,,,,,,12,2,,,969,10
3,4,10816,40300,,,,,,,,,,,539,3,,,,,14,2,,,,,,,17,2,,,12,3,129,7,,,,,,,,,,,13,3,,,50,6,,,,,,,225,8,,,,,290,3,2935,6,,,,,83,8,,,12597,6,,,3318,5,61,4,,,1633,4,375,6,,,1966,5,,,,,,,,,,,,,,,,,,,,,323,6,47,6,,,113,10,,,,,402,3,,,,,247,6,,,,,,,,,2220,3,1769,8,,,,,,,,,,,14,2,309,5,,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,780,9,11,3,171,6,,,12,1,,,,,,,,,,,,,,,,,1174,3,,,,,1153,4,,,,,175,3,3176,5,,,,,,,,,,,,,,,,,34,6,,,66,9,,,,,,,45,9,,,,,481,3,,,,,,,,,8,3,,,,,,,13,3,225,5,,,,,158,5,,,,,,,,,238,6,,,,,,,13,2,,,9,2,,,,,,,,,,,2589,3
4,5,2397,34072,10,4,7,4,,,3,2,,,952,2,,,,,5,6,86,2,,,4,3,,,,,8,4,310,3,,,,,21,4,,,41,2,19,2,,,39,10,,,4,2,10,2,267,5,,,11,3,371,2,3045,5,,,,,444,4,,,11651,8,11,6,1786,7,18,11,9,6,4301,2,204,10,,,1384,9,,,,,3,3,,,,,,,8,4,,,,,,,542,3,,,8,2,154,7,,,,,291,5,64,2,2,3,37,14,,,,,4,4,20,2,824,9,1643,9,,,,,,,56,2,21,2,,,42,13,9,2,,,,,10,3,,,,,7,3,1,4,51,7,31,5,,,,,,,65,2,3,6,,,,,8,10,,,,,,,,,,,,,381,15,8,10,214,4,,,,,,,7,3,,,,,,,3,2,,,,,466,12,6,2,,,901,6,,,,,,,1425,11,,,,,,,,,,,6,4,,,,,45,4,,,70,6,19,13,,,,,123,5,,,,,360,5,8,3,,,14,4,,,,,,,146,5,,,5,4,226,4,,,,,93,9,14,2,,,,,6,2,70,12,20,1,,,,,5,4,,,7,4,,,,,,,6,3,,,493,16
5,6,463,29893,,,13,3,,,,,,,,,,,,,,,3,6,,,,,,,,,,,32,13,,,,,,,,,9,3,,,,,30,17,,,,,,,240,6,,,,,95,13,2265,10,,,,,,,,,14711,4,7,16,1488,12,10,13,11,3,20,21,238,7,,,1451,8,,,,,,,,,,,,,,,,,,,,,104,18,,,,,28,14,,,,,135,16,,,,,49,12,,,,,,,,,1111,6,1984,6,,,,,,,,,,,,,135,7,,,,,,,9,4,,,,,,,,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,16,8,9,52,15,,,,,,,,,,,,,,,,,,,,,492,11,,,,,1338,3,,,,,,,1860,9,,,,,,,,,,,,,,,,,,,,,,,23,9,,,,,24,12,,,,,173,11,,,,,,,,,,,,,71,9,,,,,81,11,,,,,49,15,,,,,,,,,76,11,,,,,,,,,,,,,,,,,,,,,,,1076,8
6,7,2093,29428,,,,,,,,,,,55,11,,,,,,,5,5,,,,,,,,,,,42,11,,,,,6,5,8,3,,,,,,,31,15,4,2,,,,,90,16,,,,,50,22,1176,20,,,,,,,,,12778,5,6,21,1027,19,,,,,76,15,78,32,,,919,17,,,,,,,,,4,2,,,,,,,7,2,,,52,27,10,7,,,36,13,,,,,99,18,8,6,,,109,10,,,,,,,,,576,19,4737,1,,,8,2,7,4,,,2,4,,,147,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,277,19,,,65,12,,,,,,,,,,,,,,,,,,,,,297,18,,,,,381,13,,,,,,,1714,10,,,,,8,2,,,,,,,,,,,,,,,52,11,19,12,,,,,,,10,1,,,151,14,,,4,2,,,,,,,,,289,3,,,,,108,10,,,,,53,14,,,,,,,,,486,4,,,,,,,,,,,3,9,,,,,,,,,5,2,3325,2
7,8,2398,27930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,38,274,61,,,,,,,,,26643,2,3,35,153,57,,,,,,,29,58,,,332,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,48,,,,,,,,,,,,,,,,,,,,,,,,,43,53,,,,,,,,,,,,,185,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,47,,,,,,,,,,,,,,,,,,,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,2181,21342,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,198,5,,,,,,,,,,,,,,,23,21,,,,,,,144,9,,,,,151,7,1542,14,,,,,229,6,,,6601,13,9,12,1146,17,103,2,5,9,,,148,19,,,1359,10,,,,,,,,,,,,,,,,,,,,,202,8,,,,,134,8,,,,,246,6,,,,,355,4,,,,,,,12,3,588,17,1163,12,,,,,,,25,3,,,,,29,21,,,,,,,,,,,,,,,4,3,54,6,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,6,10,4,176,5,,,,,,,,,,,,,,,,,,,,,1007,4,,,,,301,14,,,,,129,7,1905,8,,,,,,,,,,,3,6,,,,,38,5,,,72,5,29,7,,,,,54,8,9,2,,,884,2,,,,,,,,,,,,,101,6,,,,,128,8,,,,,123,6,13,3,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,1040,9
9,10,29351,21105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,88,17,,,,,,,2818,8,,,,,,,,,3563,24,,,179,52,101,3,,,,,164,15,,,271,51,,,,,,,,,,,,,,,,,,,,,263,7,,,,,,,,,,,31,32,28,4,,,,,,,,,,,,,,,113,49,,,,,,,,,,,,,13,47,,,,,,,,,,,,,,,,,279,3,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,36,,,,,,,,,,,,,,,,,,,,,,,,,606,9,,,,,,,,,,,,,10918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,36,,,,,,,,,,,,,,,,,,,,,,,,,923,1,,,,,,,,,375,5,,,,,,,,,,,,,,,,,,,,,,,92,44
