bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
463,23734,11,,,5,3,,,,,,,,,,,,,,,,,,,,,,,35,12,,,,,,,,,6,5,,,,,45,5,,,,,,,254,8,,,,,79,13,1987,11,,,,,,,,,12703,7,7,10,,,13,14,6,9,,,144,13,,,,,,,,,,,,,,,,,,,,,,,84,19,,,,,26,14,,,,,68,23,,,,,45,13,,,,,,,,,887,10,2459,7,,,,,,,,,,,,,56,14,,,,,9,4,,,,,,,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,17,12,5,50,16,,,,,,,,,,,,,,,,,542,13,,,,,985,3,,,,,1791,10,,,,,,,,,,,,,,,,,,,24,11,,,,,22,9,,,,,166,10,,,,,,,,,,,,,33,11,,,,,57,22,,,,,61,12,,,,,,,,,54,10,,,,,,,,,,,,,,,,,,,,,618,12
50381,20154,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,37,,,,,,,,,,,18987,3,,,,,,,,,10,18,165,8,,,,,,,,,,,,,,,,,,,,,,,103,15,,,,,,,,,,,,,,,,,,,,,,,,,,,548,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,32,,,,,,,,,,,,,,,,,,,,,,,,,,,179,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,19351,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,28,,,,,,,50,21,,,3,8,25,33,970,25,,,,,,,,,610,129,4,27,651,24,24,10,,,,,90,25,,,572,28,,,,,,,,,,,,,,,,,,,,,,,,,49,13,,,,,,,,,,,,,,,,,,,,,434,25,6561,1,,,,,,,,,,,,,2976,1,,,,,,,,,,,,,,,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,216,24,,,,,,,,,,,,,,,,,,,,,395,16,,,,,311,12,,,,,690,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4652,2
320,18489,14,,,,,,,,,,,198,7,,,,,,,,,,,,,,,134,9,,,,,,,,,14,3,,,,,57,4,,,,,,,103,16,,,11,3,62,18,1317,18,,,,,185,6,,,6998,16,29,2,2002,9,35,7,,,25,15,150,11,,,1422,10,,,,,,,7,3,,,10,2,,,7,3,,,84,18,57,5,,,,,,,,,243,8,,,,,346,5,,,,,,,23,4,250,36,528,21,,,,,12,4,,,,,21,2,54,15,,,,,19,2,,,,,,,24,11,,,,,,,,,12,4,,,,,37,5,,,,,,,,,,,,,735,7,18,3,57,14,,,,,,,,,,,,,,,,,560,12,,,,,196,21,,,96,7,1385,14,,,,,,,,,10,2,,,,,,,47,10,96,4,,,,,,,,,,,84,22,,,,,22,5,,,16,3,,,35,10,,,,,196,12,,,7,1,61,11,,,,,,,,,55,8,,,,,,,,,,,,,,,,,,,,,337,20
181,18467,15,17,3,,,,,,,,,328,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,8,,,,,,,,,,,,,133,8,1842,12,,,,,,,,,9597,10,,,1746,11,,,6,8,,,90,24,,,993,15,,,,,,,,,,,,,,,,,,,127,11,,,,,308,4,,,,,207,11,,,,,,,,,,,,,,,220,43,168,39,,,,,,,,,,,,,,,,,,,6,6,,,,,,,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,13,,,68,11,,,,,,,,,,,,,,,,,263,25,,,,,138,25,,,,,791,22,,,,,,,,,,,,,266,2,,,,,,,,,2,2,,,,,,,207,7,,,,,,,,,,,,,17,15,,,,,131,15,,,,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,24
2243,17106,16,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11,,,,,,,,,,,,,,,8,52,,,,,,,,,,,,,,,4019,3,,,,,,,,,6459,17,,,,,,,,,,,,,,,1928,6,,,,,,,,,,,,,,,,,,,,,,,,,103,10,,,,,183,13,,,,,,,,,,,,,,,450,24,187,37,,,,,,,,,,,,,9,52,,,,,,,,,,,,,58,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,6,,,,,,,,,,,,,,,,,,,,,64,45,,,,,646,4,,,30,10,1040,19,,,,,,,7,5,,,,,,,,,,,75,5,,,,,852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,44
13,17050,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,,,112,14,,,4,7,68,15,1122,20,,,,,,,,,8395,14,3,28,1829,10,,,6,7,,,,,1,2,671,27,,,,,,,,,,,1,4,,,,,,,390,3,,,,,,,,,,,207,10,,,,,,,,,,,,,,,407,28,1251,13,,,,,,,,,,,,,71,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,130,21,2,38,23,,,,,,,,,,,,,,,,,356,19,,,,,242,16,,,41,9,1057,18,,,,,,,,,,,,,,,,,15,17,50,8,,,,,48,6,,,,,127,17,,,,,,,,,,,,,,,,,,,45,25,,,,,,,,,,,,,,,19,14,,,,,,,,,,,,,,,,,,,,,416,18
2425,15796,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,13,36,,,,,,,42,23,,,,,92,12,1035,23,,,,,,,,,5114,21,4,25,1402,14,,,4,13,88,9,173,7,,,1252,12,,,,,,,,,,,,,,,,,,,141,9,,,,,,,,,,,152,16,,,,,,,,,,,,,,,759,12,635,17,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,20,,,,,,,,,,,,,,,,,,,,,285,24,,,,,398,8,,,193,3,3236,6,,,,,,,,,,,,,,,,,60,9,,,,,,,,,,,,,153,15,,,,,11,7,,,,,,,,,,,,,,,,,,,85,10,,,,,,,,,14,16,,,,,,,,,,,,,,,,,,,,,156,29
25821,13881,19,,,,,,,,,,,110,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223,6,,,,,,,,,947,88,9,8,1273,18,,,,,,,,,,,3492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,18,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,11657,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82,,,,,,,8,47,,,,,25,32,585,43,,,,,,,,,8998,12,5,18,362,30,,,,,,,27,40,,,719,24,,,,,,,,,,,,,,,,,,,65,22,,,,,,,,,,,28,35,,,,,,,,,,,,,,,203,47,,,,,,,,,,,,,,,18,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,46,,,,,,,,,,,,,,,,,,,,,43,57,,,,,,,,,,,222,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,31,,,,,,,,,,,,,,,,,,,,,,,,,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,27
822,11365,21,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,,,,,,,,,,,,,,,22,21,,,,,,,,,,,5,5,38,24,1626,16,,,,,,,,,4051,28,6,14,623,26,,,,,,,186,6,,,462,35,,,,,,,,,,,,,,,,,,,26,32,,,,,,,,,,,146,17,,,,,,,,,,,,,,,655,18,552,20,,,,,,,,,,,,,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,15,5,9,48,18,,,,,,,,,,,,,,,,,678,10,,,,,92,30,,,,,838,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,13,,,,,,,,,,,,,,,,,,,,,,,,,20,25,,,,,,,,,6,23,,,,,,,,,,,,,,,,,,,,,611,13
5072,11191,22,,,,,,,,,,,5,20,,,,,,,,,,,,,,,13,18,,,,,62,2,,,,,,,,,10,43,,,,,,,,,,,,,153,7,506,45,,,,,,,,,8006,15,2,38,104,66,,,,,,,,,,,359,39,,,,,,,,,,,,,,,15,2,,,,,752,2,,,,,,,,,,,,,,,204,8,,,,,,,,,81,81,280,29,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,,,,,4,1,,,15,2,,,245,2,,,,,,,,,,,,,,,35,67,4,13,85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,61,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,31,45,,,,,46,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,70
2136,11183,23,,,,,,,,,,,,,,,,,,,,,,,,,,,211,6,,,,,,,,,,,,,,,,,,,,,,,327,6,,,,,,,3098,8,,,,,,,,,3151,34,1,46,282,41,,,,,449,4,,,,,255,53,,,,,,,,,,,,,,,,,,,,,,,,,193,7,,,,,183,12,,,,,,,,,,,,,,,412,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,1039,4,,,,,,,,,,,,,,,,,,,,,1036,5,,,,,,,,,,,102,69,,,,,,,,,,,,,15,7,,,102,3,,,,,,,,,2,3,,,222,6,,,,,,,,,,,,,,,,,,,73,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,122
811,11080,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,,,,,,,22,31,,,,,,,1283,19,,,,,,,,,3832,30,,,1569,12,,,,,,,107,20,,,903,16,,,,,,,,,,,,,,,,,,,214,7,,,,,,,,,,,162,15,,,,,,,,,,,,,,,79,82,247,30,,,,,,,,,,,,,253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,5,,,34,26,,,,,,,,,,,,,,,,,592,11,,,,,333,10,,,111,5,337,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,8877,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,,,,,,,,,,,,,103,11,892,29,,,,,,,,,3689,32,6,15,848,22,,,6,10,,,115,18,,,1846,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,543,22,32,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,23,,,61,13,,,,,,,,,,,,,,,,,,,,,,,118,28,,,,,164,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,8573,26,,,,,,,,,,,,,,,,,,,,,,,,,,,334,4,,,,,,,,,,,,,,,14,33,,,,,,,,,,,,,107,10,2996,10,,,,,,,,,10,969,5,19,336,34,13,15,,,53,12,138,16,,,469,34,,,,,8,3,,,,,,,,,,,,,19,37,,,,,,,,,,,792,2,,,,,,,,,,,,,,,735,14,134,47,,,,,,,,,,,,,23,30,,,,,,,11,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,38,4,12,112,7,,,,,,,,,,,,,,,,,324,22,,,,,384,9,,,303,2,225,43,,,,,,,,,,,,,,,,,87,4,22,13,,,,,,,,,,,65,27,,,,,,,,,,,,,,,,,,,666,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,41
6819,8569,27,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,14,4837,2,,,,,,,,,2110,53,2,39,73,77,,,,,,,27,41,,,237,57,,,,,,,,,,,,,,,,,,,28,31,,,,,,,,,,,,,,,,,,,,,,,2,5,,,109,70,70,63,,,,,,,,,,,,,14,47,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,101,44,,,10,41,,,,,,,,,,,,,,,,,393,17,,,,,56,38,,,,,168,49,,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,,,52,30,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,38
2392,8447,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,110,15,,,,,,,686,38,,,,,,,,,4759,23,,,356,31,,,10,6,165,8,,,,,787,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,,,,,,,,,,,,,,,423,26,211,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,19,,,37,24,,,,,,,,,,,,,,,,,241,26,,,,,99,29,,,,,,,,,,,,,,,,,,,,,,,2,39,,,,,,,26,8,,,,,98,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,36
