,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
11,12,181,18905,9,5,,,,,,,,,102,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,24,,,,,,,,,,,,,157,10,2075,14,,,,,,,,,10507,10,,,1923,8,,,3,10,,,66,30,,,827,18,,,,,,,,,,,,,,,,,,,,,159,12,,,,,288,4,,,,,95,19,,,,,,,,,,,,,,,264,35,157,46,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,,,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,18,,,68,15,,,,,,,,,,,,,,,,,,,,,229,26,,,,,114,28,,,,,,,602,22,,,,,,,,,,,,,,,,,294,2,,,,,,,,,,,,,,,,,223,11,,,,,,,,,,,,,12,15,,,,,30,16,,,,,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,33
12,13,2425,18577,,,,,,,,,,,71,12,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,42,12,,,,,,,174,12,,,,,179,8,1661,20,,,,,,,,,4455,22,7,16,1190,16,,,7,7,221,8,175,12,,,1231,14,,,,,,,,,,,,,,,,,,,,,143,14,,,,,,,,,,,190,12,,,,,,,,,,,,,,,1072,7,638,17,,,,,,,,,,,,,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,15,,,,,,,,,,,,,,,,,,,,,,,,,1034,7,,,,,588,6,,,,,243,4,4075,5,,,,,,,,,,,,,,,,,,,,,85,9,,,,,,,,,,,,,177,15,,,,,1,8,,,,,,,,,,,,,,,,,,,266,4,,,,,,,,,31,15,,,,,,,,,,,,,,,,,,,,,,,171,35
13,14,320,18295,,,,,,,,,,,151,8,,,,,9,5,,,,,,,,,5,1,,,145,8,,,,,,,,,12,4,,,,,63,4,,,,,,,159,15,,,9,5,45,26,2020,16,,,,,164,6,,,6950,16,27,2,1305,15,28,11,,,75,15,255,8,,,1275,13,,,,,,,5,3,,,9,2,,,10,4,,,,,103,21,59,4,,,,,,,,,350,4,,,,,233,5,,,,,,,8,7,287,34,348,27,,,,,13,4,,,,,8,3,34,23,,,,,,,10,5,,,,,,,,,46,9,30,9,,,,,,,,,7,6,,,,,43,6,,,,,,,,,,,,,826,10,12,5,55,19,,,,,,,6,5,,,,,,,,,,,,,648,14,,,,,250,17,,,,,136,8,1284,14,,,,,,,,,,,,,6,3,,,,,,,93,6,95,4,,,,,,,,,,,114,18,,,,,25,5,,,13,3,,,16,13,,,,,24,17,,,5,1,64,15,,,,,,,,,34,13,,,,,,,,,,,7,5,,,,,,,,,,,282,28
14,15,2243,18233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,,,,,,,,,,,,,,,19,25,,,,,,,,,,,,,,,4566,4,,,,,,,,,5302,20,,,,,,,,,,,,,,,1610,8,,,,,,,,,,,,,,,,,,,,,,,,,,,189,6,,,,,201,10,,,,,,,,,,,,,,,673,16,183,41,,,,,,,,,,,,,11,55,,,,,,,,,,,,,,,,,84,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,7,,,,,,,,,,,,,,,,,,,,,,,,,1355,6,,,,,554,7,,,,,31,10,882,17,,,,,,,,,,,4,6,,,,,,,,,,,111,3,,,,,1273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,58
15,16,27443,17329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,,,,,,,67,22,,,11,4,52,23,2462,13,,,,,,,,,457,159,8,12,462,31,35,9,,,,,82,28,,,436,39,,,,,,,,,,,,,,,,,,,,,25,39,,,,,55,12,,,,,,,,,,,,,,,,,,,,,576,20,1903,8,,,,,,,,,,,,,514,3,,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,23,,,,,,,,,,,,,,,,,,,,,,,,,469,17,,,,,153,22,,,,,,,704,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9,,,,,,,,,,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,4
16,17,13,17287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,,,,,,,142,17,,,4,8,52,22,1333,24,,,,,39,9,,,7989,12,2,41,1566,12,,,6,8,,,52,35,7,2,680,25,,,,,,,,,,,,,,,,,,,,,621,2,,,,,,,,,,,168,15,,,,,,,,,,,,,,,387,28,1132,11,,,,,,,,,,,,,119,9,,,,,,,,,,,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,13,22,2,56,18,,,,,,,,,,,,,,,,,,,,,221,28,,,,,272,15,,,,,58,9,835,18,,,,,,,,,,,,,,,,,,,,,30,12,33,10,,,,,95,7,,,,,162,16,,,,,,,,,,,,,,,,,,,34,12,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,434,22
17,18,50381,16957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,25,1395,23,,,,,,,,,12608,7,,,600,26,,,,,184,10,186,11,,,261,56,,,,,,,,,,,,,,,,,,,,,126,18,,,,,,,,,,,,,,,,,,,,,,,,,,,663,17,375,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,25821,16314,,,,,,,,,,,263,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,11,,,,,,,,,820,108,12,7,1439,13,,,,,,,,,,,3355,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,7,,,,,,,,,,,,,,,,,,,,,,,1442,11
19,20,2136,15818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,3,,,,,,,,,,,,,,,,,,,,,,,428,5,,,,,,,3432,8,,,,,,,,,4097,26,7,14,223,44,,,,,1280,4,,,,,446,37,,,,,,,,,,,,,,,,,,,,,,,,,,,286,5,,,,,234,8,,,,,,,,,,,,,,,472,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,1294,5,,,,,,,,,,,,,,,,,,,,,,,,,2447,3,,,,,,,,,,,,,84,71,,,,,,,,,,,,,,,,,24,7,,,163,2,,,,,9,2,,,4,3,,,379,7,,,,,,,,,,,,,,,,,,,53,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,70
20,21,1294,15608,,,,,,,,,,,35,14,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,,,,,,,62,18,1091,26,,,,,,,,,7375,14,11,8,810,24,,,,,78,14,164,15,,,2306,6,,,,,,,,,,,,,10,3,,,,,,,194,10,,,,,,,,,,,143,18,,,,,30,14,,,,,8,2,,,1049,9,,,,,,,,,,,,,,,47,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,468,14,,,51,20,,,,,,,12,3,,,,,,,,,,,,,61,46,,,,,,,,,,,,,1010,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,12,,,,,,,,,,,,,22,11,,,,,23,19,,,,,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,27
21,22,3886,13222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,5,,,,,,,,,,,,,,,30,16,,,,,,,280,9,,,,,158,9,4664,3,,,,,,,,,1911,56,5,26,362,33,25,12,,,154,13,168,14,,,512,33,,,,,,,,,,,,,,,,,,,,,42,31,,,,,,,,,,,815,2,,,,,,,,,,,,,,,1016,10,113,53,,,,,,,,,,,,,17,40,,,,,,,,,13,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,39,4,12,116,11,,,,,,,,,,,,,,,,,,,,,307,21,,,,,396,11,,,,,262,3,232,40,,,,,,,,,,,,,,,,,,,,,91,8,35,9,,,,,825,2,,,,,60,34,,,,,,,,,,,,,,,,,,,32,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,60
22,23,5072,11563,,,,,,,,,,,8,20,,,,,,,,,,,,,,,,,,,34,15,,,,,158,2,,,,,,,,,11,41,,,,,,,,,,,,,134,11,506,52,,,,,,,,,7253,15,9,11,81,71,,,,,,,,,,,372,44,,,,,,,,,,,,,,,30,2,,,,,,,1017,2,,,,,,,,,,,,,,,114,9,,,,,,,,,80,84,326,29,,,,,,,,,,,,,22,33,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,27,2,,,738,2,20,7,,,,,,,,,,,,,55,61,10,8,128,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,74,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,35,43,,,,,253,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,69
23,24,822,9641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,,,,,,,,,,,,,,,30,14,,,,,,,145,16,,,5,6,8,74,977,30,,,,,24,11,,,3682,30,3,35,558,28,,,,,,,151,20,,,545,29,,,,,,,,,,,,,,,,,,,,,42,30,,,,,,,,,,,95,20,,,,,,,,,,,,,,,531,21,293,31,,,,,,,,,,,,,95,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,22,3,14,43,21,,,,,,,,,,,,,,,,,,,,,400,19,,,,,130,26,,,,,,,714,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,19,,,,,,,,,,,,,,,,,,,,,,,,,2,47,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,,,,698,17
24,25,6819,8738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,14,5004,2,,,,,,,,,1502,69,6,20,113,62,,,,,,,16,65,,,312,48,,,,,,,,,,,,,,,,,,,,,30,36,,,,,,,,,,,,,,,,,,,,,,,8,3,,,119,65,80,60,,,,,,,,,,,,,15,46,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,91,49,,,15,33,,,,,,,,,,,,,,,,,,,,,685,10,,,,,22,57,,,,,,,170,48,,,,,,,,,,,,,,,,,,,,,27,14,,,,,,,,,,,,,111,20,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,31
