bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,101750,1,137,1,32,1,28,1,25,1,18,1,2210,1,15,1,25,1,30,1,410,1,36,1,23,1,17,1,,,38,1,463,1,69,1,132,1,270,1,24,1,37,1,330,1,22,1,297,1,19,1,25,1,24,1,715,1,19,1,49,1,382,2,4816,2,19,1,19,1,358,2,17,1,31438,1,52,1,15038,1,375,1,54,1,1844,3,941,2,39,1,3378,3,,,25,1,19,1,15,1,16,1,13,1,46,1,106,1,15,1,,,1424,1,1938,1,53,1,338,1,21,1,18,1,890,1,162,1,,,21,2,929,2,18,1,15,1,27,1,62,1,3431,2,2940,3,23,1,25,1,17,1,434,1,208,1,81,1,349,3,19,2,,,25,1,47,1,26,1,19,1,33,1,12,1,230,3,143,1,19,1,16,2,9,2,90,1,50,1,97,1,387,1,104,2,20,1,31,1,17,1,17,1,17,1,13,1,1223,3,29,1,613,2,16,1,,,17,1,19,1,13,1,18,1,18,1,16,1,,,17,1,2444,2,15,1,20,1,4214,2,16,1,14,1,464,1,4356,4,25,1,21,1,22,1,15,1,15,1,18,1,18,1,23,1,114,2,54,1,266,1,163,1,,,264,1,275,2,,,17,1,809,2,28,2,,,166,1,,,90,1,3,1,520,1,21,1,73,1,314,2,25,1,,,328,3,47,1,201,1,27,1,20,1,2121,1,,,25,1,,,18,1,,,17,1,17,1,22,1,20,1,22,1,,,2535,5
2223,61730,2,,,,,,,,,,,675,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,7,,,,,,,659,2,,,,,208,4,1895,13,,,,,,,,,13725,6,,,4445,2,,,,,3959,1,1503,1,,,4320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3,,,,,167,7,,,,,,,,,7668,1,2381,5,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,390,1,,,,,,,,,,,22,2,,,,,51,3,,,,,,,,,,,,,700,8,,,870,1,,,,,,,,,,,,,,,,,,,,,2989,1,,,,,5084,1,,,,,,,2521,7,,,,,,,,,,,,,,,,,,,8,2,,,132,2,,,,,64,6,,,,,195,9,,,,,,,,,,,,,326,3,,,,,3239,1,,,,,568,2,,,,,,,,,675,2,,,,,,,,,,,6,4,,,,,,,,,,,2179,8
1406,42248,3,96,2,,,,,,,,,26,17,,,,,15,2,42,3,,,,,,,,,,,323,2,,,,,,,,,,,,,,,55,5,,,,,,,144,9,,,4,8,139,7,2516,9,,,,,283,4,,,18514,4,5,22,3103,3,36,7,7,7,306,6,712,3,,,2043,5,39,1,,,,,7,2,,,,,,,,,,,,,675,4,,,,,183,3,,,,,102,14,46,4,,,1,3,2838,1,,,,,,,5,8,1280,6,2048,6,,,4,3,5,3,,,,,,,,,,,,,,,1,9,,,,,,,,,59,6,11,9,,,,,,,,,,,,,,,18,6,,,,,,,,,,,,,1306,2,1,14,388,3,,,,,,,,,,,,,,,,,,,,,331,15,,,,,440,10,,,,,104,5,1851,11,,,,,,,,,,,4,4,2,3,,,158,1,,,16,14,23,9,,,,,173,4,,,,,511,3,,,,,,,,,,,,,,,,,,,79,6,,,,,105,8,3,4,,,,,,,142,9,,,,,,,6,4,,,5,5,,,,,,,6,3,,,903,12
10816,41541,4,,,,,,,,,,,362,6,,,,,14,3,,,,,,,16,2,,,13,3,127,7,,,,,,,,,,,13,3,,,41,8,,,,,,,207,8,,,,,337,3,2959,7,,,,,68,7,,,16496,5,,,2474,4,61,5,,,634,5,304,6,,,1942,7,,,,,,,,,,,,,,,,,,,,,395,6,39,6,,,89,8,,,,,383,3,,,,,,,307,3,,,,,,,,,1663,4,1989,7,,,,,,,,,,,13,3,337,4,,,,,,,,,,,,,,,,,,,63,3,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,635,11,8,6,220,5,,,11,1,,,,,,,,,,,,,,,,,1351,3,,,,,951,4,,,,,140,3,3277,5,,,,,,,,,,,,,,,,,23,5,,,80,4,,,,,,,47,7,,,,,492,5,,,,,,,,,12,3,,,,,,,10,4,54,9,,,,,106,7,,,,,,,,,288,6,,,,,,,10,3,,,10,2,,,,,,,,,,,2456,6
463,38900,5,,,13,2,,,,,,,,,,,,,,,5,6,,,,,,,,,,,28,10,,,,,,,,,7,4,,,,,26,17,,,,,,,275,4,,,,,85,13,2444,10,,,,,,,,,19554,3,6,15,2469,5,18,12,10,4,40,17,163,11,,,1654,8,,,,,,,,,,,,,,,,,,,,,142,13,,,,,42,12,,,,,171,9,,,,,,,76,11,,,,,,,,,1431,5,3012,2,,,,,,,,,,,,,81,8,,,,,,,7,3,,,,,,,,,40,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,15,7,7,57,17,,,,,,,,,,,,,,,,,,,,,603,10,,,,,1684,3,,,,,,,2233,10,,,,,,,,,,,,,,,,,,,,,,,14,12,,,,,40,10,,,,,156,12,,,,,,,,,,,,,113,7,,,,,41,11,,,,,79,11,,,,,,,,,48,12,,,,,,,,,,,,,,,,,,,,,,,1654,9
2397,31838,6,12,3,13,3,,,10,2,,,990,2,,,,,12,4,116,2,,,8,3,,,,,15,2,279,3,,,,,18,4,,,13,2,18,2,,,40,9,,,11,2,8,2,245,6,,,7,3,522,1,3425,5,,,,,322,3,,,10971,8,26,2,1656,10,45,6,28,3,2577,2,181,9,,,1319,10,,,,,18,2,,,,,,,23,2,,,,,,,798,2,,,21,2,131,6,,,,,228,6,59,2,,,38,1,44,13,,,,,18,2,39,2,892,8,1373,10,,,,,,,71,2,13,2,,,30,16,24,1,,,,,20,2,,,,,21,2,6,3,61,5,57,4,,,,,,,78,2,5,6,,,,,17,8,,,,,,,,,,,,,436,14,14,3,221,4,,,,,,,18,2,,,,,,,12,2,,,,,421,13,12,2,,,716,6,,,,,,,1420,13,,,,,,,,,,,15,2,,,,,34,4,,,51,8,27,7,,,,,86,5,,,,,387,6,8,3,,,17,5,,,,,,,71,8,,,13,2,208,4,,,,,102,9,7,3,,,,,6,2,73,10,29,1,,,,,16,2,,,4,8,,,,,,,10,2,,,432,17
2398,28153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,29,229,69,,,,,,,,,26956,2,4,29,150,53,,,,,,,24,46,,,300,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,56,,,,,,,,,,,,,,,,,,,,,,,,,41,45,,,,,,,,,,,,,153,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,49,,,,,,,,,,,,,,,,,,,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,27935,8,,,,,,,,,,,49,13,,,,,,,13,4,,,,,,,,,,,26,12,,,,,11,5,10,2,,,,,,,22,19,6,2,,,,,86,18,,,,,73,16,834,25,,,,,,,,,12838,7,14,4,997,19,,,,,70,14,141,13,,,791,17,,,,,,,,,8,2,,,,,,,5,2,,,157,11,10,7,,,38,14,,,,,56,20,7,6,,,,,126,8,,,,,,,,,586,14,4214,1,,,11,2,5,4,,,3,4,,,165,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,,,,,,,,,,,,,352,17,,,34,22,,,,,,,,,,,,,,,,,,,,,247,19,,,,,439,11,,,,,,,1617,12,,,,,5,2,,,,,,,,,,,,,,,36,10,14,13,,,,,,,11,2,,,139,15,,,9,2,,,,,,,,,321,4,,,,,31,14,,,,,54,13,,,,,,,,,502,4,,,,,,,,,,,6,3,,,,,,,,,6,1,2722,3
2181,22428,9,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,210,4,,,,,,,,,,,,,,,20,20,,,,,,,91,17,,,,,111,10,1764,15,,,,,200,6,,,6710,14,9,6,1166,17,74,4,10,5,,,250,7,,,1288,11,,,,,,,,,,,,,,,,,,,,,219,8,,,,,55,10,,,,,192,8,,,,,,,176,5,,,,,,,11,4,646,13,1663,9,,,,,,,38,3,,,,,30,15,,,,,,,,,,,,,,,8,2,22,10,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,12,5,9,164,7,,,,,,,,,,,,,,,,,,,,,1047,4,,,,,285,15,,,,,134,4,2235,9,,,,,,,,,,,4,5,,,,,16,6,,,51,7,27,6,,,,,37,11,28,1,,,1280,1,,,,,,,,,,,,,181,6,,,,,105,5,,,,,165,5,10,2,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,1055,11
25821,20046,10,,,,,,,,,,,580,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654,8,,,,,,,,,1147,76,2,49,1683,9,,,,,,,,,,,6756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,7,,,,,,,,,,,,,,,,,,,,,,,2950,1
