,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,115516,189,1,46,1,26,1,41,1,26,1,2625,1,18,1,26,1,30,1,512,1,60,1,25,1,31,1,,,48,1,589,1,115,1,65,1,331,1,31,1,58,1,400,1,15,1,272,1,17,1,19,1,37,1,835,2,12,1,50,1,590,1,8787,2,23,1,26,1,544,2,15,1,31715,1,64,1,11764,1,751,1,100,1,2408,2,1267,2,39,1,3968,1,,,16,1,23,1,31,1,17,1,17,1,51,1,106,1,12,1,,,1629,1,2757,1,31,1,474,1,16,1,20,1,1333,1,307,1,13,1,1298,2,20,1,19,1,27,1,108,1,3598,3,3465,3,25,1,26,1,20,2,461,1,363,1,148,1,508,2,19,1,,,51,1,48,1,41,1,20,1,24,1,15,1,314,3,351,1,14,1,39,1,,,73,2,120,1,134,1,2200,1,287,2,17,1,41,1,40,1,19,1,24,1,11,1,1102,7,26,1,482,2,22,1,,,15,1,24,2,15,1,49,1,18,1,14,1,,,28,1,2700,2,16,1,20,1,3287,2,31,1,31,1,395,1,7034,2,19,1,20,1,20,1,17,1,16,1,29,1,22,1,18,1,156,2,84,1,473,1,232,1,,,316,1,357,4,,,24,2,1103,2,38,1,,,172,1,,,330,1,2,1,580,1,55,1,278,1,508,2,30,1,,,418,3,71,1,149,1,34,1,17,1,2232,1,,,21,1,,,26,1,,,23,1,11,1,21,1,17,1,19,1,,,2798,3
1,2,2223,58141,,,,,,,,,,,389,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,933,1,,,,,272,3,2078,14,,,,,,,,,11838,5,,,4826,2,,,,,2098,3,1638,1,,,2913,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,,,115,9,,,,,,,,,5822,1,2006,8,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,538,1,,,,,,,,,,,11,3,,,,,38,5,,,,,,,,,,,,,973,9,,,815,1,,,,,,,,,,,,,,,,,,,,,4116,1,,,,,7977,1,,,,,,,3213,7,,,,,,,,,,,,,,,,,,,10,3,,,172,2,,,,,77,7,,,,,275,9,,,,,,,,,,,,,406,2,,,,,1353,1,,,,,432,2,,,,,,,,,409,5,,,,,,,,,,,1,12,,,,,,,,,,,2328,5
2,3,1406,50294,35,2,,,,,,,,,15,17,,,,,13,5,44,3,,,,,,,,,,,573,2,,,,,,,,,,,,,,,58,4,,,,,,,158,11,,,9,4,261,5,3297,10,,,,,585,1,,,21358,2,14,5,4244,3,47,5,43,4,294,6,839,4,,,2611,4,29,1,,,,,8,2,,,,,,,,,,,,,487,4,,,,,362,3,,,,,179,11,31,4,4,3,1933,1,,,,,,,6,7,1705,5,2033,6,,,9,3,13,3,,,,,,,,,,,,,,,5,5,,,,,,,,,79,6,11,11,,,,,,,,,,,,,,,54,4,,,,,,,,,,,,,1632,3,9,6,478,3,,,,,,,31,1,,,,,,,,,,,,,551,10,,,,,518,11,,,,,120,6,2946,8,,,,,,,,,,,10,3,4,2,,,329,1,,,30,13,32,7,,,,,293,5,,,,,533,5,,,,,,,,,,,,,,,,,,,76,6,,,,,172,5,10,4,,,,,,,134,8,,,,,,,3,4,,,7,4,,,,,,,7,2,,,923,10
3,4,10816,44659,,,,,,,,,,,277,6,,,,,17,3,,,,,,,19,2,,,18,3,138,7,,,,,,,,,,,12,3,,,39,9,,,,,,,305,7,,,,,182,8,3804,7,,,,,83,8,,,11505,8,,,3183,4,66,4,,,652,5,420,6,,,2252,5,,,,,,,,,,,,,,,,,,,,,362,6,67,5,,,142,7,,,,,403,3,,,,,319,5,,,,,,,,,5259,2,2601,5,,,,,,,,,,,11,3,301,4,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,,,,,,,,,,,,,13,2,,,1678,2,17,4,228,6,,,19,1,,,,,,,,,,,,,,,,,1276,5,,,,,1450,3,,,,,137,5,3243,6,,,,,,,,,,,,,,,,,33,5,,,85,6,,,,,,,45,8,,,,,575,3,,,,,,,,,14,3,,,,,,,13,4,46,9,,,,,113,7,,,,,,,,,413,4,,,,,,,14,3,,,14,2,,,,,,,,,,,2724,4
4,5,2397,35705,19,3,15,2,,,14,2,,,1604,2,,,,,17,2,109,2,,,7,2,,,,,11,4,332,3,,,,,9,5,,,21,2,30,2,,,46,6,,,8,2,6,2,333,6,,,17,2,451,2,4024,6,,,,,299,5,,,11804,7,16,4,2195,7,39,6,78,2,2459,1,209,10,,,1536,11,,,,,12,2,,,,,,,16,2,,,,,,,514,3,,,19,2,170,5,,,,,241,6,70,2,11,2,29,15,,,,,11,2,21,2,747,13,1584,11,,,,,,,70,2,29,2,,,60,14,9,2,,,,,15,2,,,,,10,3,4,3,88,5,76,4,,,,,,,81,1,3,7,,,,,18,9,,,,,,,,,,,,,562,14,19,3,289,5,,,,,,,2,6,,,,,,,5,2,,,,,521,11,13,2,,,570,9,,,,,,,1870,11,,,,,,,,,,,14,2,,,,,56,4,,,114,5,42,6,,,,,371,3,,,,,403,6,17,3,,,36,4,,,,,,,146,6,,,23,3,263,3,,,,,110,8,16,2,,,,,10,2,68,11,32,1,,,,,16,2,,,6,6,,,,,,,4,3,,,491,16
5,6,2093,34333,,,,,,,,,,,54,11,,,,,,,23,4,,,,,,,,,,,33,11,,,,,10,4,7,2,,,,,,,25,17,9,2,,,,,103,18,,,,,54,17,1187,25,,,,,,,,,12773,4,10,10,1045,20,,,,,97,14,158,20,,,963,17,,,,,,,,,17,2,,,,,,,7,2,,,70,22,20,7,,,39,13,,,,,104,18,6,6,,,104,10,,,,,,,,,532,20,5009,1,,,19,2,4,5,,,3,4,,,171,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7,,,,,,,,,,,,,341,18,,,53,18,,,,,,,,,,,,,,,,,,,,,313,20,,,,,481,13,,,,,,,4537,4,,,,,7,2,,,,,,,,,,,,,,,50,11,30,9,,,,,,,10,1,,,157,16,,,11,2,,,,,,,,,314,4,,,,,42,11,,,,,65,13,,,,,,,,,648,2,,,,,,,,,,,11,3,,,,,,,,,13,1,4573,1
6,7,2181,29396,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,244,4,,,,,,,,,,,,,,,22,20,,,,,,,188,10,,,,,193,7,2032,15,,,,,283,6,,,9691,10,25,2,1480,11,158,2,6,14,,,185,14,,,1705,9,,,,,,,,,,,,,,,,,,,,,267,7,,,,,81,10,,,,,293,4,,,,,321,4,,,,,,,10,3,1531,6,1795,10,,,,,,,26,3,,,,,40,18,,,,,,,,,,,,,,,11,2,57,8,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,8,7,8,340,4,,,,,,,,,,,,,,,,,,,,,1451,4,,,,,378,15,,,,,158,4,2328,9,,,,,,,,,,,5,5,,,,,23,6,,,84,7,25,10,,,,,24,10,9,2,,,1306,1,,,,,,,,,,,,,152,5,,,,,89,5,,,,,147,6,11,3,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,1082,9
7,8,463,27351,,,9,4,,,,,,,,,,,,,,,3,6,,,,,,,,,,,18,15,,,,,,,,,4,7,,,,,22,19,,,,,,,224,9,,,,,99,13,2234,13,,,,,,,,,11830,6,1,45,1118,18,15,15,12,7,22,18,135,22,,,1226,14,,,,,,,,,,,,,,,,,,,,,90,17,,,,,25,14,,,,,140,13,,,,,38,12,,,,,,,,,939,11,3634,2,,,,,,,,,,,,,88,9,,,,,,,3,8,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,17,4,11,59,16,,,,,,,,,,,,,,,,,,,,,571,9,,,,,960,5,,,,,,,1878,10,,,,,,,,,,,,,,,,,,,,,,,14,14,,,,,10,15,,,,,127,18,,,,,,,,,,,,,59,9,,,,,22,19,,,,,68,12,,,,,,,,,63,12,,,,,,,,,,,,,,,,,,,,,,,1213,8
8,9,2162,22865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,9,38,,,,,,,146,15,,,,,38,25,1350,23,,,,,,,,,11217,9,,,883,23,,,,,,,94,27,,,928,19,,,,,7,3,,,,,,,,,,,,,,,16,46,,,,,,,,,,,127,15,,,,,,,,,,,,,8,6,521,21,6,111,,,,,,,6,4,,,,,74,12,,,,,,,,,,,,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,43,5,9,,,,,,,,,,,,,,,,,,,,,,,512,12,,,,,180,24,,,,,10,12,5456,3,,,,,,,,,,,,,,,,,8,8,,,,,5,16,,,,,17,11,,,,,98,20,,,,,,,,,,,,,,,,,,,34,12,,,,,109,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,11
9,10,181,20972,9,4,,,,,,,,,77,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,,,,,,,,,,,,,133,10,2029,16,,,,,,,,,13504,3,,,1589,10,,,20,6,,,71,30,,,851,21,,,,,,,,,,,,,,,,,,,,,104,16,,,,,201,4,,,,,74,23,,,,,,,,,,,,,,,201,41,120,46,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,19,,,41,20,,,,,,,,,,,,,,,,,,,,,220,22,,,,,177,25,,,,,,,636,21,,,,,,,,,,,,,,,,,132,3,,,,,,,,,1,3,,,,,,,181,13,,,,,,,,,,,,,11,15,,,,,11,25,,,,,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,33
