,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
29,30,2921,8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,998,29,,,,,,,,,5378,30,,,,,,,,,,,,,,,409,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,10,,,,,,,,,,,79,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,19,,,,,,,,,,,,,,,,,,,,,,,134,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,5894,8455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,,,,,,,,,,,,,,,795,41,,,,,,,,,3026,52,,,662,20,,,,,,,40,35,,,526,32,,,,,,,,,,,,,,,72,19,,,,,,,,,,,,,,,,,,,,,,,,,,,566,22,788,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,44,,,,,,,,,,,,,,,,,,,,,,,385,10,,,,,1269,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,16,,,,,54,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,6819,8298,,,,,,,,,,,,,,,,,,,,,,,,,,,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,16,5093,2,,,,,,,,,1710,71,7,21,,,,,,,,,32,41,,,272,62,,,,,,,,,,,,,,,33,29,,,,,,,,,,,,,,,,,,,,,,,4,7,,,106,71,,,,,,,,,,,,,17,38,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,87,54,,,11,34,,,,,,,,,,,,,398,18,,,,,77,31,,,,,152,53,,,,,,,,,,,,,,,,,15,17,,,,,,,,,,,,,36,41,,,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,38
32,33,27443,8180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,39,,,,,,,40,23,,,4,7,38,23,874,36,,,,,,,,,919,111,12,9,435,26,23,7,,,,,65,27,,,447,37,,,,,,,,,,,,,,,,,,,,,32,13,,,,,,,,,,,,,,,,,,,,,426,29,,,,,,,,,,,,,797,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,16,,,,,,,,,,,,,,,,,372,20,,,,,170,21,,,,,868,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,2
33,34,3886,8090,,,,,,,,,,,,,,,,,,,,,,,,,,,254,4,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,543,1,3059,10,,,,,,,,,19,870,10,12,228,39,19,9,,,12,13,181,10,,,341,54,,,9,3,,,,,,,,,,,26,32,,,,,,,,,,,615,2,,,,,,,,,,,,,,,561,25,124,47,,,,,,,,,,,20,31,,,,,,,,,7,2,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,46,11,8,63,14,,,,,,,,,,,,,233,26,,,,,749,6,,,281,2,196,46,,,,,,,,,,,,,,,,,69,8,2,15,,,,,,,,,,,88,26,,,,,,,,,,,,,,,155,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,40
34,35,2398,8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,76,,,,,,,,,7101,20,3,35,,,,,,,,,23,47,,,353,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,52,,,,,,,,,,,,,,,,,38,61,,,,,,,,,,,157,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,65,,,,,,,,,,,,,,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,41114,7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7649,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,9209,7582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,41,,,,,,,,,,,,,23,30,566,51,,,,,,,,,5377,31,,,38,90,,,,,,,108,21,,,7,339,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,,,,,354,33,3,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,286,23,6,15,86,9,,,,,,,,,,,,,259,25,,,,,,,,,,,294,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,27,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,
37,38,74,7577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7417,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,30549,7577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,,,,,,,328,67,,,,,,,,,5839,27,,,,,,,,,,,,,,,366,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,60,417,24,,,,,,,,,,,12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,43,,,23,29,,,,,,,,,,,,,,,,,,,,,,,,,238,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,11634,7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210,18,,,,,,,,,,,,,,,19,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,91
40,41,891,7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77,,,,,,,,,,,,,,,411,58,,,,,,,,,4784,38,,,568,24,,,,,,,,,,,699,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2281,6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,,,,,,,,,,,,,,,,,,,,,,,,,4788,37,,,1289,11,,,,,,,,,,,384,44,,,,,,,,,,,,,,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,408,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,36218,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,,,,,,,64,18,,,,,8,52,1046,25,,,,,,,,,4217,43,,,,,,,,,,,33,40,,,224,69,,,,,,,,,,,,,,,13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,108,69,772,16,,,,,,,,,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,33,,,19,30,,,,,,,,,,,,,73,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,35
43,44,2386,6773,,,,,,,,,,,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40,,,,,,,22,31,,,,,,,,,,,,,,,,,3647,46,6,22,1692,8,,,,,,,44,33,,,366,46,,,,,,,,,,,,,,,48,23,,,,,,,,,,,31,27,,,,,,,,,,,,,,,286,39,,,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,66,12,,,,,,,,,,,,,65,51,,,,,39,42,,,,,16,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,24,,,,,,,,,11,13,,,,,,,,,,,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,19
44,45,2407,6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,289,,,,,,,,,6492,23,,,39,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,2381,6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,23,,,,,,,,,,,,,,,,,,,,,,,,,5307,32,,,330,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,2785,5973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3,,,,,,,,,,,,,18,38,265,75,,,,,,,,,513,161,16,5,2421,4,,,14,3,,,2,141,,,1014,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,19,46,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,5,,,,,,,,,,,,,,,5,1,45,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,26,68
47,48,1917,5798,,,,,,,,,,,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,,,,,,,26,28,,,,,85,14,332,66,,,,,,,,,3315,48,3,34,267,35,,,,,40,9,17,70,,,351,50,,,,,,,,,,,,,,,91,15,,,,,,,,,,,,,,,,,,,,,,,,,,,106,70,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,7,,,10,35,,,,,,,,,,,,,,,,,,,,,,,,,122,59,,,,,,,,,,,,,,,,,9,20,,,,,,,,,,,,,50,36,,,,,,,,,,,,,,,,,,,,,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,57
48,49,4192,5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,41,22,,,,,39,22,938,33,,,,,,,,,5,947,,,210,40,,,,,,,64,28,,,161,76,,,,,,,,,,,3,5,,,17,40,,,,,,,,,,,89,20,,,,,,,,,,,,,,,482,27,697,18,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,32,,,,,,,,,,,,,,,,,150,30,,,,,,,,,,,2556,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,30,,,,,,,,,,,,,,,,,,,,,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,483,5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,45,,,,,,,,,,,,,21,31,274,73,,,,,,,,,3841,44,,,,,,,,,,,34,38,,,345,51,,,,,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,,,,,,,14,4,,,194,50,315,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,64,,,11,33,,,,,,,,,,,,,22,84,,,,,39,40,,,,,273,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,39,,,,,,,,,,,,,,,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,42
50,51,172225,5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,34,,,,,,,,,,,,,,,294,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,18011,5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,11,38,,,,,,,33,25,,,,,,,175,102,,,,,,,,,2285,60,8,17,671,19,5,17,,,,,20,56,,,144,80,,,,,,,,,,,,,,,20,37,16,5,,,,,,,,,24,32,,,,,,,,,,,,,,,38,108,1003,13,,,,,,,,,,,30,21,,,,,,,,,4,4,,,,,,,,,,,,,,,21,2,,,,,6,8,,,,,,,,,,,,,44,68,7,14,7,42,,,,,,,,,,,,,76,46,,,,,133,26,,,,,461,29,,,,,,,,,,,,,5,6,11,2,12,19,,,,,,,,,,,,,24,53,,,,,10,6,,,,,,,,,33,26,,,,,10,22,,,1,2,,,,,44,8,,,,,,,,,,,,,,,,,,,,
52,53,3955,5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,,,,,,,13,42,,,,,,,168,108,,,,,,,,,2609,58,,,315,33,,,,,,,,,,,504,33,,,,,,,,,,,,,,,,,,,,,,,,,,,88,21,,,,,,,,,,,,,,,727,14,,,,,,,,,,,,,328,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,20
53,54,1269,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,27,,,,,,,,,3523,47,,,,,,,,,,,340,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,2932,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,,,,,,,,,8,5,,,,,8,44,,,,,,,,,,,5,6,24,29,,,,,,,,,,,4267,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,,,,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,79,,,,,63,35,,,,,226,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,63
55,56,28,4686,,,,,,,,,,,224,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,60,,,,,,,,,2674,57,,,360,27,,,,,,,,,,,483,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,35,,,,,,,,,,,,,,,122,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,13713,4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,,,,,,,,,,,,,42,21,930,34,,,,,,,,,1587,73,,,183,44,,,3,13,,,25,44,,,662,29,,,,,,,,,,,,,,,31,30,,,,,,,,,,,3,49,,,,,,,,,,,12,5,,,103,73,268,31,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,37,,,,,304,15,,,,,33,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,44,,,,,,,,,,,,,,,126,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,32
57,58,2375,4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4458,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,73
58,59,1293,4453,,,,,,,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,46,,,,,,,12,44,,,,,,,208,91,,,,,,,,,3294,49,,,178,45,,,,,,,21,51,,,246,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,45,,,,,,,,,,,,,,,,,45,54,,,,,39,41,,,,,164,50,,,,,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,5242,4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414,40,,,11,117,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,3565,4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,74,,,,,,,12,45,,,,,,,245,82,,,,,,,,,2733,54,,,259,36,,,,,,,22,49,,,245,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,36,,,,,,,,,,,,,85,44,,,,,,,,,,,489,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,68448,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53,,,,,,,,,,,,,7,56,313,69,,,,,,,,,2686,56,,,,,,,,,,,,,,,739,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,56,,,,,,,,,,,,,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,66,,,,,,,4,6,,,,,,,,,114,38,,,,,17,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,63,55763,4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,55,1019,28,,,,,,,,,1406,85,,,,,,,,,,,80,24,,,391,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,35,459,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,29,,,,,,,,,,,,,,,,,96,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,98,3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,39,254,80,,,,,,,,,3082,51,,,22,101,,,,,,,16,72,,,76,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,74,,,,,,,,,,,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,36,,,18,31,,,,,,,,,,,,,,,,,,,17,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,30
64,65,11733,3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,171,,,,,,,3,1,1071,98,,,,,,,,,,,,,,,151,79,,,,,,,,,,,,,,,,,,,,,272,4,,,,,6,45,,,,,,,,,,,,,,,2159,4,39,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,41,5,,,,,14,9,,,,,9,79,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
65,66,2399,3765,,,,,,,,,,,25,12,,,,,,,10,3,,,,,,,10,18,,,,,,,,,3,8,,,,,20,19,,,,,,,16,38,,,,,,,204,93,,,,,,,,,1808,68,5,24,350,30,,,,,9,14,35,37,,,166,74,,,,,,,,,,,,,,,23,33,,,,,,,,,,,25,31,,,,,,,,,,,,,,,136,57,132,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,62,,,,,,,3,7,,,,,,,,,146,31,,,,,125,27,,,10,13,277,40,,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,,,14,71,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,34
