bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,179023,1,160,1,45,1,32,1,46,1,21,1,3868,1,18,1,24,1,39,1,56,1,2,1,10,1,964,1,32,1,20,1,30,1,,,66,1,1017,1,97,1,466,1,349,1,22,2,27,2,393,1,17,1,417,1,16,1,6,2,44,1,1433,1,8,1,46,1,488,1,10882,1,18,1,15,1,14,1,1267,1,15,1,44390,1,92,1,18760,1,1030,1,86,1,3013,3,2149,1,10,1,41,1,7498,1,,,19,1,33,1,60,1,7,2,11,1,13,2,52,1,77,1,15,1,,,1921,1,1762,1,79,1,724,1,7,1,16,1,2672,1,1031,1,,,53,1,4948,1,25,1,23,1,24,1,152,1,8427,1,3635,2,16,1,18,1,40,2,805,1,1074,1,202,1,495,3,17,2,12,1,192,1,97,1,31,1,9,1,36,1,14,2,515,1,248,1,8,2,13,2,18,2,209,1,124,1,135,1,1323,1,1293,1,13,1,54,1,17,1,37,1,28,1,16,1,1999,3,25,2,528,1,22,1,,,16,1,19,2,12,1,20,1,10,1,26,1,,,38,1,6946,1,19,1,25,1,5321,2,25,1,24,1,1170,1,12174,1,13,1,21,1,26,1,15,1,17,1,30,1,19,1,8,1,172,3,80,1,640,1,318,1,,,456,1,635,2,,,19,2,1123,3,34,2,,,182,1,,,494,1,38,1,960,1,16,1,122,1,152,1,2804,2,45,1,,,764,2,84,1,499,1,34,1,11,1,2501,2,,,18,1,,,20,1,,,23,1,9,1,19,1,17,1,14,1,,,5698,2
2223,69926,2,,,,,,,,,,,1823,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,7,,,,,,,979,2,,,,,190,4,2393,12,,,,,,,,,,,14688,5,,,5098,2,,,,,4272,2,1754,2,,,,,3556,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,,,,,733,4,,,,,,,,,5439,2,2938,4,,,,,9,5,,,,,,,102,10,,,,,,,,,,,,,,,,,106,3,,,,,,,,,,,15,5,,,,,142,6,,,,,,,,,,,,,643,14,,,474,2,,,,,,,,,,,,,,,,,,,,,4215,2,,,,,6601,1,,,,,,,2836,8,,,,,,,,,,,,,,,,,,,5,4,,,180,2,,,44,2,146,8,,,,,269,9,,,,,,,,,,,,,557,4,,,,,,,3064,1,,,,,323,4,,,,,,,,,2918,1,,,,,,,,,,,7,6,,,,,,,,,,,3260,6
1406,59690,3,27,2,,,,,,,,,749,5,,,,,,,31,2,,,,,95,3,,,,,,,,,,,363,3,,,,,,,,,,,,,,,83,4,,,,,,,217,14,,,7,6,236,3,3734,5,,,,,,,586,3,,,22595,2,18,5,2976,4,68,4,19,2,467,7,1094,3,,,,,3604,2,9,1,,,,,23,2,,,,,,,12,4,,,,,,,843,2,,,,,412,3,,,,,309,9,92,3,,,5,3,2094,2,,,,,,,10,9,2166,4,2128,7,,,8,3,18,3,,,,,,,125,8,,,,,170,2,10,7,,,,,,,,,94,4,20,11,,,,,,,,,,,,,,,167,5,,,,,,,,,,,,,3349,1,13,7,301,3,,,,,,,41,1,,,,,,,,,,,,,798,9,,,,,623,11,,,,,195,7,3656,6,,,,,,,,,,,7,4,13,3,,,969,1,,,46,12,36,9,,,,,213,5,,,,,1160,2,,,,,,,,,,,,,66,9,,,,,,,152,12,,,,,230,6,5,4,,,,,,,271,8,,,,,,,4,3,,,4,9,,,,,,,10,3,,,1844,9
10816,47683,4,,,,,,,,,,,341,8,,,,,,,10,6,,,,,,,,,,,13,2,,,7,5,195,7,,,,,,,,,,,12,3,,,50,13,,,,,,,328,8,,,,,155,5,2812,7,,,,,,,88,8,,,13197,7,,,4183,3,57,5,,,671,5,362,6,,,,,2003,7,,,,,,,,,,,,,,,,,,,,,,,291,6,41,6,,,214,7,,,,,498,5,,,,,,,601,5,,,,,,,,,1917,5,1886,8,,,,,,,,,,,11,3,197,6,,,,,,,,,,,,,,,,,,,65,5,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,714,12,5,14,205,4,,,18,1,,,,,,,,,,,,,,,,,1515,5,,,,,2016,3,,,,,333,3,6302,3,,,,,,,,,,,,,,,,,25,6,,,96,7,,,,,,,177,6,,,,,584,4,,,,,,,,,,,,,,,,,,,6,5,403,6,,,,,173,8,,,,,,,,,990,4,,,,,,,4,4,,,15,3,,,,,,,,,,,3886,5
2397,46369,5,26,3,7,3,,,7,2,,,1411,3,,,,,,,20,4,,,,,166,2,,,3,3,,,,,4,6,560,2,,,,,19,5,,,32,1,14,2,,,79,5,,,8,1,9,3,477,5,,,13,4,446,2,4048,3,,,,,,,480,5,,,16123,3,20,4,2688,5,43,7,13,6,4714,1,246,11,,,,,1959,8,,,,,13,5,,,,,,,,,18,3,,,,,,,797,3,,,10,2,180,9,,,,,370,6,98,2,,,19,2,24,14,,,,,4,6,26,3,1288,10,2365,6,,,,,,,87,2,37,2,,,35,29,18,1,,,,,43,3,,,,,21,2,6,4,56,8,71,3,,,,,,,92,2,5,7,,,,,19,9,,,,,,,,,,,,,649,13,20,4,166,5,,,,,,,5,6,,,,,,,9,2,,,,,759,10,12,2,,,672,9,,,,,,,2195,9,,,,,,,,,,,4,6,,,,,66,4,,,85,9,56,6,,,,,161,7,,,,,371,7,17,3,,,15,5,,,,,,,62,11,,,,,14,4,754,5,,,,,151,9,12,3,,,,,11,2,117,13,25,1,,,,,7,2,,,7,7,,,,,,,13,2,,,597,19
2093,39051,6,,,,,,,,,,,86,17,,,,,,,,,,,,,18,4,,,,,,,,,,,65,10,,,,,10,6,9,3,,,,,,,78,6,6,2,,,,,272,10,,,,,54,17,1925,16,,,,,,,,,,,13895,6,20,3,2259,7,,,,,54,15,212,13,,,,,1275,14,,,,,,,,,19,1,,,,,,,,,6,2,,,91,21,8,7,,,75,12,,,,,111,20,18,8,,,,,160,10,,,,,,,,,850,17,5275,1,,,16,2,6,6,,,7,3,,,262,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,8,,,,,,,,,,,,,521,17,,,67,16,,,,,,,,,,,,,,,,,,,,,363,20,,,,,701,8,,,,,,,1730,12,,,,,3,2,,,,,,,,,,,,,,,57,11,17,14,,,,,,,19,2,,,151,15,,,2,2,,,,,,,,,403,5,,,,,,,251,9,,,,,109,10,,,,,,,,,531,6,,,,,,,,,,,20,2,,,,,,,,,6,1,6922,1
2162,32389,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,9,54,,,,,,,194,15,,,,,46,22,2093,15,,,,,,,,,,,15412,4,,,1118,19,,,,,,,132,22,,,,,1552,13,,,,,13,4,,,,,,,,,,,,,,,,,27,44,,,,,,,,,,,161,15,,,,,,,12,18,,,,,,,6,10,739,19,326,24,,,,,,,3,4,,,,,71,14,,,,,,,,,,,,,,,,,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,40,10,8,,,,,,,,,,,,,,,,,,,,,,,934,7,,,,,435,14,,,,,26,12,5037,4,,,,,,,,,,,,,,,,,5,9,,,,,10,16,,,,,30,14,,,,,136,18,,,,,,,,,,,,,,,,,,,,,58,21,,,,,177,7,,,,,,,,,223,9,,,,,,,,,,,,,,,,,,,,,,,3224,7
463,25863,8,11,6,12,2,,,,,,,37,22,,,,,,,,,,,,,5,6,,,,,,,,,,,26,15,,,,,,,,,6,5,,,,,48,15,,,,,,,221,13,,,,,72,13,2249,14,,,,,,,,,,,11320,8,6,21,1164,16,18,12,9,12,28,16,118,24,,,,,1235,16,,,,,,,,,,,,,,,,,,,,,,,85,22,,,,,26,14,,,,,85,24,,,,,,,37,12,,,,,,,,,1255,11,3385,3,,,,,,,,,,,,,42,23,8,3,,,,,14,5,,,,,,,,,7,13,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,326,21,9,10,35,25,,,,,,,,,,,,,,,,,,,,,325,22,,,,,949,6,,,,,,,1098,15,,,,,,,,,,,,,,,,,,,,,,,25,10,,,,,12,19,,,,,113,22,,,,,,,,,,,,,97,7,,,,,,,65,19,,,,,62,17,,,,,,,,,49,17,,,,,,,,,,,,,,,,,,,,,,,1163,11
2181,25762,9,,,,,,,,,,,164,13,,,,,,,,,,,,,,,,,7,2,,,,,,,239,6,,,,,,,,,,,,,,,35,20,,,,,,,222,12,,,,,129,6,1615,22,,,,,,,184,7,,,6586,16,17,6,1791,9,146,2,12,8,,,288,8,,,,,1244,15,,,,,,,,,,,,,,,,,,,,,,,208,8,,,,,89,10,,,,,350,8,,,,,,,338,6,,,,,,,18,4,1341,8,1064,10,,,,,,,26,3,,,,,24,39,,,,,,,,,,,,,,,13,3,41,10,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,15,10,9,107,9,,,,,,,,,,,,,,,,,,,,,1540,4,,,,,290,17,,,,,208,6,2126,11,,,,,,,,,,,7,5,,,,,28,5,,,82,10,46,7,,,,,43,13,45,1,,,1825,1,,,,,,,,,,,,,157,6,,,,,,,230,10,,,,,240,5,25,2,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,1904,8
811,22491,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,11,,,,,,,19,46,,,,,,,2452,10,,,,,,,,,,,7052,15,3,36,1085,20,,,,,,,197,15,,,,,1771,9,,,,,,,,,,,,,,,3,8,,,,,,,502,5,,,,,,,,,,,226,11,,,,,,,,,,,,,,,,,140,65,327,23,,,,,,,,,,,,,422,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,5,,,29,27,,,,,,,,,,,,,,,,,,,,,455,15,,,,,591,12,,,,,304,4,283,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,3
