,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,17091,,,,,,,,,,,483,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485,9,,,,,,,,,950,96,3,42,1510,12,,,,,,,,,,,4862,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,7,,,,,,,,,,,,,,,,,,,,,,,2170,7
11,12,29351,16590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,99,16,,,,,,,3599,3,,,,,,,,,3167,28,,,139,54,117,3,,,,,95,25,,,358,43,,,,,,,,,,,,,,,,,,,,,237,7,,,,,,,,,,,30,27,21,5,,,,,,,,,,,,,,,,,125,48,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,269,3,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,38,,,,,,,,,,,,,,,,,,,,,,,,,571,8,,,,,,,,,,,,,6282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,37,,,,,,,,,,,,,,,,,,,,,,,,,578,1,,,,,,,,,538,4,,,,,,,,,,,,,,,,,,,,,,,97,40
12,13,2243,16468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12,,,,,,,,,,,,,,,9,38,,,,,,,,,,,,,,,4976,1,,,,,,,,,4944,19,,,,,,,,,,,,,,,1540,10,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9,,,,,135,11,,,,,,,,,,,,,,,,,490,20,262,30,,,,,,,,,,,,,9,53,,,,,,,,,,,,,,,,,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,3,,,,,,,,,,,,,,,,,,,,,,,,,771,6,,,,,407,12,,,,,23,10,894,14,,,,,,,,,,,5,4,,,,,,,,,,,62,4,,,,,518,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55
13,14,2425,16194,,,,,,,,,,,66,12,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,43,8,,,,,,,99,15,,,,,119,9,1265,18,,,,,,,,,4235,23,7,12,1194,16,,,7,8,168,9,177,11,,,1015,15,,,,,,,,,,,,,,,,,,,,,152,11,,,,,,,,,,,168,9,,,,,,,,,,,,,,,,,892,7,498,21,,,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,25,,,,,,,,,,,,,,,,,,,,,,,,,748,7,,,,,971,5,,,,,172,3,3200,4,,,,,,,,,,,,,,,,,,,,,72,7,,,,,,,,,,,,,245,10,,,,,5,8,,,,,,,,,,,,,,,,,,,212,4,,,,,,,,,38,13,,,,,,,,,,,,,,,,,,,,,,,201,27
14,15,13,15389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,18,,,,,,,85,18,,,,,34,24,1050,22,,,,,23,11,,,7601,11,5,19,1636,9,,,4,12,,,20,52,2,2,559,28,,,,,,,,,,,,,,,,,,,,,723,2,,,,,,,,,,,102,15,,,3,1,,,,,,,,,,,,,255,31,1029,14,,,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,14,12,3,38,21,,,,,,,,,,,,,,,,,,,,,160,26,,,,,267,16,,,,,28,9,583,18,,,,,,,,,,,,,,,,,,,,,9,21,28,9,,,,,68,7,,,,,121,19,,,,,,,,,,,,,,,,,,,18,24,,,,,,,,,,,,,,,15,18,,,,,,,,,,,,,,,,,,,,,,,331,21
15,16,811,14794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9,,,,,,,18,51,,,,,,,1293,17,,,,,,,,,4838,20,5,22,1289,15,,,,,,,112,23,,,1239,12,,,,,,,,,,,,,5,4,,,,,,,419,5,,,,,,,,,,,93,16,,,,,,,,,,,,,,,,,53,91,244,34,,,,,,,,,,,,,341,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,5,,,28,25,,,,,,,,,,,,,,,,,,,,,298,19,,,,,675,7,,,,,119,5,252,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,5
16,17,50381,14234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,952,24,,,,,,,,,11130,8,,,540,27,,,,,78,13,148,15,,,294,49,,,,,,,,,,,,,,,,,,,,,132,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,21,39,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,320,13998,,,,,,,,,,,124,8,,,,,8,4,,,,,,,,,3,1,,,88,8,,,,,,,,,19,2,,,,,49,6,,,,,,,78,19,,,8,5,57,18,1111,21,,,,,130,6,,,5797,16,18,3,962,20,27,9,,,49,16,217,8,,,1001,16,,,,,,,7,2,,,9,2,,,17,3,,,,,76,23,41,6,,,,,,,,,250,6,,,,,,,200,5,,,,,,,11,6,198,34,304,28,,,,,4,5,,,,,10,3,19,33,,,,,,,8,4,,,,,,,,,41,8,12,11,,,,,,,,,6,6,,,,,50,5,,,,,,,,,,,,,699,8,12,4,45,19,,,,,,,3,4,,,,,,,,,,,,,434,12,,,,,281,15,,,,,79,8,743,15,,,,,,,,,,,,,3,3,,,,,,,64,8,61,5,,,,,,,,,,,80,26,,,,,22,4,,,9,4,,,19,12,,,,,28,18,,,9,1,34,21,,,,,,,,,65,11,,,,,,,,,,,6,5,,,,,,,,,,,293,22
18,19,181,13228,20,3,,,,,,,,,82,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,,,,,,,,,,,,,120,8,1181,19,,,,,,,,,6921,13,,,1481,13,,,8,4,,,51,33,,,964,17,,,,,,,,,,,,,,,,,,,,,109,17,,,,,178,5,,,,,58,24,,,,,,,,,,,,,,,,,234,32,175,45,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,18,,,28,24,,,,,,,,,,,,,,,,,,,,,137,28,,,,,145,26,,,,,,,474,19,,,,,,,,,,,,,,,,,133,3,,,,,,,,,1,3,,,,,,,166,15,,,,,,,,,,,,,14,14,,,,,36,14,,,,,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,37
19,20,1294,12357,,,,,,,,,,,46,13,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,,,,,,,53,19,915,25,,,,,,,,,6115,15,8,10,645,26,,,,,59,15,123,17,,,1966,9,,,,,,,,,,,,,10,3,,,,,,,149,12,,,,,,,,,,,77,18,,,,,,,30,13,,,,,6,4,,,869,9,,,,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,362,16,,,19,31,,,,,,,7,2,,,,,,,,,,,,,63,40,,,,,,,,,,,,,398,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,13,,,,,,,,,,,,,23,11,,,,,28,19,,,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,38
20,21,5072,11396,,,,,,,,,,,4,21,,,,,,,,,,,,,,,,,,,12,19,,,,,170,2,,,,,,,,,5,61,,,,,,,,,,,,,133,7,405,51,,,,,,,,,6646,14,5,26,89,72,,,,,35,17,,,,,341,45,,,,,,,,,,,,,,,39,2,,,,,,,707,2,,,,,,,,,,,,,,,,,164,8,,,,,,,,,87,69,1721,9,,,,,,,,,,,,,28,22,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,17,3,,,136,2,27,7,,,,,,,,,,,,,44,65,5,12,153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,60,,,,,,,,,,,,,,,,,,,25,2,,,,,,,,,,,,,,,32,44,,,,,204,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60
21,22,2136,10785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,,,,,,,,,,,,,,,,,,,300,4,,,,,,,2353,10,,,,,,,,,3335,25,5,24,190,50,,,,,845,4,,,,,409,37,,,,,,,,,,,,,,,,,,,,,,,,,,,123,8,,,,,161,10,,,,,,,,,,,,,,,,,305,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,1156,4,,,,,,,,,,,,,,,,,,,,,,,,,862,5,,,,,,,,,,,,,73,68,,,,,,,,,,,,,,,,,3,9,,,156,2,,,,,5,2,,,5,3,,,320,8,,,,,,,,,,,,,,,,,,,46,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,69
22,23,27443,10511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,,,,,,,44,25,,,12,2,43,23,1658,14,,,,,19,12,,,609,130,12,7,413,33,128,2,,,,,114,22,,,400,40,,,,,,,,,,,,,,,,,,,,,27,35,,,,,45,13,,,,,,,,,,,,,,,,,,,,,,,304,27,1681,10,,,,,,,,,,,,,329,5,,,,,,,,,,,,,,,,,,,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,30,,,,,,,,,,,,,,,,,,,,,,,,,249,21,,,,,139,27,,,,,,,708,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,2,,,,,,,,,,,52,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,2
23,24,590,10147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,37,,,,,,,,,,,,,,,,,,,,,,,,,1107,82,2,44,24,116,,,,,,,,,,,8923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,28,130,53,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,3886,10120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,4,,,,,,,,,,,,,,,14,24,,,,,,,127,12,,,,,91,13,2886,6,,,,,,,,,1895,51,8,11,430,32,13,17,8,6,124,11,210,10,,,437,33,,,,,7,3,,,,,,,,,,,,,,,32,33,,,,,,,,,,,582,2,,,,,,,,,,,,,,,,,790,10,117,51,,,,,,,,,,,,,16,38,,,,,,,,,4,3,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,33,5,11,101,11,,,,,,,,,,,,,,,,,,,,,190,25,,,,,716,6,,,,,191,2,214,35,,,,,,,,,,,,,,,,,,,,,62,9,28,10,,,,,272,3,,,,,74,30,,,,,,,,,,,,,,,,,,,34,16,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,44
