bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,132840,1,214,1,66,1,45,1,33,1,46,1,3876,1,46,1,28,1,37,1,735,1,22,1,43,1,79,1,580,2,45,1,163,1,302,1,33,1,73,2,214,1,23,1,289,1,42,1,32,1,52,1,855,1,35,1,46,1,777,1,6542,1,38,1,37,1,602,2,,,33404,1,63,1,16021,1,713,1,113,1,2922,1,1463,1,54,1,4964,2,,,34,1,39,1,31,1,33,1,31,1,104,1,300,1,27,1,1323,1,1634,1,40,1,545,1,31,1,27,1,922,1,471,1,32,1,2480,1,28,1,24,1,40,1,125,1,3903,1,3771,3,27,1,35,1,43,2,704,1,838,1,136,1,512,3,34,1,,,48,1,68,1,34,1,38,1,32,1,435,2,394,1,30,1,,,95,1,90,1,80,1,802,1,195,2,35,1,35,1,27,1,48,1,47,1,40,1,1531,2,63,1,958,1,,,30,1,57,1,37,1,36,1,34,1,36,1,,,3119,2,28,1,36,1,3451,1,70,1,381,1,10736,2,34,1,31,1,30,1,41,1,32,1,23,1,185,2,79,1,541,1,312,1,,,395,1,448,2,,,39,2,1249,1,48,1,,,186,1,,,88,1,3,1,744,1,117,1,327,1,5355,1,35,1,,,421,2,80,1,203,1,131,1,28,1,1392,1,,,41,1,,,37,1,,,40,1,29,1,42,1,30,1,,,2757,3
1406,50340,2,39,2,,,,,,,,,24,13,,,,,,,,,,,,,,,234,5,,,,,,,,,,,,,,,36,8,,,,,,,195,11,,,15,2,294,3,2879,8,,,,,591,3,,,21557,2,23,2,2407,5,59,5,17,2,324,6,632,4,,,4865,3,54,1,,,,,10,2,,,,,,,,,,,387,3,,,,,292,3,,,,,168,11,37,3,7,3,1801,2,,,,,,,11,6,1436,5,2202,7,,,14,3,16,3,,,,,,,,,,,,,,,14,3,,,,,,,83,6,,,,,,,,,,,,,,,41,5,,,,,,,,,,,,,1616,1,12,5,383,3,,,,,,,,,,,,,,,,,741,8,,,,,284,14,,,91,6,3518,6,,,,,,,14,2,10,2,,,300,1,,,35,12,70,6,,,,,328,3,,,,,439,5,,,,,,,,,,,,,,,,,,,264,10,,,,,145,5,,,,,,,,,114,6,,,,,,,12,2,,,,,,,,,9,3,,,1191,6
29351,45665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,11,,,,,,,,,5751,21,,,127,55,265,2,,,,,139,18,,,118,79,,,,,,,,,,,,,,,,,,,175,9,,,,,,,,,,,36,28,25,5,,,,,,,,,,,,,,,130,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,3,149,2,,,,,,,,,,,,,,,,,,,,,,,,,,,112,39,,,,,,,,,,,,,,,,,,,,,722,9,,,,,,,,,,,33035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,28,,,,,,,,,,,,,,,,,,,,,,,,,1906,1,,,,,,,,,378,4,,,,,,,,,,,,,,,,,,,,,,
2223,44518,4,,,,,,,,,,,583,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,17,,,,,,,469,4,,,,,,,1540,17,,,,,,,,,12271,8,,,3924,2,,,,,943,3,1307,2,,,2454,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,,,308,6,,,,,,,,,3389,2,1706,9,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,574,1,,,,,,,,,8,6,,,,,36,6,,,,,,,,,,,,,560,13,,,771,2,,,,,,,,,,,,,,,,,2313,3,,,,,2331,2,,,,,2991,7,,,,,,,,,,,,,,,8,4,,,160,2,,,,,86,5,,,,,214,7,,,,,,,,,,,,,430,2,,,,,2499,2,,,,,300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280,4
10816,43705,5,,,,,,,,,,,449,4,,,,,,,,,,,12,2,16,2,150,8,,,,,,,,,,,11,3,,,41,4,,,,,,,230,9,,,,,236,4,2637,10,,,,,46,9,,,16677,3,,,2849,3,95,4,,,340,5,384,6,,,2541,5,,,,,,,,,,,,,,,,,,,256,6,35,6,,,157,6,,,,,297,5,,,,,185,9,,,,,,,,,1454,4,3728,4,,,,,,,,,,,10,3,283,4,,,,,,,,,,,,,,,,,61,4,,,,,,,,,,,,,,,,,,,,,,,11,2,,,785,8,10,7,211,6,17,1,,,,,,,,,,,,,,,1222,5,,,,,725,6,,,107,5,5673,4,,,,,,,,,,,,,66,4,,,78,7,,,,,,,,,,,,,571,3,,,,,,,,,14,3,,,,,,,16,3,719,7,,,,,97,8,,,,,,,,,170,5,,,,,,,11,3,,,,,,,,,,,,,22,90
2397,41158,6,13,5,18,2,,,17,2,,,615,2,,,,,8,2,134,2,8,3,,,9,3,641,1,,,,,32,3,,,82,1,37,2,,,31,12,,,5,2,13,2,324,6,,,9,4,513,2,3719,5,,,,,285,4,,,16249,4,9,12,2029,6,36,6,17,3,2689,2,198,9,,,2125,8,,,,,7,2,,,,,,,15,2,,,,,635,2,,,11,2,164,5,,,,,306,4,62,2,10,2,32,14,,,,,9,3,22,2,845,8,2072,8,,,,,,,44,3,9,2,,,17,36,9,2,,,,,15,2,,,,,10,2,150,4,58,5,,,,,30,2,6,7,,,,,14,7,,,,,,,,,,,,,412,18,8,9,345,4,,,,,15,2,,,,,,,3,2,,,692,10,9,2,,,735,4,,,,,1604,12,,,,,,,10,4,,,,,42,6,,,69,9,36,9,,,,,109,4,,,,,461,4,12,3,,,3,8,,,,,,,63,8,,,12,4,1470,4,,,,,,,11,3,,,,,7,2,67,7,14,1,,,,,9,4,,,,,,,,,12,2,,,511,12
2093,32068,7,,,,,,,,,,,69,10,,,,,,,16,3,,,,,,,39,11,,,,,11,5,9,2,,,,,,,26,16,7,2,,,,,249,8,,,,,63,17,1062,24,,,,,,,,,13677,7,13,5,1271,15,,,,,41,14,87,26,,,1051,16,,,,,,,,,10,2,,,,,,,5,2,50,25,11,7,,,51,12,,,,,66,24,7,7,,,107,10,,,,,,,,,625,16,5483,1,,,27,2,,,,,1,3,,,198,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,250,21,,,91,13,,,,,,,,,,,,,,,,,309,21,,,,,325,11,,,,,1733,11,,,,,8,2,,,,,,,,,,,46,11,15,13,,,,,,,16,1,,,154,12,,,2,2,,,,,,,,,304,4,,,,,98,18,,,,,56,12,,,,,,,,,495,3,,,,,,,,,,,16,2,,,,,,,9,1,3764,1
1294,29506,8,,,,,,,,,,,66,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9,,,,,,,,,,,,,64,16,1225,21,,,,,,,,,8491,14,10,8,790,23,,,,,,,123,21,,,14911,1,,,,,,,,,,,,,,,,,,,207,7,,,,,,,,,,,119,17,,,,,44,13,,,,,6,4,,,1027,6,,,,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,492,14,,,52,24,,,,,8,3,,,,,,,,,,,65,42,,,,,,,,,,,1150,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,15,,,,,,,,,,,,,,,,,,,50,26,,,,,12,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,17
2162,27587,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,8,44,,,,,,,223,10,,,,,36,22,1734,16,,,,,,,,,11482,9,,,2,134,,,,,,,110,24,,,906,18,,,,,2,4,,,,,,,,,,,,,34,30,,,,,,,,,,,205,8,,,,,,,,,,,,,6,7,734,10,3,105,,,,,,,8,4,,,,,102,8,,,,,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,50,7,12,,,,,,,,,,,,,,,,,,,753,7,,,,,208,21,,,13,11,9869,3,,,,,,,,,,,,,4,8,,,,,6,19,,,,,,,,,,,74,23,,,,,,,,,,,,,,,,,,,91,19,,,,,103,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,8
2181,26159,10,,,,,,,,,,,,,,,,,,,,,18,2,,,,,280,3,,,,,,,,,,,,,,,25,19,,,,,,,129,12,,,,,219,5,1749,15,,,,,168,6,,,8777,13,14,4,1371,13,169,3,14,4,,,153,14,,,1411,10,,,,,,,,,,,,,,,,,,,284,5,,,,,80,11,,,,,312,3,,,,,316,5,,,,,,,21,3,81,78,1168,13,,,,,,,54,2,,,,,42,14,,,,,,,,,,,,,,,72,7,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,718,9,27,3,235,5,,,,,,,,,,,,,,,,,1852,4,,,,,284,15,,,187,3,2154,8,,,,,,,11,3,,,,,48,5,,,93,5,43,8,,,,,,,14,2,,,670,2,,,,,,,,,,,,,318,3,,,,,1061,6,,,,,110,6,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353,5
