bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,111247,1,167,1,59,1,39,1,44,1,35,1,2542,1,39,1,31,1,44,2,500,1,56,1,30,1,38,2,,,52,1,368,1,146,1,95,1,516,1,31,1,63,1,257,1,25,1,313,1,42,1,40,1,40,1,717,2,33,1,63,1,336,2,5032,1,39,1,35,1,395,3,42,1,30033,1,77,1,12794,1,564,1,75,1,1831,3,1759,1,111,1,3825,1,,,37,1,44,1,68,1,35,1,29,1,58,1,178,1,29,1,,,1778,1,3361,1,252,1,364,1,38,1,31,1,1073,1,284,1,,,37,1,1809,1,31,1,37,1,43,1,84,1,4207,2,2687,3,32,1,38,1,56,2,431,1,376,1,108,1,353,3,34,1,,,45,1,69,1,46,1,40,1,65,1,74,1,344,2,262,1,40,1,45,1,23,2,88,1,181,1,116,1,1862,1,211,2,32,1,47,1,34,1,32,1,56,1,28,1,914,7,37,2,470,2,32,1,,,33,1,41,1,35,1,34,1,28,1,26,1,,,32,1,2765,2,38,1,31,1,3959,2,55,1,61,1,520,1,5643,2,52,1,30,1,47,1,35,1,32,1,43,1,45,1,27,1,112,2,72,1,286,1,172,2,,,183,1,283,3,,,37,3,957,2,53,1,,,713,1,,,217,1,4,1,503,3,43,1,248,1,461,2,44,1,,,439,2,86,1,387,1,50,1,27,1,3022,1,,,30,1,,,37,2,,,39,2,27,1,33,1,32,1,38,1,,,2412,5
2223,52239,2,,,,,,,,,,,478,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,,,,,,,745,1,,,,,181,5,1734,14,,,,,,,,,11562,5,,,4423,2,,,,,3361,1,1271,2,,,2748,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,,,,,221,8,,,,,,,,,4262,1,2534,5,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,429,1,,,,,,,,,,,16,5,,,,,64,5,,,,,,,,,,,,,563,12,,,483,1,,,,,,,,,,,,,,,,,,,,,3298,1,,,,,6545,1,,,,,,,1984,7,,,,,,,,,,,,,,,,,,,6,4,,,174,1,,,,,48,11,,,,,171,11,,,,,,,,,,,,,433,4,,,,,2047,1,,,,,317,3,,,,,,,,,672,2,,,,,,,,,,,5,10,,,,,,,,,,,1402,8
1406,46995,3,21,2,,,,,,,,,7,22,,,,,21,3,70,3,,,,,,,,,,,172,4,,,,,,,,,,,,,,,61,6,,,,,,,152,9,,,8,7,192,3,2949,7,,,,,386,4,,,21418,2,16,6,3091,4,54,5,13,3,326,6,822,3,,,2304,4,27,1,,,,,13,2,,,,,,,,,,,,,513,4,,,,,222,3,,,,,154,10,20,4,,,12,3,1617,2,,,,,,,6,8,1404,5,2597,4,,,19,2,20,4,,,,,,,,,,,,,,,12,3,,,,,,,,,84,4,22,10,,,,,,,,,,,,,,,71,4,,,,,,,,,,,,,1441,1,11,8,287,3,,,,,,,,,,,,,,,,,,,,,489,10,,,,,667,7,,,,,133,5,2711,6,,,,,,,,,,,17,3,15,2,,,206,1,,,41,12,32,7,,,,,160,4,,,,,538,4,,,,,,,,,,,,,,,,,,,108,7,,,,,188,5,4,4,,,,,,,176,8,,,,,,,11,3,,,10,5,,,,,,,17,2,,,837,11
10816,39945,4,,,,,,,,,,,374,6,,,,,47,1,,,,,,,52,1,,,47,2,131,6,,,,,,,,,,,43,2,,,84,4,,,,,,,304,4,,,,,178,6,3298,4,,,,,102,6,,,11298,7,,,3378,3,92,4,,,546,5,343,6,,,2100,5,,,,,,,,,,,,,,,,,,,,,506,5,88,6,,,113,8,,,,,350,3,,,,,,,342,6,,,,,,,,,1831,4,2272,7,,,,,,,,,,,54,2,287,4,,,,,,,,,,,,,,,,,,,84,3,,,,,,,,,,,,,,,,,,,,,,,,,41,2,,,585,10,43,1,226,4,,,54,1,,,,,,,,,,,,,,,,,1404,3,,,,,1485,3,,,,,186,2,3727,4,,,,,,,,,,,,,,,,,52,4,,,93,6,,,,,,,98,6,,,,,624,3,,,,,,,,,48,3,,,,,,,49,2,124,6,,,,,139,8,,,,,,,,,283,7,,,,,,,43,1,,,43,1,,,,,,,,,,,2254,6
2397,33141,5,12,5,12,3,,,9,2,,,855,2,,,,,10,6,169,2,,,7,3,,,,,11,3,269,2,,,,,10,5,,,33,2,29,3,,,43,10,,,10,2,13,2,243,6,,,10,5,386,1,3141,6,,,,,346,5,,,12131,3,16,7,1844,9,50,6,11,6,3289,2,191,11,,,1326,9,,,,,8,2,,,,,,,19,2,,,,,,,743,3,,,11,2,155,5,,,,,225,5,48,2,,,21,2,36,14,,,,,9,2,16,3,756,10,1517,10,,,,,,,71,2,13,2,,,34,21,14,2,,,,,16,2,,,,,35,2,7,3,56,6,46,6,,,,,,,46,2,9,7,,,,,16,9,,,,,,,,,,,,,412,14,16,6,211,5,,,,,,,15,2,,,,,,,13,2,,,,,497,9,9,2,,,643,8,,,,,,,1367,11,,,,,,,,,,,18,2,,,,,50,5,,,45,10,27,8,,,,,93,7,,,,,317,6,13,3,,,16,5,,,,,,,88,7,,,10,4,235,4,,,,,95,10,15,3,,,,,8,2,56,11,14,1,,,,,7,4,,,10,6,,,,,,,12,3,,,426,20
2181,29368,6,,,,,,,,,,,,,,,,,,,,,,,13,2,,,,,,,189,3,,,,,,,,,,,,,,,23,19,,,,,,,118,12,,,,,160,7,1882,13,,,,,452,2,,,7726,12,20,2,1353,15,139,2,11,5,,,269,8,,,1732,7,,,,,,,,,,,,,,,,,,,,,236,8,,,,,81,10,,,,,234,4,,,,,,,499,4,,,,,,,16,2,973,6,3667,2,,,,,,,42,3,,,,,66,11,,,,,,,,,,,,,,,15,2,31,9,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,2,16,5,162,6,,,,,,,,,,,,,,,,,,,,,1173,4,,,,,327,15,,,,,121,7,1794,8,,,,,,,,,,,11,4,,,,,31,6,,,108,5,36,6,,,,,49,10,22,1,,,2360,1,,,,,,,,,,,,,262,6,,,,,164,5,,,,,150,6,21,2,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,1388,9
2093,28584,7,,,,,,,,,,,61,12,,,,,,,19,5,,,,,,,,,,,36,11,,,,,1,7,10,2,,,,,,,27,18,5,2,,,,,123,11,,,,,51,19,914,24,,,,,,,,,11499,6,9,13,1681,11,,,,,69,14,284,7,,,893,17,,,,,,,,,10,2,,,,,,,8,2,,,71,21,21,7,,,62,11,,,,,65,22,7,9,,,,,115,10,,,,,,,,,530,17,4159,1,,,17,3,8,5,,,,,,,170,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,,,,,,,,,,,,,332,17,,,47,17,,,,,,,,,,,,,,,,,,,,,273,20,,,,,508,10,,,,,,,1394,10,,,,,8,2,,,,,,,,,,,,,,,43,11,14,12,,,,,,,15,2,,,136,17,,,9,2,,,,,,,,,377,5,,,,,68,10,,,,,90,11,,,,,,,,,479,5,,,,,,,,,,,16,3,,,,,,,,,9,1,3801,3
463,24606,8,,,21,2,,,,,,,,,,,,,,,14,6,,,,,,,,,,,32,13,,,,,,,,,11,4,,,,,34,14,,,,,,,204,8,,,,,83,12,1980,11,,,,,,,,,12091,4,16,5,1098,18,36,10,18,2,25,19,148,15,,,1072,14,,,,,,,,,,,,,,,,,,,,,77,20,,,,,34,15,,,,,72,18,,,,,,,90,11,,,,,,,,,878,7,2000,8,,,,,,,,,,,,,63,12,,,,,,,11,4,,,,,,,,,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,16,17,4,52,15,,,,,,,,,,,,,,,,,,,,,355,14,,,,,1027,5,,,,,,,1483,9,,,,,,,,,,,,,,,,,,,,,,,22,10,,,,,29,12,,,,,136,16,,,,,,,,,,,,,66,8,,,,,47,13,,,,,89,12,,,,,,,,,51,12,,,,,,,,,,,,,,,,,,,,,,,704,13
2162,23583,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,4,64,,,,,,,97,15,,,,,32,25,1124,19,,,,,,,,,9655,8,,,686,24,,,,,,,99,25,,,1138,13,,,,,6,3,,,,,,,,,,,,,,,28,37,,,,,,,,,,,170,8,,,,,,,12,17,,,,,,,7,7,628,13,8,113,,,,,,,8,4,,,,,88,8,,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,44,4,15,,,,,,,,,,,,,,,,,,,,,,,409,13,,,,,152,27,,,,,17,11,4734,3,,,,,,,,,,,,,,,,,5,10,,,,,7,17,,,,,16,14,,,,,90,23,,,,,,,,,,,,,,,,,,,19,28,,,,,141,7,,,,,,,,,25,16,,,,,,,,,,,,,,,,,,,,,,,4064,2
29351,18072,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,118,13,,,,,,,3168,5,,,,,,,,,3631,20,,,210,46,119,3,,,,,77,27,,,299,47,,,,,,,,,,,,,,,,,,,,,334,7,,,,,,,,,,,16,34,18,5,,,,,,,,,,,,,,,,,121,48,,,,,,,,,,,,,21,46,,,,,,,,,,,,,,,,,251,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,31,,,,,,,,,,,,,,,,,,,,,,,,,706,8,,,,,,,,,,,,,7659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,688,1,,,,,,,,,321,6,,,,,,,,,,,,,,,,,,,,,,,40,69
