,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
14,15,13,15505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,,,,,,,97,20,,,7,7,37,19,926,20,,,,,,,29,13,,,6635,14,3,32,1699,7,,,6,9,,,47,34,,,4,2,489,29,,,,,,,,,,,,,1,4,,,,,,,,,409,5,,,,,,,,,,,90,16,,,4,1,,,,,,,,,,,,,245,28,1880,8,,,,,,,,,,,,,69,13,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,17,7,8,49,15,,,,,,,,,,,,,,,,,,,,,232,21,,,,,307,14,,,,,52,10,863,16,,,,,,,,,,,,,,,,,,,,,19,16,63,5,,,,,50,12,,,,,121,18,,,,,,,,,,,,,,,,,,,,,22,29,,,,,25,22,,,,,,,,,43,17,,,,,,,,,,,,,,,,,,,,,,,601,20
15,16,25821,15501,,,,,,,,,,,395,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,4,,,,,,,,,,,897,104,19,2,1023,14,,,,,,,,,,,,,5007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,9,,,,,,,,,,,,,,,,,,,,,,,540,21
16,17,320,15239,,,,,,,,,,,117,16,,,,,,,,,15,5,,,,,,,,,,,,,22,1,,,50,10,,,,,,,,,8,3,,,,,48,6,,,,,,,124,16,,,16,3,20,25,1017,19,,,,,,,111,6,,,5829,19,10,8,1364,10,16,11,6,11,60,15,175,9,,,,,2333,5,,,,,14,3,6,3,,,,,14,2,5,10,13,3,,,,,57,27,64,5,,,,,,,,,239,8,,,,,,,115,9,,,,,,,7,8,180,37,242,32,,,,,17,2,,,,,7,3,47,20,,,,,,,10,6,,,,,,,,,,,28,8,14,11,,,,,,,,,4,7,,,,,121,5,,,,,,,,,,,,,426,13,9,7,36,22,,,,,,,4,7,,,,,,,,,,,,,415,15,,,,,216,20,,,,,72,9,774,18,,,,,,,,,,,,,1,3,,,,,,,103,6,46,7,,,,,27,14,,,,,41,36,,,,,13,6,,,,,,,29,13,,,,,15,4,35,26,,,11,1,30,19,,,,,,,,,67,15,,,,,,,,,,,5,11,,,,,,,,,,,319,25
17,18,163,13532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13336,6,,,,,,,,,,,105,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,1294,12669,,,,,,,,,,,32,22,,,,,,,,,9,6,,,,,,,,,,,,,,,,,8,24,,,,,,,,,,,,,,,24,20,,,,,,,,,,,,,39,17,569,30,,,,,,,,,,,7347,12,3,36,648,23,,,4,15,101,12,133,18,,,,,1342,9,,,,,,,,,,,,,,,9,5,,,,,,,120,12,,,,,,,,,,,65,19,,,,,,,21,14,,,,,5,5,8,6,626,13,,,,,,,,,,,,,,,158,9,,,,,,,,,,,,,,,,,,,,,27,5,,,,,,,5,4,,,,,,,6,10,,,,,,,,,,,,,426,14,,,35,23,,,,,,,3,8,,,,,,,,,,,,,45,46,,,,,,,,,,,,,301,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,146,12,,,,,,,,,,,,,61,10,,,,,,,16,34,,,,,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,29
19,20,5072,12439,,,,,,,,,,,302,9,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,201,2,,,,,,,,,8,53,,,,,,,,,,,,,114,8,415,43,,,,,,,,,,,8936,10,5,23,203,44,,,,,30,16,,,,,,,361,41,,,,,,,,,,,,,,,,,54,2,,,,,,,354,2,,,,,,,,,,,,,,,,,91,10,,,,,,,,,93,60,256,30,,,,,,,,,,,,,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,,,48,3,,,163,2,103,7,,,,,,,,,,,,,54,56,3,13,79,11,,,,,,,,,,,,,,,,,,,,,,,,,,,27,52,,,,,,,126,53,,,,,,,,,,,,,,,,,,,49,2,,,,,,,,,,,,,,,26,51,,,,,176,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,71
20,21,2136,11759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,7,,,,,,,,,,,,,,,,,,,,,,,223,8,,,,,,,1820,12,,,,,,,,,,,4562,24,3,38,216,42,,,,,1507,4,,,,,,,300,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,6,,,,,172,9,5,10,,,,,,,,,,,,,,,321,24,,,,,,,,,,,,,,,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,680,8,,,,,,,,,,,,,,,,,,,,,,,,,659,8,,,,,,,,,,,,,51,79,,,,,,,,,,,,,,,,,15,7,,,129,4,,,,,6,4,128,6,9,3,,,325,7,,,,,,,,,,,,,,,,,,,,,199,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,50
21,22,5432,11267,,,,,,,,,,,307,8,,,,,3,2,,,,,,,,,,,,,,,,,,,,,25,13,,,,,43,3,,,,,,,,,4,86,,,,,,,,,,,,,,,241,62,,,,,,,,,,,6979,13,,,931,17,,,,,429,7,20,58,,,,,183,64,,,,,,,,,,,,,,,,,9,4,,,,,96,16,258,3,,,,,,,,,,,,,,,,,185,6,,,,,,,,,89,65,116,49,,,,,,,,,,,,,38,26,,,,,,,,,,,,,16,2,,,,,,,26,6,,,,,,,,,64,2,,,27,3,,,,,,,,,,,,,,,105,41,6,9,14,30,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11,,,,,26,52,,,,,73,3,,,50,2,,,648,3,,,,,,,,,,,,,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,41
22,23,181,10525,8,4,,,,,,,,,169,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,30,,,,,,,,,,,,,75,10,766,24,,,,,,,,,,,5831,18,,,871,21,,,6,10,,,58,31,,,,,719,20,,,,,,,,,,,,,,,,,,,,,,,84,21,,,,,133,8,,,,,40,25,,,,,,,,,,,,,,,,,145,45,125,46,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,27,,,48,16,,,,,,,,,,,,,,,,,,,,,90,32,,,,,110,28,,,,,,,408,26,,,,,,,,,,,,,,,,,130,2,,,,,,,,,7,3,,,,,,,130,14,,,,,,,,,,,,,24,15,,,,,,,37,25,,,,,16,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,32
23,24,3886,10049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,3,,,,,,,,,,,,,,,16,32,,,,,,,189,11,,,,,55,14,2141,8,,,,,,,,,,,2407,48,6,17,371,35,12,12,8,7,166,9,148,15,,,,,575,24,,,,,7,6,,,,,,,,,,,,,,,,,30,39,,,,,,,,,,,700,2,,,,,,,,,,,,,,,,,688,9,162,37,,,,,,,,,,,,,30,34,,,,,,,,,10,2,,,14,3,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,35,2,15,91,10,,,,,,,,,,,,,,,,,,,,,230,22,,,,,525,9,,,,,142,5,214,42,,,,,,,,,,,,,,,,,,,,,70,8,27,12,,,,,306,3,,,,,83,23,,,,,,,,,,,,,,,,,,,,,174,11,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,49
24,25,4192,9220,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,10,,,,,,,46,27,,,,,36,21,806,22,,,,,,,22,14,,,5425,23,,,231,41,,,,,,,37,43,,,,,252,52,,,,,,,,,,,,,,,7,7,,,,,,,18,49,,,,,,,,,,,55,22,,,,,,,,,,,,,,,,,269,26,354,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,36,,,,,,,,,,,,,,,,,,,,,,,,,82,34,,,,,,,,,,,,,1264,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,78,61
25,26,178900,8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,89,,,,,,,33,31,,,,,,,418,42,,,,,,,,,,,5589,21,,,,,,,,,,,,,,,,,266,48,,,,,,,,,,,,,,,,,,,,,,,231,9,,,,,,,,,,,18,39,,,,,,,,,,,,,,,,,116,53,1198,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,59,,,,,,,,,,,,,,,,,,,,,,,,,79,35,,,,,,,,,,,,,538,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,2398,7686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,27,320,56,,,,,,,,,,,6137,17,1,49,169,49,,,,,,,37,42,,,,,407,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,86,141,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,49,,,,,,,,,,,,,,,,,,,,,,,,,68,38,,,,,,,,,,,,,181,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,,,,,,,,,,,,,,,,,,,,,52,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,2392,7633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,,,,,,,83,23,,,,,,,500,35,,,,,,,68,7,,,4301,27,,,196,46,,,3,16,162,10,38,41,,,,,722,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,36,,,,,,,,,,,,,,,,,268,27,387,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,23,,,64,14,,,,,,,,,,,,,,,,,,,,,242,19,,,,,98,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,,,,,,,23,15,,,,,80,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,48
28,29,2386,7549,,,,,,,,,,,56,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,39,,,,,,,21,40,,,,,18,31,201,69,,,,,,,,,,,3422,30,3,39,1412,9,,,,,,,98,25,,,,,430,37,,,,,,,,,,,,,,,,,,,,,,,35,33,,,,,,,,,,,30,32,5,11,,,,,,,,,,,,,,,179,39,,,,,,,,,,,,,,,57,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,105,8,,,,,,,,,,,,,,,,,,,,,123,26,,,,,91,30,,,,,,,100,59,,,,,,,,,,,,,,,,,,,,,19,17,,,,,,,,,,,,,128,17,,,,,,,,,,,,,18,17,,,,,,,,,,,,,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,954,15
29,30,2719,7535,,,,,,,,,,,142,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,43,,,,,,,17,45,,,,,20,28,670,27,,,,,,,,,,,4490,26,5,22,249,38,7,13,,,,,49,33,,,,,618,22,,,,,,,,,,,,,,,,,,,,,,,105,13,,,,,,,,,,,26,34,,,,,,,,,,,,,,,,,232,32,,,,,,,,,,,,,,,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,42,,,,,,,,,,,,,,,,,,,,,,,,,48,43,,,,,,,,,,,,,253,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,49,,,,,,,,,,,,,,,,,,,,,,,,,,,19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,23
30,31,50381,7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,37,481,38,,,,,,,,,,,5457,22,,,385,34,,,,,23,18,90,27,,,,,249,53,,,,,,,,,,,,,,,,,,,,,,,86,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,23,78,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,822,7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,18,17,,,,,,,,,,,,,,,29,17,,,,,,,97,21,,,4,8,17,33,683,26,,,,,,,15,15,,,2404,49,10,9,393,33,,,,,,,165,11,,,,,479,32,,,,,,,,,,,,,,,,,,,,,,,17,50,,,,,,,,,,,71,18,,,,,,,,,,,,,,,,,363,21,225,33,,,,,,,,,,,,,64,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,22,28,2,64,13,,,,,,,,,,,,,,,,,,,,,139,25,,,,,119,26,,,,,,,672,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,26,,,,,,,,,,,,,,,,,,,,,11,38,,,,,23,24,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,815,16
32,33,18011,6940,4,6,,,,,,,,,56,20,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,25,4,,,,,,,,,19,26,,,,,10,3,42,28,,,,,,,244,61,,,,,,,,,,,3060,38,7,14,604,24,4,17,10,5,,,11,88,,,,,171,67,,,,,,,,,,,,,,,,,,,,,,,30,43,109,4,,,15,15,,,,,34,28,,,,,,,31,12,,,,,,,,,71,75,829,14,,,,,,,,,8,4,,,33,31,,,,,,,,,3,4,,,2,24,,,,,,,,,7,2,,,,,,,34,4,,,,,57,8,,,,,,,,,,,,,45,65,16,5,7,39,,,,,,,,,,,,,,,,,,,,,106,29,,,,,350,12,,,,,,,457,25,,,,,,,,,,,,,,,,,11,8,12,3,13,23,,,,,,,,,,,,,32,46,,,,,27,4,,,,,,,,,,,,,,,41,23,,,,,17,34,,,5,2,,,,,82,14,,,,,,,,,,,12,4,,,,,,,,,,,170,39
33,34,6819,6489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,3086,3,,,,,,,,,,,1567,65,6,18,72,77,,,,,,,64,29,,,,,214,59,,,,,,,,,,,,,,,,,,,,,,,30,40,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,234,31,88,58,,,,,,,,,,,,,16,50,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,,,74,50,,,14,31,,,,,,,,,,,,,,,,,,,,,472,12,,,,,26,54,,,,,,,192,44,,,,,,,,,,,,,,,,,,,,,40,13,,,,,,,,,,,,,57,32,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,45
34,35,1258,6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,29,,,,,,,598,29,,,,,,,,,,,5720,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,11733,6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,106,,,,,,,,,5,2,1680,61,,,,,,,,,,,,,,,,,299,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,1,,,,,15,43,,,,,,,,,,,,,,,,,3134,3,52,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,134,4,,,,,62,9,,,,,5,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,2952,6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,18,,,,,,,,,,,,,58,12,496,36,,,,,,,,,,,3494,29,4,28,397,32,,,3,17,,,172,10,,,,,639,21,,,,,,,,,,,,,,,,,,,,,,,17,51,,,,,,,,,,,,,,,,,,,20,15,,,,,,,4,11,204,34,15,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,32,,,44,18,,,,,,,,,,,,,,,,,,,,,,,,,,,72,36,,,,,,,106,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,11,,,,,,,,,,,,,,,,,,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,28,5865,,,,,,,,,,,201,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,81,,,,,,,,,,,2658,42,,,559,25,,,,,,,23,54,,,,,155,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,11,,,,,,,,,190,36,1707,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,88,,,,,,,,,,,,,,,,,,,,,83,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,39856,5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,8,,,,,,,,,,,,,,,23,21,,,,,,,84,22,,,,,8,52,372,50,,,,,,,,,,,1567,66,,,1217,12,,,,,,,41,36,,,,,360,42,,,,,,,,,,,,,,,,,,,,,,,102,14,,,,,,,,,,,38,27,,,,,,,,,,,,,,,,,455,17,,,,,,,,,,,,,,,18,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,37,,,,,,,,,,,,,,,,,,,,,96,31,,,,,301,15,,,,,,,464,24,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,36,,,,,63,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,33
39,40,1917,5069,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,17,44,,,,,55,13,373,49,,,,,,,,,,,2705,41,3,37,241,40,,,5,14,66,13,24,53,,,,,476,34,,,,,,,,,,,,,,,,,,,,,,,76,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,63,,,,,,,,,,,,,,,18,46,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,9,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,67,,,,,,,,,,,,,,,,,,,,,15,22,,,,,,,,,,,,,29,48,,,,,,,,,,,,,,,,,,,,,12,37,,,,,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,69
40,41,2399,4998,,,,,,,,,,,54,21,,,,,,,,,,,,,,,17,5,,,,,,,,,,,9,22,,,,,,,,,2,9,,,,,35,15,,,,,,,107,19,,,,,,,225,64,,,,,,,35,12,,,2259,51,5,21,445,30,,,,,13,23,40,37,,,,,147,75,,,,,,,,,,,,,,,,,,,,,,,30,38,,,,,,,,,,,38,26,,,,,,,,,,,,,,,,,126,47,119,48,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,44,,,,,,,,,,,2,9,,,,,,,,,,,,,62,39,,,,,183,21,,,,,25,13,356,32,,,,,,,,,,,,,,,,,,,4,6,42,12,,,,,,,,,,,,,15,62,,,,,,,,,,,,,,,,,,,,,63,19,,,,,19,29,,,,,,,,,207,10,,,,,,,,,,,,,,,,,,,,,,,218,35
41,42,9209,4994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54,,,,,,,,,,,,,26,23,315,58,,,,,,,,,,,2594,44,,,143,53,,,,,14,22,79,28,,,,,440,36,,,,,,,,,,,,,,,,,,,,,,,30,42,,,,,,,,,,,26,35,,,,,,,,,,,,,,,,,171,42,126,45,,,,,,,,,,,,,24,36,,,,,,,,,,,,,,,,,,,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,25,2,16,72,12,,,,,,,,,,,,,,,,,,,,,121,27,,,,,,,,,,,,,469,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,27,,,,,,,,,,,,,20,16,,,,,,,4,45,,,,,,,,,,,,,,,28,21,,,,,,,,,,,,,,,,,,,,,,,,
42,43,2086,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,13,,,,,,,,,,,,,,,403,44,,,,,,,,,,,358,184,,,923,18,,,,,,,,,,,,,25,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,69,717,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,35,,,,,,,802,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,13
