,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,122958,244,1,48,1,34,1,13,1,28,1,3114,1,18,1,18,1,28,1,524,1,25,1,19,1,24,1,,,61,1,658,2,55,1,81,1,355,1,35,1,49,1,444,1,20,1,324,1,22,1,18,1,41,1,950,2,26,1,55,1,535,1,5938,1,23,1,20,1,503,2,17,1,35531,1,70,1,12538,1,608,1,125,1,3417,1,1896,1,40,1,4333,1,,,18,1,27,1,32,1,24,1,14,2,61,1,172,1,17,1,,,1580,1,2382,1,33,1,523,1,16,1,25,1,1419,1,392,1,29,1,1373,2,10,1,13,1,25,1,124,1,4482,2,3286,3,16,1,27,1,21,2,475,1,1201,1,129,1,508,2,22,1,,,36,1,67,1,31,1,19,1,25,1,27,1,386,2,232,1,20,1,15,2,,,102,1,102,1,142,1,1378,1,340,2,29,1,22,1,35,1,34,1,30,1,13,1,1311,5,33,1,1062,1,26,1,,,19,1,20,2,18,1,19,1,22,1,25,1,,,19,1,3518,2,19,1,20,1,1931,2,25,1,17,1,645,1,8141,2,22,1,26,1,18,1,22,1,21,1,19,1,31,1,28,1,214,3,97,1,464,1,300,1,,,471,1,432,4,,,21,2,1144,2,42,1,,,268,1,,,341,1,2,1,738,1,46,1,223,1,484,2,32,1,,,557,2,72,1,277,1,52,1,15,1,1662,2,,,18,1,,,26,1,,,22,1,22,1,31,1,16,1,29,1,,,3277,3
1,2,2223,64820,,,,,,,,,,,592,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,14,,,,,,,1241,1,,,,,301,3,2042,14,,,,,,,,,14915,6,,,4761,3,,,,,2114,3,1467,2,,,2777,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3,,,141,9,,,,,,,,,7220,1,2361,8,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,622,1,,,,,,,,,,,14,4,,,,,57,4,,,,,,,,,,,,,457,14,,,774,2,,,,,,,,,,,,,,,,,,,,,5361,1,,,,,8597,1,,,,,,,3226,7,,,,,,,,,,,,,,,,,,,11,4,,,200,2,,,,,93,6,,,,,236,11,,,,,,,,,,,,,473,3,,,,,1516,1,,,,,412,3,,,,,,,,,431,4,,,,,,,,,,,5,7,,,,,,,,,,,2306,5
2,3,1406,56110,49,2,,,,,,,,,13,18,,,,,8,6,35,3,,,,,,,,,,,905,1,,,,,,,,,,,,,,,68,5,,,,,,,161,11,,,7,6,284,4,3808,6,,,,,682,1,,,22495,3,21,3,4872,2,69,4,54,4,382,6,1174,3,,,2696,4,35,1,,,,,5,4,,,,,,,,,,,,,457,4,,,,,517,2,,,,,234,9,52,4,9,2,1676,1,,,,,,,10,7,1969,4,2407,7,,,13,3,7,4,,,,,,,,,,,,,,,13,3,,,,,,,,,93,5,17,11,,,,,,,,,,,,,,,35,7,,,,,,,,,,,,,2036,1,9,8,352,3,,,,,,,32,1,,,,,,,,,,,,,724,11,,,,,422,11,,,,,193,5,4126,4,,,,,,,,,,,9,2,6,3,,,480,1,,,28,11,77,6,,,,,445,3,,,,,608,3,,,,,,,,,,,,,,,,,,,77,6,,,,,166,7,8,4,,,,,,,98,8,,,,,,,6,4,,,7,6,,,,,,,9,2,,,860,13
3,4,10816,42118,,,,,,,,,,,330,5,,,,,15,3,,,,,,,12,2,,,16,3,169,9,,,,,,,,,,,13,3,,,54,8,,,,,,,245,9,,,,,229,5,3567,8,,,,,110,8,,,11949,8,,,3577,4,55,5,,,483,5,446,6,,,2373,6,,,,,,,,,,,,,,,,,,,,,311,6,40,6,,,201,7,,,,,463,4,,,,,220,6,,,,,,,,,1901,5,2664,5,,,,,,,,,,,7,3,176,5,,,,,,,,,,,,,,,,,,,63,5,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,1623,3,7,10,300,5,,,15,1,,,,,,,,,,,,,,,,,1622,4,,,,,1002,5,,,,,133,8,3948,5,,,,,,,,,,,,,,,,,38,5,,,77,8,,,,,,,74,8,,,,,593,4,,,,,,,,,9,3,,,,,,,12,3,58,9,,,,,125,9,,,,,,,,,217,7,,,,,,,10,2,,,5,8,,,,,,,,,,,2546,4
4,5,2397,38687,21,4,17,3,,,7,2,,,813,2,,,,,10,5,138,2,,,8,3,,,,,11,4,443,4,,,,,14,4,,,21,3,32,2,,,40,13,,,15,2,11,2,306,7,,,9,4,490,2,3822,5,,,,,311,5,,,15047,5,16,6,2631,6,36,8,107,2,2608,2,235,12,,,1669,9,,,,,10,2,,,,,,,18,3,,,,,,,613,3,,,13,2,209,6,,,,,375,6,62,2,8,3,35,13,,,,,9,4,11,6,891,15,1590,11,,,,,,,94,2,62,2,,,36,19,12,2,,,,,13,4,,,,,16,2,8,3,73,6,39,7,,,,,,,96,2,5,7,,,,,16,8,,,,,,,,,,,,,504,13,12,5,341,4,,,,,,,11,5,,,,,,,8,2,,,,,755,10,5,2,,,419,12,,,,,,,1534,11,,,,,,,,,,,5,5,,,,,88,4,,,78,7,36,7,,,,,150,5,,,,,462,6,12,3,,,22,5,,,,,,,60,10,,,6,4,219,3,,,,,124,10,14,3,,,,,9,2,51,11,32,1,,,,,7,3,,,10,3,,,,,,,9,3,,,502,16
5,6,2093,35515,,,,,,,,,,,64,11,,,,,,,15,4,,,,,,,,,,,43,14,,,,,7,5,12,2,,,,,,,30,18,10,2,,,,,103,20,,,,,49,18,1444,22,,,,,,,,,15445,4,16,5,1565,14,,,,,74,14,105,26,,,1058,17,,,,,,,,,14,2,,,,,,,12,2,,,93,19,12,7,,,54,12,,,,,117,19,10,6,,,106,10,,,,,,,,,852,16,5158,1,,,25,2,6,5,,,3,4,,,171,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,,,,,,,,,,,,,421,16,,,74,14,,,,,,,,,,,,,,,,,,,,,336,21,,,,,450,10,,,,,,,2011,10,,,,,7,2,,,,,,,,,,,,,,,26,12,22,10,,,,,,,15,2,,,184,14,,,10,2,,,,,,,,,273,4,,,,,69,7,,,,,64,14,,,,,,,,,585,3,,,,,,,,,,,12,2,,,,,,,,,4,2,4235,1
6,7,2181,31484,,,,,,,,,,,,,,,,,,,,,,,13,2,,,,,,,330,6,,,,,,,,,,,,,,,17,26,,,,,,,154,14,,,,,223,6,2042,13,,,,,324,4,,,8087,13,12,8,1372,16,246,2,18,10,,,268,7,,,1829,8,,,,,,,,,,,,,,,,,,,,,232,7,,,,,129,10,,,,,1190,2,,,,,392,4,,,,,,,13,4,1163,7,3312,2,,,,,,,21,3,,,,,43,15,,,,,,,,,,,,,,,9,2,51,8,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,9,12,4,236,6,,,,,,,,,,,,,,,,,,,,,1421,5,,,,,351,14,,,,,187,6,2575,8,,,,,,,,,,,6,4,,,,,37,6,,,86,6,30,9,,,,,45,10,19,1,,,2424,1,,,,,,,,,,,,,223,5,,,,,129,5,,,,,170,6,15,2,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,1061,9
7,8,463,27395,,,17,2,,,,,,,,,,,,,,,14,5,,,,,,,,,,,40,15,,,,,,,,,13,5,,,,,40,12,,,,,,,307,6,,,,,92,15,2237,12,,,,,,,,,11818,9,11,10,1242,18,20,14,28,6,22,20,189,17,,,1336,12,,,,,,,,,,,,,,,,,,,,,130,12,,,,,27,14,,,,,109,21,,,,,30,14,,,,,,,,,1002,13,2584,6,,,,,,,,,,,,,101,9,,,,,,,9,6,,,,,,,,,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,17,8,9,41,27,,,,,,,,,,,,,,,,,,,,,478,17,,,,,1251,3,,,,,,,2246,9,,,,,,,,,,,,,,,,,,,,,,,17,13,,,,,27,11,,,,,183,15,,,,,,,,,,,,,72,7,,,,,32,16,,,,,74,13,,,,,,,,,28,14,,,,,,,,,,,,,,,,,,,,,,,1099,7
8,9,3099,25803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25803,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,2162,24605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,,,,,13,33,,,,,,,128,18,,,,,28,34,1278,24,,,,,,,,,11656,10,,,1000,21,,,,,,,101,27,,,802,21,,,,,6,4,,,,,,,,,,,,,,,36,32,,,,,,,,,,,212,12,,,,,,,,,,,,,14,3,515,24,8,111,,,,,,,7,4,,,,,58,14,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,45,4,15,,,,,,,,,,,,,,,,,,,,,,,998,8,,,,,154,22,,,,,10,12,6307,3,,,,,,,,,,,,,,,,,7,9,,,,,7,16,,,,,27,12,,,,,80,31,,,,,,,,,,,,,,,,,,,23,22,,,,,117,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,11
