,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,17905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,109,17,,,,,,,3737,5,,,,,,,,,2957,30,,,156,52,121,3,,,,,102,22,,,224,53,,,,,,,,,,,,,,,,,,,,,456,7,,,,,,,,,,,17,37,11,5,,,,,,,,,,,,,,,,,112,53,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,252,3,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,38,,,,,,,,,,,,,,,,,,,,,,,,,681,9,,,,,,,,,,,,,7649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,,,,,,,,,,,,,,,,,,,,,,,,,678,1,,,,,,,,,353,6,,,,,,,,,,,,,,,,,,,,,,,45,62
11,12,2425,17324,,,,,,,,,,,111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,34,14,,,,,,,114,15,,,,,100,10,1436,21,,,,,,,,,4406,21,5,20,1924,7,,,6,14,109,8,174,12,,,1046,16,,,,,,,,,,,,,,,,,,,,,78,24,,,,,,,,,,,111,14,,,,,,,,,,,,,,,,,1013,8,438,23,,,,,,,,,,,,,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,24,,,,,,,,,,,,,,,,,,,,,,,,,940,8,,,,,867,5,,,,,428,1,3006,6,,,,,,,,,,,,,,,,,,,,,62,8,,,,,,,,,,,,,197,11,,,,,8,7,,,,,,,,,,,,,,,,,,,304,4,,,,,,,,,28,15,,,,,,,,,,,,,,,,,,,,,,,126,31
12,13,320,17096,,,,,,,,,,,97,11,,,,,19,4,,,,,,,,,13,1,,,74,9,,,,,,,,,8,4,,,,,45,9,,,,,,,103,18,,,18,2,51,17,1438,20,,,,,124,6,,,6648,16,22,3,991,20,31,11,,,58,14,242,7,,,1296,9,,,,,,,5,3,,,6,2,,,24,3,,,,,309,8,95,5,,,,,,,,,243,5,,,,,,,502,4,,,,,,,10,5,228,33,259,35,,,,,8,4,,,,,21,2,28,21,,,,,,,17,2,,,,,,,,,29,11,24,9,,,,,,,,,6,6,,,,,125,3,,,,,,,,,,,,,830,8,8,9,77,13,,,,,,,10,2,,,,,,,,,,,,,1111,6,,,,,257,18,,,,,104,7,820,15,,,,,,,,,,,,,12,3,,,,,,,99,4,51,5,,,,,,,,,,,63,29,,,,,27,4,,,18,4,,,31,11,,,,,35,21,,,12,1,56,16,,,,,,,,,38,14,,,,,,,,,,,5,6,,,,,,,,,,,215,24
13,14,2243,17090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,13,,,,,,,,,,,,,,,11,31,,,,,,,,,,,,,,,5662,1,,,,,,,,,5340,19,,,,,,,,,,,,,,,1225,13,,,,,,,,,,,,,,,,,,,,,,,,,,,106,9,,,,,99,17,,,,,,,,,,,,,,,,,427,20,154,44,,,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,41,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,7,,,,,,,,,,,,,,,,,,,,,,,,,1218,5,,,,,363,13,,,,,13,13,723,16,,,,,,,,,,,9,4,,,,,,,,,,,57,4,,,,,582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,33
14,15,25821,16737,,,,,,,,,,,433,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436,14,,,,,,,,,1023,89,15,6,1501,10,,,,,,,,,,,3455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,5,,,,,,,,,,,,,,,,,,,,,,,3405,1
15,16,13,15950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,,,,,,,89,19,,,8,6,23,30,1524,19,,,,,40,11,,,6749,15,16,4,1370,14,,,12,5,,,45,33,7,2,617,23,,,,,,,,,,,1,4,,,,,,,,,1462,2,,,,,,,,,,,103,15,,,9,1,,,,,,,,,,,,,305,26,1175,11,,,,,,,,,,,,,28,20,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,12,13,6,68,14,,,,,,,,,,,,,,,,,,,,,146,26,,,,,273,16,,,,,28,9,630,18,,,,,,,,,,,,,,,,,,,,,14,13,22,10,,,,,44,7,,,,,124,17,,,,,,,,,,,,,,,,,,,55,11,,,,,,,,,,,,,,,16,19,,,,,,,,,,,,,,,,,,,,,,,309,22
16,17,50381,15677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,910,30,,,,,,,,,12569,6,,,487,29,,,,,35,18,110,20,,,210,56,,,,,,,,,,,,,,,,,,,,,170,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,12,90,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,811,14949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7,,,,,,,30,33,,,,,,,2004,16,,,,,,,,,3726,23,1,43,1699,9,,,,,,,90,25,,,1240,12,,,,,,,,,,,,,2,6,,,,,,,1137,3,,,,,,,,,,,101,16,,,,,,,,,,,,,,,,,66,82,336,28,,,,,,,,,,,,,248,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,5,,,16,31,,,,,,,,,,,,,,,,,,,,,362,17,,,,,541,9,,,,,117,5,276,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,7
18,19,1294,14634,,,,,,,,,,,20,17,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,13,,,,,,,,,,,,,110,9,1349,22,,,,,,,,,7319,13,10,10,849,22,,,8,9,95,11,242,8,,,1701,6,,,,,,,,,,,,,7,3,,,,,,,203,11,,,,,,,,,,,87,18,,,,,,,21,16,,,,,7,2,,,847,9,,,,,,,,,,,,,,,33,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,478,14,,,41,22,,,,,,,7,3,,,,,,,,,,,,,29,55,,,,,,,,,,,,,505,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,5,,,,,,,,,,,,,26,13,,,,,21,25,,,,,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,29
19,20,181,13119,8,3,,,,,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,12,,,,,,,,,,,,,81,12,1707,17,,,,,,,,,6836,14,,,1092,17,,,3,16,,,74,27,,,830,18,,,,,,,,,,,,,,,,,,,,,156,14,,,,,177,4,,,,,42,24,,,,,,,,,,,,,,,,,222,34,119,50,,,,,,,,,,,,,,,,,,,,,11,5,,,,,,,,,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,18,,,22,27,,,,,,,,,,,,,,,,,,,,,140,28,,,,,131,28,,,,,,,505,22,,,,,,,,,,,,,,,,,95,3,,,,,,,,,1,4,,,,,,,232,9,,,,,,,,,,,,,13,15,,,,,37,19,,,,,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,32
20,21,5072,12581,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,18,16,,,,,230,3,,,,,,,,,13,26,,,,,,,,,,,,,117,8,531,50,,,,,,,,,8267,11,9,12,121,60,,,,,48,16,,,,,320,42,,,,,,,,,,,,,,,82,2,,,,,,,775,2,,,,,,,,,,,,,,,,,173,9,,,,,,,,,125,52,344,27,,,,,,,,,,,,,23,28,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,,36,2,,,507,2,102,4,,,,,,,,,,,,,50,58,10,8,137,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,60,,,,,,,,,,,,,,,,,,,28,2,,,,,,,,,,,,,,,27,47,,,,,261,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,43
21,22,2136,11625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,6,,,,,,,,,,,,,,,,,,,,,,,299,4,,,,,,,2962,10,,,,,,,,,3500,24,4,26,208,46,,,,,748,4,,,,,350,40,,,,,,,,,,,,,,,,,,,,,,,,,,,154,5,,,,,218,7,4,7,,,,,,,,,,,,,,,246,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,1053,4,,,,,,,,,,,,,,,,,,,,,,,,,1058,7,,,,,,,,,,,,,80,69,,,,,,,,,,,,,,,,,11,7,,,109,3,,,,,5,2,,,3,4,,,376,6,,,,,,,,,,,,,,,,,,,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58
22,23,3886,10490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,5,,,,,,,,,,,,,,,11,33,,,,,,,176,10,,,,,40,19,3116,9,,,,,,,,,2400,36,4,29,389,33,14,17,7,11,67,13,135,18,,,388,39,,,,,12,2,,,,,,,,,,,,,,,34,36,,,,,,,,,,,496,2,,,,,,,,,,,,,,,,,620,13,117,51,,,,,,,,,,,,,11,49,,,,,,,,,9,2,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,39,5,14,110,10,,,,,,,,,,,,,,,,,,,,,247,22,,,,,838,6,,,,,148,3,206,41,,,,,,,,,,,,,,,,,,,,,55,10,13,14,,,,,328,2,,,,,87,23,,,,,,,,,,,,,,,,,,,55,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,48
23,24,27443,10335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29,,,,,,,34,32,,,7,7,20,32,1299,23,,,,,81,7,,,533,140,5,22,396,32,28,12,,,,,74,28,,,481,31,,,,,,,,,,,,,,,,,,,,,58,28,,,,,44,12,,,,,,,,,,,,,,,,,,,,,,,336,24,1215,10,,,,,,,,,,,,,515,2,,,,,,,,,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,30,,,,,,,,,,,,,,,,,,,,,,,,,432,16,,,,,161,25,,,,,,,938,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,1,,,,,,,,,,,46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661,3
24,25,2392,9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15,,,,,,,214,9,,,,,,,750,40,,,,,33,13,,,6194,17,,,250,41,,,6,13,129,7,62,30,,,596,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,,,,,,,,,,,,,,,,,260,30,270,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,22,,,49,17,,,,,,,,,,,,,,,,,,,,,343,18,,,,,135,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,,,,,,,35,10,,,,,110,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,60
