,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,17877,,,,,,,,,,,54,12,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,32,12,,,,,,,117,14,,,,,126,7,1231,19,,,,,,,,,4570,18,6,16,1235,15,,,9,5,148,8,169,10,,,1077,15,,,,,,,,,,,,,,,,,,,,,130,11,,,,,,,,,,,170,10,,,,,,,,,,,,,,,1013,8,539,18,,,,,,,,,,,,,9,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,25,,,,,,,,,,,,,,,,,,,,,,,,,1029,8,,,,,778,6,,,,,207,4,4161,4,,,,,,,,,,,,,,,,,,,,,91,6,,,,,,,,,,,,,172,14,,,,,8,6,,,,,,,,,,,,,,,,,,,323,4,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,199,24
11,12,13,17444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,66,19,,,5,6,27,27,1306,18,,,,,44,12,,,6990,10,4,22,1950,6,,,12,3,,,32,39,3,2,742,21,,,,,,,,,,,1,4,,,,,,,,,1673,1,,,,,,,,,,,134,14,,,,,,,,,,,,,,,369,28,1160,13,,,,,,,,,,,,,42,14,,,,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,13,10,3,38,20,,,,,,,,,,,,,,,,,,,,,233,27,,,,,368,14,,,,,53,9,863,17,,,,,,,,,,,,,,,,,,,,,17,15,49,7,,,,,81,7,,,,,181,11,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,,,,,,10,22,,,,,,,,,,,,,,,,,,,,,,,320,18
12,13,2243,17355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,12,,,,,,,,,,,,,,,5,57,,,,,,,,,,,,,,,4275,3,,,,,,,,,4537,19,,,,,,,,,,,,,,,1435,9,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9,,,,,146,12,,,,,,,,,,,,,,,672,17,213,37,,,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,3,,,,,,,,,,,,,,,,,,,,,,,,,1680,3,,,,,478,11,,,,,28,10,997,15,,,,,,,,,,,7,3,,,,,,,,,,,134,3,,,,,1139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,38
13,14,811,15744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,,,,,,,10,44,,,,,,,1490,15,,,,,,,,,4362,20,2,38,1800,9,,,,,,,130,16,,,1307,11,,,,,,,,,,,,,5,4,,,,,,,540,4,,,,,,,,,,,99,16,,,,,,,,,,,,,,,82,79,466,21,,,,,,,,,,,,,406,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,1,,,25,24,,,,,,,,,,,,,,,,,,,,,447,16,,,,,854,5,,,,,278,3,271,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,6
14,15,320,15345,,,,,,,,,,,81,8,,,,,5,6,,,,,,,,,5,1,,,104,9,,,,,,,,,6,5,,,,,48,6,,,,,,,118,13,,,6,4,34,23,1093,22,,,,,141,8,,,6250,13,20,2,1090,18,29,9,,,52,14,253,7,,,1240,13,,,,,,,2,3,,,4,3,,,9,4,,,,,84,21,38,5,,,,,,,,,237,8,,,,,307,5,,,,,,,8,6,243,33,369,27,,,,,4,6,,,,,11,3,17,35,,,,,,,4,5,,,,,,,,,28,9,16,11,,,,,,,,,4,6,,,,,89,3,,,,,,,,,,,,,796,9,7,5,47,14,,,,,,,2,7,,,,,,,,,,,,,497,14,,,,,297,18,,,,,105,8,867,16,,,,,,,,,,,,,4,3,,,,,,,76,7,83,6,,,,,,,,,,,83,26,,,,,7,7,,,5,4,,,10,14,,,,,14,23,,,8,1,40,17,,,,,,,,,33,14,,,,,,,,,,,4,7,,,,,,,,,,,311,20
15,16,181,13750,12,3,,,,,,,,,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,8,,,,,,,,,,,,,110,8,1445,17,,,,,,,,,6714,12,,,1542,10,,,3,15,,,60,30,,,1002,16,,,,,,,,,,,,,,,,,,,,,92,19,,,,,291,4,,,,,63,22,,,,,,,,,,,,,,,232,36,151,45,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,22,,,23,26,,,,,,,,,,,,,,,,,,,,,280,24,,,,,96,33,,,,,,,537,22,,,,,,,,,,,,,,,,,264,2,,,,,,,,,4,4,,,,,,,197,9,,,,,,,,,,,,,18,12,,,,,26,16,,,,,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,34
16,17,25821,12856,,,,,,,,,,,307,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,12,,,,,,,,,674,113,11,8,1440,12,,,,,,,,,,,3409,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,7,,,,,,,,,,,,,,,,,,,,,,,788,12
17,18,1294,12767,,,,,,,,,,,38,13,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,10,,,,,,,,,,,,,68,15,962,23,,,,,,,,,6134,14,10,9,726,23,,,,,49,15,117,21,,,1877,7,,,,,,,,,,,,,9,2,,,,,,,146,10,,,,,,,,,,,95,17,,,,,27,13,,,,,7,2,,,1131,6,,,,,,,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,386,18,,,24,25,,,,,,,6,2,,,,,,,,,,,,,42,50,,,,,,,,,,,,,481,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,15,,,,,,,,,,,,,34,10,,,,,20,21,,,,,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,30
18,19,50381,12562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,861,27,,,,,,,,,9223,8,,,480,30,,,,,92,13,165,12,,,264,53,,,,,,,,,,,,,,,,,,,,,95,18,,,,,,,,,,,,,,,,,,,,,,,,,,,719,16,96,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2136,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,7,,,,,,,,,,,,,,,,,,,,,,,328,4,,,,,,,2599,9,,,,,,,,,3242,26,7,14,229,42,,,,,743,4,,,,,430,36,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6,,,,,183,9,,,,,,,,,,,,,,,337,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,1192,4,,,,,,,,,,,,,,,,,,,,,,,,,1284,6,,,,,,,,,,,,,89,66,,,,,,,,,,,,,,,,,10,7,,,147,2,,,,,5,3,,,5,3,,,319,7,,,,,,,,,,,,,,,,,,,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,57
20,21,3886,10988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,5,,,,,,,,,,,,,,,20,20,,,,,,,168,9,,,,,56,18,3479,5,,,,,,,,,1602,53,9,10,455,31,15,13,36,2,93,12,161,13,,,470,33,,,,,3,3,,,,,,,,,,,,,,,21,38,,,,,,,,,,,585,2,,,,,,,,,,,,,,,922,11,148,47,,,,,,,,,,,,,13,47,,,,,,,,,9,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,31,5,11,82,10,,,,,,,,,,,,,,,,,,,,,320,23,,,,,634,7,,,,,280,2,215,39,,,,,,,,,,,,,,,,,,,,,58,10,14,13,,,,,508,2,,,,,73,29,,,,,,,,,,,,,,,,,,,43,11,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,49
21,22,27443,10395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,45,25,,,13,2,59,17,819,30,,,,,21,15,,,534,133,14,6,440,32,76,4,,,,,105,25,,,373,41,,,,,,,,,,,,,,,,,,,,,28,35,,,,,56,12,,,,,,,,,,,,,,,,,,,,,380,26,2097,10,,,,,,,,,,,,,382,4,,,,,,,,,,,,,,,,,,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,16,,,,,,,,,,,,,,,,,,,,,,,,,336,21,,,,,135,25,,,,,,,746,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,4,,,,,,,,,,,48,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2926,1
22,23,5072,9858,,,,,,,,,,,6,20,,,,,,,,,,,,,,,,,,,12,17,,,,,152,2,,,,,,,,,11,29,,,,,,,,,,,,,99,10,549,44,,,,,,,,,6110,15,2,45,98,67,,,,,31,18,,,,,391,39,,,,,,,,,,,,,,,45,2,,,,,,,478,2,,,,,,,,,,,,,,,157,9,,,,,,,,,127,61,391,26,,,,,,,,,,,,,69,12,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,,24,2,,,150,2,62,4,,,,,,,,,,,,,51,62,5,12,292,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,37,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,31,44,,,,,210,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,61
23,24,822,9128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,,,,,,,,,,,,,,,18,21,,,,,,,76,18,,,3,7,26,28,875,26,,,,,27,14,,,2643,31,4,25,553,29,,,,,,,142,15,,,466,34,,,,,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,84,19,,,,,,,,,,,,,,,392,25,421,23,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,21,5,9,40,17,,,,,,,,,,,,,,,,,,,,,398,19,,,,,129,26,,,,,,,1990,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,21,,,,,,,,,,,,,,,,,,,,,,,,,1,52,,,,,,,,,12,19,,,,,,,,,,,,,,,,,,,,,,,307,21
24,25,6819,8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,16,4978,1,,,,,,,,,1439,62,3,33,138,58,,,,,,,31,41,,,359,43,,,,,,,,,,,,,,,,,,,,,15,43,,,,,,,,,,,,,,,,,,,,,,,6,3,,,201,42,141,50,,,,,,,,,,,,,4,81,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,103,45,,,19,29,,,,,,,,,,,,,,,,,,,,,622,10,,,,,40,42,,,,,,,131,55,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,97,19,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,43
