bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,117698,1,159,1,37,1,32,1,39,1,30,1,3486,1,31,1,31,1,28,2,468,1,39,1,62,1,29,1,,,46,1,631,1,184,1,170,1,517,1,30,1,51,1,323,1,36,1,302,2,28,1,25,1,32,1,1480,1,22,1,84,1,381,3,5326,1,29,1,34,1,572,2,21,1,29570,1,150,1,13587,1,536,1,96,1,2443,3,1245,2,22,1,35,1,5151,2,,,37,1,41,1,56,1,38,1,34,1,38,1,47,1,118,1,22,1,,,1696,1,2054,1,197,1,485,2,26,1,41,1,1237,1,529,1,,,28,1,1578,2,28,1,33,1,41,1,95,1,4140,2,3547,3,25,1,36,1,20,2,505,1,719,1,178,1,342,4,26,2,,,126,1,56,1,37,1,22,1,33,1,28,1,391,1,283,1,35,1,28,1,36,2,104,1,203,1,84,1,1625,1,241,2,28,1,59,1,21,1,42,1,24,1,12,1,1159,4,33,1,585,2,17,1,,,18,1,19,3,25,1,30,1,19,1,16,1,,,29,1,3437,2,28,1,45,1,2600,2,29,1,32,1,555,1,7829,2,23,1,20,1,22,1,28,1,22,1,44,1,32,1,18,1,162,3,143,1,432,1,265,1,,,340,1,413,3,,,30,2,941,2,59,1,,,207,1,,,475,1,2,1,641,2,55,1,237,1,1079,3,45,1,,,567,2,81,1,369,1,39,1,24,1,2058,3,,,25,1,,,22,1,,,37,1,31,1,32,1,20,1,29,1,,,2939,7
2223,80724,2,,,,,,,,,,,1471,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7,,,,,,,1356,2,,,,,218,4,2342,13,,,,,,,,,15874,4,,,5949,2,,,,,3457,1,1732,1,,,,,4053,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3,,,,,307,5,,,,,,,,,5288,1,2956,4,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,314,2,,,,,,,,,,,23,3,,,,,106,3,,,,,,,,,,,,,891,8,,,789,1,,,,,,,,,,,,,,,,,,,,,6527,1,,,,,9230,1,,,,,,,4578,5,,,,,,,,,,,,,,,,,,,8,3,,,258,2,,,,,130,7,,,,,239,10,,,,,,,,,,,,,506,4,,,,,4038,1,,,,,497,3,,,,,,,,,2807,1,,,,,,,,,,,4,9,,,,,,,,,,,4630,4
10816,58399,3,,,,,,,,,,,313,7,,,,,35,1,,,,,,,28,2,,,18,3,136,9,,,,,,,,,,,19,3,,,42,15,,,,,,,449,6,,,,,169,7,4033,5,,,,,97,8,,,14762,5,,,4189,4,65,5,,,558,5,383,7,,,,,2044,7,,,,,,,,,,,,,,,,,,,,,,,426,6,69,6,,,226,7,,,,,553,3,,,,,,,424,4,,,,,,,,,1979,3,2048,7,,,,,,,,,,,29,2,180,7,,,,,,,,,,,,,,,,,,,111,3,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,725,12,15,4,284,5,,,23,1,,,,,,,,,,,,,,,,,1582,6,,,,,1948,3,,,,,159,7,3619,7,,,,,,,,,,,,,,,,,35,6,,,124,6,,,,,,,84,8,,,,,553,4,,,,,,,,,61,4,,,,,,,17,3,416,8,,,,,151,8,,,,,,,,,2378,2,,,,,,,15,2,,,19,2,,,,,,,,,,,12788,1
1406,54540,4,37,2,,,,,,,,,8,22,,,,,12,6,74,3,,,,,,,,,,,415,3,,,,,,,,,,,,,,,61,6,,,,,,,233,11,,,13,4,762,1,3581,8,,,,,542,3,,,19032,2,16,4,4424,3,69,4,9,3,429,6,903,5,,,,,2561,5,35,1,,,,,15,2,,,,,,,,,,,,,,,771,3,,,,,511,1,,,,,199,13,62,4,,,9,3,1879,1,,,,,,,11,7,1607,5,2385,6,,,18,3,12,3,,,,,,,82,13,,,,,,,17,3,,,,,,,,,123,4,55,7,,,,,,,,,,,,,,,47,6,,,,,,,,,,,,,1670,1,10,7,323,3,,,,,,,28,1,,,,,,,,,,,,,715,11,,,,,767,5,,,,,168,6,5815,3,,,,,,,,,,,14,3,13,2,,,705,1,,,49,12,43,7,,,,,288,4,,,,,652,3,,,,,,,,,,,,,,,,,,,323,9,,,,,254,5,10,4,,,,,,,201,9,,,,,,,4,4,,,6,7,,,,,,,14,3,,,1449,12
2093,47032,5,,,,,,,,,,,66,13,,,,,,,15,5,,,,,,,,,,,39,13,,,,,5,6,16,2,,,,,,,43,14,6,2,,,,,170,13,,,,,70,15,1695,20,,,,,,,,,16570,3,12,6,1329,14,,,,,64,15,148,21,,,,,1199,16,,,,,,,,,11,2,,,,,,,,,11,2,,,99,20,17,7,,,51,13,,,,,105,19,11,7,,,,,136,9,,,,,,,,,907,13,6092,2,,,20,2,7,6,,,,,,,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,,,,,,,,,,,,,440,16,,,66,17,,,,,,,,,,,,,,,,,,,,,473,17,,,,,621,8,,,,,,,1709,11,,,,,11,2,,,,,,,,,,,,,,,63,11,12,14,,,,,,,8,2,,,182,15,,,14,2,,,,,,,,,479,5,,,,,96,12,,,,,91,12,,,,,,,,,1322,5,,,,,,,,,,,11,5,,,,,,,,,17,1,12249,2
2397,38755,6,25,3,21,2,,,26,2,,,1089,3,,,,,16,4,182,2,,,24,2,,,,,15,4,456,2,,,,,34,5,,,40,2,28,2,,,47,11,,,22,2,23,2,408,7,,,22,2,547,2,3919,6,,,,,401,4,,,13022,6,25,3,1983,7,50,7,18,2,3416,2,282,10,,,,,1661,11,,,,,17,2,,,,,,,,,20,2,,,,,,,734,4,,,20,2,244,6,,,,,374,4,108,2,,,24,2,40,13,,,,,14,2,37,2,952,11,1479,10,,,,,,,92,2,51,2,,,39,19,36,1,,,,,18,2,,,,,26,2,27,2,86,6,64,6,,,,,,,72,2,16,7,,,,,23,8,,,,,,,,,,,,,559,14,12,5,289,4,,,,,,,26,2,,,,,,,16,2,,,,,711,12,19,2,,,526,12,,,,,,,1813,10,,,,,,,,,,,17,2,,,,,72,4,,,87,10,61,6,,,,,171,5,,,,,396,5,16,3,,,35,4,,,,,,,76,9,,,16,4,533,6,,,,,151,7,33,2,,,,,24,2,50,14,33,1,,,,,10,3,,,13,3,,,,,,,22,2,,,553,19
2181,28762,7,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,291,6,,,,,,,,,,,,,,,34,16,,,,,,,139,15,,,,,203,6,1980,15,,,,,285,5,,,8169,13,13,5,1290,16,174,2,8,5,,,1150,3,,,,,1530,12,,,,,,,,,,,,,,,,,,,,,,,264,8,,,,,100,10,,,,,293,7,,,,,,,267,7,,,,,,,17,4,800,14,926,14,,,,,,,42,3,,,,,35,22,,,,,,,,,,,,,,,14,3,61,8,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,10,17,2,180,6,,,,,,,,,,,,,,,,,,,,,1749,4,,,,,369,15,,,,,188,5,2251,9,,,,,,,,,,,14,4,,,,,36,5,,,168,4,34,8,,,,,33,11,13,1,,,1000,1,,,,,,,,,,,,,192,6,,,,,438,7,,,,,188,6,28,3,,,,,,,,,,,,,,,,,,,10,6,,,,,,,,,,,2885,8
463,26801,8,,,10,3,,,,,,,,,,,,,,,8,6,,,,,,,,,,,32,15,,,,,,,,,8,6,,,,,51,9,,,,,,,281,9,,,,,85,13,2585,12,,,,,,,,,12128,7,3,30,1260,17,14,18,3,13,12,22,139,22,,,,,1381,14,,,,,,,,,,,,,,,,,,,,,,,84,22,,,,,33,14,,,,,77,23,,,,,,,61,11,,,,,,,,,937,12,2626,5,,,,,,,,,,,,,63,17,,,,,,,3,8,,,,,,,,,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,21,1,19,34,26,,,,,,,,,,,,,,,,,,,,,471,18,,,,,1151,4,,,,,,,1669,12,,,,,,,,,,,,,,,,,,,,,,,11,15,,,,,18,14,,,,,122,20,,,,,,,,,,,,,84,8,,,,,48,16,,,,,63,17,,,,,,,,,57,12,,,,,,,,,,,,,,,,,,,,,,,838,14
811,25222,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,,,,,,,19,42,,,,,,,1899,16,,,,,,,,,5315,19,6,15,1652,11,,,,,,,190,16,,,,,1791,10,,,,,,,,,,,,,,,3,6,,,,,,,664,5,,,,,,,,,,,214,11,,,,,,,,,,,,,,,,,118,70,434,24,,,,,,,,,,,,,415,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,3,,,18,31,,,,,,,,,,,,,,,,,,,,,685,14,,,,,558,11,,,,,303,3,455,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9031,3
2162,24380,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,6,54,,,,,,,124,20,,,,,43,22,1689,22,,,,,,,,,11637,8,,,675,27,,,,,,,180,17,,,,,893,19,,,,,16,3,,,,,,,,,,,,,,,,,45,31,,,,,,,,,,,224,10,,,,,,,15,18,,,,,,,6,9,592,20,259,37,,,,,,,7,4,,,,,67,15,,,,,,,,,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,42,6,13,,,,,,,,,,,,,,,,,,,,,,,415,20,,,,,221,22,,,,,11,13,5228,4,,,,,,,,,,,,,,,,,4,8,,,,,7,16,,,,,10,17,,,,,116,22,,,,,,,,,,,,,,,,,,,33,24,,,,,139,9,,,,,,,,,9,26,,,,,,,,,,,,,,,,,,,,,,,1536,11
