bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,113537,1,160,1,28,1,26,1,30,1,31,1,2966,1,22,1,30,1,23,1,336,1,25,1,24,1,64,1,498,2,36,1,93,1,242,1,21,1,50,1,142,1,23,1,306,1,23,1,36,1,40,1,629,1,23,1,42,1,450,1,5994,1,19,1,26,1,371,2,,,35664,1,54,1,16386,1,543,1,56,1,1144,2,945,1,26,1,4270,1,,,20,1,34,1,36,1,24,1,38,1,40,1,241,1,19,1,1249,1,1466,1,27,1,333,1,21,1,16,1,700,1,177,1,47,1,2301,1,24,1,24,1,25,1,108,1,3546,2,3266,3,16,1,23,1,28,2,229,1,187,1,96,1,384,4,30,1,,,21,1,60,1,23,1,26,1,18,1,254,2,252,1,27,1,,,55,1,71,1,66,1,818,1,86,2,19,1,21,1,19,1,24,1,27,1,20,1,935,3,33,1,420,1,,,16,1,19,2,21,1,19,1,21,1,,,2114,1,17,1,15,1,3496,2,21,1,344,1,7899,3,17,1,32,1,20,1,29,1,22,1,17,1,112,2,49,1,327,1,135,1,,,201,1,208,2,,,26,3,1425,2,29,2,,,127,1,,,56,1,736,1,34,1,304,1,1600,3,28,1,,,258,2,61,1,125,1,25,1,25,1,1065,1,,,26,1,,,26,1,,,39,1,27,1,22,1,23,1,,,2292,4
2223,41595,2,,,,,,,,,,,1191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,,,,,,,361,3,,,,,,,1423,15,,,,,,,,,11088,8,,,4267,2,,,,,16,15,639,2,,,1841,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,66,10,,,,,,,,,4825,1,2066,9,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,271,1,,,,,,,,,8,5,,,,,49,5,,,,,,,,,,,,,395,12,,,228,2,,,,,,,,,,,,,,,1505,2,,,,,3549,1,,,,,2719,5,,,,,,,,,,,,,,,17,2,,,81,2,,,,,31,5,,,,,141,12,,,,,,,,,,,291,3,,,,,1734,2,,,,,148,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621,2
2397,40160,3,23,2,21,2,,,15,2,,,659,3,,,,,13,2,109,2,15,2,,,21,2,541,1,,,,,,,,,23,2,28,2,,,46,4,,,16,2,14,2,224,6,,,16,3,271,3,4337,3,,,,,277,5,,,14025,5,25,2,2014,6,21,6,17,3,2782,1,132,10,,,1396,8,,,,,12,2,,,,,,,19,2,,,,,663,2,,,14,2,142,4,,,,,215,3,41,2,12,2,39,13,,,,,12,2,20,2,1720,4,4295,2,,,,,,,42,2,30,2,,,50,17,14,2,,,,,19,2,,,,,15,2,54,5,51,3,,,,,29,2,14,3,,,,,20,8,,,,,,,,,,,,,309,15,23,2,199,4,,,,,11,3,,,,,17,2,,,508,7,12,2,,,763,4,,,,,1113,12,,,,,,,12,2,,,,,49,4,,,67,5,49,6,,,,,65,4,,,,,396,6,13,3,,,19,4,,,,,62,8,,,17,3,1309,4,,,,,,,13,3,,,,,10,2,69,7,17,1,,,,,20,2,,,,,,,,,11,2,,,384,14
1406,34884,4,22,3,,,,,,,,,29,12,,,,,,,,,,,,,,,157,4,,,,,,,,,,,,,,,48,3,,,,,,,102,11,,,19,2,366,2,2503,8,,,,,323,4,,,15785,4,24,3,2370,5,18,8,12,4,233,5,12,70,,,1572,7,30,1,,,,,3,3,,,,,,,,,,,389,3,,,,,180,3,,,,,143,8,21,3,3,3,1208,2,,,,,,,3,8,1351,6,2086,8,,,7,3,4,4,,,,,,,,,,,,,,,8,4,,,,,,,28,9,,,,,,,,,,,,,,,32,7,,,,,,,,,,,,,762,6,6,9,187,5,,,,,26,1,,,,,,,,,399,12,,,,,316,13,,,55,6,1717,10,,,,,,,2,6,5,3,,,192,1,,,26,12,20,9,,,,,156,3,,,,,447,4,,,,,,,,,,,,,,,,,239,9,,,,,55,10,,,,,,,,,105,6,,,,,,,6,3,,,,,,,,,5,3,,,1067,6
10816,34489,5,,,,,,,,,,,536,4,,,,,,,,,,,,,5,3,123,5,,,,,,,,,,,12,3,,,21,15,,,,,,,208,7,,,,,126,6,2343,9,,,,,51,7,,,13344,6,,,2730,3,33,5,,,341,3,9,82,,,1797,4,,,,,,,,,,,,,,,,,,,266,5,12,7,,,93,6,,,,,158,7,,,,,147,8,,,,,,,,,1477,5,2763,6,,,,,,,,,,,4,3,196,7,,,,,,,,,,,,,,,,,34,4,,,,,,,,,,,,,,,,,,,,,,,5,2,,,931,4,5,14,224,3,11,1,,,,,,,,,,,,,1029,4,,,,,739,5,,,57,5,2978,4,,,,,,,,,,,,,46,5,,,49,9,,,,,,,,,,,,,404,5,,,,,,,,,4,3,,,,,6,4,579,7,,,,,109,4,,,,,,,,,464,3,,,,,,,5,4,,,,,,,,,,,,,15,101
29351,27869,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,11,,,,,,,,,4401,23,,,107,55,111,3,,,,,79,20,,,133,70,,,,,,,,,,,,,,,,,,,200,8,,,,,,,,,,,35,26,8,7,,,,,,,,,,,,,,,81,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,3,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,63,50,,,,,,,,,,,,,,,,,,,357,13,,,,,,,,,,,18307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,33,,,,,,,,,,,,,,,,,,,,,,,1218,1,,,,,,,,,208,5,,,,,,,,,,,,,,,,,,,,,,
463,27527,7,,,8,3,,,,,,,,,,,,,,,,,,,,,,,29,12,,,,,,,,,10,5,,,,,14,24,,,,,,,252,5,,,,,69,12,2280,10,,,,,,,,,15829,3,6,20,,,14,9,11,8,,,162,5,,,,,,,,,,,,,,,,,,,,,,,68,17,,,,,29,13,,,,,83,18,,,,,38,14,,,,,,,,,875,7,3165,4,,,,,,,,,,,,,68,15,,,,,,,4,7,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,13,4,15,61,10,,,,,,,,,,,,,,,478,9,,,,,781,3,,,,,1842,8,,,,,,,,,,,,,,,,,,,18,11,,,,,27,8,,,,,172,10,,,,,,,,,,,39,9,,,,,59,20,,,,,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,9
2181,26836,8,,,,,,,,,,,,,,,,,,,,,5,3,,,,,212,3,,,,,,,,,,,,,,,19,18,,,,,,,141,9,,,,,157,4,1654,14,,,,,364,3,,,7512,12,17,4,1549,8,112,2,6,10,,,155,6,,,1726,5,,,,,,,,,,,,,,,,,,,256,6,,,,,60,9,,,,,169,6,,,,,523,4,,,,,,,11,3,79,75,1231,10,,,,,,,28,3,,,,,23,28,,,,,,,,,,,,,,,44,6,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,1,22,3,145,6,,,,,,,,,,,,,,,1326,3,,,,,377,10,,,116,4,2095,6,,,,,,,7,3,,,,,15,6,,,85,4,22,8,,,,,,,9,2,,,1994,1,,,,,,,,,,,272,5,,,,,859,5,,,,,96,5,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,5
2162,26814,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,,31,7,,,,,,,138,10,,,,,9,47,2156,12,,,,,,,,,11193,7,,,,,,,,,,,63,23,,,865,13,,,,,2,3,,,,,,,,,,,,,14,42,,,,,,,,,,,214,4,,,,,,,,,,,,,5,6,601,13,2,101,,,,,,,3,4,,,,,116,10,,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,41,6,10,,,,,,,,,,,,,,,,,741,5,,,,,160,21,,,13,12,9510,2,,,,,,,,,,,,,4,9,,,,,4,16,,,,,,,,,,,82,21,,,,,,,,,,,,,,,,,46,22,,,,,73,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,8
2093,24340,10,,,,,,,,,,,40,11,,,,,,,7,3,,,,,,,35,10,,,,,13,4,12,2,,,,,,,27,10,6,2,,,,,75,14,,,,,36,17,1036,21,,,,,,,,,9617,9,12,6,1116,15,,,,,42,11,51,28,,,624,21,,,,,,,,,14,2,,,,,,,,,34,27,13,6,,,29,14,,,,,46,24,,,,,67,9,,,,,,,,,524,17,4957,1,,,11,2,,,,,2,3,,,196,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3,,,,,,,,,,,,,177,22,,,48,14,,,,,,,,,,,,,,,230,18,,,,,273,16,,,,,1330,11,,,,,6,2,,,,,,,,,,,27,11,14,14,,,,,,,14,1,,,127,15,,,22,1,,,,,,,279,4,,,,,59,21,,,,,28,15,,,,,,,,,310,4,,,,,,,,,,,32,2,,,,,,,6,1,2663,1
