bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,120980,1,171,1,61,1,31,1,43,1,37,1,3329,1,43,1,37,1,30,1,452,1,40,1,62,1,36,1,,,54,1,579,1,259,1,191,1,505,1,47,1,45,1,380,1,37,1,433,1,39,1,24,1,52,1,1006,2,32,1,98,1,621,1,5043,1,46,1,44,1,548,3,25,1,30540,1,122,1,13872,1,580,1,89,1,2610,3,1225,2,20,1,48,1,4692,2,,,36,1,33,2,56,1,44,1,45,1,28,1,53,1,242,1,32,1,,,1618,1,2129,1,161,1,494,2,40,1,56,1,1299,1,1435,1,,,30,1,1712,2,33,1,41,1,42,1,133,1,4095,2,3147,4,31,1,32,1,37,2,477,1,1273,1,194,1,384,3,40,1,,,134,1,60,1,36,1,30,1,46,1,32,1,346,1,312,1,49,1,24,1,39,2,95,2,224,1,101,1,2240,1,312,2,28,1,77,1,26,1,38,1,46,1,23,1,1107,5,50,1,635,2,22,1,,,34,1,27,2,42,1,39,1,18,1,26,1,,,45,1,3216,2,41,1,31,1,2616,2,32,1,46,1,502,1,7644,2,37,1,41,1,26,1,27,1,32,1,48,1,43,1,29,1,194,3,177,1,414,1,274,1,,,373,1,457,3,,,36,2,1021,1,39,2,,,248,1,,,632,1,5,1,501,3,51,1,251,1,1237,3,50,1,,,597,2,78,1,452,1,46,1,23,1,2274,1,,,21,1,,,31,1,,,55,1,43,1,43,1,29,1,36,1,,,2738,7
2223,71117,2,,,,,,,,,,,1417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,,,,,,,1180,1,,,,,258,4,2340,12,,,,,,,,,14639,3,,,5960,2,,,,,2839,2,1570,1,,,,,4066,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3,,,,,241,9,,,,,,,,,4285,1,2966,5,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,217,3,,,,,,,,,,,17,5,,,,,118,3,,,,,,,,,,,,,890,8,,,873,1,,,,,,,,,,,,,,,,,,,,,6197,1,,,,,7324,1,,,,,,,4680,5,,,,,,,,,,,,,,,,,,,18,4,,,234,2,,,,,152,6,,,,,247,9,,,,,,,,,,,,,494,4,,,,,2082,1,,,,,482,3,,,,,,,,,2194,2,,,,,,,,,,,11,9,,,,,,,,,,,2971,6
1406,56489,3,42,2,,,,,,,,,15,20,,,,,20,3,59,3,,,,,,,,,,,476,3,,,,,,,,,,,,,,,87,5,,,,,,,245,11,,,14,4,421,3,3721,8,,,,,669,1,,,20476,2,13,6,4420,3,63,5,24,2,411,6,889,4,,,,,2701,4,36,1,,,,,11,3,,,,,,,,,,,,,,,744,3,,,,,553,1,,,,,259,8,57,4,,,13,3,2135,1,,,,,,,11,8,1521,5,2737,7,,,18,3,16,4,,,,,,,95,12,,,,,,,8,4,,,,,,,,,136,4,37,8,,,,,,,,,,,,,,,57,6,,,,,,,,,,,,,1844,1,11,7,453,3,,,,,,,43,1,,,,,,,,,,,,,757,11,,,,,565,8,,,,,151,7,5434,3,,,,,,,,,,,11,4,10,3,,,846,1,,,58,11,59,7,,,,,442,4,,,,,704,3,,,,,,,,,,,,,,,,,,,214,9,,,,,277,5,17,3,,,,,,,215,9,,,,,,,10,4,,,16,5,,,,,,,12,3,,,1130,11
10816,44867,4,,,,,,,,,,,335,7,,,,,16,5,,,,,,,26,2,,,16,4,187,8,,,,,,,,,,,23,3,,,40,15,,,,,,,355,7,,,,,144,8,3751,7,,,,,87,8,,,12135,6,,,4304,4,70,4,,,491,5,365,6,,,,,2020,6,,,,,,,,,,,,,,,,,,,,,,,435,6,79,6,,,182,7,,,,,579,3,,,,,,,486,4,,,,,,,,,1640,4,1777,9,,,,,,,,,,,20,3,179,9,,,,,,,,,,,,,,,,,,,64,7,,,,,,,,,,,,,,,,,,,,,,,,,14,2,,,779,11,13,4,283,5,,,18,1,,,,,,,,,,,,,,,,,1552,6,,,,,1526,3,,,,,195,6,3708,7,,,,,,,,,,,,,,,,,17,6,,,114,5,,,,,,,70,9,,,,,557,4,,,,,,,,,22,3,,,,,,,13,4,380,6,,,,,125,8,,,,,,,,,1127,5,,,,,,,12,2,,,23,2,,,,,,,,,,,4513,3
2093,39176,5,,,,,,,,,,,90,12,,,,,,,18,5,,,,,,,,,,,63,11,,,,,30,5,16,3,,,,,,,39,16,19,2,,,,,116,20,,,,,80,15,1530,22,,,,,,,,,13824,4,9,12,1424,15,,,,,71,14,138,25,,,,,1113,16,,,,,,,,,16,2,,,,,,,,,9,2,,,94,22,18,7,,,44,13,,,,,109,19,9,7,,,,,122,11,,,,,,,,,828,13,5819,3,,,20,2,15,5,,,,,,,185,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7,,,,,,,,,,,,,372,18,,,71,18,,,,,,,,,,,,,,,,,,,,,527,16,,,,,537,9,,,,,,,1511,13,,,,,15,2,,,,,,,,,,,,,,,58,12,27,11,,,,,,,18,2,,,195,12,,,11,2,,,,,,,,,408,5,,,,,129,12,,,,,68,13,,,,,,,,,1075,6,,,,,,,,,,,19,3,,,,,,,,,21,1,8198,1
2397,39078,6,22,4,25,2,,,27,2,,,1111,3,,,,,23,2,145,2,,,21,2,,,,,24,3,490,2,,,,,26,6,,,36,2,28,2,,,105,3,,,20,2,19,2,393,5,,,20,2,604,2,4042,4,,,,,391,4,,,12411,5,22,3,1876,7,41,6,18,3,3130,1,291,8,,,,,1609,11,,,,,22,3,,,,,,,,,26,2,,,,,,,655,5,,,19,2,219,6,,,,,363,5,94,2,,,14,2,27,16,,,,,21,2,31,2,894,10,2834,6,,,,,,,115,2,66,2,,,39,21,18,2,,,,,19,3,,,,,24,2,22,2,83,7,80,3,,,,,,,108,1,15,7,,,,,21,9,,,,,,,,,,,,,532,14,16,2,335,4,,,,,,,21,3,,,,,,,12,2,,,,,734,12,19,2,,,502,10,,,,,,,1720,12,,,,,,,,,,,17,2,,,,,69,4,,,113,6,63,6,,,,,169,5,,,,,408,5,12,3,,,32,4,,,,,,,80,10,,,14,3,496,5,,,,,170,7,31,2,,,,,20,2,127,10,34,1,,,,,11,3,,,13,6,,,,,,,14,2,,,495,19
463,36265,7,,,12,3,,,,,,,,,,,,,,,7,6,,,,,,,,,,,35,15,,,,,,,,,5,7,,,,,34,18,,,,,,,222,12,,,,,95,12,2162,14,,,,,,,,,11634,7,2,48,1179,19,16,19,4,13,12,20,142,20,,,,,1239,15,,,,,,,,,,,,,,,,,,,,,,,115,17,,,,,23,14,,,,,104,20,,,,,,,49,12,,,,,,,,,1002,8,12937,1,,,,,,,,,,,,,58,17,,,,,,,6,8,,,,,,,,,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,20,4,16,45,25,,,,,,,,,,,,,,,,,,,,,357,21,,,,,952,4,,,,,,,1777,11,,,,,,,,,,,,,,,,,,,,,,,21,13,,,,,32,13,,,,,127,21,,,,,,,,,,,,,86,8,,,,,44,19,,,,,52,20,,,,,,,,,101,11,,,,,,,,,,,,,,,,,,,,,,,1216,9
2181,25174,8,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,285,5,,,,,,,,,,,,,,,29,19,,,,,,,188,14,,,,,201,6,1768,16,,,,,262,6,,,7235,14,16,4,1427,14,149,2,6,9,,,248,10,,,,,1584,12,,,,,,,,,,,,,,,,,,,,,,,311,7,,,,,101,10,,,,,392,4,,,,,,,294,6,,,,,,,16,5,833,12,919,13,,,,,,,49,3,,,,,40,20,,,,,,,,,,,,,,,15,3,54,8,66,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,10,15,3,164,6,,,,,,,,,,,,,,,,,,,,,1598,5,,,,,335,16,,,,,227,5,2347,9,,,,,,,,,,,14,3,,,,,21,5,,,90,9,40,8,,,,,49,10,24,1,,,739,2,,,,,,,,,,,,,177,6,,,,,243,8,,,,,186,6,16,4,,,,,,,,,,,,,,,,,,,19,4,,,,,,,,,,,1570,8
2162,23769,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,,,,,8,45,,,,,,,123,19,,,,,35,25,1592,19,,,,,,,,,11418,8,,,829,25,,,,,,,153,19,,,,,857,21,,,,,17,4,,,,,,,,,,,,,,,,,25,38,,,,,,,,,,,184,13,,,,,,,7,19,,,,,,,13,6,560,20,212,41,,,,,,,6,4,,,,,86,14,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,38,6,11,,,,,,,,,,,,,,,,,,,,,,,524,17,,,,,289,20,,,,,19,11,5158,4,,,,,,,,,,,,,,,,,7,8,,,,,12,16,,,,,14,17,,,,,131,19,,,,,,,,,,,,,,,,,,,30,24,,,,,119,9,,,,,,,,,7,26,,,,,,,,,,,,,,,,,,,,,,,1171,10
29351,22793,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,,,,,,,,,,,,,,,,,,,,,,,,,149,17,,,,,,,3027,9,,,,,,,,,2926,38,,,185,53,103,3,,,,,102,29,,,,,342,47,,,,,,,,,,,,,,,,,,,,,,,276,8,,,,,,,,,,,40,31,27,5,,,,,,,,,,,,,,,,,164,47,,,,,,,,,,,,,10,56,,,,,,,,,,,,,,,,,242,2,126,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,36,,,,,,,,,,,,,,,,,,,,,,,,,942,8,,,,,,,,,,,,,11326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,50,,,,,,,,,,,,,,,,,,,,,,,,,991,1,,,,,,,,,1273,3,,,,,,,,,,,,,,,,,,,,,,,324,23
25821,21446,11,,,,,,,,,,,399,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478,11,,,,,,,,,1200,87,10,11,1667,10,,,,,,,,,,,,,8582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,7,,,,,,,,,,,,,,,,,,,,,,,3014,5
2425,21109,12,,,,,,,,,,,135,10,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,,,,,,,51,13,,,,,,,273,9,,,,,168,7,1564,21,,,,,,,,,5503,19,8,16,1341,16,,,3,17,109,12,335,7,,,,,1401,13,,,,,,,,,,,,,,,,,,,,,,,172,9,,,,,,,,,,,250,9,,,,,,,,,,,,,,,,,1127,6,594,21,,,,,,,,,,,,,13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,22,,,,,,,,,,,,,,,,,,,,,,,,,1398,7,,,,,680,6,,,,,292,4,4316,6,,,,,,,,,,,,,,,,,,,,,89,10,,,,,,,,,,,,,268,8,,,,,9,8,,,,,,,,,,,,,,,,,,,458,4,,,,,,,,,28,19,,,,,,,,,,,,,,,,,,,,,,,186,31
811,20183,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9,,,,,,,28,37,,,,,,,1879,15,,,,,,,,,5017,23,6,26,1527,11,,,,,,,138,24,,,,,1698,10,,,,,,,,,,,,,,,5,5,,,,,,,731,4,,,,,,,,,,,211,12,,,,,,,,,,,,,,,,,77,82,387,24,,,,,,,,,,,,,475,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,3,,,26,28,,,,,,,,,,,,,,,,,,,,,700,13,,,,,454,11,,,,,331,2,414,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672,2
13,19551,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,7,,,,,,,148,18,,,8,5,64,19,2237,13,,,,,72,9,,,8218,11,12,8,1966,6,,,7,8,,,47,36,,,11,2,735,24,,,,,,,,,,,,,4,4,,,,,,,,,746,2,,,,,,,,,,,162,14,,,11,1,,,,,,,,,,,,,402,23,1213,11,,,,,,,,,,,,,67,16,,,,,,,,,,,,,,,,,,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,9,11,6,77,14,,,,,,,,,,,,,,,,,,,,,299,23,,,,,384,13,,,,,49,9,967,17,,,,,,,,,,,,,,,,,,,,,29,13,28,10,,,,,72,8,,,,,172,14,,,,,,,,,,,,,,,,,,,37,20,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,,,,,,,,,,,380,22
320,19399,15,,,,,,,,,,,145,9,,,,,18,4,,,,,,,,,18,1,,,272,6,,,,,,,,,17,3,,,,,66,10,,,,,,,152,16,,,19,3,56,22,1708,18,,,,,270,5,,,7061,15,29,2,1213,17,39,7,,,57,15,265,9,,,,,1979,8,,,,,89,1,12,2,,,,,14,3,,,34,4,,,,,119,15,104,5,,,,,,,,,323,6,,,,,,,327,5,,,,,,,11,7,248,42,272,31,,,,,20,3,,,,,32,2,27,27,,,,,,,20,2,,,,,,,,,43,9,34,10,,,,,,,,,16,6,,,,,108,4,,,,,,,,,,,,,948,7,12,5,79,13,,,,,,,10,4,,,,,,,,,,,,,644,15,,,,,290,19,,,,,147,8,1203,15,,,,,,,,,,,,,14,2,,,,,,,90,8,99,5,,,,,28,14,,,,,74,30,,,,,25,5,,,18,4,,,23,13,,,,,54,17,,,14,1,52,19,,,,,,,,,52,15,,,,,,,,,,,11,8,,,,,,,,,,,275,25
2243,18949,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12,,,,,,,,,,,,,,,16,26,,,,,,,,,,,,,,,4446,2,,,,,,,,,5806,18,,,,,,,,,,,,,,,,,1782,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,9,,,,,160,15,,,,,,,,,,,,,,,,,488,21,188,43,,,,,,,,,,,,,17,41,,,,,,,,,,,,,,,,,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,6,,,,,,,,,,,,,,,,,,,,,,,,,1614,4,,,,,596,7,,,,,28,10,1198,16,,,,,,,,,,,11,5,,,,,,,,,,,119,3,,,,,1058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,41
28,17224,17,,,,,,,,,,,347,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,69,,,,,,,,,5289,20,,,1171,20,,,,,,,24,56,,,,,306,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,13,,,,,,,,,258,41,8950,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,48,,,,,,,,,,,,,,,,,,,248,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,17061,18,,,,,,,,,,,41,17,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12,,,,,,,,,,,,,80,14,1296,24,,,,,,,,,8555,10,10,9,860,23,,,8,6,97,13,162,16,,,,,2372,5,,,,,,,,,,,,,,,11,3,,,,,,,148,11,,,,,,,,,,,141,16,,,,,,,31,15,,,,,6,4,,,804,14,,,,,,,,,,,,,,,329,4,,,,,,,,,,,,,,,,,,,21,11,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,498,16,,,38,27,,,,,,,7,7,,,,,,,,,,,,,53,48,,,,,,,,,,,,,843,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,7,,,,,162,16,,,,,,,,,,,,,32,11,,,,,26,26,,,,,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,28
181,15490,19,27,3,,,,,,,,,128,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,23,,,,,,,,,,,,,140,9,1734,17,,,,,,,,,7784,13,,,1438,13,,,10,4,,,45,38,,,,,886,18,,,,,,,,,,,,,,,,,,,,,,,117,16,,,,,250,5,,,,,82,22,,,,,,,,,,,,,,,,,177,50,259,32,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,15,,,48,22,,,,,,,,,,,,,,,,,,,,,182,28,,,,,187,25,,,,,,,700,22,,,,,,,,,,,,,,,,,271,2,,,,,,,,,1,3,,,,,,,179,13,,,,,,,,,,,,,14,15,,,,,33,22,,,,,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,29
2136,14851,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,7,,,,,,,,,,,,,,,,,,,,,,,426,4,,,,,,,3860,5,,,,,,,,,4051,31,9,13,233,46,,,,,946,4,,,,,,,492,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,8,,,,,220,10,3,10,,,,,,,,,,,,,,,362,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,1335,2,,,,,,,,,,,,,,,,,,,,,,,,,1636,3,,,,,,,,,,,,,81,76,,,,,,,,,,,,,,,,,10,7,,,218,2,,,,,7,2,,,15,3,,,282,7,,,,,,,,,,,,,,,,,,,144,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,47
822,14647,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,42,14,,,,,,,,,,,,,,,22,21,,,,,,,248,10,,,7,6,26,32,1590,20,,,,,36,10,,,4669,26,7,23,765,26,,,,,,,198,11,,,,,878,19,,,,,,,,,,,,,,,,,,,,,,,32,34,,,,,,,,,,,218,11,,,,,,,,,,,,,,,,,662,16,830,14,,,,,,,,,,,,,204,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,19,9,8,87,12,,,,,,,,,,,,,,,,,,,,,839,9,,,,,303,18,,,,,,,1836,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,22,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,,,,,,,,54,14,,,,,,,,,,,,,,,,,,,,,,,613,17
50381,13836,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,28,856,33,,,,,,,,,10836,9,,,387,36,,,,,41,17,109,27,,,,,297,52,,,,,,,,,,,,,,,,,,,,,,,112,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,18,110,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,13374,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,4,,,,,,,,,,,,,,,20,24,,,,,,,288,8,,,,,63,20,3758,6,,,,,,,,,2700,40,8,17,418,34,22,14,6,10,168,8,183,13,,,,,508,38,,,,,11,5,,,,,,,,,,,,,,,,,37,31,,,,,,,,,,,759,2,,,,,,,,,,,,,,,,,961,9,115,55,,,,,,,,,,,,,28,25,,,,,,,,,16,2,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,40,6,12,95,11,,,,,,,,,,,,,,,,,,,,,427,19,,,,,452,12,,,,,299,3,257,45,,,,,,,,,,,,,,,,,,,,,97,7,24,12,,,,,714,2,,,,,86,27,,,,,,,,,,,,,,,,,,,185,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,51
5072,12534,24,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,,,24,17,,,,,187,2,,,,,,,,,6,55,,,,,,,,,,,,,136,10,508,53,,,,,,,,,8023,12,4,42,78,84,,,,,25,18,,,,,,,386,45,,,,,,,,,,,,,,,,,219,2,,,,,,,1058,2,,,,,,,,,,,,,,,,,178,10,,,,,,,,,100,70,238,39,,,,,,,,,,,,,31,24,,,,,,,,,,,,,,,,,,,,,,,,,43,1,,,31,2,,,550,2,64,5,,,,,,,,,,,,,74,60,7,10,140,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,63,,,,,,,,,,,,,,,,,,,30,2,,,,,,,,,,,,,,,71,31,,,,,168,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,97
27443,10915,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27,,,,,,,74,25,,,7,7,33,27,743,38,,,,,33,12,,,538,154,6,31,477,32,36,9,,,,,140,21,,,,,656,28,,,,,,,,,,,,,,,,,,,,,,,32,35,,,,,47,12,,,,,,,,,,,,,,,,,,,,,,,399,25,1371,10,,,,,,,,,,,,,297,5,,,,,,,,,,,,,,,,,,,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,21,,,,,,,,,,,,,,,,,,,,,,,,,277,24,,,,,152,28,,,,,,,866,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,1,,,,,,,,,,,57,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,4
30549,10096,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,23,,,,,16,39,903,30,,,,,,,,,6059,17,,,500,31,,,,,,,,,,,,,487,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,,,333,33,812,15,,,,,,,,,,,,,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,42,,,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,8831,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,9,,,,,,,,,,,,,,,56,11,,,,,,,92,21,,,,,22,35,725,40,,,,,,,,,2211,53,,,1851,8,,,,,,,26,53,,,,,665,27,,,,,,,,,,,,,,,,,,,,,,,139,13,,,,,,,,,,,67,23,,,,,,,,,,,,,,,,,1120,7,,,,,,,,,,,,,,,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,224,26,,,,,247,22,,,,,,,908,18,,,,,,,,,,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,34
2392,8365,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,154,15,,,,,,,662,42,,,,,35,11,,,4585,27,,,210,50,,,5,11,221,7,85,31,,,,,695,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,26,,,,,,,,,,,,,,,,,345,31,232,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,25,,,54,20,,,,,,,,,,,,,,,,,,,,,376,20,,,,,110,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,,,,,,,23,15,,,,,105,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,43
