,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
20,21,822,11365,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,,,,,,,,,,,,,,,22,21,,,,,,,,,,,5,5,38,24,1626,16,,,,,,,,,4051,28,6,14,623,26,,,,,,,186,6,,,462,35,,,,,,,,,,,,,,,,,,,26,32,,,,,,,,,,,146,17,,,,,,,,,,,,,,,655,18,552,20,,,,,,,,,,,,,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,15,5,9,48,18,,,,,,,,,,,,,,,,,678,10,,,,,92,30,,,,,838,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,13,,,,,,,,,,,,,,,,,,,,,,,,,20,25,,,,,,,,,6,23,,,,,,,,,,,,,,,,,,,,,611,13
21,22,5072,11191,,,,,,,,,,,5,20,,,,,,,,,,,,,,,13,18,,,,,62,2,,,,,,,,,10,43,,,,,,,,,,,,,153,7,506,45,,,,,,,,,8006,15,2,38,104,66,,,,,,,,,,,359,39,,,,,,,,,,,,,,,15,2,,,,,752,2,,,,,,,,,,,,,,,204,8,,,,,,,,,81,81,280,29,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,,,,,4,1,,,15,2,,,245,2,,,,,,,,,,,,,,,35,67,4,13,85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,61,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,31,45,,,,,46,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,70
22,23,2136,11183,,,,,,,,,,,,,,,,,,,,,,,,,,,211,6,,,,,,,,,,,,,,,,,,,,,,,327,6,,,,,,,3098,8,,,,,,,,,3151,34,1,46,282,41,,,,,449,4,,,,,255,53,,,,,,,,,,,,,,,,,,,,,,,,,193,7,,,,,183,12,,,,,,,,,,,,,,,412,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,1039,4,,,,,,,,,,,,,,,,,,,,,1036,5,,,,,,,,,,,102,69,,,,,,,,,,,,,15,7,,,102,3,,,,,,,,,2,3,,,222,6,,,,,,,,,,,,,,,,,,,73,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,122
23,24,811,11080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,,,,,,,22,31,,,,,,,1283,19,,,,,,,,,3832,30,,,1569,12,,,,,,,107,20,,,903,16,,,,,,,,,,,,,,,,,,,214,7,,,,,,,,,,,162,15,,,,,,,,,,,,,,,79,82,247,30,,,,,,,,,,,,,253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,5,,,34,26,,,,,,,,,,,,,,,,,592,11,,,,,333,10,,,111,5,337,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,2952,8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,,,,,,,,,,,,,103,11,892,29,,,,,,,,,3689,32,6,15,848,22,,,6,10,,,115,18,,,1846,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,543,22,32,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,23,,,61,13,,,,,,,,,,,,,,,,,,,,,,,118,28,,,,,164,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,3886,8573,,,,,,,,,,,,,,,,,,,,,,,,,,,334,4,,,,,,,,,,,,,,,14,33,,,,,,,,,,,,,107,10,2996,10,,,,,,,,,10,969,5,19,336,34,13,15,,,53,12,138,16,,,469,34,,,,,8,3,,,,,,,,,,,,,19,37,,,,,,,,,,,792,2,,,,,,,,,,,,,,,735,14,134,47,,,,,,,,,,,,,23,30,,,,,,,11,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,38,4,12,112,7,,,,,,,,,,,,,,,,,324,22,,,,,384,9,,,303,2,225,43,,,,,,,,,,,,,,,,,87,4,22,13,,,,,,,,,,,65,27,,,,,,,,,,,,,,,,,,,666,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,41
26,27,6819,8569,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,14,4837,2,,,,,,,,,2110,53,2,39,73,77,,,,,,,27,41,,,237,57,,,,,,,,,,,,,,,,,,,28,31,,,,,,,,,,,,,,,,,,,,,,,2,5,,,109,70,70,63,,,,,,,,,,,,,14,47,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,101,44,,,10,41,,,,,,,,,,,,,,,,,393,17,,,,,56,38,,,,,168,49,,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,,,52,30,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,38
27,28,2392,8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,110,15,,,,,,,686,38,,,,,,,,,4759,23,,,356,31,,,10,6,165,8,,,,,787,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,,,,,,,,,,,,,,,423,26,211,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,19,,,37,24,,,,,,,,,,,,,,,,,241,26,,,,,99,29,,,,,,,,,,,,,,,,,,,,,,,2,39,,,,,,,26,8,,,,,98,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,36
28,29,28,8140,,,,,,,,,,,388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,53,,,,,,,,,2561,44,,,240,43,,,,,,,18,58,,,214,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,,,,,,,,,254,35,3848,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,44,,,,,,,,,,,,,,,,,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,39856,7916,,,,,,,,,,,,,,,,,,,,,,,,,,,172,7,,,,,,,,,,,,,,,25,19,,,,,,,99,17,,,,,31,27,745,35,,,,,,,,,2501,48,,,,,,,,,,,,,,,883,18,,,,,,,,,,,,,,,,,,,90,17,,,,,,,,,,,173,14,,,,,,,,,,,,,,,1059,7,,,,,,,,,,,,,,,33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,38,,,,,,,,,,,,,,,,,330,21,,,,,,,,,,,1395,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,22
30,31,5432,7694,,,,,,,,,,,171,8,,,14,2,,,,,,,,,,,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,70,,,,,,,,,4078,27,,,1314,17,,,,,194,7,21,48,,,181,67,,,,,,,,,,,,,,,5,4,,,102,16,104,3,,,,,,,,,,,,,,,246,7,,,,,,,,,152,58,109,52,,,,,,,,,,,,,14,46,,,,,,,,,,,,,,,51,5,,,,,,,10,6,,,15,3,,,,,,,,,,,,,,,110,37,12,6,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,,,33,2,,,251,3,,,,,,,,,,,12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,31
31,32,2398,7536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,61,,,,,,,,,6185,18,3,31,112,63,,,,,,,19,54,,,363,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,48,,,,,,,,,,,,,,,,,,,,,49,51,,,,,,,,,,,226,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,48,,,,,,,,,,,,,,,,,,,50,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,2921,7229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,,,,,,,,,456,46,,,,,,,,,4627,24,,,,,,,,,,,,,,,305,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,12,,,,,,,,,,,,,75,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,21,,,,,,,,,,,,,,,,,,,,,,,,,,,213,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1258,6934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,885,32,,,,,,,,,5994,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,2386,6638,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,,,,,,,37,24,,,,,21,36,162,99,,,,,,,,,2751,41,4,24,2015,8,,,,,,,66,31,,,352,40,,,,,,,,,,,,,,,,,,,34,29,,,,,,,,,,,44,26,,,,,,,,,,,,,,,234,41,,,,,,,,,,,,,,,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,65,12,,,,,,,,,,,,,,,,,120,33,,,,,59,36,,,,,15,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,23,,,,,,,,,,,,,39,9,,,,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,427,17
35,36,1111,6330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,,,,,868,34,,,,,71,8,,,3738,31,,,585,28,,,,,,,,,,,309,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,18011,6308,,,,,,,,,,,22,14,,,,,,,,,,,,,7,4,,,,,,,30,3,,,,,,,,,20,24,,,,,,,47,22,,,,,,,213,84,,,,,,,,,2518,47,7,13,720,23,17,13,,,,,13,74,,,135,72,,,,,,,,,,,,,,,,,,,32,30,60,4,,,,,,,,,31,33,,,,,23,15,,,,,,,,,70,91,935,15,,,,,,,,,,,,,24,29,,,,,,,11,3,,,,,,,,,,,,,,,14,3,,,,,14,8,,,,,,,,,,,,,44,62,5,11,26,29,,,,,,,,,,,,,,,,,107,36,,,,,303,14,,,,,603,26,,,,,,,,,,,,,7,9,11,4,19,15,,,,,,,,,,,,,16,68,,,,,43,3,,,,,,,,,,,,,72,21,,,,,29,20,,,5,2,,,,,55,9,,,,,,,,,,,,,,,,,,,,,,
37,38,30549,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,32,,,,,7,58,335,59,,,,,,,,,4529,25,,,,,,,,,,,,,,,252,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,53,421,24,,,,,,,,,,,,,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,49,,,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,483,5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,44,,,,,,,,,,,,,21,35,184,89,,,,,,,,,3549,33,,,,,,,,,,,10,86,,,245,56,,,,,,,,,,,,,,,,,,,22,35,,,,,,,,,,,,,,,,,,,,,,,4,3,,,150,59,367,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59,,,18,32,,,,,,,,,,,,,,,,,25,74,,,,,63,34,,,,,283,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,,,,,,,,,,,,,,,,,,,44,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,8
39,40,2785,5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,,,,,,,19,39,230,77,,,,,,,,,626,124,7,12,2688,5,,,15,4,,,13,73,,,689,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,19,29,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,10,,,,,,,,,,,,,,,,,,,7,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,27,82
40,41,4192,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12,,,,,,,68,18,,,,,26,29,1015,24,,,,,,,,,3,982,,,283,40,,,,,,,69,29,,,150,70,,,,,,,,,,,,,6,4,,,,,17,39,,,,,,,,,,,111,19,,,,,,,,,,,,,,,603,20,614,18,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,30,,,,,,,,,,,,,,,,,,,,,133,30,,,,,,,,,,,2068,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,26,,,,,,,,,,,,,,,,,,,,,,,,,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,9209,5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,,,,,,,,,,,,,31,25,315,63,,,,,,,,,2540,45,,,37,102,,,,,,,53,33,,,9,355,,,,,,,,,,,,,,,,,,,19,38,,,,,,,,,,,39,27,,,,,,,,,,,,,,,1282,6,194,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,194,27,,,77,10,,,,,,,,,,,,,,,,,126,32,,,,,,,,,,,269,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,28,,,,,,,,,,,,,18,14,,,,,,,,,,,,,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,
42,43,5894,5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,31,,,,,,,,,,,,,,,350,55,,,,,,,,,2121,52,,,325,38,,,,,,,26,43,,,308,45,,,,,,,,,,,,,,,,,,,68,21,,,,,,,,,,,,,,,,,,,,,,,,,,,240,38,281,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,36,,,,,,,,,,,,,,,,,,,,,,,,,,,176,23,,,,,1117,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,69,,,,,,,,,,,,,,,,,,,78,18,,,,,46,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2407,5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,195,,,,,,,,,5135,20,,,36,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,36218,5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,,,,,,,51,20,,,,,10,49,873,33,,,,,,,,,2818,38,,,48,93,,,,,,,21,50,,,190,64,,,,,,,,,,,,,,,,,,,11,44,,,,,,,,,,,,,,,,,,,,,,,,,,,93,74,687,16,,,,,,,,,,,,,18,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,47,,,23,30,,,,,,,,,,,,,,,,,67,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,30
45,46,1917,5173,,,,,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,45,,,,,,,15,40,,,,,111,9,319,62,,,,,,,,,2853,37,5,16,355,32,,,2,15,62,11,26,42,,,281,48,,,,,,,,,,,,,,,,,,,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,101,72,,,,,,,,,,,,,,,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,11,,,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,47,,,,,,,,,,,,,,,,,8,27,,,,,,,,,,,,,35,42,,,,,,,,,,,,,,,,,,,,,,,,,14,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,56
46,47,2281,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,,3026,35,,,1383,16,,,,,,,,,,,279,49,,,,,,,,,,,,,,,,,,,40,28,,,,,,,,,,,,,,,,,,,,,,,,,,,205,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,2399,5023,,,,,,,,,,,33,13,,,,,,,8,4,,,,,,,6,22,,,,,,,,,,,,,,,40,7,,,,,,,27,28,,,,,,,146,107,,,,,,,,,2222,50,8,9,1084,19,,,,,9,19,15,67,,,114,81,,,,,,,,,,,,,,,,,,,63,23,,,,,,,,,,,20,37,,,,,,,,,,,,,,,276,34,147,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,52,,,,,,,,,3,5,,,,,,,,,,,57,49,,,,,74,31,,,10,11,380,34,,,,,,,,,,,,,,,36,2,4,35,,,,,,,,,,,,,20,58,,,,,,,,,,,,,,,,,,,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,33
48,49,3955,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,10,45,,,,,,,160,102,,,,,,,,,1820,58,,,329,35,,,,,,,,,,,488,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,20,,,,,,,,,,,,,,,770,11,,,,,,,,,,,,,,,323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,64,,,,,,,,,,,133,56,,,,,,,,,,,,,,,,,75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,15
49,50,41114,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,11733,4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,111,,,,,,,5,1,1123,80,,,,,,,,,,,,,,,211,60,,,,,,,,,,,,,,,,,,,,,,,,,408,2,,,,,15,39,,,,,,,,,,,,,,,2317,3,45,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,158,3,,,,,36,7,,,,,6,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,13713,4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,66,,,,,,,,,,,,,47,22,665,39,,,,,,,,,1312,70,,,327,37,,,6,11,,,30,37,,,758,23,,,,,,,,,,,,,,,,,,,47,27,,,,,,,,,,,6,52,,,,,,,,,,,2,6,,,189,51,202,34,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,34,,,,,205,19,,,,,158,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,49,,,,,,,,,,,,,,,,,,,156,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,28
52,53,11634,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010,29,,,,,,,,,,,,,,,28,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,65
53,54,29146,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,47,,,,,,,,,920,95,,,,,,,,,,,,,,,140,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,40,,,,,,,,,,,,,,,,,96,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
