bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,122099,1,231,1,48,1,41,1,32,1,33,1,3712,1,22,1,21,1,31,1,595,1,43,1,26,1,32,1,,,41,1,546,1,38,1,63,1,296,1,24,1,44,2,350,1,20,1,312,1,20,1,21,1,33,1,912,1,25,1,38,1,633,1,6399,1,18,1,25,1,718,1,,,34690,1,51,1,14543,1,470,1,66,1,1953,2,1174,2,52,1,4387,1,,,23,1,32,1,39,1,30,1,30,1,36,1,175,1,19,1,1415,1,2341,1,42,1,489,1,21,1,22,1,1143,1,274,1,20,1,1694,1,29,1,29,1,28,1,75,1,3776,2,4001,3,28,1,31,1,36,2,447,1,394,1,95,1,397,3,22,1,,,32,1,53,1,37,1,36,1,23,1,305,3,254,1,25,1,23,1,,,118,1,113,1,121,1,1833,1,276,2,19,1,16,1,23,1,31,1,21,1,23,1,1115,3,51,1,565,2,1,1,,,26,1,27,1,29,1,23,1,23,1,17,1,,,28,1,2587,2,26,1,20,1,4835,1,23,1,475,1,8472,2,27,1,27,1,21,1,42,1,32,1,21,1,152,3,84,1,492,1,278,1,,,302,1,359,3,,,36,2,1088,1,48,1,,,458,1,,,104,1,1,1,631,1,58,1,241,1,400,1,20,1,,,503,2,85,1,186,1,52,1,18,1,1466,1,,,24,1,,,32,1,,,24,1,32,1,21,1,18,1,17,1,,,2912,3
2223,51789,2,,,,,,,,,,,532,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,726,2,,,,,,,1778,15,,,,,,,,,13456,4,,,3574,3,,,,,1327,3,1451,1,,,3167,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,4,,,148,9,,,,,,,,,7607,1,1850,8,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,509,1,,,,,,,,,,,4,7,,,,,41,6,,,,,,,,,,,,,477,12,,,605,1,,,,,,,,,,,,,,,,,,,,,2991,1,,,,,4748,2,,,,,3147,7,,,,,,,,,,,,,,,5,4,,,181,2,,,,,80,5,,,,,203,9,,,,,,,,,,,,,192,4,,,,,203,2,,,,,499,3,,,,,,,,,121,7,,,,,,,,,,,,,,,,,,,,,,,2107,4
1406,46261,3,23,2,,,,,,,,,25,15,,,,,9,5,100,3,,,,,,,,,,,290,3,,,,,,,,,,,,,,,63,4,,,,,,,205,11,,,9,5,311,3,3424,5,,,,,605,2,,,17866,2,12,6,4007,2,37,5,8,6,321,6,801,3,,,2763,6,34,1,,,,,5,3,,,,,,,,,,,387,5,,,,,354,3,,,,,188,9,35,5,9,2,1647,2,,,,,,,9,6,1314,5,2630,5,,,6,3,8,5,,,,,,,,,,,,,,,5,8,,,,,,,76,5,,,,,,,,,,,,,,,,,42,5,,,,,,,,,,,,,1340,1,7,11,270,3,,,,,,,,,,,,,,,,,,,,,430,13,,,,,321,15,,,81,8,3523,5,,,,,,,12,2,3,3,,,320,1,,,37,11,56,7,,,,,370,2,,,,,596,3,,,,,,,,,,,,,,,,,,,74,6,,,,,173,4,,,,,,,,,141,6,,,,,,,3,4,,,3,3,,,,,,,6,3,,,867,8
10816,39219,4,,,,,,,,,,,489,4,,,,,17,2,,,,,,,9,2,,,12,3,148,7,,,,,,,,,,,14,3,,,36,9,,,,,,,218,8,,,,,177,6,3212,7,,,,,63,8,,,14629,3,,,2858,4,49,4,,,336,5,321,6,,,3000,5,,,,,,,,,,,,,,,,,,,333,6,50,5,,,184,7,,,,,345,4,,,,,139,10,,,,,,,,,1356,4,3031,4,,,,,,,,,,,11,2,238,5,,,,,,,,,,,,,,,,,53,4,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,780,8,8,9,177,5,,,14,1,,,,,,,,,,,,,,,,,899,8,,,,,748,6,,,131,4,3848,4,,,,,,,,,,,,,65,4,,,68,10,,,,,,,,,,,,,519,4,,,,,,,,,13,3,,,,,,,9,4,72,8,,,,,160,5,,,,,,,,,345,5,,,,,,,10,3,,,,,,,,,,,,,,,14,115
2397,33925,5,8,4,10,3,,,8,2,,,884,2,,,,,15,4,127,2,,,8,3,,,,,6,4,370,2,,,,,12,5,,,61,1,40,2,,,33,12,,,10,2,9,2,427,5,,,10,3,602,2,3228,6,,,,,295,5,,,12296,6,19,2,1618,8,33,7,12,2,2217,1,227,7,,,1510,8,,,,,7,2,,,,,,,13,2,,,,,696,2,,,5,2,217,5,,,,,268,5,47,3,7,3,273,5,,,,,6,3,18,2,856,10,1461,11,,,,,,,77,2,22,2,,,42,17,8,2,,,,,21,2,,,,,6,2,64,7,52,5,,,,,,,65,2,8,6,,,,,13,8,,,,,,,,,,,,,350,14,9,6,247,4,,,,,,,11,2,,,,,,,8,2,,,,,984,4,7,2,,,667,8,,,,,1719,12,,,,,,,8,4,,,,,56,5,,,84,6,52,8,,,,,155,4,,,,,390,6,10,3,,,12,5,,,,,,,57,10,,,10,3,179,4,,,,,88,10,12,3,,,,,4,2,63,9,5,1,,,,,10,2,,,,,,,,,,,8,2,,,373,16
29351,30970,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,,,,,,,,,,,,,,,,,,,,,,,,,96,18,,,,,,,2488,10,,,,,,,,,4153,25,,,174,48,136,3,,,,,94,26,,,124,85,,,,,,,,,,,,,,,,,,,232,8,,,,,,,,,,,46,26,13,6,,,,,,,,,,,,,,,197,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,2,116,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,31,,,,,,,,,,,,,,,,,,,,,,,,,569,10,,,,,,,,,,,19648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,41,,,,,,,,,,,,,,,,,,,,,,,,,1753,1,,,,,,,,,541,4,,,,,,,,,,,,,,,,,,,,,,,45,62
2093,27791,7,,,,,,,,,,,69,11,,,,,,,16,4,,,,,,,,,,,33,12,,,,,14,4,8,2,,,,,,,32,14,6,2,,,,,144,15,,,,,55,17,988,25,,,,,,,,,11055,8,8,11,1151,16,,,,,33,14,111,23,,,904,17,,,,,,,,,9,2,,,,,,,10,2,76,22,18,7,,,37,13,,,,,73,22,6,9,,,117,11,,,,,,,,,663,16,4335,2,,,12,2,10,4,,,2,4,,,115,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,,,,,,,,,,,,,311,17,,,56,17,,,,,,,,,,,,,,,,,,,,,284,21,,,,,425,12,,,,,1771,11,,,,,9,2,,,,,,,,,,,27,13,16,13,,,,,,,10,1,,,149,12,,,9,2,,,,,,,,,238,3,,,,,42,11,,,,,52,12,,,,,,,,,627,2,,,,,,,,,,,18,2,,,,,,,,,10,1,3576,1
2162,24040,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,9,38,,,,,,,132,16,,,,,25,27,1331,18,,,,,,,,,11506,7,,,588,26,,,,,,,96,25,,,752,24,,,,,4,4,,,,,,,,,,,,,32,30,,,,,,,,,,,135,16,,,,,,,,,,,,,5,8,436,23,5,108,,,,,,,4,4,,,,,77,11,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,48,4,14,,,,,,,,,,,,,,,,,,,,,,,534,12,,,,,216,22,,,16,11,6674,3,,,,,,,,,,,,,3,11,,,,,13,16,,,,,,,,,,,99,21,,,,,,,,,,,,,,,,,,,30,15,,,,,87,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,7
463,23353,9,,,17,2,,,,,,,,,,,,,,,8,6,,,,,,,,,,,18,16,,,,,,,,,4,6,,,,,32,13,,,,,,,270,7,,,,,65,14,1895,13,,,,,,,,,12369,5,7,15,,,14,12,7,8,19,16,116,22,,,859,21,,,,,,,,,,,,,,,,,,,73,23,,,,,21,15,,,,,65,23,,,,,44,14,,,,,,,,,810,11,1925,7,,,,,,,,,,,,,57,12,,,,,,,6,6,,,,,,,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,16,10,4,54,19,,,,,,,,,,,,,,,,,,,,,318,18,,,,,861,4,,,,,1998,10,,,,,,,,,,,,,,,,,,,14,15,,,,,34,7,,,,,134,15,,,,,,,,,,,,,42,11,,,,,29,16,,,,,46,15,,,,,,,,,46,10,,,,,,,,,,,,,,,,,,,,,,,732,10
2181,22730,10,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,235,5,,,,,,,,,,,,,,,23,16,,,,,,,146,14,,,,,216,4,1749,16,,,,,223,6,,,7193,15,12,7,1274,14,168,2,11,4,,,186,13,,,1243,12,,,,,,,,,,,,,,,,,,,275,7,,,,,145,10,,,,,367,3,,,,,215,6,,,,,,,10,5,56,92,960,15,,,,,,,37,3,,,,,27,21,,,,,,,,,,,,,5,3,41,8,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,9,13,3,175,6,,,,,,,,,,,,,,,,,,,,,1367,3,,,,,315,16,,,130,5,2202,9,,,,,,,8,3,,,,,39,6,,,95,5,37,9,,,,,,,5,3,,,981,2,,,,,,,,,,,,,113,6,,,,,76,5,,,,,138,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,5
