bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2181,22554,11,,,,,,,,,,,152,13,,,,,,,,,,,,,,,,,,,7,3,,,,,,,207,4,,,,,,,,,,,,,,,27,19,,,,,,,117,17,,,,,145,7,1395,15,,,,,,,178,5,,,6320,15,14,5,977,16,44,4,7,8,,,189,8,,,,,1220,11,,,,,,,,,,,,,,,,,,,,,,,302,7,,,,,89,10,,,,,274,6,,,,,,,156,8,,,,,,,30,2,651,11,976,13,,,,,,,33,3,,,,,34,29,,,,,,,,,,,,,,,9,3,,,24,9,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,15,20,3,91,9,,,,,,,,,,,,,,,,,,,,,1020,5,,,,,246,18,,,,,137,6,2264,9,,,,,,,,,,,7,5,,,,,19,6,,,128,5,57,6,,,,,52,10,28,1,,,1993,1,,,,,,,,,,,,,156,6,,,,,,,398,7,,,,,234,4,16,2,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,1682,9
29351,20208,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,5,80,,,,,,,138,14,,,,,,,2732,6,,,,,,,,,,,3252,33,,,141,54,112,2,,,,,118,22,,,,,282,46,,,,,,,,,,,,,,,,,,,,,,,301,8,,,,,,,,,,,48,24,36,5,,,,,,,,,,,,,,,,,107,53,,,,,,,,,,,,,21,43,,,,,,,,,,,,,,,,,,,201,2,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,31,,,,,,,,,,,,,,,,,,,,,,,,,761,6,,,,,,,,,,,,,9903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,47,,,,,,,,,,,,,,,,,,,,,,,,,,,938,1,,,,,,,,,694,5,,,,,,,,,,,,,,,,,,,,,,,141,42
2425,16330,13,,,,,,,,,,,121,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,13,35,,,,,,,198,10,,,,,44,16,1293,17,,,,,,,,,,,4526,25,4,26,1661,8,,,1,20,166,8,148,14,,,,,1062,14,,,,,10,5,,,,,,,,,,,,,,,,,133,10,,,,,,,,,,,162,10,10,8,,,,,,,,,,,,,,,667,10,504,21,,,,,,,,,,,,,15,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,18,,,,,,,,,,,,,,,,,,,,,,,,,624,9,,,,,904,5,,,,,189,4,2708,7,,,,,,,,,,,,,,,,,,,,,56,11,,,,,,,,,,,,,130,15,,,,,7,8,,,,,,,,,,,,,,,179,10,,,,,226,6,,,,,,,,,33,19,,,,,,,,,,,,,,,,,,,,,,,243,34
2243,16123,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,,,,,,,,,9,50,,,,,,,,,,,,,,,2709,7,,,,,,,,,,,6223,16,,,,,,,,,,,10,90,,,,,1201,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,9,,,,,136,12,,,,,,,,,,,,,,,,,433,19,658,18,,,,,,,,,,,,,23,38,,,,,,,,,,,,,,,,,,,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733,6,,,,,,,,,,,5,6,,,,,,,,,,,,,1225,4,,,,,414,11,,,,,25,12,1155,14,,,,,,,,,,,5,6,,,,,,,,,,,214,2,,,,,420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,26
13,15505,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,,,,,,,97,20,,,7,7,37,19,926,20,,,,,,,29,13,,,6635,14,3,32,1699,7,,,6,9,,,47,34,,,4,2,489,29,,,,,,,,,,,,,1,4,,,,,,,,,409,5,,,,,,,,,,,90,16,,,4,1,,,,,,,,,,,,,245,28,1880,8,,,,,,,,,,,,,69,13,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,17,7,8,49,15,,,,,,,,,,,,,,,,,,,,,232,21,,,,,307,14,,,,,52,10,863,16,,,,,,,,,,,,,,,,,,,,,19,16,63,5,,,,,50,12,,,,,121,18,,,,,,,,,,,,,,,,,,,,,22,29,,,,,25,22,,,,,,,,,43,17,,,,,,,,,,,,,,,,,,,,,,,601,20
25821,15501,16,,,,,,,,,,,395,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,4,,,,,,,,,,,897,104,19,2,1023,14,,,,,,,,,,,,,5007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,9,,,,,,,,,,,,,,,,,,,,,,,540,21
320,15239,17,,,,,,,,,,,117,16,,,,,,,,,15,5,,,,,,,,,,,,,22,1,,,50,10,,,,,,,,,8,3,,,,,48,6,,,,,,,124,16,,,16,3,20,25,1017,19,,,,,,,111,6,,,5829,19,10,8,1364,10,16,11,6,11,60,15,175,9,,,,,2333,5,,,,,14,3,6,3,,,,,14,2,5,10,13,3,,,,,57,27,64,5,,,,,,,,,239,8,,,,,,,115,9,,,,,,,7,8,180,37,242,32,,,,,17,2,,,,,7,3,47,20,,,,,,,10,6,,,,,,,,,,,28,8,14,11,,,,,,,,,4,7,,,,,121,5,,,,,,,,,,,,,426,13,9,7,36,22,,,,,,,4,7,,,,,,,,,,,,,415,15,,,,,216,20,,,,,72,9,774,18,,,,,,,,,,,,,1,3,,,,,,,103,6,46,7,,,,,27,14,,,,,41,36,,,,,13,6,,,,,,,29,13,,,,,15,4,35,26,,,11,1,30,19,,,,,,,,,67,15,,,,,,,,,,,5,11,,,,,,,,,,,319,25
163,13532,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13336,6,,,,,,,,,,,105,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,12669,19,,,,,,,,,,,32,22,,,,,,,,,9,6,,,,,,,,,,,,,,,,,8,24,,,,,,,,,,,,,,,24,20,,,,,,,,,,,,,39,17,569,30,,,,,,,,,,,7347,12,3,36,648,23,,,4,15,101,12,133,18,,,,,1342,9,,,,,,,,,,,,,,,9,5,,,,,,,120,12,,,,,,,,,,,65,19,,,,,,,21,14,,,,,5,5,8,6,626,13,,,,,,,,,,,,,,,158,9,,,,,,,,,,,,,,,,,,,,,27,5,,,,,,,5,4,,,,,,,6,10,,,,,,,,,,,,,426,14,,,35,23,,,,,,,3,8,,,,,,,,,,,,,45,46,,,,,,,,,,,,,301,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,146,12,,,,,,,,,,,,,61,10,,,,,,,16,34,,,,,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,29
5072,12439,20,,,,,,,,,,,302,9,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,201,2,,,,,,,,,8,53,,,,,,,,,,,,,114,8,415,43,,,,,,,,,,,8936,10,5,23,203,44,,,,,30,16,,,,,,,361,41,,,,,,,,,,,,,,,,,54,2,,,,,,,354,2,,,,,,,,,,,,,,,,,91,10,,,,,,,,,93,60,256,30,,,,,,,,,,,,,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,,,48,3,,,163,2,103,7,,,,,,,,,,,,,54,56,3,13,79,11,,,,,,,,,,,,,,,,,,,,,,,,,,,27,52,,,,,,,126,53,,,,,,,,,,,,,,,,,,,49,2,,,,,,,,,,,,,,,26,51,,,,,176,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,71
2136,11759,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,7,,,,,,,,,,,,,,,,,,,,,,,223,8,,,,,,,1820,12,,,,,,,,,,,4562,24,3,38,216,42,,,,,1507,4,,,,,,,300,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,6,,,,,172,9,5,10,,,,,,,,,,,,,,,321,24,,,,,,,,,,,,,,,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,680,8,,,,,,,,,,,,,,,,,,,,,,,,,659,8,,,,,,,,,,,,,51,79,,,,,,,,,,,,,,,,,15,7,,,129,4,,,,,6,4,128,6,9,3,,,325,7,,,,,,,,,,,,,,,,,,,,,199,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,50
5432,11267,22,,,,,,,,,,,307,8,,,,,3,2,,,,,,,,,,,,,,,,,,,,,25,13,,,,,43,3,,,,,,,,,4,86,,,,,,,,,,,,,,,241,62,,,,,,,,,,,6979,13,,,931,17,,,,,429,7,20,58,,,,,183,64,,,,,,,,,,,,,,,,,9,4,,,,,96,16,258,3,,,,,,,,,,,,,,,,,185,6,,,,,,,,,89,65,116,49,,,,,,,,,,,,,38,26,,,,,,,,,,,,,16,2,,,,,,,26,6,,,,,,,,,64,2,,,27,3,,,,,,,,,,,,,,,105,41,6,9,14,30,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11,,,,,26,52,,,,,73,3,,,50,2,,,648,3,,,,,,,,,,,,,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,41
181,10525,23,8,4,,,,,,,,,169,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,30,,,,,,,,,,,,,75,10,766,24,,,,,,,,,,,5831,18,,,871,21,,,6,10,,,58,31,,,,,719,20,,,,,,,,,,,,,,,,,,,,,,,84,21,,,,,133,8,,,,,40,25,,,,,,,,,,,,,,,,,145,45,125,46,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,27,,,48,16,,,,,,,,,,,,,,,,,,,,,90,32,,,,,110,28,,,,,,,408,26,,,,,,,,,,,,,,,,,130,2,,,,,,,,,7,3,,,,,,,130,14,,,,,,,,,,,,,24,15,,,,,,,37,25,,,,,16,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,32
