,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
22,23,811,9659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,7,,,,,,,15,34,,,,,,,1083,19,,,,,,,,,3776,28,,,1358,10,,,,,,,92,21,,,507,28,,,,,,,,,,,,,4,5,,,,,408,4,,,,,,,,,,,68,20,,,,,,,,,,,,,,,71,76,232,32,,,,,,,,,,,,,271,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,5,,,25,28,,,,,,,,,,,,,,,,,280,18,,,,,336,10,,,71,7,259,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,2136,8966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,7,,,,,,,,,,,,,,,,,,,,,,,214,6,,,,,,,2286,11,,,,,,,,,2830,38,5,17,216,41,,,,,504,5,,,,,244,45,,,,,,,,,,,,,,,,,,,,,,,,,106,7,,,,,137,8,,,,,,,,,,,,,,,274,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,754,6,,,,,,,,,,,,,,,,,,,,,710,5,,,,,,,,,,,102,61,,,,,,,,,,,,,12,7,,,66,4,,,,,,,,,1,3,,,327,7,,,,,,,,,,,,,,,,,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,101
24,25,3886,8510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,3,,,,,,,,,,,,,,,12,29,,,,,,,,,,,,,105,8,3780,5,,,,,,,,,34,878,6,16,298,36,55,6,,,72,10,121,12,,,369,34,,,,,5,3,,,,,,,,,,,,,16,39,,,,,,,,,,,560,2,,,,,,,,,,,,,,,561,14,193,38,,,,,,,,,,,,,15,41,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,30,7,8,101,9,,,,,,,,,,,,,,,,,243,21,,,,,962,3,,,159,2,208,42,,,,,,,,,,,,,,,,,47,8,19,10,,,,,6,12,,,,,72,25,,,,,,,,,,,,,,,,,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,36
25,26,822,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,13,,,,,,,,,,,,,,,26,11,,,,,,,,,,,4,5,9,44,991,22,,,,,7,11,,,3144,33,3,25,346,31,,,,,,,97,20,,,329,37,,,,,,,,,,,,,,,,,,,28,32,,,,,,,,,,,77,19,,,,,,,,,,,,,,,306,24,565,18,,,,,,,,,,,,,35,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,17,2,14,36,23,,,,,,,,,,,,,,,,,350,15,,,,,122,28,,,,,476,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,16,,,,,,,,,,,,,,,,,,,,,,,10,31,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,444,13
26,27,6819,7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,16,4493,3,,,,,,,,,1408,65,2,37,169,46,,,,,,,24,43,,,258,43,,,,,,,,,,,,,,,,,,,61,22,,,,,,,,,,,,,,,,,,,,,,,7,2,,,131,47,104,51,,,,,,,,,,,,,12,48,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,114,34,,,23,30,,,,,,,,,,,,,,,,,325,16,,,,,41,43,,,,,144,49,,,,,,,,,,,,,,,,,11,15,,,,,,,,,,,,,47,31,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,41
27,28,2386,7379,,,,,,,,,,,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,,,,,,,17,31,,,,,18,29,178,83,,,,,,,,,3654,29,2,34,2015,7,,,,,,,51,29,,,285,41,,,,,,,,,,,,,,,,,,,48,26,,,,,,,,,,,13,37,,,,,,,,,,,,,,,159,39,,,,,,,,,,,,,,,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,78,10,,,,,,,,,,,,,,,,,70,39,,,,,77,34,,,,,9,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,27,,,,,,,,,,,20,13,,,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,507,12
28,29,2398,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,65,,,,,,,,,5773,18,6,14,84,67,,,,,,,22,47,,,281,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,39,,,,,,,,,,,,,,,,,,,,,42,48,,,,,,,,,,,206,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,57,,,,,,,,,,,,,,,,,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,2952,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,,,,,,,,,,,,,98,9,659,36,,,,,,,,,3515,30,4,19,699,22,,,5,10,,,89,23,,,752,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,,,,,303,25,43,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,23,,,45,15,,,,,,,,,,,,,,,,,,,,,,,90,31,,,,,125,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,1258,6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,24,,,,,,,1014,21,,,,,,,,,5635,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,2392,6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41,,,,,,,72,13,,,,,,,704,31,,,,,,,,,3437,31,,,285,37,,,4,12,129,8,40,33,,,718,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,27,,,,,,,,,,,,,,,273,27,201,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,20,,,47,13,,,,,,,,,,,,,,,,,189,23,,,,,107,29,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,,,,25,7,,,,,99,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,46
32,33,2921,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,,,,,,,,,,,,,,,407,47,,,,,,,,,4017,25,,,,,,,,,,,,,,,250,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084,15,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,21,,,,,,,,,,,,,,,,,,,,,,,,,,,165,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,18011,6046,,,,,,,,,,,40,13,,,,,,,,,,,,,,,5,4,,,,,,,40,4,,,,,,,,,9,35,,,,,,,30,23,,,,,,,178,84,,,,,,,,,2345,42,7,11,671,23,9,15,,,,,10,82,,,126,70,,,,,,,,,,,,,,,,,,,24,35,65,4,,,,,,,,,24,29,,,,,10,18,,,,,,,,,58,83,1410,11,,,,,,,,,,,,,31,21,,,,,,,2,4,,,,,,,,,,,,,,,7,5,,,,,34,6,,,,,,,,,,,,,51,58,8,6,8,38,,,,,,,,,,,,,,,,,73,38,,,,,184,19,,,,,379,30,,,,,,,,,,,,,11,8,4,4,9,18,,,,,,,,,,,,,20,52,,,,,25,3,,,,,,,,,,,18,24,,,,,16,22,,,9,2,,,,,96,7,,,,,,,,,,,,,,,,,,,,,,
34,35,1111,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,12,,,,,,,,,,,,,,,703,32,,,,,51,7,,,3888,27,,,458,27,,,,,,,,,,,229,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,2407,5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,312,,,,,,,,,5793,17,,,29,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,39856,5723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,8,,,,,,,,,,,,,,,19,21,,,,,,,54,19,,,,,16,35,518,43,,,,,,,,,1895,51,,,511,26,,,,,,,,,,,587,22,,,,,,,,,,,,,,,,,,,110,15,,,,,,,,,,,103,14,,,,,,,,,,,,,,,588,11,,,,,,,,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,,,,,,,,,,178,24,,,,,,,,,,,770,16,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,24
37,38,57409,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,12,,,,,,,,,,,39,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,73
38,39,2785,4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,,,,,,,9,45,185,77,,,,,,,,,471,144,3,27,2419,4,,,10,3,,,11,73,,,511,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,15,28,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,9,,,,,,,,,,,,,,,,,,,1,1,43,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,23,83
39,40,5894,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,,,304,54,,,,,,,,,1928,50,,,353,30,,,,,,,30,37,,,430,29,,,,,,,,,,,,,,,,,,,68,20,,,,,,,,,,,,,,,,,,,,,,,,,,,212,31,300,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,41,,,,,,,,,,,,,,,,,,,,,,,,,,,322,12,,,,,694,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,42,,,,,,,,,,,,,,,,,20,22,,,,,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,28,4823,,,,,,,,,,,348,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,75,,,,,,,,,2064,48,,,328,32,,,,,,,25,41,,,147,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,12,,,,,,,,,271,28,1244,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,40,,,,,,,,,,,,,,,,,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,1917,4799,,,,,,,,,,,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,28,,,,,,,7,50,,,,,114,7,255,61,,,,,,,,,2750,39,1,41,310,35,,,4,11,62,12,16,58,,,186,56,,,,,,,,,,,,,,,,,,,69,19,,,,,,,,,,,,,,,,,,,,,,,,,,,80,69,,,,,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,7,,,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,53,,,,,,,,,,,,,,,,,5,22,,,,,,,,,,,,,36,38,,,,,,,,,,,,,,,,,,,,,,,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,43
42,43,11733,4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,98,,,,,,,9,1,946,82,,,,,,,,,,,,,,,197,54,,,,,,,,,,,,,,,,,,,,,,,,,353,1,,,,,11,41,,,,,,,,,,,,,,,2952,3,43,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,67,4,,,,,25,8,,,,,4,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,2281,4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,31,,,,,,,,,,,,,,,,,,,,,,,,,3077,34,,,1118,16,,,,,,,,,,,202,51,,,,,,,,,,,,,,,,,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,192,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,30549,4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,15,,,,,6,59,259,59,,,,,,,,,3400,32,,,,,,,,,,,,,,,157,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,56,254,30,,,,,,,,,,,,,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,42,,,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,36218,4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,,,,,,,45,21,,,,,10,43,764,29,,,,,,,,,2295,44,,,40,93,,,,,,,20,50,,,115,74,,,,,,,,,,,,,,,,,,,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,69,77,786,16,,,,,,,,,,,,,12,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,46,,,32,24,,,,,,,,,,,,,,,,,29,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,34
46,47,483,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,,,,,,,,,,,,,11,40,162,89,,,,,,,,,3016,35,,,56,80,,,,,,,17,55,,,220,49,,,,,,,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,,,,,,,1,8,,,117,53,344,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,52,,,7,41,,,,,,,,,,,,,,,,,16,83,,,,,51,39,,,,,165,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,63,,,,,,,,,,,,,,,,,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,45
47,48,2399,4249,,,,,,,,,,,31,15,,,,,,,6,4,,,,,,,,,11,19,,,,,,,,,3,8,,,,,22,16,,,,,,,23,25,,,,,,,148,92,,,,,,,,,1789,52,14,3,875,19,,,,,11,17,14,65,,,121,72,,,,,,,,,,,,,,,,,,,26,33,,,,,,,,,,,39,25,,,,,,,,,,,,,,,125,52,181,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,51,,,,,,,,,4,4,,,,,,,,,,,74,37,,,,,101,30,,,21,10,345,33,,,,,,,,,,,,,,,1,5,17,13,,,,,,,,,,,,,24,49,,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,27
48,49,11634,4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079,24,,,,,,,,,,,,,,,58,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,44
49,50,41114,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,13713,4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,,,,,,,,,,,,,58,14,668,34,,,,,,,,,1230,73,,,327,33,,,6,7,,,39,34,,,575,23,,,,,,,,,,,,,,,,,,,36,30,,,,,,,,,,,6,48,,,,,,,,,,,4,6,,,149,41,194,37,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,28,,,,,265,15,,,,,135,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,46,,,,,,,,,,,,,,,,,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,25
51,52,4192,3865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,,,,,,,57,17,,,,,35,18,863,25,,,,,,,,,5,985,,,182,44,,,,,,,33,36,,,146,66,,,,,,,,,,,,,10,3,,,,,7,48,,,,,,,,,,,52,23,,,,,,,,,,,,,,,321,22,545,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,27,,,,,,,,,,,,,,,,,,,,,94,32,,,,,,,,,,,1263,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,30,,,,,,,,,,,,,,,,,,,,,,,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,68448,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,,,,,,,,,,,,,8,51,183,78,,,,,,,,,2858,37,,,,,,,,,,,,,,,428,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,42,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,69,,,,,,,,,1,6,,,,,,,,,,,42,50,,,,,25,56,,,,,72,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,3955,3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,17,,,,,,,7,51,,,,,,,221,67,,,,,,,,,1437,64,,,226,39,,,,,,,,,,,364,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,21,,,,,,,,,,,,,,,579,13,,,,,,,,,,,,,,,165,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,94,,,,,,,,,,,102,62,,,,,,,,,,,,,,,,,76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,15
54,55,1269,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,17,,,,,,,,,1523,60,,,,,,,,,,,418,5,,,29,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,98,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,32,242,63,,,,,,,,,2484,40,,,35,96,,,,,,,10,75,,,55,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,68,,,,,,,,,,,,,,,8,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,44,,,29,25,,,,,,,,,,,,,,,,,,,,,,,7,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,30
