,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,13,21783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4,,,,,,,181,17,,,6,5,59,20,2417,13,,,,,,,79,8,,,8755,10,4,17,2284,5,,,3,15,,,66,35,,,4,2,808,22,,,,,,,,,,,,,,,,,,,,,,,1274,2,,,,,,,,,,,157,12,,,4,1,,,,,,,,,,,,,485,22,1086,12,,,,,,,,,,,,,47,20,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,4,11,5,55,18,,,,,,,,,,,,,,,,,,,,,341,21,,,,,512,14,,,,,45,9,907,17,,,,,,,,,,,,,,,,,,,,,31,13,36,9,,,,,76,9,,,,,210,11,,,,,,,,,,,,,,,,,,,,,47,20,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,,,,,,,,,,,492,17
11,12,1294,20908,,,,,,,,,,,31,21,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,14,,,,,,,,,,,,,63,19,1678,20,,,,,,,,,,,12482,7,3,26,1040,22,,,7,6,90,11,254,8,,,,,1864,7,,,,,,,,,,,,,,,6,6,,,,,,,286,9,,,,,,,,,,,149,14,,,,,,,23,15,,,,,3,6,5,9,1079,7,,,,,,,,,,,,,,,150,6,,,,,,,,,,,,,,,,,,,16,12,,,,,,,4,4,,,,,,,5,12,,,,,,,,,,,,,528,17,,,37,23,,,,,,,4,6,,,,,,,,,,,,,64,42,,,,,,,,,,,,,522,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10,,,,,196,12,,,,,,,,,,,,,22,13,,,,,,,26,25,,,,,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,38
12,13,811,19610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,8,,,,,,,33,38,,,,,,,2187,15,,,,,,,,,,,6669,19,2,37,1349,18,,,,,,,198,16,,,,,1421,11,,,,,,,,,,,,,,,7,5,,,,,,,988,5,,,,,,,,,,,153,13,,,,,,,,,,,,,,,,,106,75,292,27,,,,,,,,,,,,,167,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,2,,,34,25,,,,,,,,,,,,,,,,,,,,,571,16,,,,,644,9,,,,,202,3,370,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735,3
13,14,25821,18770,,,,,,,,,,,357,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,3,,,,,,,,,,,1792,64,4,23,1678,10,,,,,,,,,,,,,4941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,5,,,,,,,,,,,,,,,,,,,,,,,686,13
14,15,2243,18669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,,,15,35,,,,,,,,,,,,,,,4325,4,,,,,,,,,,,6675,18,,,,,,,,,,,37,51,,,,,1000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9,,,,,116,18,,,,,,,,,,,,,,,,,479,23,736,16,,,,,,,,,,,,,12,66,,,,,,,,,,,,,,,,,58,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,5,,,,,,,,,,,2,9,,,,,,,,,,,,,1472,4,,,,,626,11,,,,,34,10,1003,15,,,,,,,,,,,4,5,,,,,,,,,,,78,4,,,,,483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,27
15,16,320,18080,,,,,,,,,,,88,14,,,,,,,15,3,,,,,,,,,,,,,8,1,,,104,8,,,,,,,,,11,3,,,,,62,5,,,,,,,136,20,,,6,6,45,22,1593,22,,,,,,,121,6,,,6202,21,18,3,1558,12,23,10,,,63,14,355,7,,,,,1995,5,,,,,6,4,6,3,,,,,12,2,25,2,14,4,,,,,167,14,61,5,,,,,,,,,355,4,,,,,,,345,6,,,,,,,13,4,271,38,269,32,,,,,7,4,,,,,15,3,25,36,,,,,,,13,4,,,,,,,,,51,8,17,11,,,,,,,,,7,6,,,,,101,4,,,,,,,,,,,,,735,11,13,4,64,16,,,,,,,6,4,,,,,,,,,,,,,660,12,,,,,368,17,,,,,123,7,1020,14,,,,,,,,,,,,,6,3,,,,,,,112,6,72,5,,,,,43,12,,,,,92,26,,,,,22,4,,,,,,,36,11,,,,,14,4,35,22,,,11,1,38,19,,,,,,,,,44,16,,,,,,,,,,,7,8,,,,,,,,,,,376,20
16,17,29351,16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,218,15,,,,,,,3111,11,,,,,,,,,,,2501,55,,,214,49,83,3,,,,,72,33,,,,,280,54,,,,,,,,,,,,,,,,,,,,,,,327,8,,,,,,,,,,,36,30,21,5,,,,,,,,,,,,,,,,,100,56,,,,,,,,,,,,,19,47,,,,,,,,,,,,,,,,,131,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,35,,,,,,,,,,,,,,,,,,,,,,,,,722,10,,,,,,,,,,,,,7111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,62,,,,,,,,,,,,,,,,,,,,,,,,,,,628,1,,,,,,,,,317,7,,,,,,,,,,,,,,,,,,,,,,,94,50
17,18,27443,16214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,31,,,,,,,124,21,,,19,2,34,28,644,51,,,,,,,43,10,,,622,144,11,8,484,31,29,8,,,,,151,23,,,,,372,46,,,,,,,,,,,,,,,,,,,,,,,54,37,,,,,63,12,,,,,,,,,,,,,,,,,,,,,,,532,21,3082,2,,,,,,,,,,,,,273,3,,,,,,,,,,,,,,,,,,,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,32,,,,,,,,,,,,,,,,,,,,,,,,,333,22,,,,,209,25,,,,,,,5456,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,4,,,,,,,,,,,,,44,17,,,,,,,,,206,9,,,,,,,,,,,,,,,,,,,,,,,2775,2
18,19,181,15967,10,4,,,,,,,,,136,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,19,,,,,,,,,,,,,157,8,2229,14,,,,,,,,,,,8024,11,,,1224,21,,,5,10,,,78,31,,,,,1310,13,,,,,,,,,,,,,,,,,,,,,,,184,13,,,,,195,5,,,,,59,24,,,,,,,,,,,,,,,,,200,49,132,48,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,20,,,22,30,,,,,,,,,,,,,,,,,,,,,130,31,,,,,166,27,,,,,,,508,24,,,,,,,,,,,,,,,,,169,2,,,,,,,,,2,5,,,,,,,188,14,,,,,,,,,,,,,14,15,,,,,,,54,18,,,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,31
19,20,2136,15150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,6,,,,,,,,,,,,,,,,,,,,,,,401,4,,,,,,,3162,10,,,,,,,,,,,5397,23,5,15,252,45,,,,,1228,4,,,,,,,339,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,7,,,,,297,6,6,8,,,,,,,,,,,,,,,361,30,,,,,,,,,,,,,,,18,52,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,1148,6,,,,,,,,,,,,,,,,,,,,,,,,,1248,7,,,,,,,,,,,,,45,92,,,,,,,,,,,,,,,,,16,7,,,195,2,,,,,7,3,175,4,3,3,,,240,8,,,,,,,,,,,,,,,,,,,,,187,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,56
20,21,3886,11615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,5,,,,,,,,,,,,,,,20,27,,,,,,,261,12,,,,,69,16,3248,8,,,,,,,,,,,2395,56,5,16,408,34,9,16,4,13,116,10,207,15,,,,,485,37,,,,,3,6,,,,,,,,,,,,,,,,,25,49,,,,,,,,,,,607,2,,,,,,,,,,,,,,,,,645,17,250,34,,,,,,,,,,,,,55,14,,,,,,,,,13,2,,,6,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,34,5,14,79,9,,,,,,,,,,,,,,,,,,,,,329,23,,,,,858,7,,,,,163,4,170,48,,,,,,,,,,,,,,,,,,,,,83,8,16,13,,,,,397,2,,,,,92,27,,,,,,,,,,,,,,,,,,,,,178,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,67
21,22,5072,11261,,,,,,,,,,,280,8,,,,,,,,,,,,,,,,,,,,,,,,,19,15,,,,,159,2,,,,,,,,,11,42,,,,,,,,,,,,,98,12,628,52,,,,,,,,,,,7601,13,3,31,130,61,,,,,21,18,,,,,,,349,48,,,,,,,,,,,,,,,,,48,2,,,,,,,487,2,,,,,,,,,,,,,,,,,112,10,,,,,,,,,126,65,283,30,,,,,,,,,,,,,49,18,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,82,2,,,207,2,79,6,,,,,,,,,,,,,52,69,9,10,119,7,,,,,,,,,,,,,,,,,,,,,,,,,,,61,41,,,,,,,79,71,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,21,63,,,,,56,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,85
22,23,50381,10595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32,1092,28,,,,,,,,,,,7162,14,,,440,33,,,,,31,16,124,28,,,,,200,72,,,,,,,,,,,,,,,,,,,,,,,161,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,12,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
