bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2181,20940,11,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,226,5,,,,,,,,,,,,,,,23,21,,,,,,,150,14,,,,,182,7,1497,18,,,,,271,5,,,6406,19,11,4,1129,17,261,2,11,4,,,135,23,,,1200,11,,,,,,,,,,,,,,,,,,,250,7,,,,,90,11,,,,,185,13,,,,,270,5,,,,,,,16,3,55,102,829,14,,,,,,,144,2,,,,,27,24,,,,,,,,,,,,,7,3,36,10,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,5,10,5,151,5,,,,,,,,,,,,,,,,,,,1359,3,,,,,278,17,,,169,4,1851,8,,,,,,,8,3,,,,,51,5,,,50,10,27,10,,,,,,,14,1,,,1309,1,,,,,,,,,,,180,5,,,,,111,6,,,,,103,7,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,7
29351,20708,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174,12,,,,,,,,,3654,36,,,105,67,162,3,,,,,81,30,,,102,106,,,,,,,,,,,,,,,,,,,224,8,,,,,,,,,,,42,29,16,5,,,,,,,,,,,,,,,132,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4,115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,39,,,,,,,,,,,,,,,,,,,,,,,541,13,,,,,,,,,,,11814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,35,,,,,,,,,,,,,,,,,,,,,,,838,1,,,,,,,,,273,4,,,,,,,,,,,,,,,,,,,,,,,,
181,20283,13,17,4,,,,,,,,,132,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,,,,,,,,,,,,,134,8,2041,13,,,,,,,,,11564,7,,,1508,13,,,5,9,,,110,26,,,1199,12,,,,,,,,,,,,,,,,,,,114,16,,,,,315,4,,,,,289,5,,,,,,,,,,,,,,,337,37,168,42,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,17,,,53,18,,,,,,,,,,,,,,,,,,,280,26,,,,,176,26,,,,,645,21,,,,,,,,,,,,,197,2,,,,,,,,,5,2,,,,,,,268,7,,,,,,,,,,,13,13,,,,,31,19,,,,,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,26
1294,19964,14,,,,,,,,,,,40,11,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9,,,,,,,,,,,,,60,18,2564,10,,,,,,,,,8949,12,5,12,1097,18,,,,,,,199,16,,,2564,3,,,,,,,,,,,,,2,6,,,,,181,9,,,,,,,,,,,209,12,,,,,74,12,,,,,3,4,,,1809,5,,,,,,,,,,,,,,,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,691,12,,,49,21,,,,,1,6,,,,,,,,,,,,,177,29,,,,,,,,,,,711,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,11,,,,,,,,,,,,,,,,,32,18,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,21
320,19671,15,,,,,,,,,,,152,8,,,,,1,6,,,,,,,,,8,1,,,162,7,,,,,,,,,12,3,,,,,46,10,,,,,,,148,15,,,5,4,40,24,1265,22,,,,,226,6,,,8907,13,11,3,1238,14,37,7,,,54,13,175,17,,,1187,13,,,,,,,6,3,,,5,2,,,7,3,,,77,20,49,5,,,,,,,,,385,3,,,,,299,4,,,,,,,7,5,336,39,293,28,,,,,3,4,,,,,8,2,41,17,,,,,,,5,7,,,,,,,498,1,,,,,,,,,,,10,5,,,,,62,5,,,,,,,,,,,,,947,6,17,2,39,23,,,,,2,4,,,,,,,,,,,,,834,7,,,,,254,20,,,127,7,989,16,,,,,,,,,4,3,,,,,,,66,8,90,3,,,,,,,,,,,168,17,,,,,8,7,,,6,3,20,12,,,,,38,13,,,4,1,45,12,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,223,19
25821,18205,16,,,,,,,,,,,331,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785,9,,,,,,,,,1384,78,8,7,1649,11,,,,,,,,,,,3825,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,3
2243,17890,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,,,,,,,,,,,,,,,4,63,,,,,,,,,,,,,,,3726,5,,,,,,,,,7567,14,,,,,,,,,,,,,,,1534,9,,,,,,,,,,,,,,,,,,,,,,,,,150,7,,,,,159,15,,,,,,,,,,,,,,,545,25,163,44,,,,,,,,,,,,,5,66,,,,,,,,,,,,,,,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,10,,,,,,,,,,,,,,,,,,,,,,,937,5,,,,,518,9,,,53,10,843,19,,,,,,,7,5,,,,,,,,,,,68,4,,,,,692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,48
2425,17496,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,27,15,,,,,,,67,18,,,,,90,13,1069,26,,,,,,,,,7206,16,4,17,1198,15,,,9,6,69,12,238,12,,,846,25,,,,,,,,,,,,,,,,,,,110,17,,,,,,,,,,,131,20,,,,,,,,,,,,,,,731,19,646,17,,,,,,,,,,,,,5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,24,,,,,,,,,,,,,,,,,,,,,,,447,19,,,,,609,8,,,278,3,2910,5,,,,,,,,,,,,,,,,,64,9,,,,,,,,,,,,,135,20,,,,,7,8,,,,,,,,,,,,,,,,,88,9,,,,,,,,,21,13,,,,,,,,,,,,,,,,,,,,,,,168,25
2136,15207,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,6,,,,,,,,,,,,,,,,,,,,,,,321,4,,,,,,,5806,2,,,,,,,,,3343,40,12,2,271,41,,,,,701,4,,,,,351,53,,,,,,,,,,,,,,,,,,,,,,,,,155,6,,,,,286,6,,,,,,,,,,,,,,,572,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,1230,4,,,,,,,,,,,,,,,,,,,,,,,980,4,,,,,,,,,,,94,67,,,,,,,,,,,,,25,7,,,207,2,,,,,,,,,5,2,,,486,5,,,,,,,,,,,,,,,,,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,34
27443,13012,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,,,,,,,46,23,,,4,7,22,34,1988,14,,,,,,,,,541,151,5,16,465,30,19,13,,,,,112,24,,,361,52,,,,,,,,,,,,,,,,,,,,,,,,,41,12,,,,,,,,,,,,,,,,,,,,,628,22,2065,7,,,,,,,,,,,,,2465,1,,,,,,,,,,,,,,,,,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,34,,,,,,,,,,,,,,,,,,,,,,,240,27,,,,,266,18,,,,,609,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888,1
822,12592,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,,,33,13,,,,,,,,,,,4,5,30,28,1502,17,,,,,20,12,,,4660,27,5,11,852,21,,,,,,,250,10,,,803,26,,,,,,,,,,,,,,,,,,,53,25,,,,,,,,,,,172,14,,,,,,,,,,,,,,,858,13,553,22,,,,,,,,,,,,,85,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,13,7,11,58,17,,,,,,,,,,,,,,,,,,,702,11,,,,,106,32,,,,,619,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,10,,,,,,,,,,,,,,,,,,,,,,,2,47,,,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,349,14
39856,11521,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,8,,,,,,,,,,,,,,,59,6,,,,,,,203,11,,,,,25,31,1045,28,,,,,,,,,2794,48,,,1534,12,,,,,,,,,,,1602,7,,,,,,,,,,,,,,,,,,,139,13,,,,,,,,,,,265,9,,,,,,,,,,,,,,,1569,8,,,,,,,,,,,,,,,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,,,,,,,787,8,,,,,,,,,,,1005,15,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,22
811,11346,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,,,,,,,39,26,,,,,,,1045,27,,,,,,,,,3674,35,2,27,1905,7,,,,,,,161,19,,,947,18,,,,,,,,,,,,,3,4,,,,,466,4,,,,,,,,,,,155,16,,,,,,,,,,,,,,,80,88,238,32,,,,,,,,,,,,,204,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,7,,,33,26,,,,,,,,,,,,,,,,,,,540,14,,,,,514,10,,,109,9,283,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,10753,24,,,,,,,,,,,5,22,,,,,,,,,,,,,,,,,,,15,17,,,,,144,2,,,,,,,,,8,47,,,,,,,,,,,,,202,5,607,43,,,,,,,,,7202,17,2,31,63,90,,,,,,,,,,,465,37,,,,,,,,,,,,,,,7,4,,,,,831,2,,,,,,,,,,,,,,,136,10,,,,,,,,,110,75,267,31,,,,,,,,,,,,,21,29,,,,,,,,,,,,,,,,,,,,,,,4,1,,,14,2,,,254,2,,,,,,,,,,,,,,,39,73,12,4,101,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,63,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,32,47,,,,,68,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,68
2952,10031,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,101,10,1297,21,,,,,,,,,4556,28,2,29,840,22,,,5,10,,,260,9,,,887,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,,,,,,,,,923,10,32,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,19,,,77,11,,,,,,,,,,,,,,,,,,,,,,,,,228,22,,,,,166,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,9105,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,28,,,,,,,109,17,,,,,,,911,32,,,,,10,13,,,4739,26,,,495,27,,,3,13,149,8,60,34,,,944,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,26,,,,,,,,,,,,,,,425,30,175,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,25,,,53,19,,,,,,,,,,,,,,,,,,,333,22,,,,,109,31,,,,,,,,,,,,,,,,,,,,,,,9,24,,,,,,,14,10,,,,,81,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,37
