bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,137067,1,159,1,72,1,26,1,20,1,41,1,4412,1,33,1,30,1,29,1,471,1,23,1,31,1,,,41,1,556,2,30,1,66,1,253,1,23,1,78,1,202,1,28,1,256,1,27,1,30,1,31,1,903,1,21,1,39,1,723,1,6869,1,19,1,23,1,536,2,,,36086,1,49,1,17229,1,784,1,67,1,2132,2,1213,1,66,1,5361,2,,,24,1,43,1,32,1,21,1,18,1,116,1,283,1,20,1,1286,1,1550,1,49,1,461,1,15,1,26,1,1000,1,623,1,28,1,1941,1,26,1,22,1,37,1,129,1,4219,2,4319,2,22,1,24,2,35,2,647,1,707,1,93,1,426,3,27,1,,,36,1,61,1,35,1,28,1,20,1,408,2,386,1,28,1,,,94,1,53,1,76,1,813,1,148,2,22,1,18,1,19,1,38,1,23,1,23,1,1763,1,40,1,1253,1,,,22,1,29,1,25,1,25,1,15,1,23,1,,,2942,1,24,1,29,1,2261,2,31,1,692,1,12484,2,30,1,22,1,28,1,27,1,29,1,13,1,159,3,67,1,404,1,238,1,,,369,1,262,3,,,25,2,1427,1,39,2,,,269,1,,,104,1,2,1,668,1,61,1,265,1,6867,2,42,1,,,415,2,42,1,317,1,92,1,15,1,905,1,,,15,1,,,39,1,,,24,1,30,1,22,1,34,1,,,2356,4
2397,106293,2,7,3,9,3,,,12,2,,,630,3,,,,,9,2,115,2,4,3,,,,,12,3,665,1,,,,,,,,,57,2,31,2,,,57,6,,,8,2,12,2,347,5,,,6,5,599,2,4238,3,,,,,322,4,,,15970,5,19,4,2801,5,31,8,6,9,2167,1,201,9,,,1639,8,,,,,3,4,,,,,,,14,2,,,,,737,2,,,9,2,190,5,,,,,362,3,39,2,12,2,30,14,,,,,6,3,15,3,1080,6,1870,8,,,,,,,43,2,14,2,,,27,29,9,2,,,,,10,4,,,,,8,2,83,7,52,5,,,,,39,2,6,7,,,,,8,8,,,,,,,,,,,,,365,16,7,10,267,4,,,,,16,2,,,,,,,2,2,,,651,9,6,2,,,693,7,,,,,1299,15,,,,,,,7,4,,,,,42,6,,,57,8,41,8,,,,,105,4,,,,,400,4,6,3,,,9,6,,,,,,,59,7,,,8,4,67030,1,,,,,,,14,3,,,,,7,2,46,7,20,1,,,,,5,4,,,,,,,,,7,3,,,484,16
1294,83152,3,,,,,,,,,,,87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9,,,,,,,,,,,,,55,17,1175,22,,,,,,,,,7597,16,8,11,939,21,,,,,,,138,17,,,68601,1,,,,,,,,,,,,,,,,,,,159,10,,,,,,,,,,,140,16,,,,,40,12,,,,,5,4,,,1062,8,,,,,,,,,,,,,,,46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,428,14,,,50,23,,,,,5,4,,,,,,,,,,,65,41,,,,,,,,,,,1883,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,17,,,,,,,,,,,,,,,,,,,77,21,,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,19
2223,51928,4,,,,,,,,,,,765,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,23,,,,,,,496,3,,,,,,,1630,15,,,,,,,,,12718,7,,,4663,2,,,,,896,3,938,2,,,2363,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,,,238,7,,,,,,,,,4263,1,1687,9,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,562,1,,,,,,,,,10,4,,,,,47,4,,,,,,,,,,,,,432,13,,,235,6,,,,,,,,,,,,,,,,,2743,2,,,,,3225,1,,,,,3377,7,,,,,,,,,,,,,,,14,3,,,159,2,,,,,74,5,,,,,158,15,,,,,,,,,,,,,397,2,,,,,4136,3,,,,,359,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290,3
1406,49445,5,27,2,,,,,,,,,34,12,,,,,,,,,,,,,,,,,292,4,,,,,,,,,,,,,,,84,3,,,,,,,219,9,,,8,3,276,4,3092,8,,,,,651,1,,,20768,3,18,5,2956,3,38,6,7,8,302,5,110,23,,,2978,4,45,1,,,,,7,2,,,,,,,,,,,436,4,,,,,366,2,,,,,236,10,37,3,8,3,1542,2,,,,,,,8,6,1585,4,2341,6,,,10,3,13,3,,,,,,,,,,,,,,,7,6,,,,,,,89,5,,,,,,,,,,,,,,,39,6,,,,,,,,,,,,,1354,2,13,4,247,5,,,,,,,,,,,,,,,,,750,7,,,,,281,17,,,99,6,4337,5,,,,,,,4,5,12,2,,,457,1,,,27,13,42,7,,,,,525,2,,,,,398,5,,,,,,,,,,,,,,,,,,,324,9,,,,,127,6,,,,,,,,,133,6,,,,,,,8,3,,,,,,,,,8,2,,,1670,8
10816,42012,6,,,,,,,,,,,417,4,,,,,,,,,,,29,2,,,13,2,126,8,,,,,,,,,,,16,3,,,42,8,,,,,,,239,8,,,,,234,5,2690,10,,,,,40,9,,,16566,4,,,2926,4,74,4,,,290,6,15,69,,,2035,6,,,,,,,,,,,,,,,,,,,289,5,31,6,,,143,8,,,,,294,5,,,,,155,9,,,,,,,,,1481,5,2681,5,,,,,,,,,,,8,3,247,6,,,,,,,,,,,,,,,,,59,4,,,,,,,,,,,,,,,,,,,,,,,11,2,,,793,9,10,5,187,7,10,1,,,,,,,,,,,,,,,2454,3,,,,,790,6,,,93,7,4707,4,,,,,,,,,,,,,62,4,,,97,5,,,,,,,,,,,,,632,3,,,,,,,,,9,4,,,,,,,12,3,661,7,,,,,110,7,,,,,,,,,197,5,,,,,,,13,2,,,,,,,,,,,,,24,92
29351,40272,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,13,,,,,,,,,5072,24,,,186,49,219,2,,,,,120,20,,,145,71,,,,,,,,,,,,,,,,,,,204,8,,,,,,,,,,,36,28,14,5,,,,,,,,,,,,,,,224,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,3,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,91,49,,,,,,,,,,,,,,,,,,,,,780,6,,,,,,,,,,,28050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,31,,,,,,,,,,,,,,,,,,,,,,,,,2083,1,,,,,,,,,564,3,,,,,,,,,,,,,,,,,,,,,,
2093,39856,8,,,,,,,,,,,66,11,,,,,,,10,3,,,,,,,,,33,14,,,,,27,3,6,3,,,,,,,28,12,5,2,,,,,140,12,,,,,45,20,1279,18,,,,,,,,,15911,6,17,6,1732,14,,,,,60,11,79,26,,,975,15,,,,,,,,,10,2,,,,,,,7,2,67,22,8,7,,,22,14,,,,,92,23,,,,,102,10,,,,,,,,,853,12,5163,1,,,37,1,,,,,2,3,,,194,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,,,,,,,,,,,,,325,17,,,54,21,,,,,,,,,,,,,,,,,400,17,,,,,373,10,,,,,1739,13,,,,,5,2,,,,,,,,,,,28,12,12,15,,,,,,,14,2,,,208,8,,,4,2,,,,,,,,,355,3,,,,,81,20,,,,,54,12,,,,,,,,,526,4,,,,,,,,,,,20,2,,,,,,,6,1,8617,1
2181,27735,9,,,,,,,,,,,,,,,,,,,,,16,2,,,,,,,282,5,,,,,,,,,,,,,,,33,10,,,,,,,191,10,,,,,278,3,1746,14,,,,,254,5,,,8848,13,19,3,1924,11,196,3,14,2,,,181,10,,,1277,11,,,,,,,,,,,,,,,,,,,237,7,,,,,80,11,,,,,281,6,,,,,265,6,,,,,,,23,2,55,99,1170,12,,,,,,,42,3,,,,,41,20,,,,,,,,,,,,,,,65,8,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,852,7,14,3,365,2,,,,,,,,,,,,,,,,,1481,4,,,,,341,13,,,134,5,2473,8,,,,,,,11,3,,,,,46,5,,,106,4,44,6,,,,,,,20,1,,,978,2,,,,,,,,,,,,,172,5,,,,,914,6,,,,,145,5,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063,5
2162,26035,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,10,40,,,,,,,171,11,,,,,21,29,1429,17,,,,,,,,,10427,10,,,,,,,,,,,94,24,,,851,19,,,,,3,3,,,,,,,,,,,,,11,45,,,,,,,,,,,240,9,,,,,,,,,,,,,10,5,650,19,3,105,,,,,,,6,4,,,,,80,11,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,37,7,8,,,,,,,,,,,,,,,,,,,596,11,,,,,188,22,,,13,11,10235,3,,,,,,,,,,,,,8,9,,,,,7,16,,,,,,,,,,,102,23,,,,,,,,,,,,,,,,,,,64,24,,,,,98,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,12
