bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
1294,35482,11,,,,,,,,,,,37,18,,,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,,,,,,,,,163,11,3976,19,,,,,,,,,13706,12,13,15,2302,15,,,20,4,100,13,1226,7,,,,,4444,7,,,,,,,,,,,,,,,14,3,,,,,,,244,11,,,,,,,,,,,901,10,,,,,,,39,13,,,,,11,4,,,4545,10,,,,,,,,,,,,,,,596,2,,,,,,,,,,,,,,,,,,,84,8,,,,,,,,,,,,,,,17,8,,,,,,,,,,,,,935,17,,,111,22,,,,,,,9,4,,,,,,,,,,,,,105,42,,,,,,,,,,,,,827,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,12,,,,,,,,,,,,,33,14,,,,,20,28,,,,,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,27
2136,34683,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,7,,,,,,,,,,,,,,,,,,,,,,,841,4,,,,,,,11654,3,,,,,,,,,8394,26,7,25,380,45,,,,,1079,4,,,,,,,732,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,8,,,,,1112,7,17,6,,,,,,,,,,,,,,,1054,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,3544,3,,,,,,,,,,,,,,,,,,,,,,,,,3476,3,,,,,,,,,,,,,95,66,,,,,,,,,,,,,,,,,12,7,,,550,2,,,,,9,2,,,10,3,,,723,8,,,,,,,,,,,,,,,,,,,91,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,42
181,33547,13,22,3,,,,,,,,,131,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,13,,,,,,,,,,,,,239,7,6478,10,,,,,,,,,14150,11,,,3547,13,,,23,3,,,244,27,,,,,2323,14,,,,,,,,,,,,,,,,,,,,,,,142,19,,,,,628,2,,,,,328,18,,,,,,,,,,,,,,,,,821,37,249,37,,,,,,,,,,,,,,,,,,,,,9,6,,,,,,,,,122,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,16,,,186,18,,,,,,,,,,,,,,,,,,,,,573,23,,,,,379,20,,,,,,,648,24,,,,,,,,,,,,,,,,,257,2,,,,,,,,,1,3,,,,,,,648,11,,,,,,,,,,,,,33,12,,,,,34,17,,,,,43,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,28
25821,33232,14,,,,,,,,,,,400,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5761,13,,,,,,,,,1781,96,24,5,3863,10,,,,,,,,,,,,,9100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,4,,,,,,,,,,,,,,,,,,,,,,,6412,1
320,31710,15,,,,,,,,,,,142,9,,,,,19,4,,,,,,,,,18,1,,,536,5,,,,,,,,,20,3,,,,,266,1,,,,,,,242,16,,,15,6,56,25,5214,17,,,,,507,6,,,7929,27,24,3,1547,18,175,4,,,79,14,1759,6,,,,,2670,11,,,,,,,20,3,,,,,15,2,,,42,3,,,,,130,20,75,6,,,,,,,,,1869,3,,,,,,,226,8,,,,,,,30,4,1015,33,304,34,,,,,15,3,,,,,21,3,28,24,,,,,,,13,4,,,,,,,,,72,9,108,6,,,,,,,,,11,6,,,,,107,5,,,,,,,,,,,,,1833,7,20,6,215,16,,,,,,,13,3,,,,,,,,,,,,,1192,14,,,,,625,15,,,,,237,8,1041,17,,,,,,,,,,,,,9,3,,,,,,,301,5,215,4,,,,,21,14,,,,,160,29,,,,,27,5,,,25,4,,,33,13,,,,,39,13,,,14,1,58,17,,,,,,,,,45,14,,,,,,,,,,,12,8,,,,,,,,,,,256,29
39856,30024,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,6,,,,,,,,,,,,,,,200,4,,,,,,,308,13,,,,,47,30,2503,27,,,,,,,,,6585,34,,,4815,6,,,,,,,121,41,,,,,2087,17,,,,,,,,,,,,,,,,,,,,,,,208,13,,,,,,,,,,,240,19,,,,,,,,,,,,,,,,,9004,3,,,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,35,,,,,,,,,,,,,,,,,,,,,826,18,,,,,604,16,,,,,,,1392,11,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,25
2181,29532,17,,,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,330,8,,,,,,,,,,,,,,,24,27,,,,,,,168,20,,,,,142,14,2566,26,,,,,431,7,,,9348,22,18,8,1141,25,149,5,15,8,,,407,21,,,,,1574,23,,,,,,,,,,,,,,,,,,,,,,,276,10,,,,,132,10,,,,,428,15,,,,,,,476,5,,,,,,,22,5,1325,23,899,13,,,,,,,34,3,,,,,46,19,,,,,,,,,,,,,,,22,3,58,10,76,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,15,24,5,254,14,,,,,,,,,,,,,,,,,,,,,1728,8,,,,,437,19,,,,,275,6,2137,8,,,,,,,,,,,20,3,,,,,46,6,,,106,10,54,9,,,,,79,9,27,1,,,803,7,,,,,,,,,,,,,271,5,,,,,91,9,,,,,163,8,32,2,,,,,,,,,,,,,,,,,,,18,6,,,,,,,,,,,1893,8
29351,27111,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,225,18,,,,,,,7755,7,,,,,,,,,5280,39,,,314,48,196,2,,,,,198,33,,,,,611,53,,,,,,,,,,,,,,,,,,,,,,,288,8,,,,,,,,,,,136,22,26,5,,,,,,,,,,,,,,,,,135,53,,,,,,,,,,,,,16,43,,,,,,,,,,,,,,,,,572,2,147,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,43,,,,,,,,,,,,,,,,,,,,,,,,,1628,9,,,,,,,,,,,,,7866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,44,,,,,,,,,,,,,,,,,,,,,,,,,760,1,,,,,,,,,500,6,,,,,,,,,,,,,,,,,,,,,,,149,36
2952,27002,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,10,,,,,,,,,,,,,230,8,3961,20,,,,,,,,,9293,23,7,28,2017,16,,,8,11,,,1181,8,,,,,2493,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,17,7,4769,9,53,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,21,,,549,6,,,,,,,,,,,,,,,,,,,,,,,,,,,352,21,,,,,,,154,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,26608,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,2,,,,,,,,,,,,,,,19,31,,,,,,,496,9,,,,,100,19,8848,5,,,,,,,,,4586,45,11,18,873,30,42,11,7,14,117,11,617,18,,,,,880,42,,,,,11,3,,,,,,,,,,,,,,,,,41,36,,,,,,,,,,,1985,2,,,,,,,,,,,,,,,,,2828,12,121,56,,,,,,,,,,,,,20,33,,,,,,,,,17,2,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,45,10,11,339,12,,,,,,,,,,,,,,,,,,,,,1044,15,,,,,554,18,,,,,416,4,248,41,,,,,,,,,,,,,,,,,,,,,230,6,35,11,,,,,792,2,,,,,211,26,,,,,,,,,,,,,,,,,,,32,19,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,49
463,25153,21,,,17,2,,,,,,,,,,,,,,,99,3,,,,,,,,,,,37,15,,,,,,,,,58,2,,,,,46,16,,,,,,,261,14,,,,,71,22,2470,28,,,,,,,,,11922,14,14,13,1056,26,23,16,18,6,17,22,145,39,,,,,1277,29,,,,,,,,,,,,,,,,,,,,,,,157,16,,,,,28,15,,,,,91,27,,,,,,,39,12,,,,,,,,,830,36,2145,5,,,,,,,,,,,,,68,15,,,,,,,11,5,,,,,,,,,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,31,19,7,47,29,,,,,,,,,,,,,,,,,,,,,436,27,,,,,694,12,,,,,,,1310,13,,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,28,12,,,,,144,31,,,,,,,,,,,,,71,8,,,,,45,12,,,,,84,14,,,,,,,,,46,13,,,,,,,,,,,,,,,,,,,,,,,925,12
1258,25142,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,29,,,,,,,3633,21,,,,,,,,,21262,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,22211,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,14,,,,,,,,,,,,,,,3407,22,,,,,549,4,,,6928,30,,,1269,21,,,,,,,,,,,,,395,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9610,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,21956,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,,,11,52,,,,,,,113,23,,,,,29,39,1191,54,,,,,,,,,10374,17,,,665,33,,,,,,,156,37,,,,,924,40,,,,,9,4,,,,,,,,,,,,,,,,,27,40,,,,,,,,,,,194,20,,,,,,,7,20,,,,,,,10,9,516,51,668,19,,,,,,,14,4,,,,,65,16,,,,,,,,,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,57,9,13,,,,,,,,,,,,,,,,,,,,,,,451,25,,,,,256,26,,,,,15,12,4165,4,,,,,,,,,,,,,,,,,8,9,,,,,13,16,,,,,16,15,,,,,68,46,,,,,,,,,,,,,,,,,,,29,20,,,,,94,13,,,,,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,,1667,9
