bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
822,11253,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,,,11,30,,,,,,,,,,,7,4,14,43,1439,19,,,,,,,,,4916,22,5,21,497,21,,,,,,,233,4,,,393,35,,,,,,,,,,,,,,,29,31,,,,,,,,,99,16,,,,,,,,,,,,,,,441,20,947,13,,,,,,,,,,,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,15,7,7,49,17,,,,,,,,,,,,,528,9,,,,,177,24,,,,,445,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,12,,,,,,,,,,,,,,,,,,,,,8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,11
2392,9341,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,,,,,,,101,13,,,,,,,1728,16,,,,,,,,,4860,23,,,265,32,,,10,5,99,6,,,,,647,27,,,,,,,,,,,,,,,,,,,,,,,,,22,33,,,,,,,,,,,,,,,287,28,263,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,25,,,27,27,,,,,,,,,,,,,240,22,,,,,128,27,,,,,,,,,,,,,,,,,,,,,,,7,21,,,,,,,12,10,,,,,350,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,35
5072,8962,23,,,,,,,,,,,10,15,,,,,,,,,,,,,,,,,38,10,,,,,27,2,,,,,,,,,9,39,,,,,,,,,,,,,147,7,495,49,,,,,,,,,6633,16,3,34,63,69,,,,,,,,,,,322,43,,,,,,,,,,,,,10,2,,,184,2,,,,,,,,,,,,,239,6,,,,,,,,,67,78,302,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,17,2,,,107,2,,,,,,,,,,,,,,,26,75,6,9,57,14,,,,,,,,,,,,,,,,,,,,,,,,,100,62,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,15,58,,,,,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,65
811,8767,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,,,,,,,19,27,,,,,,,1011,25,,,,,,,,,2679,41,,,1255,13,,,,,,,77,23,,,844,18,,,,,,,,,,,,,,,217,7,,,,,,,,,67,20,,,,,,,,,,,,,,,50,87,219,35,,,,,,,,,,,350,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,4,,,35,21,,,,,,,,,,,,,353,15,,,,,337,11,,,48,9,320,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,8530,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,25,,,,,,,40,21,,,4,6,37,22,1220,24,,,,,,,,,826,101,5,25,476,23,19,9,,,,,100,17,,,368,40,,,,,,,,,,,,,,,,,,,,,76,10,,,,,,,,,,,,,,,,,,,639,8,,,,,,,,,,,,,1300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,18,,,,,,,,,,,,,,,,,239,23,,,,,197,22,,,,,712,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,4
5432,8183,26,,,,,,,,,,,69,8,,,5,2,,,,,,,,,,,,,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,74,,,,,,,,,5566,19,,,1139,15,,,,,77,7,12,67,,,157,70,,,,,,,,,,,,,5,4,67,18,39,3,,,,,,,,,,,,,237,7,,,,,,,,,120,54,64,56,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,12,7,,,,,,,6,6,,,12,3,,,,,,,,,,,,,,,87,47,11,5,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,15,2,121,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,44
2679,8165,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,61,,,,,,,,,,,,,,,,,,,,,,,,,8148,11,,,,,,,,,,,,,,,12,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,7656,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,14,4871,4,,,,,,,,,1398,68,6,17,,,,,,,,,24,44,,,264,55,,,,,,,,,,,,,,,24,35,,,,,,,,,,,,,,,,,,,,,10,2,,,85,66,,,,,,,,,,,,,8,47,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,72,52,,,21,30,,,,,,,,,,,,,312,19,,,,,97,28,,,,,205,44,,,,,,,,,,,,,,,,,6,25,,,,,,,,,,,,,54,28,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,39
2719,7598,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81,,,,,,,,,,,,,32,26,576,44,,,,,,,,,5405,20,10,9,205,41,,,,,,,41,31,,,719,22,,,,,,,,,,,,,,,64,20,,,,,,,,,5,48,,,,,,,,,,,,,,,164,43,,,,,,,,,,,,,17,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,49,,,,,,,,,,,,,,,,,23,72,,,,,,,,,,,139,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,40,,,,,,,,,,,,,,,,,,,,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,31
5894,7015,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,,,,,,,,,,,,,,,771,37,,,,,,,,,2530,43,,,446,24,,,,,,,38,33,,,397,34,,,,,,,,,,,,,,,67,19,,,,,,,,,,,,,,,,,,,,,,,,,240,30,830,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,32,,,,,,,,,,,,,,,,,,,,,,,309,13,,,,,1094,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,17,,,,,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,6969,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,,,,,,,,,,,,,133,9,777,36,,,,,,,,,3438,30,5,23,620,20,,,4,12,,,117,14,,,664,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,467,18,32,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,21,,,53,15,,,,,,,,,,,,,,,,,,,94,29,,,,,141,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,6763,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,4,,,,,,,,,,,,,,,11,32,,,,,,,,,,,,,122,10,2904,11,,,,,,,,,19,895,2,40,243,35,8,14,,,11,12,126,13,,,299,46,,,4,3,,,,,,,,,,,17,40,,,,,,,,,561,2,,,,,,,,,,,,,,,421,22,81,46,,,,,,,,,,,16,38,,,,,,,,,7,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,45,5,13,89,8,,,,,,,,,,,,,194,26,,,,,754,6,,,193,2,165,48,,,,,,,,,,,,,,,,,43,9,1,15,,,,,,,,,,,44,33,,,,,,,,,,,,,,,112,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,41
2921,6171,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,,,,,,,,,526,48,,,,,,,,,3922,27,,,,,,,,,,,,,,,275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,12,,,,,,,,,,,62,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,26,,,,,,,,,,,,,,,,,,,,,,,180,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,5936,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,7,,,,,,,,,,,,,,,18,19,,,,,,,63,16,,,,,31,27,528,47,,,,,,,,,2302,47,,,,,,,,,,,,,,,754,20,,,,,,,,,,,,,,,50,23,,,,,,,,,65,21,,,,,,,,,,,,,,,402,25,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,,,,,,,,,,,,,381,14,,,,,,,,,,,1006,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,19
1111,5552,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,,,,,,,,,,,,,,,810,34,,,,,35,9,,,3480,29,,,423,26,,,,,,,,,,,285,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,5531,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,65,,,,,,,,,4631,24,4,26,,,,,,,,,15,58,,,342,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,57,,,,,,,,,,,,,,,,,32,57,,,,,,,,,,,107,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,43,,,,,,,,,,,,,,,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,5396,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,,,,,,,,,,,,,11,47,336,59,,,,,,,,,3393,32,,,210,40,,,,,,,25,43,,,1038,14,,,,,,,,,,,,,,,,,,,,,,,,,23,31,,,,,,,,,,,,,,,164,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,36,,,,,,,,,,,,,52,49,,,,,,,,,,,55,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,30,,,,,,,,,,,,,,,,,,,,,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,5375,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,27,,,,,,,60,17,,,,,46,19,994,26,,,,,,,,,3,951,,,238,36,,,,,,,55,26,,,164,68,,,,,,,,,,,11,3,,,24,34,,,,,,,,,116,15,,,,,,,,,,,,,,,539,12,541,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,31,,,,,,,,,,,,,,,,,109,33,,,,,,,,,,,2186,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,22,,,,,,,,,,,,,,,,,,,,,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,5345,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,,,,,,,56,19,,,,,5,66,984,27,,,,,,,,,2806,38,,,,,,,,,,,21,49,,,172,66,,,,,,,,,,,,,,,17,41,,,,,,,,,,,,,,,,,,,,,,,,,81,68,847,16,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,46,,,19,33,,,,,,,,,,,,,57,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,30
2386,5293,40,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,21,26,,,,,,,,,,,,,,,,,2314,45,3,32,1743,7,,,,,,,40,32,,,308,45,,,,,,,,,,,,,,,38,26,,,,,,,,,19,35,,,,,,,,,,,,,,,169,40,,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,61,11,,,,,,,,,,,,,46,50,,,,,55,34,,,,,4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,26,,,,,,,,,15,11,,,,,,,,,,,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,13
18011,5065,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,12,29,,,,,,,39,22,,,,,,,164,96,,,,,,,,,2033,55,7,15,724,18,10,12,,,,,12,70,,,114,84,,,,,,,,,,,,,,,22,37,9,5,,,,,,,14,39,,,,,,,,,,,,,,,59,82,875,14,,,,,,,,,,,37,21,,,,,,,,,5,3,,,,,,,,,,,,,,,11,3,,,,,21,7,,,,,,,,,,,,,35,67,9,6,12,37,,,,,,,,,,,,,45,51,,,,,140,26,,,,,461,27,,,,,,,,,,,,,9,5,9,4,19,14,,,,,,,,,,,,,20,50,,,,,20,4,,,,,,,,,41,21,,,,,9,27,,,1,2,,,,,49,7,,,,,,,,,,,,,,,,,,,,
2785,5056,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2,,,,,,,,,,,,,33,24,197,87,,,,,,,,,496,134,,,2345,4,,,28,2,,,1,140,,,765,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,19,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,11,,,,,,,,,,,,,,,2,1,23,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,17,82
41114,5045,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5010,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52,,,,,,,,,,,,,20,35,217,79,,,,,,,,,3424,31,,,,,,,,,,,32,37,,,283,51,,,,,,,,,,,,,,,20,39,,,,,,,,,,,,,,,,,,,,,2,7,,,149,45,381,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,51,,,19,32,,,,,,,,,,,,,17,79,,,,,43,41,,,,,218,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,69,,,,,,,,,,,,,,,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,40
45,4995,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,5,176,94,,,,,,,,,,,,,,,,,,,,,14,59,,,238,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,33,261,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,53,,,,,,,,,,,,,,,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3798,1
2281,4870,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,,,,,,,,,,,,,,,,,,,,2948,36,,,1211,14,,,,,,,,,,,373,39,,,,,,,,,,,,,,,35,28,,,,,,,,,,,,,,,,,,,,,,,,,248,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4594,47,,,,,,,,,,,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,,,,,,,13,38,,,,,100,11,360,55,,,,,,,,,2311,46,6,16,284,30,,,,,38,10,18,53,,,286,49,,,,,,,,,,,,,,,72,17,,,,,,,,,,,,,,,,,,,,,,,,,95,63,,,,,,,,,,,,,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,9,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,,226,39,,,,,,,,,,,,,,,,,7,20,,,,,,,,,,,,,28,41,,,,,,,,,,,,,,,,,,,,,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,48
30549,4559,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,28,,,,,,,321,62,,,,,,,,,3201,35,,,,,,,,,,,,,,,235,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,77,315,26,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,40,,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,226,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,4501,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,25,,,9,119,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4309,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,71,,,,,,,,,,,,,59,17,892,30,,,,,,,,,1636,63,,,171,44,,,4,13,,,37,35,,,449,32,,,,,,,,,,,,,,,45,25,,,,,,,,,7,45,,,,,,,,,,,4,5,,,116,55,267,29,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,35,,,,,226,18,,,,,23,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,49,,,,,,,,,,,,,,,131,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,29
4112,4285,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,,,,,35,23,274,66,,,,,,,,,1655,61,4,27,216,39,,,7,10,,,,,,,740,21,,,,,,,,,,,,,,,45,24,,,,,,,,,,,,,,,15,14,,,,,,,,,99,61,76,51,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,27,,,18,34,,,,,,,,,,,,,306,20,,,,,220,19,,,,,159,49,,,,,,,,,,,,,,,,,9,18,,,,,,,,,,,,,6,85,,,,,,,,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,24
2399,4106,52,,,,,,,,,,,24,12,,,,,,,3,4,,,,,,,,,10,17,,,,,,,,,3,8,,,,,19,17,,,,,,,25,24,,,,,,,179,92,,,,,,,,,2176,50,7,13,365,27,,,,,9,14,37,34,,,116,82,,,,,,,,,,,,,,,28,33,,,,,,,,,51,23,,,,,,,,,,,,,,,120,53,130,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,61,,,,,,,3,5,,,,,,,,,72,42,,,,,282,14,,,12,12,268,37,,,,,,,,,,,,,,,,,9,17,,,,,,,,,,,,,13,63,,,,,,,,,,,,,,,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,33
891,3988,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59,,,,,,,,,,,,,,,208,82,,,,,,,,,2813,37,,,424,25,,,,,,,,,,,311,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,3922,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,166,,,,,,,,,3815,28,,,35,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,3854,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,,,,,,,9,45,,,,,,,144,105,,,,,,,,,1833,58,,,316,29,,,,,,,,,,,374,38,,,,,,,,,,,,,,,,,,,,,,,,,42,25,,,,,,,,,,,,,,,474,17,,,,,,,,,,,,,322,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,18
9209,3819,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,56,,,,,,,,,,,,,26,29,335,60,,,,,,,,,2519,44,,,28,93,,,,,,,52,27,,,6,356,,,,,,,,,,,,,,,,,,,,,,,,,30,27,,,,,,,,,,,,,,,179,39,7,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,120,36,6,10,35,22,,,,,,,,,,,,,110,31,,,,,,,,,,,283,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,
