bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,247630,1,182,1,35,1,28,1,31,1,27,1,5739,1,21,1,27,1,29,1,55,1,6,1,17,1,2129,1,41,1,31,1,22,1,,,41,1,1283,1,116,1,191,1,402,1,18,1,46,1,537,1,21,1,474,1,21,1,16,1,38,1,1673,1,21,1,49,1,916,1,16069,2,11,1,18,1,17,1,1650,1,20,1,65626,1,82,1,23125,1,858,1,68,1,4019,1,3779,1,17,1,34,1,13784,1,,,22,1,25,1,55,1,18,1,21,1,19,1,36,1,93,1,16,1,,,3865,1,1468,1,56,1,1221,2,11,1,17,1,2860,1,333,1,,,18,1,1667,2,16,1,26,1,35,1,149,1,19872,1,3695,2,21,1,16,1,33,2,921,1,560,1,219,1,646,2,22,1,12,1,58,2,74,1,27,1,18,1,20,1,30,1,827,1,439,1,14,1,24,1,13,2,132,1,97,1,115,1,1170,1,139,3,15,1,76,1,20,1,24,1,40,1,14,1,3352,1,21,3,945,1,14,1,,,21,1,25,2,14,1,17,1,15,1,27,1,,,17,1,12056,1,18,1,28,1,5826,2,24,1,22,1,1476,1,15249,1,19,1,19,1,11,1,11,1,20,1,21,1,26,1,10,1,269,3,124,1,1076,1,454,1,,,402,1,898,3,,,30,2,3033,1,38,1,,,166,1,,,271,1,31,1,1119,1,21,1,76,1,180,1,4435,1,49,1,,,1019,2,84,1,347,1,28,1,16,1,2887,1,,,20,1,,,19,1,,,153,1,16,1,22,1,20,1,33,1,,,6080,1
2223,106589,2,,,,,,,,,,,1915,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,15,,,,,,,1352,2,,,,,142,7,3558,12,,,,,,,,,,,24542,3,,,7348,2,,,,,3088,3,2330,2,,,,,3464,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,2,,,,,699,3,,,,,,,,,15280,2,3682,3,,,,,6,4,,,,,,,122,9,,,,,,,,,,,,,,,,,203,3,,,,,,,,,,,9,5,,,,,185,2,,,,,,,,,,,,,961,10,,,595,2,,,,,,,,,,,,,,,,,,,,,9021,2,,,,,13315,1,,,,,,,5077,7,,,,,,,,,,,,,,,,,,,8,4,,,375,2,,,47,2,269,6,,,,,230,16,,,,,,,,,,,,,486,4,,,,,,,3245,2,,,,,668,3,,,,,,,,,2180,2,,,,,,,,,,,7,6,,,,,,,,,,,1874,6
2093,80412,3,,,,,,,,,,,89,16,,,,,,,,,,,,,24,4,,,,,,,,,,,63,11,,,,,12,6,12,3,,,,,,,81,13,8,2,,,,,158,21,,,,,89,15,2883,17,,,,,,,,,,,48019,2,9,9,2238,15,,,,,75,14,331,13,,,,,1919,12,,,,,,,,,15,2,,,,,,,,,7,2,,,141,15,12,7,,,261,10,,,,,155,17,10,8,,,,,143,10,,,,,,,,,1991,12,8050,1,,,8,3,5,6,,,6,4,,,218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,,,,,,,,,,,,,978,9,,,149,9,,,,,,,,,,,,,,,,,,,,,655,19,,,,,1886,4,,,,,,,2011,15,,,,,11,2,,,,,,,,,,,,,,,65,11,20,14,,,,,,,16,1,,,410,8,,,12,2,,,,,,,,,493,3,,,,,,,267,12,,,,,127,12,,,,,,,,,728,5,,,,,,,,,,,15,3,,,,,,,,,8,1,5485,2
1406,78120,4,27,2,,,,,,,,,880,4,,,,,,,13,4,,,,,94,3,,,,,,,,,,,682,2,,,,,,,,,,,,,,,97,8,,,,,,,257,10,,,13,2,356,3,5437,6,,,,,,,1022,3,,,24498,4,12,3,5183,5,52,5,10,5,706,5,1294,3,,,,,3570,4,31,1,,,,,5,2,,,,,,,8,7,,,,,,,1055,3,,,,,1580,1,,,,,411,10,161,3,,,7,3,2411,1,,,,,,,19,4,4843,5,3145,5,,,14,2,6,3,,,,,,,111,11,,,,,61,1,13,4,,,,,,,,,88,6,36,9,,,,,,,,,,,,,,,97,4,,,,,,,,,,,,,2087,2,7,9,346,3,,,,,,,33,1,,,,,,,,,,,,,1413,10,,,,,587,12,,,,,304,6,7623,4,,,,,,,,,,,8,4,9,2,,,2713,1,,,63,12,55,9,,,,,529,5,,,,,1152,3,,,,,,,,,,,,,87,7,,,,,,,264,13,,,,,422,6,8,4,,,,,,,338,7,,,,,,,10,3,,,11,4,,,,,,,7,3,,,1739,7
10816,66216,5,,,,,,,,,,,487,6,,,,,,,20,2,,,,,,,,,,,22,2,,,29,2,282,7,,,,,,,,,,,18,3,,,85,12,,,,,,,349,7,,,,,198,4,4122,10,,,,,,,221,8,,,16132,6,,,6295,3,83,4,,,493,6,422,9,,,,,2831,7,,,,,,,,,,,,,,,,,,,,,,,362,8,49,6,,,451,8,,,,,723,3,,,,,,,660,4,,,,,,,,,6109,3,2806,6,,,,,,,,,,,26,3,180,7,,,,,,,,,,,,,,,,,,,96,3,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,,878,11,18,5,234,5,,,24,1,,,,,,,,,,,,,,,,,2435,4,,,,,3153,3,,,,,346,5,10542,3,,,,,,,,,,,,,,,,,22,7,,,134,8,,,,,,,167,10,,,,,530,7,,,,,,,,,,,,,,,,,,,18,3,496,7,,,,,252,8,,,,,,,,,1101,3,,,,,,,15,2,,,30,2,,,,,,,,,,,2238,5
2397,61113,6,16,4,8,3,,,6,2,,,1649,3,,,,,,,9,6,,,,,170,2,,,3,3,,,,,8,4,666,3,,,,,16,5,,,20,2,27,2,,,146,6,,,7,2,17,2,463,5,,,12,3,702,2,7052,4,,,,,,,546,4,,,21449,5,11,7,5341,4,36,8,9,7,3556,2,655,6,,,,,2533,8,,,,,7,5,,,,,,,,,13,4,,,,,,,1068,2,,,6,2,348,9,,,,,533,6,110,4,,,11,2,25,14,,,,,8,3,35,3,2467,9,1665,12,,,,,,,120,2,38,2,,,34,29,8,2,,,,,13,5,,,,,10,2,10,3,97,5,63,5,,,,,,,99,2,8,6,,,,,11,9,,,,,,,,,,,,,805,14,22,2,239,4,,,,,,,6,4,,,,,,,5,2,,,,,1333,11,6,2,,,819,8,,,,,,,2866,11,,,,,,,,,,,4,6,,,,,63,4,,,133,9,103,6,,,,,227,7,,,,,878,4,11,3,,,22,4,,,,,,,70,9,,,,,8,4,549,6,,,,,267,7,22,2,,,,,8,2,78,14,15,1,,,,,9,4,,,5,8,,,,,,,10,2,,,590,15
2425,46948,7,,,,,,,,,,,150,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,35,22,,,,,,,227,16,,,,,152,6,23216,1,,,,,,,,,,,6394,26,2,44,1802,16,,,2,20,214,8,224,20,,,,,1553,14,,,,,8,3,,,,,,,,,,,,,,,,,243,12,,,,,,,,,,,254,13,14,6,,,,,,,,,,,,,,,1907,13,553,19,,,,,,,,,,,,,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,26,,,,,,,,,,,,,,,,,,,,,,,,,1601,7,,,,,735,11,,,,,422,3,5427,6,,,,,,,,,,,,,,,,,,,,,159,7,,,,,,,,,,,,,205,18,,,,,10,7,,,,,,,,,,,,,,,340,10,,,,,505,4,,,,,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,181,33
811,35600,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,2,,,,,,,32,37,,,,,,,5083,7,,,,,,,,,,,12179,10,7,15,3539,10,,,,,,,384,10,,,,,2500,9,,,,,,,,,,,,,,,12,5,,,,,,,865,6,,,,,,,,,,,390,11,,,,,,,,,,,,,,,,,355,57,540,20,,,,,,,,,,,,,321,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,4,,,27,28,,,,,,,,,,,,,,,,,,,,,842,14,,,,,1040,6,,,,,670,2,783,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3738,3
13,34982,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,3,,,,,,,235,15,,,5,9,90,14,3738,11,,,,,,,214,9,,,13160,8,5,27,5044,6,,,16,3,,,109,31,,,5,2,1190,22,,,,,,,,,,,,,3,3,,,,,,,,,895,5,,,,,,,,,,,412,9,,,6,1,,,,,,,,,,,,,1059,28,1798,11,,,,,,,,,,,,,111,10,,,,,,,,,,,,,,,,,,,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468,6,19,4,83,18,,,,,,,,,,,,,,,,,,,,,682,18,,,,,585,13,,,,,121,9,2274,14,,,,,,,,,,,,,,,,,,,,,45,14,100,7,,,,,162,11,,,,,383,10,,,,,,,,,,,,,,,,,,,,,54,24,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,617,14
2243,30523,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,12,,,,,,,,,,,,,,,21,38,,,,,,,,,,,,,,,6478,5,,,,,,,,,,,8846,18,,,,,,,,,,,16,90,,,,,2291,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,7,,,,,235,14,,,,,,,,,,,,,,,,,1525,15,1016,14,,,,,,,,,,,,,38,25,,,,,,,,,,,,,,,,,76,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059,3,,,,,,,,,,,4,6,,,,,,,,,,,,,3002,3,,,,,912,7,,,,,52,10,1449,17,,,,,,,,,,,7,5,,,,,,,,,,,186,4,,,,,1514,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,31
