bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
181,22999,11,25,4,,,,,,,,,174,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,15,,,,,,,,,,,,,137,9,3864,9,,,,,,,,,10743,11,,,2685,11,,,20,3,,,101,29,,,,,1242,15,,,,,,,,,,,,,,,,,,,,,,,140,15,,,,,371,4,,,,,97,21,,,,,,,,,,,,,,,,,490,31,208,44,,,,,,,,,,,,,,,,,,,,,23,2,,,,,,,,,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,17,,,73,18,,,,,,,,,,,,,,,,,,,,,286,26,,,,,189,27,,,,,,,688,23,,,,,,,,,,,,,,,,,324,2,,,,,,,,,,,,,,,,,316,9,,,,,,,,,,,,,17,16,,,,,32,20,,,,,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,28
320,22464,12,,,,,,,,,,,103,12,,,,,17,5,,,,,,,,,21,1,,,172,8,,,,,,,,,25,2,,,,,66,11,,,,,,,107,20,,,19,4,62,18,2130,19,,,,,291,6,,,9183,13,26,5,1352,19,64,6,,,68,15,450,7,,,,,1692,12,,,,,,,9,3,,,,,16,2,,,33,3,,,,,108,21,89,6,,,,,,,,,480,4,,,,,,,341,6,,,,,,,12,7,502,30,333,32,,,,,25,3,,,,,29,3,36,24,,,,,,,11,5,,,,,,,,,46,9,40,9,,,,,,,,,11,7,,,,,104,3,,,,,,,,,,,,,919,8,16,6,79,17,,,,,,,9,4,,,,,,,,,,,,,636,14,,,,,306,18,,,,,193,8,1338,15,,,,,,,,,,,,,11,3,,,,,,,152,6,81,5,,,,,37,12,,,,,101,28,,,,,27,5,,,33,4,,,25,12,,,,,42,13,,,17,1,74,17,,,,,,,,,40,15,,,,,,,,,,,13,9,,,,,,,,,,,242,25
29351,22369,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,,,,,,,,,,,,,,,,,,,,,,,,,129,16,,,,,,,3525,10,,,,,,,,,3353,38,,,241,51,126,4,,,,,95,30,,,,,360,50,,,,,,,,,,,,,,,,,,,,,,,263,9,,,,,,,,,,,60,24,29,5,,,,,,,,,,,,,,,,,177,48,,,,,,,,,,,,,11,57,,,,,,,,,,,,,,,,,239,3,113,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,41,,,,,,,,,,,,,,,,,,,,,,,,,899,9,,,,,,,,,,,,,10797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,47,,,,,,,,,,,,,,,,,,,,,,,,,1068,1,,,,,,,,,547,5,,,,,,,,,,,,,,,,,,,,,,,138,39
25821,22189,14,,,,,,,,,,,425,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,13,,,,,,,,,1370,92,23,7,2331,13,,,,,,,,,,,,,7542,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,4,,,,,,,,,,,,,,,,,,,,,,,3685,2
811,21878,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,4,,,,,,,25,39,,,,,,,2242,17,,,,,,,,,5795,19,3,42,2975,7,,,,,,,280,9,,,,,2091,9,,,,,,,,,,,,,,,2,10,,,,,,,639,5,,,,,,,,,,,306,8,,,,,,,,,,,,,,,,,180,65,495,22,,,,,,,,,,,,,373,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,3,,,29,30,,,,,,,,,,,,,,,,,,,,,714,12,,,,,803,8,,,,,486,1,611,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461,5
2243,20861,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,15,,,,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,5499,2,,,,,,,,,6211,17,,,,,,,,,,,,,,,,,1527,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,9,,,,,237,12,,,,,,,,,,,,,,,,,850,19,210,42,,,,,,,,,,,,,21,32,,,,,,,,,,,,,,,,,79,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,10,,,,,,,,,,,,,,,,,,,,,,,,,1619,5,,,,,828,7,,,,,49,10,1192,17,,,,,,,,,,,10,5,,,,,,,,,,,121,3,,,,,1115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,50
1294,20813,17,,,,,,,,,,,42,16,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,17,,,,,,,,,,,,,90,14,1729,21,,,,,,,,,9634,12,5,29,1567,15,,,9,9,80,13,275,13,,,,,2410,7,,,,,,,,,,,,,,,13,3,,,,,,,158,12,,,,,,,,,,,169,17,,,,,,,30,13,,,,,7,5,,,1831,8,,,,,,,,,,,,,,,380,3,,,,,,,,,,,,,,,,,,,28,12,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,509,15,,,48,25,,,,,,,8,7,,,,,,,,,,,,,74,43,,,,,,,,,,,,,1155,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,16,,,,,,,,,,,,,40,11,,,,,29,21,,,,,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,30
2425,20658,18,,,,,,,,,,,168,10,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,25,23,,,,,,,197,11,,,,,102,11,1610,22,,,,,,,,,4359,28,3,44,1281,20,,,9,10,161,9,248,17,,,,,1477,14,,,,,,,,,,,,,,,,,,,,,,,204,10,,,,,,,,,,,206,14,,,,,,,,,,,,,,,,,1366,10,542,20,,,,,,,,,,,,,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,24,,,,,,,,,,,,,,,,,,,,,,,,,1188,7,,,,,630,10,,,,,351,4,5111,4,,,,,,,,,,,,,,,,,,,,,89,10,,,,,,,,,,,,,198,19,,,,,18,6,,,,,,,,,,,,,,,,,,,567,3,,,,,,,,,56,13,,,,,,,,,,,,,,,,,,,,,,,172,32
50381,19168,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,1438,25,,,,,,,,,13950,5,,,874,25,,,,,43,17,239,18,,,,,363,49,,,,,,,,,,,,,,,,,,,,,,,121,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,11,68,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,17327,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,6,,,,,,,,,,,,,,,,,,,,,,,490,4,,,,,,,4367,7,,,,,,,,,4958,22,5,30,315,45,,,,,1077,4,,,,,,,437,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,8,,,,,304,9,15,7,,,,,,,,,,,,,,,481,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,1447,2,,,,,,,,,,,,,,,,,,,,,,,,,1867,3,,,,,,,,,,,,,125,64,,,,,,,,,,,,,,,,,18,7,,,253,2,,,,,6,2,,,7,4,,,432,7,,,,,,,,,,,,,,,,,,,63,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,41
39856,14931,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,5,,,,,,,,,,,,,,,99,6,,,,,,,96,22,,,,,30,31,1141,32,,,,,,,,,3259,39,,,2672,12,,,,,,,35,53,,,,,754,25,,,,,,,,,,,,,,,,,,,,,,,143,14,,,,,,,,,,,93,22,,,,,,,,,,,,,,,,,3977,3,,,,,,,,,,,,,,,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,,,,,,,,,,,,,,,,,,,403,22,,,,,277,19,,,,,,,1293,16,,,,,,,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,31
3886,14579,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,4,,,,,,,,,,,,,,,23,27,,,,,,,194,12,,,,,69,16,4121,8,,,,,,,,,2603,49,7,21,621,32,34,11,8,13,125,12,255,16,,,,,537,36,,,,,8,3,,,,,,,,,,,,,,,,,26,41,,,,,,,,,,,801,2,,,,,,,,,,,,,,,,,1299,12,138,55,,,,,,,,,,,,,23,29,,,,,,,,,26,2,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,38,5,15,125,10,,,,,,,,,,,,,,,,,,,,,425,20,,,,,385,15,,,,,396,3,295,42,,,,,,,,,,,,,,,,,,,,,113,8,31,9,,,,,1074,2,,,,,112,25,,,,,,,,,,,,,,,,,,,70,9,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,48
28,13637,23,,,,,,,,,,,380,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,82,,,,,,,,,2643,48,,,1411,17,,,,,,,21,74,,,,,286,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,11,,,,,,,,,265,51,7875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,59,,,,,,,,,,,,,,,,,,,64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,13206,24,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,17,18,,,,,168,2,,,,,,,,,13,44,,,,,,,,,,,,,171,8,690,53,,,,,,,,,8556,16,10,13,126,74,,,,,27,19,,,,,,,395,46,,,,,,,,,,,,,,,,,62,2,,,,,,,931,2,,,,,,,,,,,,,,,,,160,9,,,,,,,,,131,75,339,31,,,,,,,,,,,,,23,31,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,,39,2,,,517,2,96,4,,,,,,,,,,,,,62,68,7,14,131,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,63,,,,,,,,,,,,,,,,,,,26,2,,,,,,,,,,,,,,,42,49,,,,,221,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,68
