bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,104457,1,151,1,31,1,28,1,17,1,15,1,2624,1,13,1,19,1,27,1,451,1,33,1,19,1,22,1,,,35,1,452,1,103,1,191,1,460,1,21,1,62,1,297,1,21,1,287,1,82,1,9,1,38,1,754,1,18,1,58,1,561,1,4912,1,14,1,16,1,411,3,16,1,26721,2,57,1,13772,1,484,1,70,1,2091,3,1219,2,22,1,3761,4,,,15,1,17,1,49,1,11,2,19,1,55,1,82,1,12,1,,,1606,1,2425,1,137,1,458,1,13,1,13,1,1083,1,302,1,,,16,2,1799,1,22,1,16,1,28,1,90,1,3280,1,2552,3,18,1,18,3,27,2,472,1,437,1,104,1,343,3,18,1,,,52,1,30,1,26,1,11,1,19,1,10,1,351,2,199,1,12,1,16,1,26,2,64,1,210,1,136,1,823,1,132,2,16,1,115,1,15,1,16,1,19,1,11,1,955,7,23,2,711,1,12,1,,,19,1,13,1,20,1,14,1,10,1,14,1,,,18,1,3113,2,11,1,13,1,3582,2,9,1,19,1,400,1,5670,2,25,1,18,1,15,1,17,1,17,1,18,1,25,1,12,1,119,2,112,1,278,1,170,1,,,212,1,505,1,,,7,3,933,1,24,2,,,172,2,,,259,1,3,1,557,2,40,1,130,1,381,2,28,1,,,586,2,71,1,261,1,63,1,16,1,4006,1,,,10,1,,,14,1,,,16,1,9,1,18,1,8,1,12,2,,,2353,4
2398,87679,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,46,378,70,,,,,,,,,86210,1,4,25,148,54,,,,,,,14,82,,,449,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,49,,,,,,,,,,,,,,,,,,,,,,,,,31,55,,,,,,,,,,,,,187,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,80,,,,,,,,,,,,,,,,,,,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,58823,3,,,,,,,,,,,645,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10,,,,,,,744,2,,,,,270,3,2228,13,,,,,,,,,12882,5,,,4639,2,,,,,2541,2,1717,1,,,4777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,,,,,260,8,,,,,,,,,3037,2,2101,6,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,361,1,,,,,,,,,,,23,3,,,,,99,3,,,,,,,,,,,,,738,11,,,562,2,,,,,,,,,,,,,,,,,,,,,3294,1,,,,,8633,1,,,,,,,3104,7,,,,,,,,,,,,,,,,,,,18,3,,,110,2,,,,,31,9,,,,,211,12,,,,,,,,,,,,,393,3,,,,,2539,1,,,,,308,3,,,,,,,,,758,2,,,,,,,,,,,5,7,,,,,,,,,,,1708,8
1406,50628,4,32,2,,,,,,,,,9,20,,,,,26,2,65,3,,,,,,,,,,,255,3,,,,,,,,,,,,,,,90,3,,,,,,,315,6,,,18,3,241,4,3429,5,,,,,510,2,,,20508,3,19,4,2932,3,81,5,14,2,292,6,1125,3,,,3804,3,32,1,,,,,24,2,,,,,,,,,,,,,854,5,,,,,279,3,,,,,232,9,26,4,,,19,1,1698,2,,,,,,,23,3,1296,5,2538,4,,,21,2,17,3,,,,,,,,,,,,,,,17,2,,,,,,,,,102,4,43,8,,,,,,,,,,,,,,,90,4,,,,,,,,,,,,,1962,1,27,1,320,4,,,,,,,,,,,,,,,,,,,,,581,9,,,,,541,9,,,,,128,5,3387,6,,,,,,,,,,,13,2,12,2,,,230,1,,,61,7,43,7,,,,,159,4,,,,,572,4,,,,,,,,,,,,,,,,,,,108,7,,,,,159,5,21,2,,,,,,,166,8,,,,,,,10,3,,,11,3,,,,,,,13,1,,,1028,11
10816,37221,5,,,,,,,,,,,278,6,,,,,23,3,,,,,,,14,2,,,12,3,101,8,,,,,,,,,,,28,2,,,54,5,,,,,,,332,4,,,,,125,8,3472,4,,,,,85,8,,,11031,8,,,2745,4,83,4,,,452,5,329,6,,,2407,7,,,,,,,,,,,,,,,,,,,,,661,6,77,5,,,107,9,,,,,349,3,,,,,,,349,6,,,,,,,,,1605,4,1942,7,,,,,,,,,,,16,3,180,6,,,,,,,,,,,,,,,,,,,77,4,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,719,12,11,7,248,5,,,17,1,,,,,,,,,,,,,,,,,1214,5,,,,,1181,3,,,,,105,7,3466,5,,,,,,,,,,,,,,,,,17,6,,,79,4,,,,,,,58,7,,,,,587,3,,,,,,,,,30,3,,,,,,,13,2,117,5,,,,,113,7,,,,,,,,,293,7,,,,,,,14,2,,,15,2,,,,,,,,,,,1978,7
2397,33147,6,12,3,8,3,,,4,2,,,812,2,,,,,7,6,98,2,,,3,3,,,,,7,5,333,2,,,,,22,5,,,23,2,20,3,,,31,17,,,5,2,7,2,254,8,,,6,8,384,2,3370,6,,,,,325,5,,,11529,7,12,7,1601,9,31,11,5,12,3159,1,211,10,,,1708,10,,,,,3,2,,,,,,,24,2,,,,,,,1129,3,,,5,2,116,8,,,,,296,4,32,3,,,8,3,58,13,,,,,4,3,27,2,818,11,1500,9,,,,,,,56,2,14,2,,,31,21,7,2,,,,,6,5,,,,,5,3,3,4,47,7,50,7,,,,,,,41,2,1,7,,,,,13,9,,,,,,,,,,,,,496,15,3,15,169,6,,,,,,,4,4,,,,,,,5,2,,,,,521,11,6,2,,,568,8,,,,,,,1618,9,,,,,,,,,,,7,5,,,,,36,4,,,50,12,46,5,,,,,69,6,,,,,383,6,12,3,,,16,7,,,,,,,64,9,,,6,4,174,4,,,,,81,10,9,4,,,,,8,2,60,11,12,1,,,,,6,4,,,2,9,,,,,,,5,3,,,430,18
2093,31585,7,,,,,,,,,,,56,12,,,,,,,13,6,,,,,,,,,,,85,9,,,,,10,6,12,2,,,,,,,30,18,8,2,,,,,81,22,,,,,55,21,1358,22,,,,,,,,,13446,4,10,11,1390,14,,,,,73,13,143,22,,,1042,17,,,,,,,,,19,1,,,,,,,5,2,,,116,14,13,7,,,37,14,,,,,66,22,9,6,,,,,118,10,,,,,,,,,615,16,4677,1,,,25,1,9,6,,,2,4,,,148,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7,,,,,,,,,,,,,377,18,,,53,18,,,,,,,,,,,,,,,,,,,,,323,19,,,,,469,10,,,,,,,1490,12,,,,,7,2,,,,,,,,,,,,,,,57,9,12,12,,,,,,,13,2,,,250,9,,,7,1,,,,,,,,,322,5,,,,,48,14,,,,,55,15,,,,,,,,,571,5,,,,,,,,,,,7,5,,,,,,,,,10,1,3811,2
463,28128,8,,,29,2,,,,,,,,,,,,,,,16,4,,,,,,,,,,,47,11,,,,,,,,,16,3,,,,,33,15,,,,,,,229,9,,,,,112,9,2477,11,,,,,,,,,12476,6,10,9,1225,16,29,12,12,3,29,19,147,21,,,1368,13,,,,,,,,,,,,,,,,,,,,,103,21,,,,,41,13,,,,,89,20,,,,,,,63,11,,,,,,,,,824,10,2254,5,,,,,,,,,,,,,147,8,,,,,,,13,3,,,,,,,,,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,17,15,4,46,20,,,,,,,,,,,,,,,,,,,,,476,13,,,,,1109,4,,,,,,,1510,11,,,,,,,,,,,,,,,,,,,,,,,22,10,,,,,28,10,,,,,158,16,,,,,,,,,,,,,73,8,,,,,48,13,,,,,62,13,,,,,,,,,57,13,,,,,,,,,,,,,,,,,,,,,,,2279,5
2181,24676,9,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,193,4,,,,,,,,,,,,,,,22,22,,,,,,,137,16,,,,,176,6,2055,14,,,,,359,4,,,7382,13,15,6,1169,18,136,3,7,7,,,191,14,,,1180,15,,,,,,,,,,,,,,,,,,,,,356,8,,,,,95,10,,,,,236,8,,,,,,,436,5,,,,,,,18,4,920,9,1002,14,,,,,,,48,3,,,,,48,15,,,,,,,,,,,,,,,8,2,45,8,177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,9,14,5,332,3,,,,,,,,,,,,,,,,,,,,,1993,4,,,,,267,17,,,,,89,8,2108,8,,,,,,,,,,,10,3,,,,,25,5,,,74,5,26,8,,,,,27,11,16,1,,,924,2,,,,,,,,,,,,,192,6,,,,,110,6,,,,,109,8,18,3,,,,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,1049,10
2162,21751,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,9,42,,,,,,,139,15,,,,,29,31,1374,21,,,,,,,,,10078,10,,,689,22,,,,,,,110,27,,,937,21,,,,,1,4,,,,,,,,,,,,,,,15,47,,,,,,,,,,,183,10,,,,,,,11,19,,,,,,,10,6,636,15,10,112,,,,,,,10,4,,,,,55,13,,,,,,,,,,,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,53,4,12,,,,,,,,,,,,,,,,,,,,,,,418,15,,,,,195,22,,,,,23,11,4421,3,,,,,,,,,,,,,,,,,6,8,,,,,6,16,,,,,15,14,,,,,65,30,,,,,,,,,,,,,,,,,,,38,17,,,,,116,6,,,,,,,,,39,16,,,,,,,,,,,,,,,,,,,,,,,2000,6
